target_points,horizon_bars,window,observations,mean_realized_probability,mean_model_probability,baseline_probability,probability_lift,top_decile_lift,mean_future_mfe,median_future_mfe
5.0,120,14,1289,0.9224204809930179,0.916892219343511,0.9383024429235151,-0.021410223580004106,-0.039077636721964626,66.20868890612878,46.25
5.0,120,15,1326,0.9509803921568627,0.9324253990819191,0.9373415939172064,-0.004916194835287269,0.01754562412790639,81.66610105580693,53.25
5.0,120,16,1032,0.9699612403100775,0.9657539638668992,0.9381406857546837,0.027613278112215478,0.023397775783777885,82.7439437984496,51.5
5.0,120,17,1149,0.9608355091383812,0.9772219258458641,0.9395283975659229,0.03769352827994121,0.025688993738424926,127.27828546562228,94.5
5.0,120,18,841,0.9583828775267539,0.961134949493068,0.9405150525933986,0.020619896899669365,0.035955535641895464,90.28448275862068,64.75
5.0,120,19,935,0.9668449197860962,0.9570220143399774,0.9411008029936851,0.015921211346292208,0.005707707644612703,93.51978609625668,57.25
5.0,120,20,1189,0.9655172413793104,0.9683065589883931,0.9420060927451201,0.02630046624327298,0.0243804618767286,114.91484440706476,81.5
5.0,120,21,1061,0.9811498586239397,0.9784862612576893,0.9430124559003528,0.035473805357336574,0.056987544099647236,171.42742695570217,100.25
10.0,5,1,1243,0.12711182622687048,0.05657884917021866,0.1473941368078176,-0.09081528763759894,0.2606058631921824,4.992156074014481,3.75
10.0,5,2,1638,0.4163614163614164,0.293303781668829,0.13719142047753946,0.15611236119128952,0.6311012624492898,13.238858363858364,7.5
10.0,5,3,1892,0.48308668076109934,0.4247169779519104,0.2484789486493064,0.176238029302604,0.5409947355612199,13.344080338266386,9.5
10.0,5,4,1862,0.495703544575725,0.5779101988780847,0.32244625895684054,0.25546393992124417,0.4155216554816621,12.679914070891515,9.75
10.0,5,5,1943,0.45651055069480184,0.4464779624110783,0.3634745008266565,0.08300346158442179,0.44165370430154866,12.969763252702007,8.75
10.0,5,6,1234,0.3679092382495948,0.371909059149989,0.3819090352845197,-0.009999976134530686,0.34389741632838355,9.772487844408428,7.25
10.0,5,7,1320,0.5143939393939394,0.48397106195828227,0.3803442028985507,0.10362685905973157,0.392383069828722,14.448295454545455,10.25
10.0,5,8,1884,0.6348195329087049,0.6745177689314901,0.3946601941747573,0.2798575747567328,0.3831175836030205,18.72213375796178,13.75
10.0,5,9,1357,0.5622697126013264,0.6018551433885809,0.4264251614714968,0.17542998191708414,0.29416307382262086,15.857774502579218,11.75
10.0,5,10,1376,0.5545058139534884,0.5908951223868508,0.4382411383885648,0.152653983998286,0.30813567320563806,15.082848837209303,11.25
10.0,5,11,1154,0.5017331022530329,0.5355477368489773,0.44766448724745245,0.08788324960152483,0.23336999551116822,12.600086655112651,10.0
10.0,5,12,926,0.4740820734341253,0.5007633411126376,0.4511058408251062,0.049657500287531464,0.28007695487381856,12.208963282937365,9.25
10.0,5,13,960,0.4708333333333333,0.4474662241031183,0.45222228052684055,-0.0047560564237222325,0.23527771947315945,12.032552083333334,9.125
10.0,5,14,1289,0.5003878975950349,0.46633455946339225,0.4531148523754808,0.013219707087911425,0.24455956622917036,13.668347556245152,10.0
10.0,5,15,1326,0.5648567119155354,0.5490422207780665,0.4559748427672956,0.09306737801077092,0.34101763843571187,17.648378582202113,11.5
10.0,5,16,1032,0.6463178294573644,0.5377162082911318,0.4623541887592789,0.07536201953185284,0.3453381189330288,19.001211240310077,14.25
10.0,5,17,1149,0.6919060052219321,0.7392960680215851,0.47037694388100065,0.26891912414058444,0.41657957785812977,26.86248912097476,18.0
10.0,5,18,841,0.6551724137931034,0.5966713908355458,0.48063515092894854,0.11603623990659723,0.3781883784828161,19.580558858501785,14.25
