observations,wins,losses,win_rate,tp,sl,rr,horizon,expectancy_r,breakeven_wr,edge_vs_breakeven,context,side,hmm_state,vol_bucket,zscore,candidate,research_score
840,435,405,0.5178571428571429,25.0,17.5,1.4285714285714286,5,0.25765306122448994,0.4117647058823529,0.10609243697478998,D1,LONG,1,20-40,2.5,True,1.7661736600976803
840,435,405,0.5178571428571429,25.0,17.5,1.4285714285714286,7,0.25765306122448994,0.4117647058823529,0.10609243697478998,D1,LONG,1,20-40,2.5,True,1.7661736600976803
840,443,397,0.5273809523809524,27.5,20.0,1.375,4,0.25252976190476195,0.42105263157894735,0.10632832080200505,D1,LONG,1,20-40,2.5,True,1.7472511987207062
840,443,397,0.5273809523809524,27.5,20.0,1.375,7,0.25252976190476195,0.42105263157894735,0.10632832080200505,D1,LONG,1,20-40,2.5,True,1.7472511987207062
154,92,62,0.5974025974025974,6.0,5.0,1.2,7,0.31428571428571417,0.45454545454545453,0.14285714285714285,B1,LONG,2,60-80,3.5,True,1.7394670301211272
154,92,62,0.5974025974025974,6.0,5.0,1.2,10,0.31428571428571417,0.45454545454545453,0.14285714285714285,B1,LONG,2,60-80,3.5,True,1.7394670301211272
5154,2741,2413,0.5318199456732635,25.0,20.0,1.25,6,0.19659487776484297,0.4444444444444444,0.0873755012288191,C1,LONG,0,40-60,2.0,True,1.7339098995565645
3267,1752,1515,0.5362718089990818,25.0,20.0,1.25,5,0.20661157024793397,0.4444444444444444,0.09182736455463736,A1,LONG,0,20-40,2.0,True,1.7325294464315038
3267,1751,1516,0.5359657177838996,25.0,20.0,1.25,4,0.205922865013774,0.4444444444444444,0.09152127333945514,A1,LONG,0,20-40,2.0,True,1.7262443041626327
154,83,71,0.538961038961039,11.0,7.5,1.4666666666666666,8,0.3294372294372294,0.4054054054054054,0.1335556335556336,B1,LONG,2,60-80,3.5,True,1.726225451835856
5154,2739,2415,0.5314318975552969,25.0,20.0,1.25,7,0.19572176949941789,0.4444444444444444,0.08698745311085243,C1,LONG,0,40-60,2.0,True,1.7255601425193954
154,82,72,0.5324675324675324,7.5,5.0,1.5,5,0.3311688311688311,0.4,0.1324675324675324,B1,LONG,2,60-80,3.5,True,1.724453292001103
154,82,72,0.5324675324675324,7.5,5.0,1.5,15,0.3311688311688311,0.4,0.1324675324675324,B1,LONG,2,60-80,3.5,True,1.724453292001103
154,82,72,0.5324675324675324,9.0,6.0,1.5,10,0.3311688311688311,0.4,0.1324675324675324,B1,LONG,2,60-80,3.5,True,1.724453292001103
154,85,69,0.551948051948052,7.0,5.0,1.4,12,0.3246753246753247,0.4166666666666667,0.13528138528138528,B1,LONG,2,60-80,3.5,True,1.7225393593795708
154,90,64,0.5844155844155844,7.5,6.0,1.25,8,0.31493506493506485,0.4444444444444444,0.13997113997113997,B1,LONG,2,60-80,3.5,True,1.7224330297894848
154,93,61,0.6038961038961039,7.0,6.0,1.1666666666666667,9,0.3084415584415585,0.46153846153846145,0.14235764235764248,B1,LONG,2,60-80,3.5,True,1.7172228798753133
5154,2736,2418,0.5308498253783469,25.0,20.0,1.25,3,0.19441210710128054,0.4444444444444444,0.08640538093390249,C1,LONG,0,40-60,2.0,True,1.7130463671019962
3267,1664,1603,0.5093357820630547,27.5,20.0,1.375,15,0.209672482399755,0.42105263157894735,0.0882831504841074,A1,LONG,0,20-40,2.0,True,1.71249538368156
861,452,409,0.5249709639953543,27.5,20.0,1.375,12,0.2468060394889664,0.42105263157894735,0.10391833241640691,A2,LONG,0,20-40,2.5,True,1.7098822102390883
154,87,67,0.564935064935065,8.0,6.0,1.3333333333333333,6,0.31818181818181823,0.4285714285714286,0.13636363636363635,B1,LONG,2,60-80,3.5,True,1.7089291718486708
154,87,67,0.564935064935065,8.0,6.0,1.3333333333333333,7,0.31818181818181823,0.4285714285714286,0.13636363636363635,B1,LONG,2,60-80,3.5,True,1.7089291718486708
154,79,75,0.512987012987013,12.0,7.5,1.6,7,0.3337662337662338,0.3846153846153846,0.1283716283716284,B1,LONG,2,60-80,3.5,True,1.705186370277673
154,79,75,0.512987012987013,12.0,7.5,1.6,10,0.3337662337662338,0.3846153846153846,0.1283716283716284,B1,LONG,2,60-80,3.5,True,1.705186370277673
840,441,399,0.525,27.5,20.0,1.375,3,0.24687500000000007,0.42105263157894735,0.10394736842105268,D1,LONG,1,20-40,2.5,True,1.7041673739572176
372,191,181,0.5134408602150538,30.0,20.0,1.5,8,0.2836021505376344,0.4,0.11344086021505373,D2,LONG,1,20-40,3.0,True,1.7019445837214078
372,200,172,0.5376344086021505,27.5,20.0,1.375,6,0.2768817204301075,0.42105263157894735,0.11658177702320316,D2,LONG,1,20-40,3.0,True,1.7012813244898168
372,196,176,0.5268817204301075,25.0,17.5,1.4285714285714286,5,0.27956989247311825,0.4117647058823529,0.11511701454775458,D2,LONG,1,20-40,3.0,True,1.699997596944802
861,442,419,0.5133565621370499,25.0,17.5,1.4285714285714286,10,0.24672307947569272,0.4117647058823529,0.10159185625469702,A2,LONG,0,20-40,2.5,True,1.6899385368577764
2255,1131,1124,0.5015521064301552,25.0,17.5,1.4285714285714286,3,0.21805511561609137,0.4117647058823529,0.08978740054780232,S1,SHORT,2,80-100,2.0,True,1.6862928143148364
154,77,77,0.5,10.0,6.0,1.6666666666666667,5,0.33333333333333337,0.37499999999999994,0.12500000000000006,B1,LONG,2,60-80,3.5,True,1.681141705639749
154,77,77,0.5,10.0,6.0,1.6666666666666667,12,0.33333333333333337,0.37499999999999994,0.12500000000000006,B1,LONG,2,60-80,3.5,True,1.681141705639749
154,77,77,0.5,10.0,6.0,1.6666666666666667,20,0.33333333333333337,0.37499999999999994,0.12500000000000006,B1,LONG,2,60-80,3.5,True,1.681141705639749
372,195,177,0.5241935483870968,25.0,17.5,1.4285714285714286,4,0.2730414746543779,0.4117647058823529,0.11242884250474383,D2,LONG,1,20-40,3.0,True,1.6559535161741787
5154,2722,2432,0.5281334885525805,25.0,20.0,1.25,4,0.18830034924330608,0.4444444444444444,0.08368904410813605,C1,LONG,0,40-60,2.0,True,1.6548210626826354
3267,1739,1528,0.5322926232017141,25.0,20.0,1.25,6,0.19765840220385678,0.4444444444444444,0.08784817875726969,A1,LONG,0,20-40,2.0,True,1.651088706908778
861,440,421,0.5110336817653891,25.0,17.5,1.4285714285714286,8,0.24108179857308787,0.4117647058823529,0.09926897588303618,A2,LONG,0,20-40,2.5,True,1.647513170822823
3267,1738,1529,0.531986531986532,25.0,20.0,1.25,10,0.19696969696969702,0.4444444444444444,0.08754208754208759,A1,LONG,0,20-40,2.0,True,1.6448479163020044
840,438,402,0.5214285714285715,27.5,20.0,1.375,5,0.23839285714285718,0.42105263157894735,0.10037593984962412,D1,LONG,1,20-40,2.5,True,1.6398816592437957
3267,1737,1530,0.5316804407713499,25.0,20.0,1.25,12,0.19628099173553726,0.4444444444444444,0.08723599632690548,A1,LONG,0,20-40,2.0,True,1.6386105373615458
154,89,65,0.577922077922078,5.0,4.0,1.25,12,0.3003246753246753,0.4444444444444444,0.13347763347763353,B1,LONG,2,60-80,3.5,True,1.6326908557576119
154,89,65,0.577922077922078,5.0,4.0,1.25,20,0.3003246753246753,0.4444444444444444,0.13347763347763353,B1,LONG,2,60-80,3.5,True,1.6326908557576119
154,82,72,0.5324675324675324,11.0,7.5,1.4666666666666666,6,0.31341991341991327,0.4054054054054054,0.12706212706212705,B1,LONG,2,60-80,3.5,True,1.6320316122990826
154,84,70,0.5454545454545454,7.0,5.0,1.4,15,0.30909090909090897,0.4166666666666667,0.12878787878787873,B1,LONG,2,60-80,3.5,True,1.6297348931532434
154,92,62,0.5974025974025974,7.0,6.0,1.1666666666666667,8,0.2943722943722944,0.46153846153846145,0.13586413586413593,B1,LONG,2,60-80,3.5,True,1.6292528656781915
154,86,68,0.5584415584415584,8.0,6.0,1.3333333333333333,10,0.30303030303030287,0.4285714285714286,0.1298701298701298,B1,LONG,2,60-80,3.5,True,1.6176274971622135
154,86,68,0.5584415584415584,10.0,7.5,1.3333333333333333,9,0.30303030303030287,0.4285714285714286,0.1298701298701298,B1,LONG,2,60-80,3.5,True,1.6176274971622135
372,198,174,0.532258064516129,27.5,20.0,1.375,4,0.2641129032258064,0.42105263157894735,0.11120543293718166,D2,LONG,1,20-40,3.0,True,1.6144157606104883
840,428,412,0.5095238095238095,25.0,17.5,1.4285714285714286,8,0.23741496598639444,0.4117647058823529,0.09775910364145657,D1,LONG,1,20-40,2.5,True,1.6141204008360164
3267,1733,1534,0.5304560759106214,25.0,20.0,1.25,7,0.1935261707988981,0.4444444444444444,0.08601163146617696,A1,LONG,0,20-40,2.0,True,1.6136951382628617
5154,2712,2442,0.5261932479627474,25.0,20.0,1.25,8,0.18393480791618155,0.4444444444444444,0.08174880351830294,C1,LONG,0,40-60,2.0,True,1.6134053217395679
372,189,183,0.5080645161290323,30.0,20.0,1.5,12,0.2701612903225806,0.4,0.10806451612903223,D2,LONG,1,20-40,3.0,True,1.6126827284247187
861,447,414,0.519163763066202,27.5,20.0,1.375,7,0.23301393728222985,0.42105263157894735,0.0981111314872547,A2,LONG,0,20-40,2.5,True,1.6051836236447936
2255,1143,1112,0.5068736141906873,27.5,20.0,1.375,3,0.2038248337028824,0.42105263157894735,0.08582098261173998,S1,SHORT,2,80-100,2.0,True,1.584620308792426
861,446,415,0.5180023228803716,27.5,20.0,1.375,10,0.23025551684088263,0.42105263157894735,0.09694969130142428,A2,LONG,0,20-40,2.5,True,1.5843738357190147
861,437,424,0.5075493612078978,25.0,17.5,1.4285714285714286,15,0.23261987721918054,0.4117647058823529,0.09578465532554492,A2,LONG,0,20-40,2.5,True,1.5842072720985652
861,468,393,0.5435540069686411,25.0,20.0,1.25,5,0.22299651567944245,0.4444444444444444,0.09910956252419667,A2,LONG,0,20-40,2.5,True,1.572938909396516
372,197,175,0.5295698924731183,27.5,20.0,1.375,5,0.2577284946236559,0.42105263157894735,0.10851726089417091,D2,LONG,1,20-40,3.0,True,1.5712878639627654
3267,1725,1542,0.5280073461891643,25.0,20.0,1.25,8,0.1880165289256197,0.4444444444444444,0.08356290174471992,A1,LONG,0,20-40,2.0,True,1.5640281000486136
154,98,56,0.6363636363636364,5.0,5.0,1.0,9,0.2727272727272727,0.5,0.13636363636363635,B1,LONG,2,60-80,3.5,True,1.5630449742518324
154,90,64,0.5844155844155844,6.0,5.0,1.2,6,0.2857142857142856,0.45454545454545453,0.12987012987012986,B1,LONG,2,60-80,3.5,True,1.5626196558914913
154,88,66,0.5714285714285714,7.5,6.0,1.25,7,0.2857142857142856,0.4444444444444444,0.12698412698412698,B1,LONG,2,60-80,3.5,True,1.5439056480365032
154,88,66,0.5714285714285714,7.5,6.0,1.25,10,0.2857142857142856,0.4444444444444444,0.12698412698412698,B1,LONG,2,60-80,3.5,True,1.5439056480365032
154,81,73,0.525974025974026,11.0,7.5,1.4666666666666666,7,0.29740259740259734,0.4054054054054054,0.12056862056862061,B1,LONG,2,60-80,3.5,True,1.5388868913844842
154,81,73,0.525974025974026,11.0,7.5,1.4666666666666666,10,0.29740259740259734,0.4054054054054054,0.12056862056862061,B1,LONG,2,60-80,3.5,True,1.5388868913844842
154,83,71,0.538961038961039,7.0,5.0,1.4,5,0.2935064935064935,0.4166666666666667,0.12229437229437229,B1,LONG,2,60-80,3.5,True,1.5379511909917352
154,80,74,0.5194805194805194,9.0,6.0,1.5,5,0.2987012987012986,0.4,0.11948051948051941,B1,LONG,2,60-80,3.5,True,1.5358245991900314
154,80,74,0.5194805194805194,9.0,6.0,1.5,12,0.2987012987012986,0.4,0.11948051948051941,B1,LONG,2,60-80,3.5,True,1.5358245991900314
840,455,385,0.5416666666666666,25.0,20.0,1.25,6,0.2187499999999999,0.4444444444444444,0.09722222222222221,D1,LONG,1,20-40,2.5,True,1.5345749225198764
247,126,121,0.5101214574898786,30.0,20.0,1.5,3,0.2753036437246964,0.4,0.11012145748987856,S2,SHORT,0,20-40,3.0,True,1.5332300497866729
372,196,176,0.5268817204301075,27.5,20.0,1.375,7,0.25134408602150526,0.42105263157894735,0.10582908885116016,D2,LONG,1,20-40,3.0,True,1.528363224176336
372,192,180,0.5161290322580645,25.0,17.5,1.4285714285714286,7,0.2534562211981567,0.4117647058823529,0.10436432637571158,D2,LONG,1,20-40,3.0,True,1.5250683234774658
861,465,396,0.5400696864111498,25.0,20.0,1.25,3,0.21515679442508717,0.4444444444444444,0.09562524196670541,A2,LONG,0,20-40,2.5,True,1.512573029532952
861,465,396,0.5400696864111498,25.0,20.0,1.25,4,0.21515679442508717,0.4444444444444444,0.09562524196670541,A2,LONG,0,20-40,2.5,True,1.512573029532952
840,432,408,0.5142857142857142,27.5,20.0,1.375,8,0.2214285714285713,0.42105263157894735,0.09323308270676689,D1,LONG,1,20-40,2.5,True,1.5125343105714746
2255,1133,1122,0.5024390243902439,27.5,20.0,1.375,4,0.19329268292682933,0.42105263157894735,0.08138639281129656,S1,SHORT,2,80-100,2.0,True,1.4961203847295583
2255,1132,1123,0.5019955654101995,27.5,20.0,1.375,5,0.19223946784922386,0.42105263157894735,0.08094293383125217,S1,SHORT,2,80-100,2.0,True,1.4873100617904813
154,97,57,0.6298701298701299,5.0,5.0,1.0,8,0.2597402597402598,0.5,0.1298701298701299,B1,LONG,2,60-80,3.5,True,1.4801078939854093
861,440,421,0.5110336817653891,27.5,20.0,1.375,15,0.2137049941927991,0.42105263157894735,0.08998105018644176,A2,LONG,0,20-40,2.5,True,1.4604246139158947
154,87,67,0.564935064935065,5.0,4.0,1.25,15,0.2711038961038962,0.4444444444444444,0.12049062049062054,B1,LONG,2,60-80,3.5,True,1.4560774066261635
154,87,67,0.564935064935065,7.5,6.0,1.25,6,0.2711038961038962,0.4444444444444444,0.12049062049062054,B1,LONG,2,60-80,3.5,True,1.4560774066261635
154,90,64,0.5844155844155844,7.0,6.0,1.1666666666666667,7,0.26623376623376627,0.46153846153846145,0.12287712287712294,B1,LONG,2,60-80,3.5,True,1.456077406626163
154,90,64,0.5844155844155844,7.0,6.0,1.1666666666666667,10,0.26623376623376627,0.46153846153846145,0.12287712287712294,B1,LONG,2,60-80,3.5,True,1.456077406626163
861,462,399,0.5365853658536586,25.0,20.0,1.25,6,0.20731707317073178,0.4444444444444444,0.09214092140921415,A2,LONG,0,20-40,2.5,True,1.4525764226812967
372,204,168,0.5483870967741935,25.0,20.0,1.25,3,0.2338709677419354,0.4444444444444444,0.10394265232974909,D2,LONG,1,20-40,3.0,True,1.4518958534116269
840,429,411,0.5107142857142857,27.5,20.0,1.375,12,0.21294642857142843,0.42105263157894735,0.08966165413533833,D1,LONG,1,20-40,2.5,True,1.4494726766125758
154,79,75,0.512987012987013,9.0,6.0,1.5,20,0.2824675324675324,0.4,0.11298701298701297,B1,LONG,2,60-80,3.5,True,1.4431051966357735
