window,feature,feature_value,horizon_bars,observations,mean_future_points,median_future_points,positive_probability,cost_covered_probability
4,vwap_distance_bucket,-2:-1,3,326,0.8473926380368099,-1.625,0.44785276073619634,0.4294478527607362
4,vwap_distance_bucket,-2:-1,5,326,-0.06978527607361963,-4.375,0.4110429447852761,0.38650306748466257
4,vwap_distance_bucket,-2:-1,10,326,-3.4976993865030677,-11.5,0.39570552147239263,0.3895705521472393
4,vwap_distance_bucket,-2:-1,20,326,1.4578220858895705,-7.25,0.4447852760736196,0.43558282208588955
4,vwap_distance_bucket,-2:-1,30,326,-1.6863496932515338,-7.0,0.450920245398773,0.450920245398773
4,vwap_distance_bucket,-2:-1,60,326,1.9102760736196318,-4.25,0.46932515337423314,0.4601226993865031
4,vwap_distance_bucket,-1:0,1,205,-0.13902439024390245,0.0,0.4926829268292683,0.4585365853658537
4,vwap_distance_bucket,-1:0,3,205,-0.4902439024390244,-0.5,0.4975609756097561,0.47804878048780486
4,vwap_distance_bucket,-1:0,5,205,-1.1634146341463414,-1.0,0.48292682926829267,0.4634146341463415
4,vwap_distance_bucket,-1:0,10,205,-8.357317073170732,-11.75,0.36097560975609755,0.35609756097560974
4,vwap_distance_bucket,-1:0,20,205,-7.564634146341463,-20.5,0.3902439024390244,0.3902439024390244
4,vwap_distance_bucket,-1:0,30,205,-11.010975609756098,-19.25,0.3804878048780488,0.3804878048780488
4,vwap_distance_bucket,-1:0,60,205,-4.047560975609756,-9.75,0.47317073170731705,0.47317073170731705
4,vwap_distance_bucket,0:1,1,179,-1.3729050279329609,-1.25,0.4581005586592179,0.4022346368715084
4,vwap_distance_bucket,0:1,3,179,-3.10195530726257,-1.25,0.4692737430167598,0.45251396648044695
4,vwap_distance_bucket,0:1,5,179,-3.7486033519553073,-1.75,0.4692737430167598,0.4581005586592179
4,vwap_distance_bucket,0:1,10,179,-5.822625698324022,-11.0,0.39106145251396646,0.3743016759776536
4,vwap_distance_bucket,0:1,20,179,-15.298882681564246,-15.75,0.36312849162011174,0.36312849162011174
4,vwap_distance_bucket,0:1,30,179,-14.057262569832401,-16.0,0.3743016759776536,0.35195530726256985
4,vwap_distance_bucket,0:1,60,179,1.5991620111731844,-6.75,0.4692737430167598,0.46368715083798884
4,vwap_distance_bucket,1:2,1,129,0.15310077519379844,0.75,0.5193798449612403,0.4728682170542636
4,vwap_distance_bucket,1:2,3,129,1.5174418604651163,1.75,0.5348837209302325,0.5193798449612403
4,vwap_distance_bucket,1:2,5,129,3.122093023255814,1.5,0.5348837209302325,0.5271317829457365
4,vwap_distance_bucket,1:2,10,129,6.160852713178294,5.25,0.6046511627906976,0.6046511627906976
4,vwap_distance_bucket,1:2,20,129,9.44767441860465,7.0,0.5348837209302325,0.5348837209302325
4,vwap_distance_bucket,1:2,30,129,5.635658914728682,-2.75,0.4883720930232558,0.4883720930232558
4,vwap_distance_bucket,1:2,60,129,22.544573643410853,28.0,0.6046511627906976,0.6046511627906976
4,vwap_distance_bucket,>=2,1,612,-0.5910947712418301,0.25,0.5163398692810458,0.4444444444444444
4,vwap_distance_bucket,>=2,3,612,0.046977124183006536,1.0,0.5277777777777778,0.4950980392156863
4,vwap_distance_bucket,>=2,5,612,0.4166666666666667,1.75,0.5571895424836601,0.5196078431372549
4,vwap_distance_bucket,>=2,10,612,-0.22834967320261437,4.25,0.5816993464052288,0.565359477124183
4,vwap_distance_bucket,>=2,20,612,-1.079656862745098,3.5,0.5506535947712419,0.5343137254901961
4,vwap_distance_bucket,>=2,30,612,-1.4003267973856208,8.625,0.5898692810457516,0.5816993464052288
4,vwap_distance_bucket,>=2,60,612,1.2961601307189543,15.5,0.5898692810457516,0.5816993464052288
4,ou_residual_bucket,<=-2,1,1722,0.007984901277584205,0.0,0.4994192799070848,0.4436701509872242
4,ou_residual_bucket,<=-2,3,1722,-0.026713124274099883,-0.5,0.4878048780487805,0.45934959349593496
4,ou_residual_bucket,<=-2,5,1722,0.3696283391405343,-0.5,0.48548199767711964,0.45818815331010454
4,ou_residual_bucket,<=-2,10,1722,0.5278745644599303,-0.75,0.48606271777003485,0.4727061556329849
4,ou_residual_bucket,<=-2,20,1722,-0.5373112659698026,-3.5,0.4651567944250871,0.454123112659698
4,ou_residual_bucket,<=-2,30,1722,-3.3324622531939605,-3.25,0.4692218350754936,0.4634146341463415
4,ou_residual_bucket,<=-2,60,1722,0.7261904761904762,-4.375,0.4727061556329849,0.4651567944250871
4,ou_residual_bucket,-2:-1,1,2578,-0.44695500387897596,-0.25,0.4775019394879752,0.41931730023273855
4,ou_residual_bucket,-2:-1,3,2578,-0.883533747090768,-0.5,0.48021722265321953,0.4491854150504267
4,ou_residual_bucket,-2:-1,5,2578,-1.3127424359968969,-0.75,0.4821567106283941,0.4526764934057409
4,ou_residual_bucket,-2:-1,10,2578,-2.104635376260667,-1.375,0.47556245151280063,0.46121024049650894
4,ou_residual_bucket,-2:-1,20,2578,-2.2201318851823117,-4.0,0.45888285492629943,0.45151280062063615
4,ou_residual_bucket,-2:-1,30,2578,-4.367629945694337,-5.25,0.44685802948021724,0.4383242823894492
4,ou_residual_bucket,-2:-1,60,2578,-2.366854150504267,-8.375,0.45849495733126455,0.4546159813809154
4,half_life_bucket,<=5,1,2185,-0.40137299771167045,-0.25,0.4832951945080092,0.43386727688787186
4,half_life_bucket,<=5,3,2185,-1.0280320366132722,-1.0,0.47734553775743704,0.45263157894736844
4,half_life_bucket,<=5,5,2185,-1.7177345537757438,-1.5,0.4594965675057208,0.43249427917620137
4,half_life_bucket,<=5,10,2185,-2.345537757437071,-2.5,0.4640732265446224,0.45125858123569795
4,half_life_bucket,<=5,20,2185,-1.958237986270023,-4.75,0.4475972540045767,0.43935926773455375
4,half_life_bucket,<=5,30,2185,-4.895080091533181,-4.5,0.45125858123569795,0.4421052631578947
4,half_life_bucket,<=5,60,2185,-1.8950800915331807,-6.5,0.4576659038901602,0.45308924485125857
4,vol_ratio_bucket,<=0.5,1,2966,-0.3594066082265678,-0.25,0.48246797033041133,0.42211732973701954
4,vol_ratio_bucket,<=0.5,3,2966,-0.6342717464598786,-0.25,0.4885367498314228,0.45583277140930545
4,vol_ratio_bucket,<=0.5,5,2966,-0.41174983142279165,-0.25,0.48954821308159135,0.4602157788267026
4,vol_ratio_bucket,<=0.5,10,2966,-0.666385704652731,-1.0,0.48213081591368845,0.4686446392447741
4,vol_ratio_bucket,<=0.5,20,2966,-0.5321982467970331,-3.5,0.46392447741065407,0.454484153742414
4,vol_ratio_bucket,<=0.5,30,2966,-3.392363452461227,-5.5,0.4480782198246797,0.4406608226567768
4,vol_ratio_bucket,<=0.5,60,2966,-3.3356372218476062,-11.0,0.449763991908294,0.445043830074174
4,vol_ratio_bucket,0.5:0.75,1,1071,-0.06862745098039216,0.0,0.49673202614379086,0.44164332399626516
4,vol_ratio_bucket,0.5:0.75,3,1071,-0.026143790849673203,-0.5,0.47619047619047616,0.44911297852474324
4,vol_ratio_bucket,0.5:0.75,5,1071,-0.9568160597572363,-1.0,0.4752567693744164,0.44537815126050423
4,vol_ratio_bucket,0.5:0.75,10,1071,-1.707282913165266,-1.0,0.4789915966386555,0.46218487394957986
4,vol_ratio_bucket,0.5:0.75,20,1071,-3.284547152194211,-4.0,0.4556489262371615,0.446311858076564
4,vol_ratio_bucket,0.5:0.75,30,1071,-3.0275443510737627,-0.25,0.4976657329598506,0.4892623716153128
4,vol_ratio_bucket,0.5:0.75,60,1071,4.499299719887955,-0.5,0.4957983193277311,0.49019607843137253
4,vol_ratio_bucket,0.75:1.0,1,263,0.0038022813688212928,-0.5,0.4866920152091255,0.45627376425855515
4,vol_ratio_bucket,0.75:1.0,3,263,-1.5760456273764258,-1.75,0.4524714828897338,0.44106463878326996
4,vol_ratio_bucket,0.75:1.0,5,263,-1.9077946768060836,-3.0,0.44866920152091255,0.43346007604562736
4,vol_ratio_bucket,0.75:1.0,10,263,-2.706273764258555,-4.25,0.45627376425855515,0.44866920152091255
4,vol_ratio_bucket,0.75:1.0,20,263,-5.903041825095057,-7.75,0.45627376425855515,0.45627376425855515
4,vol_ratio_bucket,0.75:1.0,30,263,-14.045627376425855,-17.5,0.3726235741444867,0.3688212927756654
4,vol_ratio_bucket,0.75:1.0,60,263,0.8498098859315589,-2.0,0.49809885931558934,0.4866920152091255
5,vwap_distance_bucket,<=-2,1,2044,0.15484344422700588,0.25,0.5019569471624267,0.45450097847358123
5,vwap_distance_bucket,<=-2,3,2044,0.34405577299412915,-0.25,0.4936399217221135,0.4554794520547945
5,vwap_distance_bucket,<=-2,5,2044,1.0647015655577299,0.0,0.4980430528375734,0.48043052837573386
5,vwap_distance_bucket,<=-2,10,2044,1.2693248532289627,-0.25,0.4936399217221135,0.476027397260274
5,vwap_distance_bucket,<=-2,20,2044,0.44899706457925637,0.0,0.49902152641878667,0.49070450097847357
5,vwap_distance_bucket,<=-2,30,2044,1.1319716242661448,0.25,0.5019569471624267,0.4931506849315068
5,vwap_distance_bucket,<=-2,60,2044,-0.5092954990215264,-0.125,0.49902152641878667,0.49412915851272016
5,vwap_distance_bucket,-2:-1,1,336,-0.5669642857142857,0.0,0.49702380952380953,0.46726190476190477
5,vwap_distance_bucket,-2:-1,3,336,0.78125,0.5,0.5208333333333334,0.4791666666666667
5,vwap_distance_bucket,-2:-1,5,336,1.1130952380952381,0.25,0.5029761904761905,0.48214285714285715
5,vwap_distance_bucket,-2:-1,10,336,3.0260416666666665,0.125,0.5,0.4791666666666667
5,vwap_distance_bucket,-2:-1,20,336,1.6495535714285714,-3.375,0.4732142857142857,0.47023809523809523
5,vwap_distance_bucket,-2:-1,30,336,2.019345238095238,5.25,0.5595238095238095,0.5416666666666666
5,vwap_distance_bucket,-2:-1,60,336,10.817708333333334,12.875,0.5982142857142857,0.5833333333333334
5,vwap_distance_bucket,-1:0,1,309,-0.15614886731391586,1.0,0.5307443365695793,0.4886731391585761
5,vwap_distance_bucket,-1:0,3,309,-1.3697411003236246,-0.25,0.47572815533980584,0.44660194174757284
5,vwap_distance_bucket,-1:0,5,309,-2.099514563106796,-1.75,0.44336569579288027,0.41423948220064727
5,vwap_distance_bucket,-1:0,10,309,3.703883495145631,-0.75,0.4886731391585761,0.46601941747572817
5,vwap_distance_bucket,-1:0,20,309,1.5250809061488673,-6.75,0.4401294498381877,0.4336569579288026
5,vwap_distance_bucket,-1:0,30,309,1.493527508090615,-7.25,0.45307443365695793,0.44336569579288027
5,vwap_distance_bucket,-1:0,60,309,10.513754045307444,-1.0,0.49838187702265374,0.4886731391585761
5,vwap_distance_bucket,0:1,1,245,-0.9275510204081633,0.25,0.5061224489795918,0.4326530612244898
5,vwap_distance_bucket,0:1,3,245,-3.0142857142857142,-1.75,0.46530612244897956,0.42448979591836733
5,vwap_distance_bucket,0:1,5,245,-3.4275510204081634,-1.0,0.4775510204081633,0.45714285714285713
5,vwap_distance_bucket,0:1,10,245,-6.001020408163265,-4.5,0.44081632653061226,0.4163265306122449
5,vwap_distance_bucket,0:1,20,245,-5.714285714285714,-8.5,0.40816326530612246,0.4
5,vwap_distance_bucket,0:1,30,245,-7.178571428571429,-10.0,0.39591836734693875,0.39183673469387753
5,vwap_distance_bucket,0:1,60,245,-1.9183673469387754,-3.0,0.4775510204081633,0.47346938775510206
5,vwap_distance_bucket,1:2,1,200,-1.6025,-1.0,0.45,0.415
5,vwap_distance_bucket,1:2,3,200,-3.65375,-1.625,0.455,0.435
5,vwap_distance_bucket,1:2,5,200,-3.53375,-1.25,0.45,0.42
5,vwap_distance_bucket,1:2,10,200,-6.20625,-4.5,0.41,0.39
5,vwap_distance_bucket,1:2,20,200,-11.4125,-13.875,0.355,0.345
5,vwap_distance_bucket,1:2,30,200,-8.64625,-6.625,0.44,0.415
5,vwap_distance_bucket,1:2,60,200,-6.65,-3.125,0.47,0.46
5,vwap_distance_bucket,>=2,1,881,-0.16032917139614075,0.5,0.5255391600454029,0.45062429057888764
5,vwap_distance_bucket,>=2,3,881,0.4035187287173666,1.75,0.565266742338252,0.5232690124858116
5,vwap_distance_bucket,>=2,5,881,0.7823496027241771,2.0,0.5584562996594779,0.5255391600454029
5,vwap_distance_bucket,>=2,10,881,0.9111804767309876,3.0,0.5641316685584563,0.5334846765039728
5,vwap_distance_bucket,>=2,20,881,1.5195800227014755,2.5,0.5391600454029511,0.5244040862656073
5,vwap_distance_bucket,>=2,30,881,4.241486946651532,5.75,0.5482406356413166,0.5346197502837684
5,vwap_distance_bucket,>=2,60,881,14.652383654937571,15.5,0.6004540295119183,0.5959137343927355
5,ou_residual_bucket,<=-2,1,1679,-0.16885050625372244,0.5,0.5187611673615247,0.47706968433591423
5,ou_residual_bucket,<=-2,3,1679,-0.2617629541393687,0.5,0.5122096486003573,0.47409172126265636
5,ou_residual_bucket,<=-2,5,1679,0.10244192972007148,0.25,0.5032757593805837,0.48838594401429425
5,ou_residual_bucket,<=-2,10,1679,1.5361822513400833,1.0,0.5157832042882668,0.49612864800476475
5,ou_residual_bucket,<=-2,20,1679,1.7730792138177487,-0.25,0.4925550923168553,0.48421679571173315
5,ou_residual_bucket,<=-2,30,1679,1.3677784395473496,0.25,0.5002977963073257,0.48957712924359736
5,ou_residual_bucket,<=-2,60,1679,6.941185229303157,5.75,0.5312686122692079,0.5247170935080405
5,ou_residual_bucket,-2:-1,1,2336,-0.1403039383561644,0.0,0.4978595890410959,0.4375
5,ou_residual_bucket,-2:-1,3,2336,-0.05639982876712329,0.25,0.502568493150685,0.4648972602739726
5,ou_residual_bucket,-2:-1,5,2336,0.3733946917808219,0.25,0.5042808219178082,0.4755993150684932
5,ou_residual_bucket,-2:-1,10,2336,0.11461900684931507,-0.25,0.4918664383561644,0.46875
5,ou_residual_bucket,-2:-1,20,2336,-1.445847602739726,-1.0,0.4854452054794521,0.4755993150684932
5,ou_residual_bucket,-2:-1,30,2336,0.6018835616438356,0.625,0.5059931506849316,0.4944349315068493
5,ou_residual_bucket,-2:-1,60,2336,2.2675513698630136,4.25,0.5235445205479452,0.5175513698630136
5,half_life_bucket,<=5,1,1760,-0.06789772727272728,0.25,0.5119318181818182,0.4602272727272727
5,half_life_bucket,<=5,3,1760,0.24460227272727272,0.25,0.5068181818181818,0.46875
5,half_life_bucket,<=5,5,1760,0.7299715909090909,0.25,0.5045454545454545,0.4818181818181818
5,half_life_bucket,<=5,10,1760,2.9428977272727272,1.0,0.5204545454545455,0.49772727272727274
5,half_life_bucket,<=5,20,1760,3.220596590909091,1.25,0.5113636363636364,0.5011363636363636
5,half_life_bucket,<=5,30,1760,4.1569602272727275,1.625,0.5136363636363637,0.5022727272727273
5,half_life_bucket,<=5,60,1760,11.149147727272727,9.0,0.5414772727272728,0.5375
5,vol_ratio_bucket,<=0.5,1,2635,-0.09032258064516129,0.25,0.5089184060721063,0.45275142314990513
5,vol_ratio_bucket,<=0.5,3,2635,-0.20170777988614802,0.25,0.5043643263757116,0.4648956356736243
5,vol_ratio_bucket,<=0.5,5,2635,0.05199240986717268,0.0,0.4937381404174573,0.4683111954459203
5,vol_ratio_bucket,<=0.5,10,2635,-0.43330170777988614,-1.0,0.4777988614800759,0.45502846299810246
5,vol_ratio_bucket,<=0.5,20,2635,-2.8524667931688805,-3.0,0.4584440227703985,0.4466793168880455
5,vol_ratio_bucket,<=0.5,30,2635,-0.8994307400379506,-2.0,0.4812144212523719,0.4679316888045541
5,vol_ratio_bucket,<=0.5,60,2635,1.385673624288425,0.5,0.5028462998102466,0.49601518026565466
5,vol_ratio_bucket,0.5:0.75,1,1169,0.281437125748503,0.5,0.5158254918733961,0.4627887082976903
5,vol_ratio_bucket,0.5:0.75,3,1169,1.5998716852010266,1.0,0.5312232677502139,0.49187339606501285
5,vol_ratio_bucket,0.5:0.75,5,1169,2.52480752780154,2.0,0.5431993156544055,0.5226689478186484
5,vol_ratio_bucket,0.5:0.75,10,1169,4.241659538066724,3.5,0.562874251497006,0.5414884516680923
5,vol_ratio_bucket,0.5:0.75,20,1169,4.33404619332763,4.0,0.5466210436270317,0.5431993156544055
5,vol_ratio_bucket,0.5:0.75,30,1169,4.5962360992301114,6.5,0.553464499572284,0.5474764756201882
5,vol_ratio_bucket,0.5:0.75,60,1169,5.303250641573995,11.75,0.5714285714285714,0.5654405474764757
5,vol_ratio_bucket,0.75:1.0,1,211,-3.3281990521327014,-2.75,0.4265402843601896,0.4218009478672986
5,vol_ratio_bucket,0.75:1.0,3,211,-9.052132701421801,-6.25,0.3981042654028436,0.3886255924170616
5,vol_ratio_bucket,0.75:1.0,5,211,-9.688388625592417,-6.0,0.41232227488151657,0.4075829383886256
5,vol_ratio_bucket,0.75:1.0,10,211,-4.595971563981043,-5.0,0.46445497630331756,0.4549763033175355
5,vol_ratio_bucket,0.75:1.0,20,211,9.712085308056873,4.0,0.5402843601895735,0.5308056872037915
5,vol_ratio_bucket,0.75:1.0,30,211,3.315165876777251,0.5,0.5071090047393365,0.4928909952606635
5,vol_ratio_bucket,0.75:1.0,60,211,33.65165876777251,44.5,0.5781990521327014,0.5781990521327014
6,vwap_distance_bucket,<=-2,1,2640,-0.07954545454545454,-0.25,0.48295454545454547,0.4200757575757576
6,vwap_distance_bucket,<=-2,3,2640,0.19223484848484848,0.25,0.5087121212121212,0.4715909090909091
6,vwap_distance_bucket,<=-2,5,2640,0.2171401515151515,0.25,0.5049242424242424,0.4799242424242424
6,vwap_distance_bucket,<=-2,10,2640,-0.16420454545454546,0.25,0.5007575757575757,0.484469696969697
6,vwap_distance_bucket,<=-2,20,2640,-2.634185606060606,-1.25,0.4772727272727273,0.4674242424242424
6,vwap_distance_bucket,<=-2,30,2640,-2.8430871212121214,-0.5,0.4912878787878788,0.4791666666666667
6,vwap_distance_bucket,<=-2,60,2640,-4.803314393939394,-4.25,0.4693181818181818,0.4621212121212121
6,vwap_distance_bucket,-2:-1,1,334,0.12050898203592815,-0.125,0.49101796407185627,0.45209580838323354
6,vwap_distance_bucket,-2:-1,3,334,0.2148203592814371,-0.25,0.4880239520958084,0.46706586826347307
6,vwap_distance_bucket,-2:-1,5,334,0.3690119760479042,-0.5,0.49101796407185627,0.47005988023952094
6,vwap_distance_bucket,-2:-1,10,334,0.46032934131736525,-0.875,0.4820359281437126,0.47005988023952094
6,vwap_distance_bucket,-2:-1,20,334,-1.1197604790419162,1.375,0.5119760479041916,0.5029940119760479
6,vwap_distance_bucket,-2:-1,30,334,-6.92814371257485,-4.375,0.47305389221556887,0.46407185628742514
6,vwap_distance_bucket,-2:-1,60,334,-11.36751497005988,-6.75,0.45209580838323354,0.4491017964071856
6,vwap_distance_bucket,-1:0,1,285,-0.2517543859649123,-0.25,0.49473684210526314,0.44912280701754387
6,vwap_distance_bucket,-1:0,3,285,1.619298245614035,1.0,0.5333333333333333,0.4982456140350877
6,vwap_distance_bucket,-1:0,5,285,-0.4710526315789474,-0.25,0.48771929824561405,0.4631578947368421
6,vwap_distance_bucket,-1:0,10,285,-3.468421052631579,-1.75,0.47368421052631576,0.45964912280701753
6,vwap_distance_bucket,-1:0,20,285,-7.922807017543859,-3.75,0.4631578947368421,0.45964912280701753
6,vwap_distance_bucket,-1:0,30,285,-10.099122807017544,0.25,0.5052631578947369,0.49122807017543857
6,vwap_distance_bucket,-1:0,60,285,-20.29561403508772,2.0,0.519298245614035,0.5087719298245614
6,vwap_distance_bucket,0:1,1,232,0.3954741379310345,0.125,0.5,0.45689655172413796
6,vwap_distance_bucket,0:1,3,232,-0.759698275862069,1.0,0.5129310344827587,0.4956896551724138
6,vwap_distance_bucket,0:1,5,232,-1.7920258620689655,-0.25,0.4956896551724138,0.47844827586206895
6,vwap_distance_bucket,0:1,10,232,-3.6411637931034484,-0.125,0.4956896551724138,0.49137931034482757
6,vwap_distance_bucket,0:1,20,232,-5.292025862068965,0.75,0.5086206896551724,0.4956896551724138
6,vwap_distance_bucket,0:1,30,232,-10.426724137931034,-2.125,0.4870689655172414,0.47844827586206895
6,vwap_distance_bucket,0:1,60,232,-13.95905172413793,-4.875,0.43103448275862066,0.4267241379310345
6,vwap_distance_bucket,1:2,1,188,-1.0212765957446808,-0.75,0.44680851063829785,0.3723404255319149
6,vwap_distance_bucket,1:2,3,188,0.6861702127659575,-0.5,0.4574468085106383,0.425531914893617
6,vwap_distance_bucket,1:2,5,188,-0.32978723404255317,0.0,0.4946808510638298,0.4734042553191489
6,vwap_distance_bucket,1:2,10,188,-5.179521276595745,-0.375,0.4946808510638298,0.48936170212765956
6,vwap_distance_bucket,1:2,20,188,-1.5930851063829787,6.875,0.574468085106383,0.5638297872340425
6,vwap_distance_bucket,1:2,30,188,-5.006648936170213,4.5,0.5372340425531915,0.5319148936170213
6,vwap_distance_bucket,1:2,60,188,-13.180851063829786,-0.25,0.5,0.48936170212765956
6,vwap_distance_bucket,>=2,1,607,-0.3393739703459638,0.0,0.4942339373970346,0.4085667215815486
6,vwap_distance_bucket,>=2,3,607,-0.3027182866556837,0.0,0.4925864909390445,0.4464579901153213
6,vwap_distance_bucket,>=2,5,607,0.5955518945634267,0.5,0.5123558484349259,0.4728171334431631
6,vwap_distance_bucket,>=2,10,607,-0.8142504118616145,0.5,0.5222405271828665,0.47775947281713343
6,vwap_distance_bucket,>=2,20,607,-1.3327841845140034,3.25,0.5535420098846787,0.5321252059308073
6,vwap_distance_bucket,>=2,30,607,-3.5242998352553543,3.75,0.5436573311367381,0.5304777594728172
6,vwap_distance_bucket,>=2,60,607,-7.810955518945634,2.25,0.515650741350906,0.5123558484349259
6,ou_residual_bucket,<=-2,1,1779,0.1738336143901068,0.25,0.5036537380550872,0.4468802698145025
6,ou_residual_bucket,<=-2,3,1779,0.6725688589094997,0.25,0.5008431703204047,0.46992692523889823
6,ou_residual_bucket,<=-2,5,1779,0.2069983136593592,-0.5,0.48285553681843735,0.4592467678471051
6,ou_residual_bucket,<=-2,10,1779,-1.1677908937605397,-0.25,0.492973580663294,0.47892074198988194
6,ou_residual_bucket,<=-2,20,1779,-3.130691399662732,-0.25,0.49072512647554806,0.47948285553681846
6,ou_residual_bucket,<=-2,30,1779,-6.113546936481169,-0.5,0.49353569421023047,0.4806070826306914
6,ou_residual_bucket,<=-2,60,1779,-8.219786396852165,-3.25,0.47948285553681846,0.4716132658797077
6,ou_residual_bucket,-2:-1,1,2507,-0.34184284004786597,-0.25,0.47227762265656165,0.4056641404068608
6,ou_residual_bucket,-2:-1,3,2507,-0.15426804946150777,0.25,0.506980454726765,0.46788990825688076
6,ou_residual_bucket,-2:-1,5,2507,0.031013163143199043,0.75,0.516952532907858,0.4890307140007978
6,ou_residual_bucket,-2:-1,10,2507,-0.5997207818109294,0.25,0.5049860390905465,0.483047467092142
6,ou_residual_bucket,-2:-1,20,2507,-2.534104507379338,0.0,0.49940167530913443,0.4882329477463103
6,ou_residual_bucket,-2:-1,30,2507,-2.920422816114878,0.5,0.5045871559633027,0.4938173115277224
6,ou_residual_bucket,-2:-1,60,2507,-7.2183885121659355,-3.0,0.4754686876745114,0.4698843238930993
6,half_life_bucket,<=5,1,1788,-0.17491610738255034,-0.25,0.4837807606263982,0.42841163310961966
6,half_life_bucket,<=5,3,1788,0.1637304250559284,0.25,0.5044742729306487,0.4748322147651007
6,half_life_bucket,<=5,5,1788,0.36968680089485456,0.5,0.5100671140939598,0.4854586129753915
6,half_life_bucket,<=5,10,1788,-0.6582774049217002,0.0,0.4994407158836689,0.4837807606263982
6,half_life_bucket,<=5,20,1788,-3.7625838926174495,0.0,0.4988814317673378,0.4865771812080537
6,half_life_bucket,<=5,30,1788,-5.5794183445190155,0.75,0.5095078299776287,0.4955257270693512
6,half_life_bucket,<=5,60,1788,-5.82760067114094,1.625,0.5128635346756152,0.5039149888143176
6,vol_ratio_bucket,<=0.5,1,2865,-0.16527050610820243,-0.25,0.4862129144851658,0.4174520069808028
6,vol_ratio_bucket,<=0.5,3,2865,0.06099476439790576,0.5,0.5130890052356021,0.4726003490401396
6,vol_ratio_bucket,<=0.5,5,2865,0.1430191972076789,0.75,0.5162303664921466,0.4893542757417103
6,vol_ratio_bucket,<=0.5,10,2865,-0.3898778359511344,0.75,0.5116928446771378,0.49040139616055844
6,vol_ratio_bucket,<=0.5,20,2865,-1.274607329842932,0.75,0.5085514834205934,0.4966841186736475
6,vol_ratio_bucket,<=0.5,30,2865,-2.1801919720767886,1.0,0.512041884816754,0.49912739965095987
6,vol_ratio_bucket,<=0.5,60,2865,-6.515270506108203,-3.25,0.47853403141361256,0.4708551483420593
6,vol_ratio_bucket,0.5:0.75,1,1155,-0.16103896103896104,-0.25,0.48398268398268396,0.42597402597402595
6,vol_ratio_bucket,0.5:0.75,3,1155,-0.0658008658008658,-0.5,0.47619047619047616,0.44761904761904764
6,vol_ratio_bucket,0.5:0.75,5,1155,-0.461038961038961,-0.75,0.47186147186147187,0.44415584415584414
6,vol_ratio_bucket,0.5:0.75,10,1155,-1.5246753246753246,-0.5,0.48484848484848486,0.4692640692640693
6,vol_ratio_bucket,0.5:0.75,20,1155,-4.838961038961039,-1.25,0.47965367965367967,0.470995670995671
6,vol_ratio_bucket,0.5:0.75,30,1155,-6.042207792207792,0.0,0.49696969696969695,0.48658008658008656
6,vol_ratio_bucket,0.5:0.75,60,1155,-9.798051948051947,-2.75,0.4753246753246753,0.47186147186147187
6,vol_ratio_bucket,0.75:1.0,1,266,0.4201127819548872,-0.375,0.48120300751879697,0.46616541353383456
6,vol_ratio_bucket,0.75:1.0,3,266,2.672932330827068,2.375,0.5338345864661654,0.518796992481203
6,vol_ratio_bucket,0.75:1.0,5,266,2.138157894736842,-0.125,0.4924812030075188,0.48120300751879697
6,vol_ratio_bucket,0.75:1.0,10,266,-2.642857142857143,-8.125,0.4398496240601504,0.43609022556390975
6,vol_ratio_bucket,0.75:1.0,20,266,-10.081766917293233,-10.25,0.42857142857142855,0.41353383458646614
6,vol_ratio_bucket,0.75:1.0,30,266,-18.69360902255639,-18.875,0.38345864661654133,0.37969924812030076
6,vol_ratio_bucket,0.75:1.0,60,266,-10.287593984962406,-4.375,0.4699248120300752,0.462406015037594
7,vwap_distance_bucket,<=-2,1,1915,-0.102088772845953,0.25,0.5138381201044386,0.44490861618798955
7,vwap_distance_bucket,<=-2,3,1915,0.27767624020887727,1.0,0.5336814621409922,0.4919060052219321
7,vwap_distance_bucket,<=-2,5,1915,0.8077023498694517,1.25,0.5389033942558746,0.5049608355091384
7,vwap_distance_bucket,<=-2,10,1915,0.7885117493472585,1.0,0.5190600522193212,0.4939947780678851
7,vwap_distance_bucket,<=-2,20,1915,1.8429503916449086,3.0,0.5566579634464752,0.5394255874673629
7,vwap_distance_bucket,<=-2,30,1915,2.882506527415144,4.25,0.5503916449086161,0.5368146214099216
7,vwap_distance_bucket,<=-2,60,1915,4.19869451697128,3.75,0.5284595300261097,0.5201044386422976
7,vwap_distance_bucket,-2:-1,1,292,-0.18664383561643835,0.5,0.5171232876712328,0.4657534246575342
7,vwap_distance_bucket,-2:-1,3,292,-0.2568493150684932,0.0,0.4931506849315068,0.4623287671232877
7,vwap_distance_bucket,-2:-1,5,292,-0.8125,0.5,0.5136986301369864,0.4726027397260274
7,vwap_distance_bucket,-2:-1,10,292,-0.7440068493150684,1.125,0.5136986301369864,0.5
7,vwap_distance_bucket,-2:-1,20,292,0.598458904109589,2.0,0.5273972602739726,0.5068493150684932
7,vwap_distance_bucket,-2:-1,30,292,3.3835616438356166,4.125,0.5445205479452054,0.5376712328767124
7,vwap_distance_bucket,-2:-1,60,292,10.409246575342467,15.25,0.6335616438356164,0.6267123287671232
7,vwap_distance_bucket,-1:0,1,269,0.2016728624535316,0.5,0.5204460966542751,0.4684014869888476
7,vwap_distance_bucket,-1:0,3,269,-0.15148698884758363,0.25,0.5092936802973977,0.4758364312267658
