side,zscore_threshold,combinations,mean_positive_window_ratio,median_positive_window_ratio,mean_win_rate,mean_profit_factor,mean_total_points,mean_mfe,mean_mae
LONG,1.5,315,0.6197691197691197,0.6363636363636364,0.3281834112357008,1.0244615031712732,25976.210317460318,41.273747405138884,42.86479635672136
LONG,2.0,315,0.5881673881673882,0.5909090909090909,0.33100387326425096,1.0224401032879151,12092.950793650794,42.21117519898848,43.81882701353593
LONG,2.5,315,0.5417027417027417,0.5909090909090909,0.33442601574230346,1.0050460088602156,2951.3555555555554,44.55984305034984,46.55315118702975
LONG,3.0,315,0.49134199134199136,0.5454545454545454,0.34136229208042346,0.9868293669779334,-282.46746031746034,49.53531665802002,51.54890310981057
SHORT,1.5,315,0.35728715728715726,0.3181818181818182,0.30943949472649895,0.9685933690190782,-27036.081746031745,37.79654828851873,36.17046222253279
SHORT,2.0,315,0.36998556998557,0.36363636363636365,0.3134455248594638,0.9669777642814008,-8901.234126984127,39.56076865196228,37.665971829674454
SHORT,2.5,315,0.35194805194805195,0.36363636363636365,0.32166861603880353,0.9546379818846402,-3568.003968253968,44.046461608193134,41.825821204618975
SHORT,3.0,315,0.3722943722943723,0.4090909090909091,0.3388457737367639,0.942054019119631,-1772.6761904761904,51.6550798589533,48.0317851153287
