candidate_id,strategy_name,strategy_label,side,hmm_state,vol_bucket,zscore,base_tp,base_sl,base_rr,base_horizon,tp,sl,rr,horizon,tp_delta,sl_delta,h_delta,observations,wins,losses,ambiguous,unresolved,resolved,wr,resolution,expectancy,expectancy_all,profit_factor,net_r
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,4.0,2.5,1.6,5,-1.0,0.5,0,2255,1135,1105,0,15,2240,0.5066964285714286,0.9933481152993349,0.31741071428571443,0.31529933481152994,1.6434389140271493,711.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,4.0,2.5,1.6,6,-1.0,0.5,1,2255,1138,1110,0,7,2248,0.5062277580071174,0.9968957871396896,0.31619217081850526,0.31521064301552115,1.6403603603603605,710.8000000000002
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,4.0,2.5,1.6,7,-1.0,0.5,2,2255,1139,1113,0,3,2252,0.5057726465364121,0.998669623059867,0.3150088809946714,0.314589800443459,1.6373764600179694,709.4000000000001
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,1.5,3.3333333333333335,3,0.0,-0.5,-2,2255,1037,1167,0,51,2204,0.470508166969147,0.9773835920177384,1.0388687235329703,1.0153732446415376,2.9620108540417025,2289.666666666667
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,1.5,3.3333333333333335,4,0.0,-0.5,-1,2255,1051,1177,0,27,2228,0.47172351885098746,0.9880266075388027,1.044135248354279,1.0316334072431634,2.9764939110733506,2326.3333333333335
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,1.5,3.3333333333333335,5,0.0,-0.5,0,2255,1058,1182,0,15,2240,0.47232142857142856,0.9933481152993349,1.0467261904761904,1.0397634885439764,2.983643542019177,2344.666666666667
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,1.5,3.3333333333333335,6,0.0,-0.5,1,2255,1059,1185,0,11,2244,0.47192513368983957,0.9951219512195122,1.0450089126559716,1.039911308203991,2.978902953586498,2345.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,1.5,3.3333333333333335,7,0.0,-0.5,2,2255,1061,1189,0,5,2250,0.47155555555555556,0.9977827050997783,1.0434074074074073,1.0410938654841095,2.974488365573311,2347.666666666667
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,2.0,2.5,3,0.0,0.0,-2,2255,1051,1138,0,66,2189,0.4801279122887163,0.9707317073170731,0.680447693010507,0.6605321507760532,2.3088752196836557,1489.5
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,2.0,2.5,4,0.0,0.0,-1,2255,1068,1150,0,37,2218,0.48151487826871053,0.9835920177383592,0.6853020739404868,0.6740576496674058,2.3217391304347825,1520.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,2.0,2.5,5,0.0,0.0,0,2255,1075,1156,0,24,2231,0.4818467055132228,0.9893569844789357,0.6864634692962797,0.6791574279379158,2.324826989619377,1531.5
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,2.0,2.5,6,0.0,0.0,1,2255,1078,1161,0,16,2239,0.4814649397052255,0.9929046563192905,0.6851272889682893,0.6802660753880266,2.321274763135228,1534.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,2.0,2.5,7,0.0,0.0,2,2255,1082,1167,0,6,2249,0.48110271231658513,0.9973392461197339,0.6838594931080479,0.682039911308204,2.317909168808912,1538.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,2.5,2.0,3,0.0,0.5,-2,2255,1064,1118,0,73,2182,0.48762603116406966,0.9676274944567628,0.462878093492209,0.44789356984478934,1.9033989266547406,1010.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,2.5,2.0,4,0.0,0.5,-1,2255,1083,1132,0,40,2215,0.4889390519187359,0.9822616407982262,0.46681715575620764,0.4585365853658537,1.9134275618374559,1034.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,2.5,2.0,5,0.0,0.5,0,2255,1090,1137,0,28,2227,0.48944768747193534,0.9875831485587583,0.46834306241580603,0.46252771618625277,1.9173262972735268,1043.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,2.5,2.0,6,0.0,0.5,1,2255,1093,1143,0,19,2236,0.48881932021466906,0.9915742793791574,0.46645796064400724,0.46252771618625277,1.9125109361329833,1043.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,5.0,2.5,2.0,7,0.0,0.5,2,2255,1097,1149,0,9,2246,0.4884238646482636,0.9960088691796009,0.4652715939447908,0.4634146341463415,1.9094865100087033,1045.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,1.5,4.0,3,1.0,-0.5,-2,2255,983,1185,0,87,2168,0.4534132841328413,0.9614190687361419,1.2670664206642066,1.2181818181818183,3.318143459915612,2747.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,1.5,4.0,4,1.0,-0.5,-1,2255,1007,1202,0,46,2209,0.4558623811679493,0.9796008869179601,1.2793119058397466,1.2532150776053215,3.35108153078203,2826.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,1.5,4.0,5,1.0,-0.5,0,2255,1016,1213,0,26,2229,0.45580978017048,0.9884700665188471,1.2790489008524002,1.2643015521064302,3.350370981038747,2851.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,1.5,4.0,6,1.0,-0.5,1,2255,1020,1217,0,18,2237,0.45596781403665626,0.9920177383592018,1.2798390701832814,1.2696230598669622,3.352506162695152,2863.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,1.5,4.0,7,1.0,-0.5,2,2255,1022,1224,0,9,2246,0.45503116651825465,0.9960088691796009,1.2751558325912733,1.2700665188470066,3.3398692810457518,2864.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,2.0,3.0,3,1.0,0.0,-2,2255,996,1154,0,105,2150,0.46325581395348836,0.9534368070953437,0.8530232558139534,0.8133037694013304,2.5892547660311958,1834.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,2.0,3.0,4,1.0,0.0,-1,2255,1025,1172,0,58,2197,0.46654528903049614,0.9742793791574279,0.8661811561219845,0.8439024390243902,2.6237201365187715,1903.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,2.0,3.0,5,1.0,0.0,0,2255,1034,1184,0,37,2218,0.4661857529305681,0.9835920177383592,0.8647430117222724,0.8505543237250555,2.6199324324324325,1918.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,2.0,3.0,6,1.0,0.0,1,2255,1039,1190,0,26,2229,0.4661283086585913,0.9884700665188471,0.8645132346343651,0.8545454545454545,2.619327731092437,1927.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,2.0,3.0,7,1.0,0.0,2,2255,1042,1200,0,13,2242,0.4647636039250669,0.9942350332594235,0.8590544157002675,0.8541019955654102,2.605,1926.0
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,2.5,2.4,3,1.0,0.5,-2,2255,1007,1134,0,114,2141,0.4703409621672116,0.9494456762749446,0.5991592713685194,0.5688691796008868,2.131216931216931,1282.7999999999997
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,2.5,2.4,4,1.0,0.5,-1,2255,1039,1154,0,62,2193,0.4737802097583219,0.9725055432372506,0.6108527131782944,0.5940576496674057,2.1608318890814555,1339.6
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,2.5,2.4,5,1.0,0.5,0,2255,1049,1165,0,41,2214,0.473803071364047,0.9818181818181818,0.6109304426377596,0.5998226164079822,2.161030042918455,1352.6
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,2.5,2.4,6,1.0,0.5,1,2255,1054,1172,0,29,2226,0.47349505840071876,0.987139689578714,0.6098831985624438,0.602039911308204,2.1583617747440274,1357.6
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,6.0,2.5,2.4,7,1.0,0.5,2,2255,1057,1181,0,17,2238,0.47229669347631814,0.9924611973392461,0.6058087578194817,0.601241685144124,2.1480101608806095,1355.7999999999997
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,1.5,2.6666666666666665,18,-1.0,-0.5,-2,840,409,431,0,0,840,0.4869047619047619,1.0,0.7853174603174602,0.7853174603174602,2.530549110595514,659.6666666666665
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,1.5,2.6666666666666665,19,-1.0,-0.5,-1,840,409,431,0,0,840,0.4869047619047619,1.0,0.7853174603174602,0.7853174603174602,2.530549110595514,659.6666666666665
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,1.5,2.6666666666666665,20,-1.0,-0.5,0,840,409,431,0,0,840,0.4869047619047619,1.0,0.7853174603174602,0.7853174603174602,2.530549110595514,659.6666666666665
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,1.5,2.6666666666666665,21,-1.0,-0.5,1,840,409,431,0,0,840,0.4869047619047619,1.0,0.7853174603174602,0.7853174603174602,2.530549110595514,659.6666666666665
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,1.5,2.6666666666666665,22,-1.0,-0.5,2,840,409,431,0,0,840,0.4869047619047619,1.0,0.7853174603174602,0.7853174603174602,2.530549110595514,659.6666666666665
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,2.0,2.0,18,-1.0,0.0,-2,840,416,423,0,1,839,0.4958283671036949,0.9988095238095238,0.4874851013110847,0.4869047619047619,1.966903073286052,409.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,2.0,2.0,19,-1.0,0.0,-1,840,416,423,0,1,839,0.4958283671036949,0.9988095238095238,0.4874851013110847,0.4869047619047619,1.966903073286052,409.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,2.0,2.0,20,-1.0,0.0,0,840,416,423,0,1,839,0.4958283671036949,0.9988095238095238,0.4874851013110847,0.4869047619047619,1.966903073286052,409.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,2.0,2.0,21,-1.0,0.0,1,840,416,423,0,1,839,0.4958283671036949,0.9988095238095238,0.4874851013110847,0.4869047619047619,1.966903073286052,409.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,2.0,2.0,22,-1.0,0.0,2,840,416,424,0,0,840,0.49523809523809526,1.0,0.48571428571428577,0.4857142857142857,1.9622641509433962,408.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,2.5,1.6,18,-1.0,0.5,-2,840,427,411,0,2,838,0.5095465393794749,0.9976190476190476,0.3248210023866348,0.3240476190476191,1.662287104622871,272.20000000000005
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,2.5,1.6,19,-1.0,0.5,-1,840,427,411,0,2,838,0.5095465393794749,0.9976190476190476,0.3248210023866348,0.3240476190476191,1.662287104622871,272.20000000000005
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,2.5,1.6,20,-1.0,0.5,0,840,427,411,0,2,838,0.5095465393794749,0.9976190476190476,0.3248210023866348,0.3240476190476191,1.662287104622871,272.20000000000005
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,2.5,1.6,21,-1.0,0.5,1,840,427,411,0,2,838,0.5095465393794749,0.9976190476190476,0.3248210023866348,0.3240476190476191,1.662287104622871,272.20000000000005
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,4.0,2.5,1.6,22,-1.0,0.5,2,840,427,412,0,1,839,0.5089392133492253,0.9988095238095238,0.3232419547079859,0.3228571428571429,1.658252427184466,271.20000000000005
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,1.5,3.3333333333333335,18,0.0,-0.5,-2,840,397,442,0,1,839,0.4731823599523242,0.9988095238095238,1.0504568931267382,1.0492063492063495,2.9939668174962297,881.3333333333335
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,1.5,3.3333333333333335,19,0.0,-0.5,-1,840,397,442,0,1,839,0.4731823599523242,0.9988095238095238,1.0504568931267382,1.0492063492063495,2.9939668174962297,881.3333333333335
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,1.5,3.3333333333333335,20,0.0,-0.5,0,840,398,442,0,0,840,0.4738095238095238,1.0,1.053174603174603,1.0531746031746032,3.0015082956259427,884.6666666666667
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,1.5,3.3333333333333335,21,0.0,-0.5,1,840,398,442,0,0,840,0.4738095238095238,1.0,1.053174603174603,1.0531746031746032,3.0015082956259427,884.6666666666667
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,1.5,3.3333333333333335,22,0.0,-0.5,2,840,398,442,0,0,840,0.4738095238095238,1.0,1.053174603174603,1.0531746031746032,3.0015082956259427,884.6666666666667
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,2.0,2.5,18,0.0,0.0,-2,840,405,433,0,2,838,0.48329355608591884,0.9976190476190476,0.6915274463007159,0.6898809523809524,2.338337182448037,579.5
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,2.0,2.5,19,0.0,0.0,-1,840,405,433,0,2,838,0.48329355608591884,0.9976190476190476,0.6915274463007159,0.6898809523809524,2.338337182448037,579.5
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,2.0,2.5,20,0.0,0.0,0,840,406,433,0,1,839,0.48390941597139453,0.9988095238095238,0.6936829558998809,0.6928571428571428,2.344110854503464,582.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,2.0,2.5,21,0.0,0.0,1,840,406,433,0,1,839,0.48390941597139453,0.9988095238095238,0.6936829558998809,0.6928571428571428,2.344110854503464,582.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,2.0,2.5,22,0.0,0.0,2,840,406,434,0,0,840,0.48333333333333334,1.0,0.6916666666666667,0.6916666666666667,2.338709677419355,581.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,2.5,2.0,18,0.0,0.5,-2,840,416,421,0,3,837,0.4970131421744325,0.9964285714285714,0.49103942652329746,0.48928571428571427,1.9762470308788598,411.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,2.5,2.0,19,0.0,0.5,-1,840,416,421,0,3,837,0.4970131421744325,0.9964285714285714,0.49103942652329746,0.48928571428571427,1.9762470308788598,411.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,2.5,2.0,20,0.0,0.5,0,840,417,421,0,2,838,0.49761336515513127,0.9976190476190476,0.49284009546539387,0.49166666666666664,1.9809976247030878,413.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,2.5,2.0,21,0.0,0.5,1,840,417,421,0,2,838,0.49761336515513127,0.9976190476190476,0.49284009546539387,0.49166666666666664,1.9809976247030878,413.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,5.0,2.5,2.0,22,0.0,0.5,2,840,417,422,0,1,839,0.4970202622169249,0.9988095238095238,0.4910607866507747,0.49047619047619045,1.9763033175355451,412.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,1.5,4.0,18,1.0,-0.5,-2,840,381,457,0,2,838,0.45465393794749404,0.9976190476190476,1.2732696897374702,1.2702380952380952,3.334792122538293,1067.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,1.5,4.0,19,1.0,-0.5,-1,840,381,457,0,2,838,0.45465393794749404,0.9976190476190476,1.2732696897374702,1.2702380952380952,3.334792122538293,1067.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,1.5,4.0,20,1.0,-0.5,0,840,381,457,0,2,838,0.45465393794749404,0.9976190476190476,1.2732696897374702,1.2702380952380952,3.334792122538293,1067.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,1.5,4.0,21,1.0,-0.5,1,840,381,457,0,2,838,0.45465393794749404,0.9976190476190476,1.2732696897374702,1.2702380952380952,3.334792122538293,1067.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,1.5,4.0,22,1.0,-0.5,2,840,381,457,0,2,838,0.45465393794749404,0.9976190476190476,1.2732696897374702,1.2702380952380952,3.334792122538293,1067.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,2.0,3.0,18,1.0,0.0,-2,840,389,448,0,3,837,0.4647550776583035,0.9964285714285714,0.8590203106332138,0.8559523809523809,2.6049107142857144,719.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,2.0,3.0,19,1.0,0.0,-1,840,389,448,0,3,837,0.4647550776583035,0.9964285714285714,0.8590203106332138,0.8559523809523809,2.6049107142857144,719.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,2.0,3.0,20,1.0,0.0,0,840,389,448,0,3,837,0.4647550776583035,0.9964285714285714,0.8590203106332138,0.8559523809523809,2.6049107142857144,719.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,2.0,3.0,21,1.0,0.0,1,840,389,448,0,3,837,0.4647550776583035,0.9964285714285714,0.8590203106332138,0.8559523809523809,2.6049107142857144,719.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,2.0,3.0,22,1.0,0.0,2,840,389,449,0,2,838,0.46420047732696895,0.9976190476190476,0.8568019093078758,0.8547619047619047,2.599109131403118,718.0
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,2.5,2.4,18,1.0,0.5,-2,840,401,435,0,4,836,0.4796650717703349,0.9952380952380953,0.6308612440191387,0.6278571428571428,2.2124137931034484,527.4
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,2.5,2.4,19,1.0,0.5,-1,840,401,435,0,4,836,0.4796650717703349,0.9952380952380953,0.6308612440191387,0.6278571428571428,2.2124137931034484,527.4
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,2.5,2.4,20,1.0,0.5,0,840,401,435,0,4,836,0.4796650717703349,0.9952380952380953,0.6308612440191387,0.6278571428571428,2.2124137931034484,527.4
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,2.5,2.4,21,1.0,0.5,1,840,401,435,0,4,836,0.4796650717703349,0.9952380952380953,0.6308612440191387,0.6278571428571428,2.2124137931034484,527.4
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,6.0,2.5,2.4,22,1.0,0.5,2,840,401,436,0,3,837,0.47909199522102747,0.9964285714285714,0.6289127837514934,0.6266666666666666,2.2073394495412844,526.4
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,4.0,1.5,2.6666666666666665,1,-1.0,-0.5,-1,154,77,58,0,19,135,0.5703703703703704,0.8766233766233766,1.0913580246913581,0.9567099567099566,3.540229885057471,147.33333333333331
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,4.0,1.5,2.6666666666666665,2,-1.0,-0.5,0,154,86,64,0,4,150,0.5733333333333334,0.974025974025974,1.1022222222222222,1.0735930735930734,3.583333333333333,165.33333333333331
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,4.0,1.5,2.6666666666666665,3,-1.0,-0.5,1,154,87,65,0,2,152,0.5723684210526315,0.987012987012987,1.0986842105263155,1.0844155844155845,3.5692307692307694,167.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,4.0,1.5,2.6666666666666665,4,-1.0,-0.5,2,154,87,66,0,1,153,0.5686274509803921,0.9935064935064936,1.0849673202614378,1.077922077922078,3.515151515151515,166.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,4.0,2.0,2.0,1,-1.0,0.0,-1,154,77,58,0,19,135,0.5703703703703704,0.8766233766233766,0.7111111111111112,0.6233766233766234,2.6551724137931036,96.0
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,4.0,2.0,2.0,2,-1.0,0.0,0,154,86,64,0,4,150,0.5733333333333334,0.974025974025974,0.7200000000000001,0.7012987012987013,2.6875,108.0
