side,hmm_state,vol_bucket,zscore,observations,tp,sl,rr,horizon,win_rate,expectancy_r,breakeven_wr,wr_edge_vs_breakeven,wr_ge_50,positive_expectancy,sufficient_sample,candidate,research_score
SHORT,0,60-80,1.5,11293,20.0,10.0,2.0,120,0.319312848667316,-0.042061453998051945,0.3333333333333333,-0.014020484666017297,False,False,True,False,0.14283184273443725
LONG,0,40-60,2.0,3057,10.0,5.0,2.0,10,0.319267255479228,-0.042198233562316,0.3333333333333333,-0.014066077854105297,False,False,True,False,0.1427543343146876
SHORT,0,60-80,2.0,3855,5.0,5.0,1.0,60,0.4204928664072633,-0.15901426718547335,0.5,-0.0795071335927367,False,False,True,False,0.14266536964980547
SHORT,0,60-80,2.0,3855,5.0,5.0,1.0,120,0.4204928664072633,-0.15901426718547335,0.5,-0.0795071335927367,False,False,True,False,0.14266536964980547
SHORT,1,20-40,1.5,5476,10.0,5.0,2.0,60,0.3192111029948867,-0.04236669101533985,0.3333333333333333,-0.014122230338446617,False,False,True,False,0.14265887509130742
LONG,2,40-60,1.5,5279,30.0,15.0,2.0,120,0.3191892403864368,-0.04243227884068956,0.3333333333333333,-0.014144092946896503,False,False,True,False,0.1426217086569426
LONG,0,60-80,2.0,3715,5.0,5.0,1.0,10,0.4204576043068641,-0.15908479138627185,0.5,-0.07954239569313593,False,False,True,False,0.1426177658142665
SHORT,2,80-100,2.5,730,10.0,5.0,2.0,30,0.3191780821917808,-0.04246575342465764,0.3333333333333333,-0.014155251141552527,False,False,True,False,0.14260273972602736
SHORT,0,80-100,2.0,3644,10.0,5.0,2.0,20,0.3191547749725576,-0.04253567508232714,0.3333333333333333,-0.014178558360775695,False,False,True,False,0.14256311745334796
LONG,0,80-100,1.5,9442,10.0,5.0,2.0,20,0.3191061215844101,-0.04268163524676971,0.3333333333333333,-0.014227211748923219,False,False,True,False,0.14248040669349718
SHORT,1,60-80,3.0,351,30.0,15.0,2.0,120,0.3190883190883191,-0.042735042735042694,0.3333333333333333,-0.014245014245014231,False,False,True,False,0.14245014245014248
SHORT,0,60-80,2.0,3855,5.0,5.0,1.0,30,0.4202334630350194,-0.1595330739299612,0.5,-0.0797665369649806,False,False,True,False,0.1423151750972762
LONG,2,60-80,1.5,5060,10.0,5.0,2.0,120,0.3189723320158102,-0.043083003952569365,0.3333333333333333,-0.014361001317523103,False,False,True,False,0.14225296442687738
LONG,2,60-80,2.0,2483,10.0,5.0,2.0,60,0.3189689891260572,-0.0430930326218284,0.3333333333333333,-0.014364344207276114,False,False,True,False,0.14224728151429725
LONG,0,80-100,3.5,116,20.0,10.0,2.0,60,0.3189655172413793,-0.04310344827586221,0.3333333333333333,-0.014367816091954033,False,False,True,False,0.14224137931034478
LONG,0,80-100,3.5,116,20.0,10.0,2.0,120,0.3189655172413793,-0.04310344827586221,0.3333333333333333,-0.014367816091954033,False,False,True,False,0.14224137931034478
SHORT,1,40-60,2.0,2038,15.0,10.0,1.5,20,0.3621197252208047,-0.09470068694798817,0.4,-0.03788027477919531,False,False,True,False,0.14223258096172722
LONG,2,20-40,3.0,348,15.0,10.0,1.5,120,0.3620689655172414,-0.09482758620689657,0.4,-0.03793103448275864,False,False,True,False,0.1421551724137931
LONG,0,80-100,3.5,116,15.0,10.0,1.5,60,0.3620689655172414,-0.09482758620689657,0.4,-0.03793103448275864,False,False,True,False,0.1421551724137931
LONG,0,80-100,3.5,116,15.0,10.0,1.5,120,0.3620689655172414,-0.09482758620689657,0.4,-0.03793103448275864,False,False,True,False,0.1421551724137931
LONG,0,80-100,2.5,922,30.0,15.0,2.0,30,0.3188720173535792,-0.04338394793926248,0.3333333333333333,-0.014461315979754141,False,False,True,False,0.1420824295010846
LONG,2,80-100,2.5,944,10.0,5.0,2.0,120,0.3188559322033898,-0.04343220338983056,0.3333333333333333,-0.014477401129943501,False,False,True,False,0.1420550847457627
LONG,2,80-100,1.5,4658,5.0,5.0,1.0,10,0.4199227136109918,-0.16015457277801642,0.5,-0.08007728638900818,False,False,True,False,0.14189566337483894
SHORT,2,0-20,2.0,3332,20.0,10.0,2.0,120,0.3187274909963986,-0.043817527010804214,0.3333333333333333,-0.014605842336934738,False,False,True,False,0.1418367346938776
LONG,1,60-80,3.0,342,20.0,10.0,2.0,60,0.3187134502923976,-0.043859649122807154,0.3333333333333333,-0.0146198830409357,False,False,True,False,0.14181286549707595
LONG,1,60-80,3.0,342,30.0,15.0,2.0,60,0.3187134502923976,-0.043859649122807154,0.3333333333333333,-0.0146198830409357,False,False,True,False,0.14181286549707595
LONG,1,60-80,3.0,342,20.0,10.0,2.0,120,0.3187134502923976,-0.043859649122807154,0.3333333333333333,-0.0146198830409357,False,False,True,False,0.14181286549707595
LONG,0,60-80,2.0,3715,10.0,5.0,2.0,20,0.3187079407806191,-0.04387617765814278,0.3333333333333333,-0.014625392552714223,False,False,True,False,0.14180349932705244
SHORT,0,0-20,1.5,13687,10.0,5.0,2.0,120,0.3186965733908088,-0.04391027982757356,0.3333333333333333,-0.014636759942524502,False,False,True,False,0.14178417476437497
LONG,0,40-60,3.0,199,15.0,10.0,1.5,20,0.3618090452261306,-0.09547738693467345,0.4,-0.03819095477386941,False,False,True,False,0.1417587939698492
SHORT,1,20-40,3.0,273,30.0,15.0,2.0,20,0.3186813186813186,-0.04395604395604413,0.3333333333333333,-0.014652014652014711,False,False,True,False,0.14175824175824164
LONG,2,40-60,1.5,5279,20.0,10.0,2.0,60,0.3186209509376776,-0.04413714718696715,0.3333333333333333,-0.014712382395655699,False,False,True,False,0.14165561659405193
SHORT,0,0-20,2.5,1034,5.0,5.0,1.0,30,0.4197292069632495,-0.16054158607350105,0.5,-0.0802707930367505,False,False,True,False,0.14163442940038684
SHORT,1,0-20,3.5,157,20.0,10.0,2.0,20,0.3184713375796178,-0.0445859872611466,0.3333333333333333,-0.014861995753715496,False,False,True,False,0.1414012738853503
LONG,1,40-60,2.0,2570,5.0,5.0,1.0,20,0.4194552529182879,-0.16108949416342422,0.5,-0.08054474708171211,False,False,True,False,0.14126459143968867
LONG,2,80-100,1.5,4658,30.0,15.0,2.0,120,0.3183769858308287,-0.04486904250751389,0.3333333333333333,-0.01495634750250463,False,False,True,False,0.1412408759124088
LONG,1,60-80,2.5,1002,20.0,10.0,2.0,60,0.3183632734530938,-0.04491017964071864,0.3333333333333333,-0.014970059880239528,False,False,True,False,0.14121756487025944
LONG,1,60-80,1.5,6118,5.0,5.0,1.0,10,0.4194181104936254,-0.1611637790127492,0.5,-0.08058188950637463,False,False,True,False,0.14121444916639428
SHORT,2,60-80,2.0,2499,5.0,5.0,1.0,20,0.4193677470988395,-0.161264505802321,0.5,-0.0806322529011605,False,False,True,False,0.14114645858343333
LONG,1,20-40,2.0,2573,10.0,5.0,2.0,20,0.3183054799844539,-0.04508356004663827,0.3333333333333333,-0.015027853348879405,False,False,True,False,0.14111931597357166
LONG,0,0-20,1.5,11227,5.0,5.0,1.0,10,0.4193462189364924,-0.16130756212701525,0.5,-0.08065378106350762,False,False,True,False,0.14111739556426472
SHORT,1,60-80,2.0,2611,10.0,5.0,2.0,20,0.3182688625047874,-0.045193412485637796,0.3333333333333333,-0.015064470828545895,False,False,True,False,0.14105706625813857
SHORT,2,80-100,2.5,730,5.0,5.0,1.0,10,0.4191780821917808,-0.1616438356164384,0.5,-0.08082191780821918,False,False,True,False,0.1408904109589041
LONG,1,60-80,2.0,2744,10.0,5.0,2.0,120,0.3181486880466472,-0.0455539358600584,0.3333333333333333,-0.015184645286686116,False,False,True,False,0.14085276967930024
SHORT,1,20-40,1.5,5476,15.0,10.0,1.5,30,0.3612125639152666,-0.09696859021183346,0.4,-0.038787436084733395,False,False,True,False,0.1408491599707816
LONG,0,20-40,2.5,877,10.0,5.0,2.0,20,0.3181299885974915,-0.04561003420752552,0.3333333333333333,-0.01520334473584184,False,False,True,False,0.14082098061573553
SHORT,2,20-40,2.0,2575,15.0,10.0,1.5,120,0.3611650485436893,-0.09708737864077677,0.4,-0.03883495145631072,False,False,True,False,0.14077669902912618
SHORT,2,0-20,3.0,481,20.0,10.0,2.0,120,0.3180873180873181,-0.04573804573804574,0.3333333333333333,-0.01524601524601521,False,False,True,False,0.14074844074844076
LONG,0,0-20,3.0,253,5.0,5.0,1.0,60,0.4189723320158103,-0.1620553359683794,0.5,-0.0810276679841897,False,False,True,False,0.14061264822134392
LONG,0,0-20,3.0,253,5.0,5.0,1.0,120,0.4189723320158103,-0.1620553359683794,0.5,-0.0810276679841897,False,False,True,False,0.14061264822134392
SHORT,1,80-100,2.5,1208,15.0,10.0,1.5,20,0.3609271523178808,-0.09768211920529801,0.4,-0.039072847682119216,False,False,True,False,0.1404139072847682
SHORT,1,80-100,2.5,1208,20.0,10.0,2.0,120,0.3178807947019867,-0.04635761589403986,0.3333333333333333,-0.015452538631346602,False,False,True,False,0.1403973509933774
LONG,2,60-80,1.5,5060,15.0,10.0,1.5,30,0.3608695652173913,-0.09782608695652184,0.4,-0.03913043478260875,False,False,True,False,0.14032608695652168
SHORT,2,0-20,4.0,129,30.0,15.0,2.0,120,0.3178294573643411,-0.046511627906976716,0.3333333333333333,-0.01550387596899222,False,False,True,False,0.14031007751937988
LONG,2,80-100,2.5,944,10.0,5.0,2.0,60,0.3177966101694915,-0.04661016949152541,0.3333333333333333,-0.015536723163841804,False,False,True,False,0.14025423728813557
LONG,1,60-80,2.0,2744,10.0,5.0,2.0,20,0.3177842565597668,-0.04664723032069962,0.3333333333333333,-0.01554907677356654,False,False,True,False,0.14023323615160355
LONG,1,60-80,2.0,2744,10.0,5.0,2.0,30,0.3177842565597668,-0.04664723032069962,0.3333333333333333,-0.01554907677356654,False,False,True,False,0.14023323615160355
LONG,1,60-80,2.0,2744,10.0,5.0,2.0,60,0.3177842565597668,-0.04664723032069962,0.3333333333333333,-0.01554907677356654,False,False,True,False,0.14023323615160355
SHORT,1,0-20,3.0,352,15.0,10.0,1.5,30,0.3607954545454545,-0.09801136363636387,0.4,-0.03920454545454555,False,False,True,False,0.14021306818181806
LONG,2,60-80,2.0,2483,10.0,5.0,2.0,30,0.3177607732581554,-0.04671768022553391,0.3333333333333333,-0.015572560075177933,False,False,True,False,0.14019331453886413
LONG,1,20-40,1.5,5554,5.0,5.0,1.0,60,0.4186172128195894,-0.16276557436082117,0.5,-0.08138278718041059,False,False,True,False,0.14013323730644572
LONG,1,20-40,1.5,5554,5.0,5.0,1.0,120,0.4186172128195894,-0.16276557436082117,0.5,-0.08138278718041059,False,False,True,False,0.14013323730644572
SHORT,0,80-100,1.5,10840,10.0,5.0,2.0,120,0.3177121771217712,-0.04686346863468638,0.3333333333333333,-0.015621156211562126,False,False,True,False,0.14011070110701104
SHORT,2,80-100,1.5,4737,10.0,5.0,2.0,30,0.3177116318344944,-0.04686510449651682,0.3333333333333333,-0.015621701498838902,False,False,True,False,0.14010977411864048
LONG,0,60-80,1.5,9666,20.0,10.0,2.0,30,0.3177115663149182,-0.046865301055245445,0.3333333333333333,-0.015621767018415111,False,False,True,False,0.1401096627353609
SHORT,0,40-60,1.5,10374,15.0,10.0,1.5,30,0.3607094659726239,-0.09822633506844036,0.4,-0.039290534027376145,False,False,True,False,0.14008193560825138
SHORT,0,20-40,1.5,10677,10.0,5.0,2.0,120,0.3176922356467172,-0.046923293059848326,0.3333333333333333,-0.01564109768661609,False,False,True,False,0.1400768005994193
SHORT,1,0-20,2.0,2700,5.0,5.0,1.0,120,0.4185185185185185,-0.16296296296296298,0.5,-0.08148148148148149,False,False,True,False,0.13999999999999999
SHORT,0,20-40,2.5,784,10.0,5.0,2.0,60,0.3176020408163265,-0.04719387755102056,0.3333333333333333,-0.015731292517006834,False,False,True,False,0.13992346938775502
LONG,2,0-20,3.5,233,20.0,10.0,2.0,60,0.3175965665236051,-0.047210300429184726,0.3333333333333333,-0.015736766809728242,False,False,True,False,0.13991416309012866
LONG,2,60-80,1.5,5060,10.0,5.0,2.0,60,0.3175889328063241,-0.04723320158102762,0.3333333333333333,-0.015744400527009206,False,False,True,False,0.139901185770751
LONG,1,40-60,2.0,2570,10.0,5.0,2.0,60,0.3175097276264591,-0.04747081712062262,0.3333333333333333,-0.01582360570687419,False,False,True,False,0.13976653696498054
LONG,1,40-60,2.0,2570,10.0,5.0,2.0,120,0.3175097276264591,-0.04747081712062262,0.3333333333333333,-0.01582360570687419,False,False,True,False,0.13976653696498054
SHORT,2,0-20,2.0,3332,15.0,10.0,1.5,60,0.3604441776710684,-0.09888955582232895,0.4,-0.03955582232893162,False,False,True,False,0.13967737094837934
SHORT,1,0-20,1.5,7041,5.0,5.0,1.0,20,0.4182644510722909,-0.1634710978554183,0.5,-0.08173554892770912,False,False,True,False,0.1396570089475927
LONG,1,20-40,1.5,5554,10.0,5.0,2.0,20,0.3174288800864242,-0.047713359740727324,0.3333333333333333,-0.01590445324690909,False,False,True,False,0.1396290961469212
SHORT,1,60-80,2.0,2611,5.0,5.0,1.0,10,0.4182305630026809,-0.16353887399463818,0.5,-0.08176943699731909,False,False,True,False,0.13961126005361923
LONG,0,0-20,2.5,1085,15.0,10.0,1.5,60,0.36036866359447,-0.09907834101382496,0.4,-0.039631336405530015,False,False,True,False,0.13956221198156676
LONG,2,80-100,3.5,111,15.0,10.0,1.5,20,0.3603603603603603,-0.09909909909909931,0.4,-0.039639639639639734,False,False,True,False,0.13954954954954943
LONG,2,80-100,3.5,111,15.0,10.0,1.5,30,0.3603603603603603,-0.09909909909909931,0.4,-0.039639639639639734,False,False,True,False,0.13954954954954943
LONG,2,80-100,3.5,111,15.0,10.0,1.5,60,0.3603603603603603,-0.09909909909909931,0.4,-0.039639639639639734,False,False,True,False,0.13954954954954943
LONG,2,80-100,3.5,111,15.0,10.0,1.5,120,0.3603603603603603,-0.09909909909909931,0.4,-0.039639639639639734,False,False,True,False,0.13954954954954943
LONG,0,60-80,3.5,136,15.0,10.0,1.5,30,0.3602941176470588,-0.09926470588235292,0.4,-0.0397058823529412,False,False,True,False,0.13944852941176472
LONG,0,60-80,3.5,136,15.0,10.0,1.5,60,0.3602941176470588,-0.09926470588235292,0.4,-0.0397058823529412,False,False,True,False,0.13944852941176472
LONG,0,60-80,3.5,136,15.0,10.0,1.5,120,0.3602941176470588,-0.09926470588235292,0.4,-0.0397058823529412,False,False,True,False,0.13944852941176472
LONG,1,80-100,4.0,104,20.0,10.0,2.0,10,0.3173076923076923,-0.04807692307692313,0.3333333333333333,-0.016025641025641024,False,False,True,False,0.1394230769230769
LONG,1,80-100,4.0,104,20.0,10.0,2.0,20,0.3173076923076923,-0.04807692307692313,0.3333333333333333,-0.016025641025641024,False,False,True,False,0.1394230769230769
LONG,1,80-100,4.0,104,20.0,10.0,2.0,30,0.3173076923076923,-0.04807692307692313,0.3333333333333333,-0.016025641025641024,False,False,True,False,0.1394230769230769
SHORT,1,40-60,1.5,5231,5.0,5.0,1.0,10,0.4180844962722232,-0.16383100745555357,0.5,-0.08191550372777678,False,False,True,False,0.13941406996750136
LONG,1,20-40,1.5,5554,5.0,5.0,1.0,30,0.4180770615772416,-0.16384587684551682,0.5,-0.08192293842275838,False,False,True,False,0.13940403312927616
LONG,2,0-20,2.0,3836,30.0,15.0,2.0,120,0.3172575599582898,-0.048227320125130535,0.3333333333333333,-0.01607577337504351,False,False,True,False,0.1393378519290927
LONG,2,20-40,2.5,1030,15.0,10.0,1.5,30,0.3601941747572815,-0.0995145631067963,0.4,-0.03980582524271853,False,False,True,False,0.13929611650485427
SHORT,2,60-80,2.5,869,15.0,10.0,1.5,60,0.3601841196777905,-0.09953970080552377,0.4,-0.03981588032220951,False,False,True,False,0.13928078250863052
LONG,0,0-20,2.0,4136,10.0,5.0,2.0,60,0.3172147001934235,-0.0483558994197294,0.3333333333333333,-0.0161186331399098,False,False,True,False,0.13926499032882
LONG,0,20-40,3.0,236,15.0,10.0,1.5,20,0.3601694915254237,-0.09957627118644075,0.4,-0.03983050847457631,False,False,True,False,0.13925847457627116
SHORT,2,20-40,1.5,5581,15.0,10.0,1.5,60,0.3601505106611718,-0.09962372334707048,0.4,-0.0398494893388282,False,False,True,False,0.13922952875828704
SHORT,0,60-80,2.0,3855,5.0,5.0,1.0,20,0.4178988326848249,-0.1642023346303501,0.5,-0.08210116731517508,False,False,True,False,0.13916342412451366
SHORT,2,40-60,2.0,2119,15.0,10.0,1.5,30,0.3600755073147711,-0.09981123171307227,0.4,-0.03992449268522891,False,False,True,False,0.13911514865502592
SHORT,1,40-60,2.5,686,15.0,10.0,1.5,20,0.3600583090379008,-0.09985422740524796,0.4,-0.03994169096209921,False,False,True,False,0.13908892128279873
LONG,1,40-60,1.5,5617,5.0,5.0,1.0,60,0.4178387039344846,-0.1643225921310308,0.5,-0.08216129606551542,False,False,True,False,0.1390822503115542
LONG,1,40-60,1.5,5617,5.0,5.0,1.0,120,0.4178387039344846,-0.1643225921310308,0.5,-0.08216129606551542,False,False,True,False,0.1390822503115542
SHORT,1,0-20,2.0,2700,5.0,5.0,1.0,60,0.4177777777777778,-0.1644444444444444,0.5,-0.0822222222222222,False,False,True,False,0.13900000000000004
SHORT,0,80-100,2.5,899,20.0,10.0,2.0,120,0.3170189098998888,-0.04894327030033363,0.3333333333333333,-0.016314423433444525,False,False,True,False,0.13893214682981095
SHORT,0,0-20,1.5,13687,20.0,10.0,2.0,60,0.3170161467085555,-0.04895155987433353,0.3333333333333333,-0.016317186624777824,False,False,True,False,0.13892744940454435
LONG,0,20-40,2.5,877,30.0,15.0,2.0,60,0.3169897377423033,-0.04903078677309003,0.3333333333333333,-0.01634359559102999,False,False,True,False,0.13888255416191567
LONG,2,80-100,2.0,2308,5.0,5.0,1.0,10,0.4176776429809358,-0.16464471403812841,0.5,-0.08232235701906421,False,False,True,False,0.13886481802426331
SHORT,0,80-100,1.5,10840,10.0,5.0,2.0,60,0.3169741697416974,-0.04907749077490775,0.3333333333333333,-0.016359163591635917,False,False,True,False,0.1388560885608856
LONG,0,0-20,2.0,4136,20.0,10.0,2.0,120,0.3169729206963249,-0.049081237911025366,0.3333333333333333,-0.016360412637008437,False,False,True,False,0.13885396518375231
LONG,1,40-60,1.5,5617,5.0,5.0,1.0,30,0.4176606729570945,-0.16467865408581095,0.5,-0.08233932704290547,False,False,True,False,0.13884190849207761
SHORT,1,60-80,1.5,6537,10.0,5.0,2.0,120,0.3169649686400489,-0.049105094079853306,0.3333333333333333,-0.0163683646932844,False,False,True,False,0.13884044668808315
SHORT,0,40-60,2.5,814,30.0,15.0,2.0,120,0.3169533169533169,-0.04914004914004921,0.3333333333333333,-0.016380016380016404,False,False,True,False,0.13882063882063878
LONG,2,0-20,2.5,1584,30.0,15.0,2.0,120,0.3169191919191919,-0.04924242424242442,0.3333333333333333,-0.016414141414141437,False,False,True,False,0.13876262626262617
SHORT,0,20-40,1.5,10677,10.0,5.0,2.0,60,0.3168493022384565,-0.04945209328463063,0.3333333333333333,-0.01648403109487684,False,False,True,False,0.138643813805376
LONG,2,60-80,3.5,101,30.0,15.0,2.0,60,0.3168316831683168,-0.04950495049504966,0.3333333333333333,-0.016501650165016535,False,False,True,False,0.13861386138613854
SHORT,1,60-80,1.5,6537,10.0,5.0,2.0,60,0.3168119932690836,-0.04956402019274919,0.3333333333333333,-0.016521340064249712,False,False,True,False,0.13858038855744215
SHORT,1,20-40,2.0,2110,15.0,10.0,1.5,30,0.3597156398104265,-0.10071090047393383,0.4,-0.04028436018957354,False,False,True,False,0.13856635071090037
LONG,1,60-80,1.5,6118,10.0,5.0,2.0,20,0.3167701863354037,-0.0496894409937888,0.3333333333333333,-0.0165631469979296,False,False,True,False,0.13850931677018635
LONG,2,80-100,2.5,944,5.0,5.0,1.0,10,0.4173728813559322,-0.1652542372881356,0.5,-0.0826271186440678,False,False,True,False,0.13845338983050848
LONG,2,80-100,2.0,2308,30.0,15.0,2.0,120,0.3167244367417677,-0.04982668977469695,0.3333333333333333,-0.016608896591565614,False,False,True,False,0.13843154246100509
SHORT,0,0-20,2.0,4503,20.0,10.0,2.0,60,0.3166777703753053,-0.049966688874084064,0.3333333333333333,-0.016655562958028003,False,False,True,False,0.13835220963801903
SHORT,2,40-60,2.0,2119,10.0,5.0,2.0,60,0.316658801321378,-0.050023596035865925,0.3333333333333333,-0.01667453201195529,False,False,True,False,0.13831996224634266
SHORT,2,40-60,2.0,2119,10.0,5.0,2.0,120,0.316658801321378,-0.050023596035865925,0.3333333333333333,-0.01667453201195529,False,False,True,False,0.13831996224634266
LONG,0,40-60,2.0,3057,20.0,10.0,2.0,20,0.3166503107621851,-0.05004906771344475,0.3333333333333333,-0.01668302257114823,False,False,True,False,0.13830552829571466
LONG,0,40-60,3.0,199,20.0,10.0,2.0,20,0.3165829145728643,-0.05025125628140714,0.3333333333333333,-0.01675041876046901,False,False,True,False,0.13819095477386928
SHORT,1,80-100,3.5,199,30.0,15.0,2.0,60,0.3165829145728643,-0.05025125628140714,0.3333333333333333,-0.01675041876046901,False,False,True,False,0.13819095477386928
SHORT,1,80-100,3.5,199,30.0,15.0,2.0,120,0.3165829145728643,-0.05025125628140714,0.3333333333333333,-0.01675041876046901,False,False,True,False,0.13819095477386928
SHORT,1,40-60,1.5,5231,20.0,10.0,2.0,120,0.3165742687822596,-0.05027719365322125,0.3333333333333333,-0.016759064551073732,False,False,True,False,0.1381762569298413
SHORT,1,80-100,2.0,3453,20.0,10.0,2.0,120,0.3165363452070663,-0.050390964378801084,0.3333333333333333,-0.01679698812626701,False,False,True,False,0.13811178685201272
SHORT,2,80-100,3.0,218,30.0,15.0,2.0,120,0.3165137614678899,-0.050458715596330306,0.3333333333333333,-0.016819571865443417,False,False,True,False,0.1380733944954128
LONG,1,0-20,2.5,1369,15.0,10.0,1.5,30,0.3593864134404675,-0.10153396639883117,0.4,-0.04061358655953251,False,False,True,False,0.138064280496713
LONG,2,20-40,2.5,1030,20.0,10.0,2.0,60,0.316504854368932,-0.05048543689320406,0.3333333333333333,-0.016828478964401317,False,False,True,False,0.1380582524271844
LONG,1,80-100,2.0,3899,30.0,15.0,2.0,60,0.316491408053347,-0.050525775839958986,0.3333333333333333,-0.016841925279986292,False,False,True,False,0.1380353936906899
LONG,2,60-80,2.5,910,10.0,5.0,2.0,120,0.3164835164835164,-0.0505494505494507,0.3333333333333333,-0.0168498168498169,False,False,True,False,0.1380219780219779
LONG,2,60-80,2.5,910,15.0,10.0,1.5,30,0.3593406593406593,-0.10164835164835184,0.4,-0.04065934065934074,False,False,True,False,0.1379945054945054
SHORT,2,80-100,1.5,4737,30.0,15.0,2.0,120,0.3164450073886426,-0.05066497783407209,0.3333333333333333,-0.016888325944690696,False,False,True,False,0.13795651256069247
LONG,2,0-20,1.5,7797,15.0,10.0,1.5,30,0.3592407336154931,-0.10189816596126733,0.4,-0.04075926638450694,False,False,True,False,0.13784211876362695
LONG,1,60-80,2.5,1002,20.0,10.0,2.0,30,0.3163672654690618,-0.050898203592814606,0.3333333333333333,-0.016966067864271517,False,False,True,False,0.13782435129740506
LONG,2,20-40,3.0,348,15.0,10.0,1.5,60,0.3591954022988505,-0.1020114942528737,0.4,-0.040804597701149525,False,False,True,False,0.13777298850574704
SHORT,0,80-100,1.5,10840,20.0,10.0,2.0,60,0.3162361623616236,-0.05129151291512912,0.3333333333333333,-0.017097170971709708,False,False,True,False,0.13760147601476014
LONG,0,0-20,3.0,253,10.0,5.0,2.0,120,0.3162055335968379,-0.05138339920948631,0.3333333333333333,-0.01712779973649542,False,False,True,False,0.1375494071146244
SHORT,1,0-20,2.5,930,20.0,10.0,2.0,120,0.3161290322580645,-0.05161290322580647,0.3333333333333333,-0.017204301075268824,False,False,True,False,0.13741935483870965
SHORT,2,40-60,1.5,4669,15.0,10.0,1.5,30,0.3589633754551296,-0.10259156136217606,0.4,-0.04103662454487045,False,False,True,False,0.13741914756907259
LONG,2,20-40,3.0,348,30.0,15.0,2.0,60,0.3160919540229885,-0.051724137931034475,0.3333333333333333,-0.017241379310344807,False,False,True,False,0.13735632183908045
LONG,2,20-40,3.0,348,20.0,10.0,2.0,120,0.3160919540229885,-0.051724137931034475,0.3333333333333333,-0.017241379310344807,False,False,True,False,0.13735632183908045
SHORT,1,60-80,3.5,174,30.0,15.0,2.0,120,0.3160919540229885,-0.051724137931034475,0.3333333333333333,-0.017241379310344807,False,False,True,False,0.13735632183908045
SHORT,0,0-20,1.5,13687,15.0,10.0,1.5,30,0.35888068970556,-0.10279827573610001,0.4,-0.04111931029444005,False,False,True,False,0.137293051800979
LONG,1,60-80,2.0,2744,30.0,15.0,2.0,60,0.3159620991253644,-0.0521137026239068,0.3333333333333333,-0.017371234207968933,False,False,True,False,0.13713556851311948
SHORT,0,20-40,2.0,3371,10.0,5.0,2.0,120,0.3159299911005636,-0.05221002669830932,0.3333333333333333,-0.017403342232769736,False,False,True,False,0.13708098487095804
SHORT,0,40-60,2.5,814,15.0,10.0,1.5,20,0.3587223587223587,-0.10319410319410327,0.4,-0.04127764127764133,False,False,True,False,0.137051597051597
SHORT,1,80-100,1.5,8389,30.0,15.0,2.0,60,0.3158898557634998,-0.05233043270950055,0.3333333333333333,-0.0174434775698335,False,False,True,False,0.1370127547979497
LONG,1,40-60,3.5,145,15.0,10.0,1.5,10,0.3586206896551724,-0.10344827586206895,0.4,-0.04137931034482761,False,False,True,False,0.13689655172413795
LONG,2,0-20,2.5,1584,15.0,10.0,1.5,30,0.3585858585858585,-0.1035353535353537,0.4,-0.041414141414141514,False,False,True,False,0.13684343434343424
LONG,0,40-60,2.5,792,15.0,10.0,1.5,10,0.3585858585858585,-0.1035353535353537,0.4,-0.041414141414141514,False,False,True,False,0.13684343434343424
LONG,1,60-80,3.0,342,20.0,10.0,2.0,30,0.3157894736842105,-0.052631578947368474,0.3333333333333333,-0.017543859649122806,False,False,True,False,0.13684210526315788
LONG,0,0-20,1.5,11227,10.0,5.0,2.0,60,0.315756658056471,-0.052730025830586946,0.3333333333333333,-0.017576675276862297,False,False,True,False,0.13678631869600075
LONG,0,40-60,2.0,3057,15.0,10.0,1.5,10,0.3585214262348707,-0.10369643441282317,0.4,-0.04147857376512931,False,False,True,False,0.13674517500817787
SHORT,0,40-60,2.5,814,20.0,10.0,2.0,60,0.3157248157248157,-0.0528255528255529,0.3333333333333333,-0.017608517608517615,False,False,True,False,0.1367321867321867
LONG,1,80-100,2.0,3899,20.0,10.0,2.0,20,0.3157219799948705,-0.052834060015388484,0.3333333333333333,-0.01761135333846281,False,False,True,False,0.13672736599127988
LONG,1,80-100,2.5,1492,20.0,10.0,2.0,60,0.3156836461126005,-0.05294906166219848,0.3333333333333333,-0.01764968722073279,False,False,True,False,0.13666219839142085
LONG,1,80-100,2.5,1492,20.0,10.0,2.0,120,0.3156836461126005,-0.05294906166219848,0.3333333333333333,-0.01764968722073279,False,False,True,False,0.13666219839142085
SHORT,1,20-40,2.5,703,15.0,10.0,1.5,20,0.3584637268847795,-0.10384068278805125,0.4,-0.04153627311522051,False,False,True,False,0.13665718349928874
LONG,2,80-100,2.5,944,20.0,10.0,2.0,60,0.3156779661016949,-0.052966101694915335,0.3333333333333333,-0.017655367231638408,False,False,True,False,0.13665254237288132
LONG,0,40-60,2.5,792,10.0,5.0,2.0,30,0.3156565656565656,-0.053030303030303316,0.3333333333333333,-0.017676767676767735,False,False,True,False,0.13661616161616147
LONG,0,60-80,2.5,1112,20.0,10.0,2.0,120,0.3156474820143884,-0.05305755395683476,0.3333333333333333,-0.0176858513189449,False,False,True,False,0.1366007194244603
LONG,0,80-100,2.5,922,10.0,5.0,2.0,10,0.3156182212581345,-0.053145336225596584,0.3333333333333333,-0.017715112075198824,False,False,True,False,0.13655097613882863
