candidate,event_id,window,timestamp,side,entry,zscore,tp,sl,rr,horizon,tp_level,sl_level,first_tp_bar,first_sl_bar,tp_hit,sl_hit,outcome,resolution,max_favorable_raw,max_adverse_raw
C1,622,1,2019-05-07 17:06:00+00:00,LONG,7650.25,-2.0004406,50.0,12.5,4.0,3,7700.25,7637.75,,3.0,False,True,LOSS,SL_ONLY,-0.75,13.0
C1,839,1,2019-05-08 13:30:00+00:00,LONG,7638.25,-4.831598,50.0,12.5,4.0,3,7688.25,7625.75,,3.0,False,True,LOSS,SL_ONLY,2.25,16.0
C1,840,1,2019-05-08 13:31:00+00:00,LONG,7640.5,-3.3724763,50.0,12.5,4.0,3,7690.5,7628.0,,2.0,False,True,LOSS,SL_ONLY,-8.0,19.5
C1,904,1,2019-05-08 14:35:00+00:00,LONG,7621.75,-2.106095,50.0,12.5,4.0,3,7671.75,7609.25,,,False,False,UNRESOLVED,NEITHER,-0.75,4.25
C1,1989,1,2019-05-10 18:17:00+00:00,LONG,7556.0,-2.5617025,50.0,12.5,4.0,3,7606.0,7543.5,,,False,False,UNRESOLVED,NEITHER,4.5,2.75
C1,3983,1,2019-05-17 15:25:00+00:00,LONG,7600.25,-2.0070567,50.0,12.5,4.0,3,7650.25,7587.75,,,False,False,UNRESOLVED,NEITHER,-1.25,3.0
C1,5773,1,2019-05-23 16:21:00+00:00,LONG,7277.0,-2.0747755,50.0,12.5,4.0,3,7327.0,7264.5,,,False,False,UNRESOLVED,NEITHER,4.5,0.5
C1,5774,1,2019-05-23 16:22:00+00:00,LONG,7276.5,-2.0744648,50.0,12.5,4.0,3,7326.5,7264.0,,,False,False,UNRESOLVED,NEITHER,6.25,-1.25
C1,6695,1,2019-05-28 14:14:00+00:00,LONG,7340.75,-2.5328035,50.0,12.5,4.0,3,7390.75,7328.25,,,False,False,UNRESOLVED,NEITHER,-0.5,7.75
C1,6696,1,2019-05-28 14:15:00+00:00,LONG,7340.25,-2.2986095,50.0,12.5,4.0,3,7390.25,7327.75,,,False,False,UNRESOLVED,NEITHER,-7.0,10.25
C1,8528,1,2019-06-03 15:54:00+00:00,LONG,7063.25,-2.3328888,50.0,12.5,4.0,3,7113.25,7050.75,,,False,False,UNRESOLVED,NEITHER,-2.0,5.25
C1,8529,1,2019-06-03 15:55:00+00:00,LONG,7061.25,-2.2976146,50.0,12.5,4.0,3,7111.25,7048.75,,,False,False,UNRESOLVED,NEITHER,-2.25,3.25
C1,9745,1,2019-06-06 14:29:00+00:00,LONG,7210.0,-2.6570497,50.0,12.5,4.0,3,7260.0,7197.5,,,False,False,UNRESOLVED,NEITHER,1.5,3.25
C1,9746,1,2019-06-06 14:30:00+00:00,LONG,7207.5,-2.9194107,50.0,12.5,4.0,3,7257.5,7195.0,,,False,False,UNRESOLVED,NEITHER,7.25,0.75
C1,9747,1,2019-06-06 14:31:00+00:00,LONG,7206.75,-2.6197991,50.0,12.5,4.0,3,7256.75,7194.25,,,False,False,UNRESOLVED,NEITHER,11.5,-4.75
C1,11113,1,2019-06-11 15:32:00+00:00,LONG,7529.75,-2.2590668,50.0,12.5,4.0,3,7579.75,7517.25,,,False,False,UNRESOLVED,NEITHER,-2.5,3.75
C1,11114,1,2019-06-11 15:33:00+00:00,LONG,7526.75,-2.4138777,50.0,12.5,4.0,3,7576.75,7514.25,,,False,False,UNRESOLVED,NEITHER,0.5,1.25
C1,11115,1,2019-06-11 15:34:00+00:00,LONG,7526.0,-2.2192833,50.0,12.5,4.0,3,7576.0,7513.5,,,False,False,UNRESOLVED,NEITHER,1.25,6.0
C1,11485,1,2019-06-12 14:30:00+00:00,LONG,7467.25,-2.0595958,50.0,12.5,4.0,3,7517.25,7454.75,,,False,False,UNRESOLVED,NEITHER,1.5,2.25
C1,14555,1,2019-06-21 15:52:00+00:00,LONG,7763.0,-2.0493853,50.0,12.5,4.0,3,7813.0,7750.5,,,False,False,UNRESOLVED,NEITHER,0.5,1.0
C1,15329,1,2019-06-25 14:20:00+00:00,LONG,7707.25,-2.0299323,50.0,12.5,4.0,3,7757.25,7694.75,,,False,False,UNRESOLVED,NEITHER,-0.5,3.5
C1,15330,1,2019-06-25 14:21:00+00:00,LONG,7705.75,-2.024512,50.0,12.5,4.0,3,7755.75,7693.25,,,False,False,UNRESOLVED,NEITHER,2.25,2.0
C1,15331,1,2019-06-25 14:22:00+00:00,LONG,7703.75,-2.0604064,50.0,12.5,4.0,3,7753.75,7691.25,,,False,False,UNRESOLVED,NEITHER,8.0,-3.0
C1,15758,1,2019-06-26 14:16:00+00:00,LONG,7683.75,-2.0749154,50.0,12.5,4.0,3,7733.75,7671.25,,,False,False,UNRESOLVED,NEITHER,1.75,0.25
C1,22282,1,2019-07-18 14:39:00+00:00,LONG,7884.0,-2.372634,50.0,12.5,4.0,3,7934.0,7871.5,,,False,False,UNRESOLVED,NEITHER,4.0,-2.0
C1,26714,1,2019-08-01 16:01:00+00:00,LONG,7994.25,-2.242838,50.0,12.5,4.0,3,8044.25,7981.75,,,False,False,UNRESOLVED,NEITHER,2.25,-2.0
C1,29442,1,2019-08-09 18:00:00+00:00,LONG,7667.25,-2.473831,50.0,12.5,4.0,3,7717.25,7654.75,,,False,False,UNRESOLVED,NEITHER,-1.0,2.0
C1,29443,1,2019-08-09 18:01:00+00:00,LONG,7665.5,-2.430184,50.0,12.5,4.0,3,7715.5,7653.0,,,False,False,UNRESOLVED,NEITHER,2.0,0.25
C1,29444,1,2019-08-09 18:02:00+00:00,LONG,7665.25,-2.1919937,50.0,12.5,4.0,3,7715.25,7652.75,,,False,False,UNRESOLVED,NEITHER,9.25,-1.0
C1,34086,1,2019-08-26 15:43:00+00:00,LONG,7547.75,-2.2865922,50.0,12.5,4.0,3,7597.75,7535.25,,,False,False,UNRESOLVED,NEITHER,-5.5,7.75
C1,34180,1,2019-08-26 17:17:00+00:00,LONG,7558.75,-2.0996988,50.0,12.5,4.0,3,7608.75,7546.25,,,False,False,UNRESOLVED,NEITHER,2.0,-0.5
C1,34984,1,2019-08-28 16:11:00+00:00,LONG,7584.5,-2.4022279,50.0,12.5,4.0,3,7634.5,7572.0,,,False,False,UNRESOLVED,NEITHER,-1.0,1.5
C1,34985,1,2019-08-28 16:12:00+00:00,LONG,7583.0,-2.4782417,50.0,12.5,4.0,3,7633.0,7570.5,,,False,False,UNRESOLVED,NEITHER,3.25,-0.25
C1,34986,1,2019-08-28 16:13:00+00:00,LONG,7583.5,-2.0955296,50.0,12.5,4.0,3,7633.5,7571.0,,,False,False,UNRESOLVED,NEITHER,5.25,0.25
C1,38781,2,2019-09-10 18:01:00+00:00,LONG,7782.75,-2.324049,50.0,12.5,4.0,3,7832.75,7770.25,,,False,False,UNRESOLVED,NEITHER,-4.25,6.0
C1,38782,2,2019-09-10 18:02:00+00:00,LONG,7778.5,-2.7362163,50.0,12.5,4.0,3,7828.5,7766.0,,,False,False,UNRESOLVED,NEITHER,0.75,1.75
C1,38783,2,2019-09-10 18:03:00+00:00,LONG,7777.0,-2.5691783,50.0,12.5,4.0,3,7827.0,7764.5,,,False,False,UNRESOLVED,NEITHER,2.25,2.75
C1,38784,2,2019-09-10 18:04:00+00:00,LONG,7776.75,-2.275844,50.0,12.5,4.0,3,7826.75,7764.25,,,False,False,UNRESOLVED,NEITHER,5.5,2.5
C1,38786,2,2019-09-10 18:06:00+00:00,LONG,7774.25,-2.171705,50.0,12.5,4.0,3,7824.25,7761.75,,,False,False,UNRESOLVED,NEITHER,8.0,-3.25
C1,38817,2,2019-09-10 18:37:00+00:00,LONG,7767.75,-2.3431911,50.0,12.5,4.0,3,7817.75,7755.25,,,False,False,UNRESOLVED,NEITHER,1.25,5.75
C1,38819,2,2019-09-10 18:39:00+00:00,LONG,7767.25,-2.1671038,50.0,12.5,4.0,3,7817.25,7754.75,,,False,False,UNRESOLVED,NEITHER,-2.25,5.5
C1,38863,2,2019-09-10 19:23:00+00:00,LONG,7768.0,-2.1777499,50.0,12.5,4.0,3,7818.0,7755.5,,,False,False,UNRESOLVED,NEITHER,4.25,-0.5
C1,42028,2,2019-09-20 14:15:00+00:00,LONG,7924.5,-2.2400343,50.0,12.5,4.0,3,7974.5,7912.0,,,False,False,UNRESOLVED,NEITHER,7.0,-4.0
C1,42052,2,2019-09-20 14:39:00+00:00,LONG,7918.75,-3.1912658,50.0,12.5,4.0,3,7968.75,7906.25,,,False,False,UNRESOLVED,NEITHER,0.75,1.5
C1,42053,2,2019-09-20 14:40:00+00:00,LONG,7917.25,-3.0260062,50.0,12.5,4.0,3,7967.25,7904.75,,,False,False,UNRESOLVED,NEITHER,2.25,-1.5
C1,42054,2,2019-09-20 14:41:00+00:00,LONG,7919.5,-2.2262821,50.0,12.5,4.0,3,7969.5,7907.0,,,False,False,UNRESOLVED,NEITHER,0.0,1.5
C1,42055,2,2019-09-20 14:42:00+00:00,LONG,7918.75,-2.163221,50.0,12.5,4.0,3,7968.75,7906.25,,,False,False,UNRESOLVED,NEITHER,1.0,0.75
C1,42116,2,2019-09-20 15:43:00+00:00,LONG,7885.0,-2.3434653,50.0,12.5,4.0,3,7935.0,7872.5,,,False,False,UNRESOLVED,NEITHER,5.25,-3.0
C1,42359,2,2019-09-20 19:46:00+00:00,LONG,7842.0,-2.8194716,50.0,12.5,4.0,3,7892.0,7829.5,,,False,False,UNRESOLVED,NEITHER,-0.25,2.25
C1,42360,2,2019-09-20 19:47:00+00:00,LONG,7841.75,-2.5001552,50.0,12.5,4.0,3,7891.75,7829.25,,,False,False,UNRESOLVED,NEITHER,4.0,2.0
C1,42361,2,2019-09-20 19:48:00+00:00,LONG,7839.75,-2.4755168,50.0,12.5,4.0,3,7889.75,7827.25,,,False,False,UNRESOLVED,NEITHER,6.0,-0.25
C1,42362,2,2019-09-20 19:49:00+00:00,LONG,7840.0,-2.192288,50.0,12.5,4.0,3,7890.0,7827.5,,,False,False,UNRESOLVED,NEITHER,7.25,-4.75
C1,43677,2,2019-09-25 19:59:00+00:00,LONG,7823.0,-2.1558127,50.0,12.5,4.0,3,7873.0,7810.5,,,False,False,UNRESOLVED,NEITHER,1.0,0.0
C1,43725,2,2019-09-26 13:32:00+00:00,LONG,7806.0,-3.3500974,50.0,12.5,4.0,3,7856.0,7793.5,,2.0,False,True,LOSS,SL_ONLY,-9.0,20.0
C1,44051,2,2019-09-26 18:58:00+00:00,LONG,7782.75,-2.5370278,50.0,12.5,4.0,3,7832.75,7770.25,,,False,False,UNRESOLVED,NEITHER,8.0,-0.5
C1,44052,2,2019-09-26 18:59:00+00:00,LONG,7783.25,-2.124228,50.0,12.5,4.0,3,7833.25,7770.75,,,False,False,UNRESOLVED,NEITHER,8.0,-7.5
C1,45658,2,2019-10-02 16:46:00+00:00,LONG,7533.5,-2.192878,50.0,12.5,4.0,3,7583.5,7521.0,,,False,False,UNRESOLVED,NEITHER,1.75,1.25
C1,47072,2,2019-10-07 18:35:00+00:00,LONG,7756.75,-2.223928,50.0,12.5,4.0,3,7806.75,7744.25,,,False,False,UNRESOLVED,NEITHER,-2.25,3.75
C1,47073,2,2019-10-07 18:36:00+00:00,LONG,7754.0,-2.583613,50.0,12.5,4.0,3,7804.0,7741.5,,,False,False,UNRESOLVED,NEITHER,2.75,1.0
C1,47074,2,2019-10-07 18:37:00+00:00,LONG,7753.0,-2.4563015,50.0,12.5,4.0,3,7803.0,7740.5,,,False,False,UNRESOLVED,NEITHER,3.75,-1.5
C1,47472,2,2019-10-08 18:01:00+00:00,LONG,7673.5,-2.558374,50.0,12.5,4.0,3,7723.5,7661.0,,,False,False,UNRESOLVED,NEITHER,2.5,0.5
C1,47473,2,2019-10-08 18:02:00+00:00,LONG,7674.5,-2.096604,50.0,12.5,4.0,3,7724.5,7662.0,,,False,False,UNRESOLVED,NEITHER,2.0,1.5
C1,50712,2,2019-10-18 14:03:00+00:00,LONG,7939.75,-2.8200345,50.0,12.5,4.0,3,7989.75,7927.25,,,False,False,UNRESOLVED,NEITHER,-0.5,2.5
C1,50713,2,2019-10-18 14:04:00+00:00,LONG,7938.5,-2.663035,50.0,12.5,4.0,3,7988.5,7926.0,,,False,False,UNRESOLVED,NEITHER,0.75,2.0
C1,50714,2,2019-10-18 14:05:00+00:00,LONG,7939.25,-2.173736,50.0,12.5,4.0,3,7989.25,7926.75,,,False,False,UNRESOLVED,NEITHER,-1.75,2.75
C1,50715,2,2019-10-18 14:06:00+00:00,LONG,7937.25,-2.2993937,50.0,12.5,4.0,3,7987.25,7924.75,,,False,False,UNRESOLVED,NEITHER,4.25,0.75
C1,50716,2,2019-10-18 14:07:00+00:00,LONG,7936.5,-2.177912,50.0,12.5,4.0,3,7986.5,7924.0,,,False,False,UNRESOLVED,NEITHER,7.5,-1.0
C1,50822,2,2019-10-18 15:53:00+00:00,LONG,7876.0,-2.2468476,50.0,12.5,4.0,3,7926.0,7863.5,,,False,False,UNRESOLVED,NEITHER,3.0,0.25
C1,50823,2,2019-10-18 15:54:00+00:00,LONG,7876.25,-2.0111935,50.0,12.5,4.0,3,7926.25,7863.75,,,False,False,UNRESOLVED,NEITHER,2.75,8.25
C1,51639,2,2019-10-22 15:00:00+00:00,LONG,7955.25,-2.7630172,50.0,12.5,4.0,3,8005.25,7942.75,,,False,False,UNRESOLVED,NEITHER,2.75,3.0
C1,51642,2,2019-10-22 15:03:00+00:00,LONG,7952.25,-2.7475622,50.0,12.5,4.0,3,8002.25,7939.75,,,False,False,UNRESOLVED,NEITHER,6.25,-2.5
C1,51649,2,2019-10-22 15:10:00+00:00,LONG,7951.0,-2.0867872,50.0,12.5,4.0,3,8001.0,7938.5,,,False,False,UNRESOLVED,NEITHER,-1.5,5.5
C1,51850,2,2019-10-22 18:31:00+00:00,LONG,7919.0,-2.9918628,50.0,12.5,4.0,3,7969.0,7906.5,,,False,False,UNRESOLVED,NEITHER,0.0,5.0
C1,51851,2,2019-10-22 18:32:00+00:00,LONG,7919.0,-2.5874047,50.0,12.5,4.0,3,7969.0,7906.5,,,False,False,UNRESOLVED,NEITHER,-1.0,5.0
C1,53759,2,2019-10-29 14:05:00+00:00,LONG,8079.5,-2.4065871,50.0,12.5,4.0,3,8129.5,8067.0,,,False,False,UNRESOLVED,NEITHER,-1.0,4.25
C1,53822,2,2019-10-29 15:08:00+00:00,LONG,8083.25,-2.1637902,50.0,12.5,4.0,3,8133.25,8070.75,,,False,False,UNRESOLVED,NEITHER,3.0,2.0
C1,53825,2,2019-10-29 15:11:00+00:00,LONG,8081.25,-2.0441206,50.0,12.5,4.0,3,8131.25,8068.75,,,False,False,UNRESOLVED,NEITHER,-0.25,5.25
C1,53835,2,2019-10-29 15:21:00+00:00,LONG,8070.5,-2.0961938,50.0,12.5,4.0,3,8120.5,8058.0,,,False,False,UNRESOLVED,NEITHER,-2.25,5.0
C1,53836,2,2019-10-29 15:22:00+00:00,LONG,8068.25,-2.15372,50.0,12.5,4.0,3,8118.25,8055.75,,,False,False,UNRESOLVED,NEITHER,-0.5,2.75
C1,53837,2,2019-10-29 15:23:00+00:00,LONG,8066.25,-2.1563694,50.0,12.5,4.0,3,8116.25,8053.75,,,False,False,UNRESOLVED,NEITHER,3.75,0.75
C1,54782,2,2019-10-31 16:38:00+00:00,LONG,8064.25,-2.0468225,50.0,12.5,4.0,3,8114.25,8051.75,,,False,False,UNRESOLVED,NEITHER,0.0,2.5
C1,59872,2,2019-11-18 15:28:00+00:00,LONG,8285.75,-2.0381458,50.0,12.5,4.0,3,8335.75,8273.25,,,False,False,UNRESOLVED,NEITHER,9.25,-3.5
C1,60282,2,2019-11-19 15:03:00+00:00,LONG,8336.0,-2.032287,50.0,12.5,4.0,3,8386.0,8323.5,,,False,False,UNRESOLVED,NEITHER,0.25,0.75
C1,61033,2,2019-11-20 20:19:00+00:00,LONG,8272.0,-2.242392,50.0,12.5,4.0,3,8322.0,8259.5,,,False,False,UNRESOLVED,NEITHER,1.25,2.75
C1,61034,2,2019-11-20 20:20:00+00:00,LONG,8269.25,-2.6390612,50.0,12.5,4.0,3,8319.25,8256.75,,,False,False,UNRESOLVED,NEITHER,4.75,-0.25
C1,61035,2,2019-11-20 20:21:00+00:00,LONG,8269.5,-2.2483447,50.0,12.5,4.0,3,8319.5,8257.0,,,False,False,UNRESOLVED,NEITHER,4.75,-3.75
C1,64700,2,2019-12-04 16:11:00+00:00,LONG,8302.75,-2.0188134,50.0,12.5,4.0,3,8352.75,8290.25,,,False,False,UNRESOLVED,NEITHER,3.25,-1.5
C1,64990,2,2019-12-04 21:01:00+00:00,LONG,8293.5,-3.1001468,50.0,12.5,4.0,3,8343.5,8281.0,,,False,False,UNRESOLVED,NEITHER,-0.25,5.75
C1,65127,2,2019-12-05 16:03:00+00:00,LONG,8284.25,-2.6840231,50.0,12.5,4.0,3,8334.25,8271.75,,,False,False,UNRESOLVED,NEITHER,2.75,-2.0
C1,67328,2,2019-12-12 16:29:00+00:00,LONG,8437.0,-2.1620953,50.0,12.5,4.0,3,8487.0,8424.5,,,False,False,UNRESOLVED,NEITHER,8.5,-2.75
C1,69337,2,2019-12-18 20:59:00+00:00,LONG,8612.0,-3.0481305,50.0,12.5,4.0,3,8662.0,8599.5,,,False,False,UNRESOLVED,NEITHER,7.25,-0.5
C1,69338,2,2019-12-18 21:00:00+00:00,LONG,8612.5,-2.4936447,50.0,12.5,4.0,3,8662.5,8600.0,,,False,False,UNRESOLVED,NEITHER,6.75,-2.5
C1,72291,2,2019-12-31 15:45:00+00:00,LONG,8712.5,-2.001694,50.0,12.5,4.0,3,8762.5,8700.0,,,False,False,UNRESOLVED,NEITHER,3.0,1.5
C1,72294,2,2019-12-31 15:48:00+00:00,LONG,8711.0,-2.0169833,50.0,12.5,4.0,3,8761.0,8698.5,,,False,False,UNRESOLVED,NEITHER,1.25,2.75
C1,72296,2,2019-12-31 15:50:00+00:00,LONG,8708.25,-2.2514377,50.0,12.5,4.0,3,8758.25,8695.75,,,False,False,UNRESOLVED,NEITHER,4.5,-0.5
C1,72775,2,2020-01-02 16:34:00+00:00,LONG,8813.25,-3.7763803,50.0,12.5,4.0,3,8863.25,8800.75,,,False,False,UNRESOLVED,NEITHER,1.5,3.5
C1,72776,2,2020-01-02 16:35:00+00:00,LONG,8809.75,-3.4339666,50.0,12.5,4.0,3,8859.75,8797.25,,,False,False,UNRESOLVED,NEITHER,6.25,-2.0
C1,72777,2,2020-01-02 16:36:00+00:00,LONG,8811.75,-2.5764322,50.0,12.5,4.0,3,8861.75,8799.25,,,False,False,UNRESOLVED,NEITHER,5.25,-3.0
C1,73330,2,2020-01-03 18:34:00+00:00,LONG,8838.25,-2.5555425,50.0,12.5,4.0,3,8888.25,8825.75,,3.0,False,True,LOSS,SL_ONLY,-3.25,20.25
C1,73331,2,2020-01-03 18:35:00+00:00,LONG,8835.0,-2.828602,50.0,12.5,4.0,3,8885.0,8822.5,,2.0,False,True,LOSS,SL_ONLY,-6.75,17.0
C1,74080,2,2020-01-07 16:34:00+00:00,LONG,8874.0,-2.0936463,50.0,12.5,4.0,3,8924.0,8861.5,,,False,False,UNRESOLVED,NEITHER,3.75,-1.0
C1,74341,2,2020-01-07 20:55:00+00:00,LONG,8858.75,-2.1448221,50.0,12.5,4.0,3,8908.75,8846.25,,,False,False,UNRESOLVED,NEITHER,3.75,-1.75
C1,74997,2,2020-01-09 17:21:00+00:00,LONG,8990.25,-2.8104277,50.0,12.5,4.0,3,9040.25,8977.75,,,False,False,UNRESOLVED,NEITHER,-2.75,9.25
C1,74998,2,2020-01-09 17:22:00+00:00,LONG,8987.5,-2.8414764,50.0,12.5,4.0,3,9037.5,8975.0,,,False,False,UNRESOLVED,NEITHER,-3.75,6.5
C1,74999,2,2020-01-09 17:23:00+00:00,LONG,8981.0,-3.2051075,50.0,12.5,4.0,3,9031.0,8968.5,,,False,False,UNRESOLVED,NEITHER,2.75,1.0
C1,75000,2,2020-01-09 17:24:00+00:00,LONG,8983.75,-2.3922842,50.0,12.5,4.0,3,9033.75,8971.25,,,False,False,UNRESOLVED,NEITHER,-1.75,4.0
C1,75001,2,2020-01-09 17:25:00+00:00,LONG,8982.0,-2.30535,50.0,12.5,4.0,3,9032.0,8969.5,,,False,False,UNRESOLVED,NEITHER,-0.25,2.25
C1,75002,2,2020-01-09 17:26:00+00:00,LONG,8980.0,-2.2403018,50.0,12.5,4.0,3,9030.0,8967.5,,,False,False,UNRESOLVED,NEITHER,3.0,0.25
C1,75003,2,2020-01-09 17:27:00+00:00,LONG,8979.75,-2.021286,50.0,12.5,4.0,3,9029.75,8967.25,,,False,False,UNRESOLVED,NEITHER,3.25,-0.75
C1,75382,3,2020-01-10 16:31:00+00:00,LONG,9016.5,-2.8619082,50.0,12.5,4.0,3,9066.5,9004.0,,,False,False,UNRESOLVED,NEITHER,6.5,-0.75
C1,75418,3,2020-01-10 17:07:00+00:00,LONG,8997.5,-2.7747395,50.0,12.5,4.0,3,9047.5,8985.0,,,False,False,UNRESOLVED,NEITHER,-3.0,8.25
C1,75419,3,2020-01-10 17:08:00+00:00,LONG,8994.0,-2.7966151,50.0,12.5,4.0,3,9044.0,8981.5,,,False,False,UNRESOLVED,NEITHER,2.75,4.75
C1,75420,3,2020-01-10 17:09:00+00:00,LONG,8994.5,-2.4087682,50.0,12.5,4.0,3,9044.5,8982.0,,,False,False,UNRESOLVED,NEITHER,6.0,5.25
C1,75421,3,2020-01-10 17:10:00+00:00,LONG,8989.25,-2.629609,50.0,12.5,4.0,3,9039.25,8976.75,,,False,False,UNRESOLVED,NEITHER,11.25,-7.5
C1,75633,3,2020-01-10 20:42:00+00:00,LONG,8967.25,-2.770866,50.0,12.5,4.0,3,9017.25,8954.75,,,False,False,UNRESOLVED,NEITHER,12.25,-4.5
C1,76131,3,2020-01-14 14:30:00+00:00,LONG,9083.5,-3.4258652,50.0,12.5,4.0,3,9133.5,9071.0,,2.0,False,True,LOSS,SL_ONLY,-5.75,12.75
C1,76459,3,2020-01-14 19:58:00+00:00,LONG,9059.25,-2.2913728,50.0,12.5,4.0,3,9109.25,9046.75,,,False,False,UNRESOLVED,NEITHER,5.0,0.75
C1,76462,3,2020-01-14 20:01:00+00:00,LONG,9058.5,-2.0837712,50.0,12.5,4.0,3,9108.5,9046.0,,,False,False,UNRESOLVED,NEITHER,4.5,0.25
C1,76661,3,2020-01-15 16:06:00+00:00,LONG,9081.75,-2.4110456,50.0,12.5,4.0,3,9131.75,9069.25,,,False,False,UNRESOLVED,NEITHER,0.5,2.25
C1,76662,3,2020-01-15 16:07:00+00:00,LONG,9082.25,-2.0112484,50.0,12.5,4.0,3,9132.25,9069.75,,,False,False,UNRESOLVED,NEITHER,-1.0,7.0
C1,76663,3,2020-01-15 16:08:00+00:00,LONG,9081.25,-2.0475433,50.0,12.5,4.0,3,9131.25,9068.75,,,False,False,UNRESOLVED,NEITHER,-1.75,10.25
C1,76713,3,2020-01-15 16:58:00+00:00,LONG,9072.25,-2.858031,50.0,12.5,4.0,3,9122.25,9059.75,,,False,False,UNRESOLVED,NEITHER,6.25,-4.25
C1,76767,3,2020-01-15 17:52:00+00:00,LONG,9065.0,-3.4812312,50.0,12.5,4.0,3,9115.0,9052.5,,,False,False,UNRESOLVED,NEITHER,3.75,-3.0
C1,77050,3,2020-01-16 15:20:00+00:00,LONG,9103.75,-2.1435401,50.0,12.5,4.0,3,9153.75,9091.25,,,False,False,UNRESOLVED,NEITHER,4.5,-0.25
C1,77053,3,2020-01-16 15:23:00+00:00,LONG,9104.0,-2.0855732,50.0,12.5,4.0,3,9154.0,9091.5,,,False,False,UNRESOLVED,NEITHER,0.0,1.75
C1,77054,3,2020-01-16 15:24:00+00:00,LONG,9102.25,-2.2350733,50.0,12.5,4.0,3,9152.25,9089.75,,,False,False,UNRESOLVED,NEITHER,1.75,-0.25
C1,78308,3,2020-01-21 18:18:00+00:00,LONG,9178.75,-4.2785187,50.0,12.5,4.0,3,9228.75,9166.25,,,False,False,UNRESOLVED,NEITHER,1.75,6.0
C1,78310,3,2020-01-21 18:20:00+00:00,LONG,9172.75,-3.6287434,50.0,12.5,4.0,3,9222.75,9160.25,,,False,False,UNRESOLVED,NEITHER,2.0,0.25
C1,78311,3,2020-01-21 18:21:00+00:00,LONG,9174.5,-2.7179356,50.0,12.5,4.0,3,9224.5,9162.0,,,False,False,UNRESOLVED,NEITHER,4.0,2.0
C1,78312,3,2020-01-21 18:22:00+00:00,LONG,9172.5,-2.581728,50.0,12.5,4.0,3,9222.5,9160.0,,,False,False,UNRESOLVED,NEITHER,6.25,-2.25
C1,78313,3,2020-01-21 18:23:00+00:00,LONG,9174.75,-2.004534,50.0,12.5,4.0,3,9224.75,9162.25,,,False,False,UNRESOLVED,NEITHER,4.0,-1.75
C1,78617,3,2020-01-22 16:13:00+00:00,LONG,9225.75,-2.0064392,50.0,12.5,4.0,3,9275.75,9213.25,,,False,False,UNRESOLVED,NEITHER,-3.25,6.0
C1,78618,3,2020-01-22 16:14:00+00:00,LONG,9219.75,-2.4994874,50.0,12.5,4.0,3,9269.75,9207.25,,,False,False,UNRESOLVED,NEITHER,4.25,-1.25
C1,78619,3,2020-01-22 16:15:00+00:00,LONG,9221.0,-2.124396,50.0,12.5,4.0,3,9271.0,9208.5,,,False,False,UNRESOLVED,NEITHER,5.75,-1.5
C1,78685,3,2020-01-22 17:21:00+00:00,LONG,9221.25,-2.436311,50.0,12.5,4.0,3,9271.25,9208.75,,,False,False,UNRESOLVED,NEITHER,3.5,-1.5
C1,78866,3,2020-01-22 20:22:00+00:00,LONG,9197.25,-2.007442,50.0,12.5,4.0,3,9247.25,9184.75,,,False,False,UNRESOLVED,NEITHER,0.5,4.75
C1,78867,3,2020-01-22 20:23:00+00:00,LONG,9192.5,-2.201863,50.0,12.5,4.0,3,9242.5,9180.0,,,False,False,UNRESOLVED,NEITHER,6.0,-1.0
C1,78930,3,2020-01-22 21:41:00+00:00,LONG,9181.75,-3.7113411,50.0,12.5,4.0,3,9231.75,9169.25,,,False,False,UNRESOLVED,NEITHER,3.75,-1.0
C1,78931,3,2020-01-22 21:42:00+00:00,LONG,9182.75,-2.8710053,50.0,12.5,4.0,3,9232.75,9170.25,,,False,False,UNRESOLVED,NEITHER,2.75,-2.25
C1,78932,3,2020-01-22 21:43:00+00:00,LONG,9185.0,-2.1427393,50.0,12.5,4.0,3,9235.0,9172.5,,,False,False,UNRESOLVED,NEITHER,2.75,-0.25
C1,80089,3,2020-01-27 19:00:00+00:00,LONG,8989.0,-2.1011047,50.0,12.5,4.0,3,9039.0,8976.5,,,False,False,UNRESOLVED,NEITHER,-1.5,3.75
C1,80090,3,2020-01-27 19:01:00+00:00,LONG,8985.25,-2.4255943,50.0,12.5,4.0,3,9035.25,8972.75,,,False,False,UNRESOLVED,NEITHER,2.25,-0.5
C1,80091,3,2020-01-27 19:02:00+00:00,LONG,8985.75,-2.111306,50.0,12.5,4.0,3,9035.75,8973.25,,,False,False,UNRESOLVED,NEITHER,3.75,-1.25
C1,81022,3,2020-01-29 20:03:00+00:00,LONG,9132.0,-3.556665,50.0,12.5,4.0,3,9182.0,9119.5,,,False,False,UNRESOLVED,NEITHER,4.75,-0.75
C1,81023,3,2020-01-29 20:04:00+00:00,LONG,9132.75,-2.7802315,50.0,12.5,4.0,3,9182.75,9120.25,,,False,False,UNRESOLVED,NEITHER,4.0,-1.75
C1,81125,3,2020-01-30 14:31:00+00:00,LONG,9063.0,-2.7971556,50.0,12.5,4.0,3,9113.0,9050.5,,,False,False,UNRESOLVED,NEITHER,27.0,-7.0
C1,82810,3,2020-02-04 20:51:00+00:00,LONG,9345.0,-2.200676,50.0,12.5,4.0,3,9395.0,9332.5,,,False,False,UNRESOLVED,NEITHER,-3.0,8.0
