candidate_id,strategy_name,strategy_label,side,hmm_state,vol_bucket,zscore,tp,sl,rr,horizon,total_observations,total_wins,total_losses,total_ambiguous,total_unresolved,total_resolved,overall_wr,overall_expectancy_all,overall_profit_factor,positive_windows,negative_windows,window_count,positive_window_ratio,mean_window_wr,median_window_wr,worst_window_expectancy,best_window_expectancy,neighbourhood_points,positive_neighbourhood_points,positive_neighbourhood_ratio,true_neighbour_points,positive_true_neighbour_points,positive_true_neighbour_ratio,validation_status
C01,MRS2,Mean Reversion Short — HMM 2,SHORT,2,80-100,2.0,5.0,2.0,2.5,5,2255,1075,1156,0,24,2231,0.4818467055132228,0.6791574279379158,2.324826989619377,7,0,7,1.0,0.4727079849224568,0.48026315789473684,0.45483870967741935,0.7862068965517242,45,45,1.0,44,44,1.0,PROMISING
C02,MRL1,Mean Reversion Long — HMM 1,LONG,1,20-40,2.5,5.0,2.0,2.5,20,840,406,433,0,1,839,0.48390941597139453,0.6928571428571428,2.344110854503464,21,0,21,1.0,0.4946357799552644,0.5,0.05,1.5,45,45,1.0,44,44,1.0,PROMISING
C06,MRL2,Mean Reversion Long — HMM 2,LONG,2,60-80,3.5,5.0,2.0,2.5,2,154,83,65,0,6,148,0.5608108108108109,0.9253246753246753,3.1923076923076925,7,0,7,1.0,0.5729524170410869,0.5714285714285714,0.45454545454545453,1.625,36,36,1.0,35,35,1.0,PROMISING
