candidate,event_id,window,timestamp,side,zscore,tp,sl,rr,horizon,first_tp_bar,first_sl_bar,tp_hit,sl_hit,outcome,resolution,terminal_favorable,terminal_adverse
C1,529476,15,2024-01-19 10:08:00-05:00,LONG,-2.4619827,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,17.75,2.0
C1,529477,15,2024-01-19 10:09:00-05:00,LONG,-2.2436726,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,23.5,0.0
C1,529478,15,2024-01-19 10:10:00-05:00,LONG,-2.1606314,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,23.25,0.0
C1,529941,15,2024-01-22 10:23:00-05:00,LONG,-2.0169291,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,22.25,0.0
C1,530340,15,2024-01-23 09:32:00-05:00,LONG,-4.1810923,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,21.0
C1,530341,15,2024-01-23 09:33:00-05:00,LONG,-2.7717476,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,14.0,8.75
C1,530342,15,2024-01-23 09:34:00-05:00,LONG,-3.468317,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,35.75,0.0
C1,530343,15,2024-01-23 09:35:00-05:00,LONG,-2.3394911,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,35.5,0.0
C1,530386,15,2024-01-23 10:18:00-05:00,LONG,-2.739182,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,11.25
C1,530388,15,2024-01-23 10:20:00-05:00,LONG,-2.400536,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,26.5
C1,530389,15,2024-01-23 10:21:00-05:00,LONG,-2.5457087,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,20.5
C1,530390,15,2024-01-23 10:22:00-05:00,LONG,-2.2951243,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,11.5
C1,530391,15,2024-01-23 10:23:00-05:00,LONG,-3.2464027,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,12.75,0.0
C1,530392,15,2024-01-23 10:24:00-05:00,LONG,-2.1586778,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,17.5,0.0
C1,530393,15,2024-01-23 10:25:00-05:00,LONG,-2.0255923,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,27.25,0.0
C1,530884,15,2024-01-24 11:06:00-05:00,LONG,-2.0776384,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,12.5
C1,530885,15,2024-01-24 11:07:00-05:00,LONG,-2.845373,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,12.5,3.0
C1,530886,15,2024-01-24 11:08:00-05:00,LONG,-2.1250596,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,8.0
C1,530888,15,2024-01-24 11:10:00-05:00,LONG,-2.0686586,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,12.5
C1,531037,15,2024-01-24 13:39:00-05:00,LONG,-2.687699,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,15.0,0.0
C1,531038,15,2024-01-24 13:40:00-05:00,LONG,-2.3569655,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,13.25,0.0
C1,531043,15,2024-01-24 13:45:00-05:00,LONG,-2.0571868,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.0,0.0
C1,531079,15,2024-01-24 14:21:00-05:00,LONG,-2.7543123,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.5,11.5
C1,531081,15,2024-01-24 14:23:00-05:00,LONG,-2.3218923,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,21.25,0.0
C1,531132,15,2024-01-24 15:14:00-05:00,LONG,-2.4617186,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,18.75
C1,531133,15,2024-01-24 15:15:00-05:00,LONG,-2.555311,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,16.0
C1,531134,15,2024-01-24 15:16:00-05:00,LONG,-2.5655882,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,13.75
C1,531135,15,2024-01-24 15:17:00-05:00,LONG,-2.3527808,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,14.0
C1,531136,15,2024-01-24 15:18:00-05:00,LONG,-2.3159673,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.5,6.25
C1,531137,15,2024-01-24 15:19:00-05:00,LONG,-2.3251953,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,14.0,0.0
C1,531182,15,2024-01-24 16:04:00-05:00,LONG,-2.2395356,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,23.75
C1,531183,15,2024-01-24 16:05:00-05:00,LONG,-2.345077,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,2.75,8.5
C1,531184,15,2024-01-24 16:06:00-05:00,LONG,-2.28015,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,12.0,1.25
C1,531185,15,2024-01-24 16:07:00-05:00,LONG,-2.1320252,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,26.5,0.0
C1,531271,15,2024-01-25 10:03:00-05:00,LONG,-2.5262907,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,24.0,0.0
C1,531393,15,2024-01-25 12:05:00-05:00,LONG,-2.0826304,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,23.75
C1,531394,15,2024-01-25 12:06:00-05:00,LONG,-2.165954,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,13.75
C1,531395,15,2024-01-25 12:07:00-05:00,LONG,-2.412692,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.5,0.0
C1,531396,15,2024-01-25 12:08:00-05:00,LONG,-2.169419,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.5,0.75
C1,531419,15,2024-01-25 12:31:00-05:00,LONG,-2.1327221,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.5,12.0
C1,531420,15,2024-01-25 12:32:00-05:00,LONG,-2.5155883,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,11.75
C1,531422,15,2024-01-25 12:34:00-05:00,LONG,-2.6320343,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.75,0.0
C1,531423,15,2024-01-25 12:35:00-05:00,LONG,-2.3958094,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.5,0.0
C1,531424,15,2024-01-25 12:36:00-05:00,LONG,-2.0064344,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,7.0,0.0
C1,531436,15,2024-01-25 12:48:00-05:00,LONG,-2.0192113,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.75,7.0
C1,531465,15,2024-01-25 13:17:00-05:00,LONG,-2.085798,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,6.25,9.5
C1,531466,15,2024-01-25 13:18:00-05:00,LONG,-2.3903103,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,15.25,0.0
C1,531467,15,2024-01-25 13:19:00-05:00,LONG,-2.1573339,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.75,0.0
C1,531472,15,2024-01-25 13:24:00-05:00,LONG,-2.012699,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,19.0,0.0
C1,531505,15,2024-01-25 13:57:00-05:00,LONG,-2.7388086,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,20.5
C1,531506,15,2024-01-25 13:58:00-05:00,LONG,-2.9294322,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,19.5
C1,531507,15,2024-01-25 13:59:00-05:00,LONG,-2.4171119,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,20.0
C1,531508,15,2024-01-25 14:00:00-05:00,LONG,-2.4590108,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,12.25
C1,531509,15,2024-01-25 14:01:00-05:00,LONG,-2.1737435,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.75,11.75
C1,531510,15,2024-01-25 14:02:00-05:00,LONG,-2.223241,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,11.25,1.25
C1,531511,15,2024-01-25 14:03:00-05:00,LONG,-2.088349,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,12.25,0.0
C1,531689,15,2024-01-26 09:31:00-05:00,LONG,-3.2985592,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,18.5,0.0
C1,531690,15,2024-01-26 09:32:00-05:00,LONG,-2.3900366,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,8.5,13.25
C1,531693,15,2024-01-26 09:35:00-05:00,LONG,-2.359331,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,5.5,16.5
C1,531694,15,2024-01-26 09:36:00-05:00,LONG,-2.6963816,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,24.25,0.0
C1,531695,15,2024-01-26 09:37:00-05:00,LONG,-2.3766065,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,23.5,0.0
C1,531723,15,2024-01-26 10:05:00-05:00,LONG,-2.091691,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,19.75,0.0
C1,531724,15,2024-01-26 10:06:00-05:00,LONG,-2.242088,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,24.5,0.0
C1,531871,15,2024-01-26 12:33:00-05:00,LONG,-2.0204406,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,28.25
C1,531872,15,2024-01-26 12:34:00-05:00,LONG,-2.1522322,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,25.0
C1,531873,15,2024-01-26 12:35:00-05:00,LONG,-2.3795867,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,22.25
C1,531874,15,2024-01-26 12:36:00-05:00,LONG,-2.5393205,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,1.75,12.5
C1,531875,15,2024-01-26 12:37:00-05:00,LONG,-2.2678008,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.75,2.5
C1,531876,15,2024-01-26 12:38:00-05:00,LONG,-2.279019,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,14.0,0.0
C1,532228,15,2024-01-29 11:00:00-05:00,LONG,-2.2918193,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,15.0,0.0
C1,532618,15,2024-01-30 10:00:00-05:00,LONG,-4.180075,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,2.75,11.5
C1,532619,15,2024-01-30 10:01:00-05:00,LONG,-4.2785587,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,22.5,0.0
C1,532620,15,2024-01-30 10:02:00-05:00,LONG,-2.379442,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.75,8.75
C1,532621,15,2024-01-30 10:03:00-05:00,LONG,-2.177655,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.0,10.5
C1,532623,15,2024-01-30 10:05:00-05:00,LONG,-2.108749,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,22.5,0.0
C1,533081,15,2024-01-31 10:13:00-05:00,LONG,-2.3116908,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,10.75,4.5
C1,533082,15,2024-01-31 10:14:00-05:00,LONG,-2.9853373,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,19.0,0.0
C1,533083,15,2024-01-31 10:15:00-05:00,LONG,-2.019943,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,11.0,6.0
C1,533096,15,2024-01-31 10:28:00-05:00,LONG,-2.035819,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,14.0
C1,533098,15,2024-01-31 10:30:00-05:00,LONG,-2.124108,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,15.75
C1,533100,15,2024-01-31 10:32:00-05:00,LONG,-2.1057332,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,2.0,3.75
C1,533101,15,2024-01-31 10:33:00-05:00,LONG,-2.2016318,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.5,10.0
C1,533104,15,2024-01-31 10:36:00-05:00,LONG,-2.1543822,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.0,6.25
C1,533105,15,2024-01-31 10:37:00-05:00,LONG,-2.341906,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,16.75,0.0
C1,533308,15,2024-01-31 14:00:00-05:00,LONG,-4.165241,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,8.75,25.75
C1,533309,15,2024-01-31 14:01:00-05:00,LONG,-3.6969793,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,18.0,9.25
C1,533570,15,2024-02-01 10:52:00-05:00,LONG,-2.453599,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,26.0
C1,533571,15,2024-02-01 10:53:00-05:00,LONG,-2.765585,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,17.25
C1,533572,15,2024-02-01 10:54:00-05:00,LONG,-2.763379,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,9.75
C1,533573,15,2024-02-01 10:55:00-05:00,LONG,-2.238818,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,12.75
C1,533574,15,2024-02-01 10:56:00-05:00,LONG,-2.3475277,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.75,11.25
C1,533575,15,2024-02-01 10:57:00-05:00,LONG,-2.1047614,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,18.75
C1,533577,15,2024-02-01 10:59:00-05:00,LONG,-2.018737,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,10.75,0.0
C1,533938,15,2024-02-02 09:30:00-05:00,LONG,-3.307992,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,37.0
C1,533939,15,2024-02-02 09:31:00-05:00,LONG,-3.0737069,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,32.75,0.0
C1,533940,15,2024-02-02 09:32:00-05:00,LONG,-2.8270984,50.0,12.5,4.0,3,3.0,,True,False,WIN,TP_ONLY,54.75,0.0
C1,534174,15,2024-02-02 13:26:00-05:00,LONG,-2.0970016,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,17.5,0.0
C1,534175,15,2024-02-02 13:27:00-05:00,LONG,-2.359597,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,14.75,0.0
C1,534328,15,2024-02-02 16:00:00-05:00,LONG,-3.8293974,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.0,0.5
C1,534329,15,2024-02-02 16:01:00-05:00,LONG,-3.1138492,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.25,0.0
C1,534330,15,2024-02-02 16:02:00-05:00,LONG,-2.4615674,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,11.25,0.0
C1,534331,15,2024-02-02 16:03:00-05:00,LONG,-2.0651298,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.5,0.0
C1,534778,15,2024-02-05 16:00:00-05:00,LONG,-2.683292,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.75,0.0
C1,534779,15,2024-02-05 16:01:00-05:00,LONG,-2.0262294,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.25,0.5
C1,534973,15,2024-02-06 11:45:00-05:00,LONG,-2.858007,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,18.5
C1,534974,15,2024-02-06 11:46:00-05:00,LONG,-3.303793,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.5,4.5
C1,534975,15,2024-02-06 11:47:00-05:00,LONG,-2.3602567,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,15.75
C1,534976,15,2024-02-06 11:48:00-05:00,LONG,-2.4542954,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,21.5
C1,534977,15,2024-02-06 11:49:00-05:00,LONG,-2.4091125,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,11.0
C1,534979,15,2024-02-06 11:51:00-05:00,LONG,-2.1236675,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,7.75,0.0
C1,534980,15,2024-02-06 11:52:00-05:00,LONG,-2.0454173,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,14.0,0.0
C1,535008,15,2024-02-06 12:20:00-05:00,LONG,-2.652994,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.5,2.5
C1,535010,15,2024-02-06 12:22:00-05:00,LONG,-2.2478554,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,12.75,0.0
C1,535379,15,2024-02-07 11:01:00-05:00,LONG,-2.4128635,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,12.5,0.0
C1,535749,15,2024-02-08 09:41:00-05:00,LONG,-2.407885,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.25,0.0
C1,535750,15,2024-02-08 09:42:00-05:00,LONG,-2.3017156,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,13.5,0.0
C1,536924,15,2024-02-12 14:16:00-05:00,LONG,-3.5888128,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,32.5
C1,536925,15,2024-02-12 14:17:00-05:00,LONG,-3.1669762,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,33.75
C1,536926,15,2024-02-12 14:18:00-05:00,LONG,-3.291939,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,13.75,8.25
C1,536927,15,2024-02-12 14:19:00-05:00,LONG,-3.1092198,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,29.5,0.0
C1,536928,15,2024-02-12 14:20:00-05:00,LONG,-2.358758,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,24.25,0.0
C1,537038,15,2024-02-12 16:10:00-05:00,LONG,-2.7157707,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.25,4.75
C1,537039,15,2024-02-12 16:11:00-05:00,LONG,-2.3770044,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,3.5
C1,537089,15,2024-02-13 09:31:00-05:00,LONG,-3.6268804,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,10.75,5.0
C1,537090,15,2024-02-13 09:32:00-05:00,LONG,-2.8555005,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,16.25,11.75
C1,537091,15,2024-02-13 09:33:00-05:00,LONG,-2.4678736,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,25.0,0.0
C1,537092,15,2024-02-13 09:34:00-05:00,LONG,-2.1897697,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,31.0,0.0
C1,537231,15,2024-02-13 11:53:00-05:00,LONG,-2.8281467,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.25,9.5
C1,537233,15,2024-02-13 11:55:00-05:00,LONG,-2.0408814,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,8.75
C1,537234,15,2024-02-13 11:56:00-05:00,LONG,-2.3393614,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.75,1.25
C1,537235,15,2024-02-13 11:57:00-05:00,LONG,-2.1114993,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.75,4.5
C1,537292,15,2024-02-13 12:54:00-05:00,LONG,-2.4349835,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.0,11.75
C1,537293,15,2024-02-13 12:55:00-05:00,LONG,-2.1117077,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.25,11.25
C1,537294,15,2024-02-13 12:56:00-05:00,LONG,-2.410139,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.0,5.0
C1,537295,15,2024-02-13 12:57:00-05:00,LONG,-2.2091699,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.25,0.0
C1,537296,15,2024-02-13 12:58:00-05:00,LONG,-2.01609,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,7.0,0.0
C1,537411,15,2024-02-13 14:53:00-05:00,LONG,-2.1736445,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,4.75,12.25
C1,537412,15,2024-02-13 14:54:00-05:00,LONG,-2.026893,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.0,3.75
C1,537413,15,2024-02-13 14:55:00-05:00,LONG,-2.3009002,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,11.0,0.0
C1,537625,15,2024-02-14 10:57:00-05:00,LONG,-2.0131414,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,43.0
C1,537627,15,2024-02-14 10:59:00-05:00,LONG,-2.2146237,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,35.25
C1,537688,15,2024-02-14 12:00:00-05:00,LONG,-2.3896744,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,13.75
C1,537689,15,2024-02-14 12:01:00-05:00,LONG,-2.4326816,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,0.5,8.25
C1,537690,15,2024-02-14 12:02:00-05:00,LONG,-2.5350595,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.75,5.75
C1,537691,15,2024-02-14 12:03:00-05:00,LONG,-2.157068,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,6.0,11.75
C1,537813,15,2024-02-14 14:05:00-05:00,LONG,-3.3337739,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.5,11.75
C1,537814,15,2024-02-14 14:06:00-05:00,LONG,-2.6270158,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,4.25,6.75
C1,537815,15,2024-02-14 14:07:00-05:00,LONG,-2.2792847,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.75,6.0
C1,537816,15,2024-02-14 14:08:00-05:00,LONG,-2.1485012,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,3.5,5.75
C1,537994,15,2024-02-15 09:36:00-05:00,LONG,-2.7766871,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,8.25,2.0
C1,537995,15,2024-02-15 09:37:00-05:00,LONG,-2.390485,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,17.75,0.0
C1,538002,15,2024-02-15 09:44:00-05:00,LONG,-2.3602607,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,21.25,0.0
C1,538082,15,2024-02-15 11:04:00-05:00,LONG,-2.8300862,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.5,5.5
C1,538083,15,2024-02-15 11:05:00-05:00,LONG,-2.441837,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,12.5
C1,538084,15,2024-02-15 11:06:00-05:00,LONG,-2.2993295,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,25.25
C1,538085,15,2024-02-15 11:07:00-05:00,LONG,-2.0387654,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,25.25
C1,538086,15,2024-02-15 11:08:00-05:00,LONG,-2.3809261,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,8.25,9.5
C1,538087,15,2024-02-15 11:09:00-05:00,LONG,-2.58218,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,18.0,0.0
C1,538088,15,2024-02-15 11:10:00-05:00,LONG,-2.048711,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,19.0,0.0
C1,538440,15,2024-02-16 09:32:00-05:00,LONG,-3.8626158,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,28.0,0.0
C1,538441,15,2024-02-16 09:33:00-05:00,LONG,-2.451907,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,16.25,3.25
C1,538443,15,2024-02-16 09:35:00-05:00,LONG,-2.0859277,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,15.25,0.0
C1,538577,15,2024-02-16 11:49:00-05:00,LONG,-2.2466967,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,10.0,0.0
C1,538753,15,2024-02-16 14:45:00-05:00,LONG,-3.3075294,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,64.25
C1,538754,15,2024-02-16 14:46:00-05:00,LONG,-3.0672498,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,40.5
C1,539099,15,2024-02-20 09:31:00-05:00,LONG,-2.9184556,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,39.5
C1,539100,15,2024-02-20 09:32:00-05:00,LONG,-2.4664817,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,34.25
C1,539219,15,2024-02-20 11:31:00-05:00,LONG,-2.4275982,50.0,12.5,4.0,3,,2.0,False,True,LOSS,SL_ONLY,0.0,22.0
C1,539220,15,2024-02-20 11:32:00-05:00,LONG,-2.3653715,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,19.5
C1,539221,15,2024-02-20 11:33:00-05:00,LONG,-3.0808213,50.0,12.5,4.0,3,,3.0,False,True,LOSS,SL_ONLY,0.0,13.25
C1,539222,15,2024-02-20 11:34:00-05:00,LONG,-2.9005663,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,10.0,4.75
C1,539223,15,2024-02-20 11:35:00-05:00,LONG,-2.7205489,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,9.5,0.0
C1,539224,15,2024-02-20 11:36:00-05:00,LONG,-2.4643903,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,17.0,0.0
C1,539244,15,2024-02-20 11:56:00-05:00,LONG,-2.3385184,50.0,12.5,4.0,3,,,False,False,UNRESOLVED,NEITHER,5.75,5.25
C1,539247,15,2024-02-20 11:59:00-05:00,LONG,-2.241232,50.0,12.5,4.0,3,,1.0,False,True,LOSS,SL_ONLY,0.0,15.0
