target_points,horizon_bars,window,probability_decile,observations,mean_probability,realized_probability,mean_future_mfe
2.0,30,17,6,99,0.9762779,0.9797979797979798,41.47222222222222
2.0,30,17,7,100,0.9809773,0.97,46.94
2.0,30,17,8,100,0.98536605,0.97,54.675
2.0,30,17,9,100,0.99146116,0.96,67.0125
2.0,30,18,0,90,0.9217806,0.9888888888888889,27.98611111111111
2.0,30,18,1,89,0.9471009,0.9438202247191011,28.45505617977528
2.0,30,18,2,89,0.956559,0.9662921348314607,49.87640449438202
2.0,30,18,3,89,0.96284217,0.9438202247191011,30.587078651685392
2.0,30,18,4,89,0.9671006,1.0,36.825842696629216
2.0,30,18,5,89,0.9713982,0.9775280898876404,43.390449438202246
2.0,30,18,6,89,0.97570527,0.9775280898876404,41.66011235955056
2.0,30,18,7,89,0.9808123,1.0,63.51685393258427
2.0,30,18,8,89,0.98609084,0.9775280898876404,81.45505617977528
2.0,30,18,9,89,0.9913009,0.9662921348314607,54.77808988764045
2.0,30,19,0,109,0.92822397,0.944954128440367,29.662844036697248
2.0,30,19,1,109,0.9585737,0.9908256880733946,46.81880733944954
2.0,30,19,2,109,0.9687579,0.944954128440367,43.31880733944954
2.0,30,19,3,109,0.97523576,0.963302752293578,43.69266055045872
2.0,30,19,4,109,0.9793417,0.9724770642201835,49.12844036697248
2.0,30,19,5,109,0.9825211,0.981651376146789,54.00688073394495
2.0,30,19,6,109,0.9854137,0.981651376146789,56.19266055045872
2.0,30,19,7,109,0.9880319,0.9724770642201835,64.0
2.0,30,19,8,109,0.9905187,0.9908256880733946,63.85321100917431
2.0,30,19,9,109,0.99329257,0.9908256880733946,73.9197247706422
2.0,30,20,0,106,0.9336437,0.9811320754716981,64.69575471698113
2.0,30,20,1,106,0.96097016,0.9716981132075472,70.90330188679245
2.0,30,20,2,106,0.9700348,0.9622641509433962,49.84905660377358
2.0,30,20,3,105,0.9751433,0.9809523809523809,59.516666666666666
2.0,30,20,4,106,0.979004,0.9811320754716981,55.1627358490566
2.0,30,20,5,106,0.98194057,0.9811320754716981,69.08490566037736
2.0,30,20,6,105,0.98472923,0.9809523809523809,63.054761904761904
2.0,30,20,7,106,0.98735094,0.9905660377358491,61.639150943396224
2.0,30,20,8,106,0.99011195,0.9905660377358491,80.00235849056604
2.0,30,20,9,106,0.993282,0.9716981132075472,68.60377358490567
2.0,30,21,0,115,0.94473624,0.9826086956521739,44.493478260869566
2.0,30,21,1,114,0.969042,0.9824561403508771,56.344298245614034
2.0,30,21,2,114,0.97588307,0.9912280701754386,64.84868421052632
2.0,30,21,3,115,0.9802359,0.991304347826087,70.2
2.0,30,21,4,114,0.9832432,0.9912280701754386,78.73245614035088
2.0,30,21,5,114,0.98588306,0.9824561403508771,73.39912280701755
2.0,30,21,6,115,0.9881573,1.0,79.82826086956521
2.0,30,21,7,114,0.99030393,1.0,84.54824561403508
2.0,30,21,8,114,0.99206746,0.9736842105263158,78.30701754385964
2.0,30,21,9,115,0.9946645,1.0,74.33478260869565
2.0,30,22,0,24,0.94353896,1.0,34.114583333333336
2.0,30,22,1,23,0.9700689,0.9565217391304348,48.48913043478261
2.0,30,22,2,24,0.97771025,0.9583333333333334,29.0625
2.0,30,22,3,23,0.98105425,0.9565217391304348,42.47826086956522
2.0,30,22,4,24,0.9835895,1.0,34.979166666666664
2.0,30,22,5,23,0.98549294,0.8695652173913043,21.57608695652174
2.0,30,22,6,23,0.98721987,1.0,74.6086956521739
2.0,30,22,7,24,0.9890657,1.0,46.947916666666664
2.0,30,22,8,23,0.991478,0.9565217391304348,58.84782608695652
2.0,30,22,9,24,0.9939716,0.9583333333333334,55.5
3.0,5,1,0,124,0.6027413,0.5967741935483871,7.330645161290323
3.0,5,1,1,124,0.737158,0.7258064516129032,6.899193548387097
3.0,5,1,2,124,0.772017,0.75,8.858870967741936
3.0,5,1,3,124,0.7937509,0.75,7.971774193548387
3.0,5,1,4,124,0.8146045,0.8064516129032258,9.26008064516129
3.0,5,1,5,123,0.8316519,0.8292682926829268,9.59349593495935
3.0,5,1,6,124,0.8486482,0.8145161290322581,9.538306451612904
3.0,5,1,7,124,0.86759573,0.8629032258064516,11.965725806451612
3.0,5,1,8,124,0.88736004,0.8629032258064516,14.379032258064516
3.0,5,1,9,124,0.92619824,0.8951612903225806,17.77217741935484
3.0,5,2,0,99,0.49507603,0.5757575757575758,7.411616161616162
3.0,5,2,1,99,0.6784083,0.7272727272727273,7.098484848484849
3.0,5,2,2,99,0.74658775,0.696969696969697,6.032828282828283
3.0,5,2,3,99,0.7857434,0.8282828282828283,8.305555555555555
3.0,5,2,4,99,0.8081412,0.7777777777777778,8.3510101010101
3.0,5,2,5,99,0.82637256,0.8484848484848485,8.55050505050505
3.0,5,2,6,99,0.8436667,0.8383838383838383,8.603535353535353
3.0,5,2,7,99,0.86024165,0.8181818181818182,11.002525252525253
3.0,5,2,8,99,0.883339,0.8888888888888888,12.472222222222221
3.0,5,2,9,99,0.91996944,0.9191919191919192,18.52777777777778
3.0,5,3,0,147,0.72006935,0.6530612244897959,7.256802721088436
3.0,5,3,1,147,0.82415634,0.8163265306122449,10.600340136054422
3.0,5,3,2,147,0.8538226,0.891156462585034,11.620748299319727
3.0,5,3,3,146,0.8731679,0.8972602739726028,16.106164383561644
3.0,5,3,4,147,0.892278,0.8707482993197279,18.137755102040817
3.0,5,3,5,147,0.91106325,0.9183673469387755,20.773809523809526
3.0,5,3,6,146,0.9235826,0.8835616438356164,22.22945205479452
3.0,5,3,7,147,0.9334084,0.9387755102040817,22.89625850340136
3.0,5,3,8,147,0.94472396,0.9251700680272109,22.95578231292517
3.0,5,3,9,147,0.9578325,0.9523809523809523,26.44557823129252
3.0,5,4,0,174,0.7968422,0.8045977011494253,11.760057471264368
3.0,5,4,1,174,0.8507829,0.8563218390804598,12.102011494252874
3.0,5,4,2,174,0.87318325,0.8275862068965517,14.866379310344827
3.0,5,4,3,174,0.8902506,0.8505747126436781,15.172413793103448
3.0,5,4,4,174,0.90392727,0.9022988505747126,15.229885057471265
3.0,5,4,5,173,0.9148189,0.8901734104046243,16.716763005780347
3.0,5,4,6,174,0.9254108,0.9137931034482759,18.724137931034484
3.0,5,4,7,174,0.93603885,0.8620689655172413,18.910919540229884
3.0,5,4,8,174,0.9473728,0.9080459770114943,20.926724137931036
3.0,5,4,9,174,0.9615373,0.9080459770114943,24.5933908045977
3.0,5,5,0,136,0.7535751,0.7132352941176471,11.580882352941176
3.0,5,5,1,135,0.83660513,0.837037037037037,14.542592592592593
3.0,5,5,2,135,0.8585867,0.9407407407407408,13.86111111111111
3.0,5,5,3,135,0.8753289,0.8666666666666667,13.022222222222222
3.0,5,5,4,135,0.88792,0.8814814814814815,16.555555555555557
3.0,5,5,5,135,0.90155536,0.8444444444444444,15.077777777777778
3.0,5,5,6,135,0.9135453,0.8518518518518519,17.844444444444445
3.0,5,5,7,135,0.9257023,0.9111111111111111,20.574074074074073
3.0,5,5,8,135,0.93626267,0.9185185185185185,23.45740740740741
3.0,5,5,9,136,0.9532776,0.9338235294117647,24.283088235294116
3.0,5,6,0,137,0.74909526,0.781021897810219,12.197080291970803
3.0,5,6,1,137,0.82696956,0.9051094890510949,12.025547445255475
3.0,5,6,2,137,0.846599,0.8029197080291971,10.89051094890511
3.0,5,6,3,137,0.8604042,0.8248175182481752,12.397810218978103
3.0,5,6,4,137,0.8733173,0.8394160583941606,13.237226277372264
3.0,5,6,5,136,0.88709027,0.8529411764705882,15.332720588235293
3.0,5,6,6,137,0.9013038,0.8540145985401459,14.797445255474452
3.0,5,6,7,137,0.91651016,0.8467153284671532,17.416058394160583
3.0,5,6,8,137,0.93194556,0.8905109489051095,21.05109489051095
3.0,5,6,9,137,0.95496833,0.9343065693430657,27.62956204379562
3.0,5,7,0,121,0.64641535,0.5867768595041323,6.962809917355372
3.0,5,7,1,121,0.80649376,0.8512396694214877,9.87190082644628
3.0,5,7,2,120,0.8267845,0.7833333333333333,10.15
3.0,5,7,3,121,0.84167075,0.8677685950413223,10.900826446280991
3.0,5,7,4,121,0.8561427,0.8429752066115702,11.603305785123966
3.0,5,7,5,120,0.86861026,0.8833333333333333,12.997916666666667
3.0,5,7,6,121,0.8809917,0.8429752066115702,12.516528925619834
3.0,5,7,7,120,0.89482796,0.8416666666666667,12.270833333333334
3.0,5,7,8,121,0.91032827,0.8760330578512396,15.807851239669422
3.0,5,7,9,121,0.9369967,0.9173553719008265,23.25413223140496
3.0,5,8,0,131,0.68667495,0.7251908396946565,7.4179389312977095
3.0,5,8,1,131,0.797852,0.8396946564885496,8.643129770992367
3.0,5,8,2,130,0.81807345,0.8,8.457692307692307
3.0,5,8,3,131,0.8322593,0.8244274809160306,9.879770992366412
3.0,5,8,4,130,0.84536695,0.8153846153846154,9.90576923076923
3.0,5,8,5,131,0.85674304,0.8396946564885496,11.585877862595419
3.0,5,8,6,130,0.86747026,0.823076923076923,13.163461538461538
3.0,5,8,7,131,0.87992626,0.8320610687022901,12.812977099236642
3.0,5,8,8,130,0.8959634,0.9,17.619230769230768
3.0,5,8,9,131,0.9341385,0.8931297709923665,20.232824427480917
3.0,5,9,0,101,0.61774397,0.5148514851485149,6.643564356435643
3.0,5,9,1,101,0.7786747,0.7326732673267327,6.51980198019802
3.0,5,9,2,101,0.8060192,0.8712871287128713,9.448019801980198
3.0,5,9,3,100,0.82219946,0.83,10.7625
3.0,5,9,4,101,0.83426213,0.8415841584158416,12.116336633663366
3.0,5,9,5,101,0.8443107,0.8217821782178217,10.886138613861386
3.0,5,9,6,100,0.856062,0.83,10.825
3.0,5,9,7,101,0.86926687,0.8316831683168316,11.069306930693068
3.0,5,9,8,101,0.88575524,0.8811881188118812,15.48019801980198
3.0,5,9,9,101,0.9178413,0.9504950495049505,19.475247524752476
3.0,5,10,0,90,0.6201112,0.5444444444444444,5.852777777777778
3.0,5,10,1,90,0.78166896,0.8555555555555555,11.766666666666667
3.0,5,10,2,89,0.80798477,0.8539325842696629,10.991573033707866
3.0,5,10,3,90,0.8246144,0.8,11.083333333333334
3.0,5,10,4,90,0.83579963,0.7777777777777778,10.08611111111111
3.0,5,10,5,89,0.8474796,0.8764044943820225,11.932584269662922
3.0,5,10,6,90,0.85894513,0.8555555555555555,13.833333333333334
3.0,5,10,7,89,0.8722278,0.8651685393258427,13.061797752808989
3.0,5,10,8,90,0.88724273,0.9111111111111111,17.727777777777778
3.0,5,10,9,90,0.9157689,0.8666666666666667,15.7
3.0,5,11,0,109,0.40297157,0.44036697247706424,7.784403669724771
3.0,5,11,1,108,0.69043803,0.7870370370370371,8.233796296296296
3.0,5,11,2,109,0.76694363,0.7155963302752294,8.224770642201834
3.0,5,11,3,108,0.79768014,0.7037037037037037,7.819444444444445
3.0,5,11,4,109,0.81735235,0.8532110091743119,10.511467889908257
3.0,5,11,5,108,0.83210343,0.8611111111111112,11.94675925925926
3.0,5,11,6,108,0.8473668,0.8518518518518519,12.960648148148149
3.0,5,11,7,109,0.8620132,0.8532110091743119,13.908256880733944
3.0,5,11,8,108,0.8815606,0.8703703703703703,16.837962962962962
3.0,5,11,9,109,0.91198957,0.8990825688073395,15.649082568807339
3.0,5,12,0,121,0.5973111,0.6446280991735537,11.233471074380166
3.0,5,12,1,121,0.76471156,0.8264462809917356,9.359504132231406
3.0,5,12,2,121,0.7934763,0.8016528925619835,9.865702479338843
3.0,5,12,3,120,0.81142795,0.8416666666666667,9.810416666666667
3.0,5,12,4,121,0.82872766,0.8181818181818182,10.295454545454545
3.0,5,12,5,121,0.8437213,0.859504132231405,11.190082644628099
3.0,5,12,6,120,0.86115867,0.8583333333333333,14.28125
3.0,5,12,7,121,0.87793475,0.8677685950413223,15.272727272727273
3.0,5,12,8,121,0.8957278,0.9256198347107438,20.90495867768595
3.0,5,12,9,121,0.92100054,0.8760330578512396,21.921487603305785
3.0,5,13,0,129,0.56880957,0.6511627906976745,7.534883720930233
3.0,5,13,1,129,0.76959586,0.7751937984496124,7.8934108527131785
3.0,5,13,2,128,0.80998427,0.828125,11.5703125
3.0,5,13,3,129,0.83679676,0.8372093023255814,11.040697674418604
3.0,5,13,4,129,0.8553915,0.8449612403100775,11.982558139534884
3.0,5,13,5,128,0.87018967,0.875,16.78515625
3.0,5,13,6,129,0.88443935,0.9147286821705426,18.50968992248062
3.0,5,13,7,128,0.89723015,0.90625,18.701171875
3.0,5,13,8,129,0.9117493,0.9224806201550387,18.1531007751938
3.0,5,13,9,129,0.932854,0.9689922480620154,27.82751937984496
3.0,5,14,0,125,0.68878514,0.736,14.79
3.0,5,14,1,125,0.80964106,0.816,16.388
3.0,5,14,2,124,0.84100777,0.9112903225806451,14.17741935483871
3.0,5,14,3,125,0.86497515,0.936,20.312
3.0,5,14,4,124,0.8826591,0.9032258064516129,21.108870967741936
3.0,5,14,5,125,0.8973031,0.944,23.14
3.0,5,14,6,124,0.9090265,0.8709677419354839,18.358870967741936
3.0,5,14,7,125,0.9184376,0.92,21.732
3.0,5,14,8,124,0.92882735,0.9516129032258065,25.79032258064516
3.0,5,14,9,125,0.9451288,0.928,27.282
3.0,5,15,0,100,0.702747,0.79,8.24
3.0,5,15,1,100,0.793539,0.86,10.865
3.0,5,15,2,100,0.823716,0.86,11.6825
3.0,5,15,3,100,0.8486093,0.82,12.7675
3.0,5,15,4,100,0.87381285,0.89,15.1825
3.0,5,15,5,100,0.8926424,0.94,19.3525
3.0,5,15,6,100,0.9099285,0.93,22.9275
3.0,5,15,7,100,0.92277217,0.95,26.475
3.0,5,15,8,100,0.9343058,0.91,24.3575
3.0,5,15,9,100,0.94822866,0.94,25.88
3.0,5,16,0,114,0.7580565,0.7456140350877193,9.260964912280702
3.0,5,16,1,113,0.87168396,0.8849557522123894,20.84070796460177
3.0,5,16,2,113,0.8969344,0.8672566371681416,28.11061946902655
3.0,5,16,3,113,0.91044664,0.9292035398230089,30.26991150442478
3.0,5,16,4,113,0.92031646,0.8849557522123894,27.484513274336283
3.0,5,16,5,113,0.9286519,0.9469026548672567,28.621681415929203
3.0,5,16,6,113,0.93542755,0.9292035398230089,36.01106194690266
3.0,5,16,7,113,0.941504,0.8938053097345132,27.56637168141593
3.0,5,16,8,113,0.9489337,0.9734513274336283,34.02212389380531
3.0,5,16,9,113,0.95883477,0.911504424778761,30.298672566371682
3.0,5,17,0,100,0.722493,0.87,13.3525
3.0,5,17,1,100,0.8016588,0.83,10.7125
3.0,5,17,2,100,0.8406948,0.92,21.555
3.0,5,17,3,99,0.86778355,0.8686868686868687,15.873737373737374
3.0,5,17,4,100,0.88354576,0.91,17.64
3.0,5,17,5,100,0.89794564,0.91,18.1925
3.0,5,17,6,99,0.9083031,0.8484848484848485,18.12121212121212
3.0,5,17,7,100,0.9183554,0.93,20.7125
3.0,5,17,8,100,0.9314562,0.91,22.3675
3.0,5,17,9,100,0.95191956,0.94,26.67
3.0,5,18,0,90,0.68014973,0.7222222222222222,8.280555555555555
3.0,5,18,1,89,0.80435807,0.898876404494382,10.185393258426966
3.0,5,18,2,89,0.84072447,0.8651685393258427,14.162921348314606
3.0,5,18,3,89,0.8647893,0.8202247191011236,12.418539325842696
3.0,5,18,4,89,0.8811021,0.9101123595505618,16.44943820224719
3.0,5,18,5,89,0.89543915,0.9101123595505618,15.896067415730338
3.0,5,18,6,89,0.90916014,0.9550561797752809,23.353932584269664
3.0,5,18,7,89,0.92254245,0.9213483146067416,24.03932584269663
3.0,5,18,8,89,0.9379089,0.898876404494382,22.421348314606742
3.0,5,18,9,89,0.9552925,0.8876404494382022,60.103932584269664
3.0,5,19,0,109,0.7533134,0.8623853211009175,14.213302752293577
3.0,5,19,1,109,0.86717623,0.8623853211009175,14.263761467889909
3.0,5,19,2,109,0.8890841,0.8807339449541285,16.96788990825688
3.0,5,19,3,109,0.90439326,0.8899082568807339,26.224770642201836
3.0,5,19,4,109,0.91528106,0.9174311926605505,26.30045871559633
3.0,5,19,5,109,0.92339444,0.9541284403669725,25.288990825688074
3.0,5,19,6,109,0.9320313,0.9724770642201835,26.275229357798164
3.0,5,19,7,109,0.94100755,0.963302752293578,28.09862385321101
3.0,5,19,8,109,0.9502474,0.9174311926605505,30.610091743119266
3.0,5,19,9,109,0.9637768,0.9541284403669725,40.96788990825688
3.0,5,20,0,106,0.7965292,0.8490566037735849,14.702830188679245
3.0,5,20,1,106,0.8739132,0.9056603773584906,18.462264150943398
3.0,5,20,2,106,0.8934489,0.9528301886792453,22.464622641509433
3.0,5,20,3,105,0.907356,0.9142857142857143,21.071428571428573
3.0,5,20,4,106,0.9158494,0.8867924528301887,20.3938679245283
3.0,5,20,5,106,0.9224131,0.9150943396226415,19.98820754716981
3.0,5,20,6,105,0.92933035,0.9142857142857143,24.307142857142857
3.0,5,20,7,106,0.93718916,0.9622641509433962,21.007075471698112
3.0,5,20,8,106,0.94686335,0.9528301886792453,29.254716981132077
3.0,5,20,9,106,0.9632416,0.9339622641509434,35.29481132075472
3.0,5,21,0,115,0.85848254,0.8782608695652174,17.245652173913044
3.0,5,21,1,114,0.8965674,0.9035087719298246,18.289473684210527
3.0,5,21,2,114,0.91134,0.9385964912280702,20.655701754385966
3.0,5,21,3,115,0.92335486,0.9217391304347826,26.641304347826086
3.0,5,21,4,114,0.9314593,0.9473684210526315,25.835526315789473
3.0,5,21,5,114,0.938173,0.9824561403508771,32.7828947368421
3.0,5,21,6,115,0.9453517,0.9217391304347826,35.17391304347826
3.0,5,21,7,114,0.9524666,0.9736842105263158,35.97587719298246
3.0,5,21,8,114,0.9591521,0.9649122807017544,46.80701754385965
3.0,5,21,9,115,0.9698819,0.9652173913043478,47.63260869565217
3.0,5,22,0,24,0.686209,0.4583333333333333,0.13541666666666666
3.0,5,22,1,23,0.8372678,0.9565217391304348,15.652173913043478
3.0,5,22,2,24,0.8775933,0.875,14.90625
3.0,5,22,3,23,0.89292926,0.9565217391304348,13.543478260869565
3.0,5,22,4,24,0.9028471,0.8333333333333334,10.833333333333334
3.0,5,22,5,23,0.9136672,0.782608695652174,12.423913043478262
3.0,5,22,6,23,0.9217015,0.782608695652174,10.184782608695652
3.0,5,22,7,24,0.9328386,0.875,20.21875
3.0,5,22,8,23,0.94927484,0.9130434782608695,36.28260869565217
3.0,5,22,9,24,0.9677229,1.0,54.510416666666664
3.0,10,1,0,124,0.7147183,0.7258064516129032,12.024193548387096
3.0,10,1,1,124,0.81270784,0.782258064516129,8.25
3.0,10,1,2,124,0.84207094,0.8548387096774194,10.046370967741936
3.0,10,1,3,124,0.8570429,0.8145161290322581,9.88508064516129
3.0,10,1,4,124,0.87182087,0.7983870967741935,12.868951612903226
3.0,10,1,5,123,0.8840566,0.8780487804878049,14.134146341463415
3.0,10,1,6,124,0.8976272,0.8870967741935484,14.71975806451613
3.0,10,1,7,124,0.9094908,0.9032258064516129,16.268145161290324
3.0,10,1,8,124,0.92533964,0.9193548387096774,20.653225806451612
3.0,10,1,9,124,0.9492683,0.9435483870967742,26.254032258064516
3.0,10,2,0,99,0.6375945,0.7070707070707071,11.568181818181818
3.0,10,2,1,99,0.7786175,0.7575757575757576,8.621212121212121
3.0,10,2,2,99,0.81897026,0.7777777777777778,9.23989898989899
3.0,10,2,3,99,0.85024524,0.8080808080808081,10.919191919191919
3.0,10,2,4,99,0.8696228,0.9090909090909091,12.984848484848484
3.0,10,2,5,99,0.8809117,0.898989898989899,13.472222222222221
3.0,10,2,6,99,0.8931764,0.8585858585858586,12.914141414141413
3.0,10,2,7,99,0.9064958,0.8585858585858586,12.921717171717171
3.0,10,2,8,99,0.92125946,0.9090909090909091,16.396464646464647
3.0,10,2,9,99,0.94424963,0.9595959595959596,23.694444444444443
3.0,10,3,0,147,0.805375,0.7959183673469388,12.076530612244898
3.0,10,3,1,147,0.8756936,0.9047619047619048,15.974489795918368
3.0,10,3,2,147,0.8958651,0.9183673469387755,17.977891156462587
3.0,10,3,3,146,0.90995914,0.9041095890410958,20.41780821917808
3.0,10,3,4,147,0.9210915,0.8843537414965986,24.58503401360544
3.0,10,3,5,147,0.9335128,0.9455782312925171,26.965986394557824
3.0,10,3,6,146,0.9464084,0.9657534246575342,31.986301369863014
3.0,10,3,7,147,0.95586616,0.9183673469387755,28.974489795918366
3.0,10,3,8,147,0.9661458,0.9727891156462585,33.89795918367347
3.0,10,3,9,147,0.9770101,0.9387755102040817,29.503401360544217
3.0,10,4,0,174,0.85481703,0.8333333333333334,16.79741379310345
3.0,10,4,1,174,0.8944131,0.8908045977011494,16.32758620689655
3.0,10,4,2,174,0.9102448,0.9080459770114943,18.07902298850575
3.0,10,4,3,174,0.9229243,0.8908045977011494,19.395114942528735
3.0,10,4,4,174,0.93353164,0.9022988505747126,22.395114942528735
3.0,10,4,5,173,0.9409963,0.976878612716763,26.310693641618496
3.0,10,4,6,174,0.94822377,0.8850574712643678,24.229885057471265
3.0,10,4,7,174,0.95604426,0.9195402298850575,28.3433908045977
3.0,10,4,8,174,0.9641194,0.9252873563218391,31.92816091954023
3.0,10,4,9,174,0.97384554,0.9195402298850575,33.0948275862069
3.0,10,5,0,136,0.8140396,0.7941176470588235,23.198529411764707
3.0,10,5,1,135,0.88583845,0.8666666666666667,20.944444444444443
3.0,10,5,2,135,0.9024742,0.8888888888888888,23.05
3.0,10,5,3,135,0.91572434,0.8888888888888888,21.935185185185187
3.0,10,5,4,135,0.9253938,0.8888888888888888,20.418518518518518
3.0,10,5,5,135,0.9331902,0.9333333333333333,21.548148148148147
3.0,10,5,6,135,0.94066554,0.9037037037037037,27.546296296296298
3.0,10,5,7,135,0.94854826,0.9333333333333333,32.57222222222222
3.0,10,5,8,135,0.9570494,0.9407407407407408,31.14814814814815
3.0,10,5,9,136,0.9689744,0.9485294117647058,33.056985294117645
3.0,10,6,0,137,0.8091701,0.8759124087591241,16.164233576642335
3.0,10,6,1,137,0.87598467,0.9343065693430657,16.80839416058394
3.0,10,6,2,137,0.8939937,0.9051094890510949,16.545620437956206
3.0,10,6,3,137,0.90515256,0.8759124087591241,18.067518248175183
3.0,10,6,4,137,0.9145768,0.8905109489051095,18.48905109489051
3.0,10,6,5,136,0.9238322,0.9044117647058824,19.77573529411765
3.0,10,6,6,137,0.9326928,0.8613138686131386,21.169708029197082
3.0,10,6,7,137,0.9405624,0.9124087591240876,23.523722627737225
3.0,10,6,8,137,0.95001143,0.8832116788321168,26.936131386861312
3.0,10,6,9,137,0.9649462,0.9343065693430657,32.07299270072993
3.0,10,7,0,121,0.7371333,0.6446280991735537,8.62190082644628
3.0,10,7,1,121,0.87076885,0.8429752066115702,14.262396694214877
3.0,10,7,2,120,0.88336027,0.9,13.729166666666666
3.0,10,7,3,121,0.8935758,0.8925619834710744,16.950413223140497
3.0,10,7,4,121,0.90193176,0.859504132231405,16.330578512396695
3.0,10,7,5,120,0.90962714,0.8916666666666667,15.941666666666666
3.0,10,7,6,121,0.9185852,0.8842975206611571,16.10330578512397
3.0,10,7,7,120,0.9292605,0.875,16.20625
3.0,10,7,8,121,0.94058853,0.9421487603305785,22.041322314049587
3.0,10,7,9,121,0.9571055,0.9090909090909091,29.417355371900825
3.0,10,8,0,131,0.75509095,0.7862595419847328,10.316793893129772
3.0,10,8,1,131,0.8529256,0.8473282442748091,12.883587786259541
3.0,10,8,2,130,0.8688153,0.8692307692307693,12.751923076923077
3.0,10,8,3,131,0.88133496,0.8702290076335878,14.812977099236642
3.0,10,8,4,130,0.8911271,0.8846153846153846,14.382692307692308
3.0,10,8,5,131,0.89905745,0.8854961832061069,13.950381679389313
3.0,10,8,6,130,0.907033,0.9,15.311538461538461
3.0,10,8,7,131,0.91654813,0.8625954198473282,15.683206106870228
3.0,10,8,8,130,0.9275048,0.9230769230769231,21.71153846153846
3.0,10,8,9,131,0.95276314,0.9007633587786259,27.41030534351145
3.0,10,9,0,101,0.6964137,0.594059405940594,10.707920792079207
3.0,10,9,1,101,0.8302601,0.8613861386138614,12.799504950495049
3.0,10,9,2,101,0.8520748,0.8613861386138614,14.30940594059406
3.0,10,9,3,100,0.86617494,0.91,16.43
3.0,10,9,4,101,0.8774901,0.8712871287128713,14.475247524752476
3.0,10,9,5,101,0.88838303,0.8712871287128713,14.851485148514852
3.0,10,9,6,100,0.89803004,0.93,16.655
3.0,10,9,7,101,0.9071337,0.8415841584158416,15.024752475247524
3.0,10,9,8,101,0.9201353,0.8811881188118812,20.566831683168317
3.0,10,9,9,101,0.9431701,0.9504950495049505,23.702970297029704
3.0,10,10,0,90,0.69438964,0.6777777777777778,9.591666666666667
3.0,10,10,1,90,0.8374208,0.8555555555555555,12.175
3.0,10,10,2,89,0.85625756,0.8426966292134831,13.991573033707866
3.0,10,10,3,90,0.8699805,0.8555555555555555,17.36111111111111
3.0,10,10,4,90,0.8805848,0.8888888888888888,17.147222222222222
3.0,10,10,5,89,0.8897558,0.898876404494382,20.10112359550562
3.0,10,10,6,90,0.8987244,0.9,18.083333333333332
3.0,10,10,7,89,0.906484,0.8876404494382022,17.34550561797753
3.0,10,10,8,90,0.91718036,0.9111111111111111,20.47222222222222
3.0,10,10,9,90,0.94025844,0.8666666666666667,23.208333333333332
3.0,10,11,0,109,0.5497292,0.6238532110091743,12.596330275229358
3.0,10,11,1,108,0.7732513,0.8333333333333334,11.106481481481481
3.0,10,11,2,109,0.8194585,0.8073394495412844,11.522935779816514
3.0,10,11,3,108,0.8436016,0.7777777777777778,12.351851851851851
3.0,10,11,4,109,0.86083996,0.8073394495412844,12.944954128440367
3.0,10,11,5,108,0.8742725,0.9259259259259259,17.8125
3.0,10,11,6,108,0.8879889,0.8888888888888888,17.046296296296298
3.0,10,11,7,109,0.9029721,0.8899082568807339,19.993119266055047
3.0,10,11,8,108,0.9186265,0.9166666666666666,20.48148148148148
3.0,10,11,9,109,0.9408663,0.908256880733945,22.360091743119266
3.0,10,12,0,121,0.6818399,0.71900826446281,18.06611570247934
3.0,10,12,1,121,0.79863966,0.8677685950413223,12.62190082644628
3.0,10,12,2,121,0.8276285,0.8347107438016529,13.074380165289256
3.0,10,12,3,120,0.84508806,0.8833333333333333,11.235416666666667
3.0,10,12,4,121,0.86032534,0.8677685950413223,14.898760330578513
3.0,10,12,5,121,0.8734086,0.859504132231405,14.446280991735538
3.0,10,12,6,120,0.89008015,0.9083333333333333,17.63125
3.0,10,12,7,121,0.9059918,0.9090909090909091,23.481404958677686
3.0,10,12,8,121,0.9228026,0.9421487603305785,26.082644628099175
3.0,10,12,9,121,0.94520086,0.8760330578512396,28.235537190082646
3.0,10,13,0,129,0.6458753,0.7751937984496124,13.335271317829458
3.0,10,13,1,129,0.8232765,0.8449612403100775,11.986434108527131
3.0,10,13,2,128,0.85423,0.8984375,15.263671875
3.0,10,13,3,129,0.87261647,0.8604651162790697,18.079457364341085
3.0,10,13,4,129,0.8879744,0.8604651162790697,17.218992248062015
3.0,10,13,5,128,0.9010234,0.9375,20.904296875
3.0,10,13,6,129,0.9120731,0.9457364341085271,21.939922480620154
3.0,10,13,7,128,0.9222889,0.9375,24.890625
3.0,10,13,8,129,0.93432295,0.9534883720930233,27.71124031007752
3.0,10,13,9,129,0.9526652,0.9534883720930233,34.19961240310077
3.0,10,14,0,125,0.76455873,0.8,22.208
3.0,10,14,1,125,0.85174096,0.92,19.268
3.0,10,14,2,124,0.8839746,0.9596774193548387,22.52217741935484
3.0,10,14,3,125,0.9017037,0.944,26.338
3.0,10,14,4,124,0.91456026,0.9516129032258065,26.620967741935484
3.0,10,14,5,125,0.925549,0.92,31.554
3.0,10,14,6,124,0.934482,0.9758064516129032,35.788306451612904
3.0,10,14,7,125,0.9419688,0.928,31.866
3.0,10,14,8,124,0.94958997,0.9919354838709677,33.872983870967744
3.0,10,14,9,125,0.96150905,0.952,37.622
3.0,10,15,0,100,0.79132766,0.93,13.1025
