tp,sl,rr,horizon,observations,wins,losses,ambiguous,unresolved,resolved,win_rate_resolved,resolved_rate,ambiguous_rate,expectancy_resolved_r,expectancy_all_r,score,side,hmm_state,vol_bucket,zscore
55.0,91.66666666666667,0.6,54,580,226,104,0,250,330,0.6848484848484848,0.5689655172413793,0.0,0.09575757575757571,0.054482758620689645,0.1067449409772773,LONG,0,80-100,2.5
55.0,68.75,0.8,101,372,163,91,0,118,254,0.6417322834645669,0.6827956989247311,0.0,0.15511811023622046,0.10591397849462367,0.10674281402725286,LONG,1,20-40,3.0
65.0,130.0,0.5,89,2255,996,432,0,827,1428,0.6974789915966386,0.633259423503326,0.0,0.04621848739495793,0.02926829268292683,0.10672268907563022,SHORT,2,80-100,2.0
45.0,90.0,0.5,102,580,331,142,0,107,473,0.6997885835095138,0.8155172413793104,0.0,0.049682875264270676,0.04051724137931034,0.10672146671955834,LONG,0,80-100,2.5
50.0,100.0,0.5,119,580,331,142,0,107,473,0.6997885835095138,0.8155172413793104,0.0,0.049682875264270676,0.04051724137931034,0.10672146671955834,LONG,0,80-100,2.5
45.0,90.0,0.5,116,372,199,75,0,98,274,0.7262773722627737,0.7365591397849462,0.0,0.0894160583941605,0.06586021505376344,0.10671778732426404,LONG,1,20-40,3.0
45.0,90.0,0.5,117,372,199,75,0,98,274,0.7262773722627737,0.7365591397849462,0.0,0.0894160583941605,0.06586021505376344,0.10671778732426404,LONG,1,20-40,3.0
10.0,8.333333333333334,1.2,16,840,427,383,0,30,810,0.5271604938271605,0.9642857142857143,0.0,0.15975308641975294,0.15404761904761902,0.10671604938271595,LONG,1,20-40,2.5
65.0,92.85714285714286,0.7,27,2255,616,327,0,1312,943,0.6532343584305408,0.41818181818181815,0.0,0.11049840933191929,0.04620842572062084,0.10671396895787132,SHORT,2,80-100,2.0
55.0,110.0,0.5,44,5154,950,250,0,3954,1200,0.7916666666666666,0.23282887077997672,0.0,0.18749999999999994,0.043655413271245634,0.10671323244082265,LONG,0,40-60,2.0
60.0,120.0,0.5,74,2255,1019,442,0,794,1461,0.6974674880219028,0.6478935698447894,0.0,0.046201232032854256,0.02993348115299335,0.10670773442847369,SHORT,2,80-100,2.0
55.0,91.66666666666667,0.6,54,372,124,44,0,204,168,0.7380952380952381,0.45161290322580644,0.0,0.18095238095238103,0.08172043010752686,0.10670639565366162,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,24,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,25,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,26,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,27,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,28,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,29,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,30,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,31,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,32,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,33,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,34,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,35,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,36,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,37,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,38,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,39,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,40,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,41,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,42,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,43,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,44,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,45,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,46,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,47,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,48,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,49,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,50,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,51,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,52,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,53,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,54,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,55,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,56,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,57,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,58,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,59,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,60,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,61,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,62,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,63,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,64,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,65,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,66,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,67,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,68,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,69,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,70,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,71,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,72,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,73,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,74,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,75,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,76,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,77,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,78,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,79,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,80,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,81,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,82,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,83,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,84,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,85,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,86,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,87,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,88,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,89,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,90,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,91,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,92,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,93,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,94,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,95,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,96,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,97,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,98,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,99,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,100,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,101,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,102,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,103,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,104,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,105,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,106,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,107,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,108,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,109,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,110,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,111,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,112,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,113,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,114,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,115,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,116,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,117,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,118,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,119,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
5.0,4.545454545454545,1.1,120,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,24,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,25,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,26,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,27,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,28,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,29,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,30,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,31,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,32,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,33,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,34,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,35,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,36,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,37,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,38,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,39,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,40,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,41,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,42,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,43,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,44,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,45,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,46,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,47,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,48,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,49,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,50,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,51,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,52,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,53,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,54,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,55,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,56,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,57,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,58,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,59,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,60,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,61,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,62,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,63,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,64,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,65,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,66,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,67,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,68,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,69,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,70,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
10.0,9.09090909090909,1.1,71,372,207,165,0,0,372,0.5564516129032258,1.0,0.0,0.1685483870967741,0.16854838709677425,0.10670631991441466,LONG,1,20-40,3.0
