feature,condition,threshold,horizon_bars,observations,mean_return,median_return,win_rate_positive,window,validation_start,validation_end
normalized_ou_residual_30,bottom_10pct,-1.737410588726481,1,2810,-1.0279347948942166e-05,1.595220312200496e-05,0.5085409252669039,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_ou_residual_30,bottom_10pct,-1.737410588726481,3,2810,1.1995858582289325e-05,6.207422408366359e-05,0.5316725978647687,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_ou_residual_30,bottom_10pct,-1.737410588726481,5,2810,2.0605459052144767e-05,7.63062918416324e-05,0.5291814946619217,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_ou_residual_30,bottom_10pct,-1.737410588726481,10,2809,7.107551800435848e-05,0.0001242274604802418,0.5382698469206123,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_ou_residual_30,bottom_10pct,-1.737410588726481,20,2809,-4.154538172260916e-05,9.19779866017656e-05,0.5194019223923104,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_ou_residual_30,bottom_10pct,-1.737410588726481,30,2809,-5.781488457635282e-05,7.908764492814413e-05,0.5112139551441794,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_ou_residual_30,bottom_10pct,-1.737410588726481,60,2806,-0.0001659752535981852,0.0001559322488632331,0.5142551674982181,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_ou_residual_30,top_10pct,1.7068260105704531,1,2810,-1.1148280233017307e-05,-1.5387818209255943e-05,0.46832740213523133,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_ou_residual_30,top_10pct,1.7068260105704531,3,2810,-6.018700558494338e-05,-4.546177859743317e-05,0.4608540925266904,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_ou_residual_30,top_10pct,1.7068260105704531,5,2810,-8.147397945790272e-05,-3.070051473669233e-05,0.47686832740213525,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_ou_residual_30,top_10pct,1.7068260105704531,10,2810,-0.00014172871248737084,-4.530912797862108e-05,0.4814946619217082,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_ou_residual_30,top_10pct,1.7068260105704531,20,2810,-2.4427671818569832e-05,0.0,0.498220640569395,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_ou_residual_30,top_10pct,1.7068260105704531,30,2810,7.590200829868192e-05,4.581037707473978e-05,0.5060498220640569,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_ou_residual_30,top_10pct,1.7068260105704531,60,2810,0.00020726169790695164,0.0001264842045148873,0.5195729537366548,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,bottom_10pct,0.0010620253853053305,1,2809,-1.0124662781095706e-05,0.0,0.4766820932716269,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,bottom_10pct,0.0010620253853053305,3,2807,-2.5687938124765933e-05,0.0,0.4980406127538297,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,bottom_10pct,0.0010620253853053305,5,2805,-3.478166876351196e-05,1.5186720731419356e-05,0.506951871657754,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,bottom_10pct,0.0010620253853053305,10,2800,-7.958284272753841e-05,1.532132662918073e-05,0.5078571428571429,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,bottom_10pct,0.0010620253853053305,20,2795,-0.0001944613721510875,-1.537680869712066e-05,0.48407871198568875,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,bottom_10pct,0.0010620253853053305,30,2795,-0.0003192494591182922,-0.00010559980690316717,0.4697674418604651,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,bottom_10pct,0.0010620253853053305,60,2795,-0.0008801361108923423,-0.0002719854941070077,0.453309481216458,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,top_10pct,0.005772040906279356,1,2810,3.709771646387061e-06,-1.6964314642042844e-05,0.4914590747330961,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,top_10pct,0.005772040906279356,3,2810,1.47246146262113e-06,3.1248123115501514e-05,0.503202846975089,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,top_10pct,0.005772040906279356,5,2810,-3.4463418479062395e-06,0.0,0.497864768683274,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,top_10pct,0.005772040906279356,10,2810,-4.737591662074861e-06,7.105473825885777e-05,0.5078291814946619,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,top_10pct,0.005772040906279356,20,2810,7.470234241182432e-05,9.083803125053969e-05,0.5071174377224199,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,top_10pct,0.005772040906279356,30,2810,0.00011428398697612795,4.931110877215428e-05,0.501779359430605,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_30,top_10pct,0.005772040906279356,60,2810,0.0003121264312994295,-0.00012359618900464886,0.4925266903914591,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,bottom_10pct,0.0017199177850102474,1,2810,-1.3348668509816758e-05,0.0,0.4786476868327402,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,bottom_10pct,0.0017199177850102474,3,2810,-2.7614861469941217e-05,0.0,0.49395017793594304,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,bottom_10pct,0.0017199177850102474,5,2810,-4.239465452697427e-05,1.5083070015742273e-05,0.501423487544484,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,bottom_10pct,0.0017199177850102474,10,2810,-0.00010738743563871967,0.0,0.499644128113879,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,bottom_10pct,0.0017199177850102474,20,2810,-0.0002082811969852578,0.0,0.4918149466192171,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,bottom_10pct,0.0017199177850102474,30,2810,-0.00025464663170000234,0.0,0.497153024911032,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,bottom_10pct,0.0017199177850102474,60,2810,-0.0004765393447902222,1.544009029308402e-05,0.502135231316726,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,top_10pct,0.00852168017040944,1,2810,1.3777892047202722e-07,-1.7433297925972813e-05,0.4879003558718861,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,top_10pct,0.00852168017040944,3,2810,7.511173387635588e-06,3.545911375146815e-05,0.5071174377224199,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,top_10pct,0.00852168017040944,5,2810,1.1440990793818052e-05,-1.685090506864384e-05,0.49430604982206405,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,top_10pct,0.00852168017040944,10,2810,2.343859545002039e-05,5.2367661763308426e-05,0.5060498220640569,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,top_10pct,0.00852168017040944,20,2810,7.219294643352181e-05,-1.6493072981127455e-05,0.49857651245551604,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,top_10pct,0.00852168017040944,30,2810,0.00010990035149752945,-0.00021607932683659348,0.48185053380782916,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
realized_vol_60,top_10pct,0.00852168017040944,60,2810,0.0003506588626198338,-0.00034779844646237734,0.4825622775800712,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,bottom_10pct,0.1901413143397241,1,2810,2.3644094129058727e-05,1.5159095047234672e-05,0.50355871886121,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,bottom_10pct,0.1901413143397241,3,2810,5.67650462792395e-05,4.637036153087859e-05,0.5359430604982206,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,bottom_10pct,0.1901413143397241,5,2810,8.426528706539788e-05,6.284370243059278e-05,0.5526690391459075,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,bottom_10pct,0.1901413143397241,10,2810,6.830988458609537e-05,7.672890648857678e-05,0.5395017793594306,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,bottom_10pct,0.1901413143397241,20,2805,-8.390705694965987e-05,8.410853365181659e-05,0.538680926916221,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,bottom_10pct,0.1901413143397241,30,2800,-5.3812633054913475e-05,0.00010969314909858863,0.5289285714285714,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,bottom_10pct,0.1901413143397241,60,2789,-0.0004131501153280935,-0.0002835002835003264,0.4693438508425959,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,top_10pct,0.5608169645003342,1,2810,-1.500196810566848e-05,0.0,0.497153024911032,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,top_10pct,0.5608169645003342,3,2810,-4.129786832227455e-06,0.0,0.497153024911032,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,top_10pct,0.5608169645003342,5,2810,4.371256196974822e-05,1.531956822087288e-05,0.503202846975089,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,top_10pct,0.5608169645003342,10,2810,4.055966164954488e-06,3.065134125534996e-05,0.504270462633452,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,top_10pct,0.5608169645003342,20,2810,-4.07918632055275e-06,3.083134768888662e-05,0.5060498220640569,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,top_10pct,0.5608169645003342,30,2810,-9.450136526665387e-05,3.07097722862526e-05,0.503202846975089,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_30,top_10pct,0.5608169645003342,60,2810,-0.00021212560672229227,0.00015837619506775535,0.5227758007117438,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,bottom_10pct,0.10750397925569716,1,2809,3.8529722030451837e-07,0.0,0.4927020291918832,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,bottom_10pct,0.10750397925569716,3,2808,-3.2112426914696906e-05,1.608959108456709e-05,0.5156695156695157,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,bottom_10pct,0.10750397925569716,5,2808,-5.399752613408015e-05,3.0472475849530056e-05,0.5227920227920227,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,bottom_10pct,0.10750397925569716,10,2807,-9.264488695835472e-05,4.62434873755857e-05,0.5301033131457071,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,bottom_10pct,0.10750397925569716,20,2800,-0.0002195547107396027,6.230729509937305e-05,0.5225,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,bottom_10pct,0.10750397925569716,30,2794,-0.0004064715889605593,2.3390732318606666e-05,0.5035790980672871,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,bottom_10pct,0.10750397925569716,60,2785,-0.0008657002890554568,-0.0006086890359887631,0.4488330341113106,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,top_10pct,0.4038405623359115,1,2810,-3.44843098068379e-05,0.0,0.4903914590747331,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,top_10pct,0.4038405623359115,3,2810,-9.749582658097593e-05,0.0,0.4900355871886121,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,top_10pct,0.4038405623359115,5,2810,-0.00012633455593632497,-7.542046911557243e-06,0.49537366548042705,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,top_10pct,0.4038405623359115,10,2810,-0.00021451106032858606,-3.124425289829924e-05,0.4900355871886121,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,top_10pct,0.4038405623359115,20,2810,-0.00032363237983475276,-6.071890623682297e-05,0.48540925266903917,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,top_10pct,0.4038405623359115,30,2810,-0.00044921589198740515,-0.00010829180077198686,0.48078291814946617,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_5_60,top_10pct,0.4038405623359115,60,2810,-0.0006831927146917815,-9.967457706866467e-05,0.48718861209964415,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,bottom_10pct,0.48209104671406483,1,2809,-2.6800426288720412e-05,0.0,0.4809540761836953,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,bottom_10pct,0.48209104671406483,3,2807,-7.22944441068799e-05,0.0,0.4955468471677948,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,bottom_10pct,0.48209104671406483,5,2805,-0.00010405658269518512,1.53200355423877e-05,0.5044563279857398,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,bottom_10pct,0.48209104671406483,10,2800,-0.00011141503534812188,3.0246716483439684e-05,0.5114285714285715,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,bottom_10pct,0.48209104671406483,20,2790,-0.00021354739893506255,4.600724241765608e-05,0.5118279569892473,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,bottom_10pct,0.48209104671406483,30,2784,-0.0003704378897652091,-0.00012351089445006291,0.48060344827586204,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,bottom_10pct,0.48209104671406483,60,2784,-0.000863934613781213,-0.0006747052546837162,0.44396551724137934,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,top_10pct,0.8527972641204541,1,2810,-9.192462483649338e-07,0.0,0.49750889679715304,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,top_10pct,0.8527972641204541,3,2810,-8.72167807621786e-06,3.0288836817549125e-05,0.504626334519573,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,top_10pct,0.8527972641204541,5,2810,-2.688364070145271e-05,7.541307522618279e-05,0.5192170818505338,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,top_10pct,0.8527972641204541,10,2810,-5.2933417944710595e-05,0.0001073430845668355,0.5274021352313167,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,top_10pct,0.8527972641204541,20,2810,-0.00019486175415373843,0.00013106343218172167,0.5241992882562277,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,top_10pct,0.8527972641204541,30,2810,-0.0003941299336215552,3.836092507758515e-05,0.5028469750889679,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
vol_ratio_30_60,top_10pct,0.8527972641204541,60,2810,-0.001291525897962084,-0.0006664245398376178,0.43309608540925265,3,2021-11-06 09:30:00-04:00,2022-02-06 09:30:00-05:00
normalized_vwap_distance,bottom_10pct,-9.831571162949643,1,2811,-9.98461364027583e-06,-1.8001152073732207e-05,0.4663820704375667,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_vwap_distance,bottom_10pct,-9.831571162949643,3,2811,-2.033444290470156e-05,-3.600943447179539e-05,0.46389185343294204,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_vwap_distance,bottom_10pct,-9.831571162949643,5,2811,-5.4665420876566955e-05,-7.061648188688707e-05,0.4606901458555674,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_vwap_distance,bottom_10pct,-9.831571162949643,10,2811,-0.00014439946130559694,-0.0001407731967832948,0.4535752401280683,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_vwap_distance,bottom_10pct,-9.831571162949643,20,2811,-0.0002571935304058779,-0.0002635442942660049,0.4418356456776948,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_vwap_distance,bottom_10pct,-9.831571162949643,30,2811,-0.00030876481699980743,-0.0004079210858117799,0.4425471362504447,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_vwap_distance,bottom_10pct,-9.831571162949643,60,2811,-0.0009657541626325464,-0.001840083144497684,0.36428317324795445,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,10.683509497536836,1,2811,-1.4074055878623375e-05,0.0,0.48096762717893987,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,10.683509497536836,3,2811,-5.1742000339234534e-05,0.0,0.4919957310565635,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,10.683509497536836,5,2811,-8.759819275508701e-05,0.0,0.48843827819281393,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,10.683509497536836,10,2811,-0.0002327982361228607,-1.713120792146139e-05,0.4838135894699395,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,10.683509497536836,20,2811,-0.0005820271619528062,0.0,0.49484169334756317,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,10.683509497536836,30,2811,-0.0008774689409912479,-0.00014759663479668728,0.4631803628601921,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,10.683509497536836,60,2811,-0.0013081199905254825,-0.000699591904722241,0.4386339381003202,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,bottom_10pct,0.18328019531632883,1,1407,-2.2657966547905995e-05,-3.342525277849617e-05,0.47121535181236673,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,bottom_10pct,0.18328019531632883,3,1407,-6.166630809896565e-05,-3.459728757260194e-05,0.48187633262260127,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,bottom_10pct,0.18328019531632883,5,1407,-6.563270240805384e-05,-1.9021170562849576e-05,0.48685145700071075,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,bottom_10pct,0.18328019531632883,10,1404,-3.588339038144378e-05,1.714552611109532e-05,0.5007122507122507,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,bottom_10pct,0.18328019531632883,20,1404,-0.0001188016015892196,-0.0001432816432896944,0.4757834757834758,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,bottom_10pct,0.18328019531632883,30,1404,-0.00017075158207595787,-0.00015163258813322145,0.48646723646723644,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,bottom_10pct,0.18328019531632883,60,1404,8.803834258383246e-05,-0.00040927876600194146,0.47507122507122507,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,top_10pct,0.5562661513570653,1,1407,-2.8513677905869094e-05,-1.793818501438782e-05,0.4662402274342573,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,top_10pct,0.5562661513570653,3,1407,-0.0001390842112083107,-0.00010278724752876833,0.4484719260838664,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,top_10pct,0.5562661513570653,5,1407,-0.0002109253518346109,-0.00015166068449523618,0.43283582089552236,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,top_10pct,0.5562661513570653,10,1407,-0.00030935072348943515,-0.00014947186607316976,0.4562899786780384,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,top_10pct,0.5562661513570653,20,1407,-0.00038136147204241496,-0.0003233382117695527,0.4427860696517413,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,top_10pct,0.5562661513570653,30,1407,-0.0004482642093959708,-0.0004399472063352228,0.42857142857142855,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_30,top_10pct,0.5562661513570653,60,1407,-0.000982083458488957,-0.0010340469533912655,0.43638948116560056,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,bottom_10pct,0.17550002360009045,1,1563,-2.426163851314895e-05,-1.9164430816398514e-05,0.47024952015355087,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,bottom_10pct,0.17550002360009045,3,1563,-1.5084470849072675e-06,-1.767221574244804e-05,0.49008317338451696,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,bottom_10pct,0.17550002360009045,5,1563,3.0101818226856406e-05,0.0,0.49776071657069737,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,bottom_10pct,0.17550002360009045,10,1563,6.298210585063991e-05,-1.791793585381729e-05,0.491362763915547,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,bottom_10pct,0.17550002360009045,20,1563,8.28896538702238e-05,0.0,0.4996801023672425,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,bottom_10pct,0.17550002360009045,30,1563,0.00027607495187384414,5.170363476558748e-05,0.509277031349968,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,bottom_10pct,0.17550002360009045,60,1563,0.0007447255340661035,0.00035162394744148173,0.527831094049904,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,top_10pct,0.4562065612801277,1,1563,-5.8769895766555545e-06,0.0,0.4964811260396673,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,top_10pct,0.4562065612801277,3,1563,-3.7275886350076415e-05,0.0,0.49584133077415227,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,top_10pct,0.4562065612801277,5,1563,-2.3975263185633585e-05,1.712299446920973e-05,0.5035188739603327,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,top_10pct,0.4562065612801277,10,1563,-0.00010161317471987158,-1.708437975156407e-05,0.4926423544465771,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,top_10pct,0.4562065612801277,20,1563,-0.00040139410525425763,-0.00017424031223867154,0.46833013435700577,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,top_10pct,0.4562065612801277,30,1563,-0.0005057677993801782,-0.0002924278391303048,0.4619321817018554,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
half_life_60,top_10pct,0.4562065612801277,60,1563,-0.000829502775627829,-0.0007234099259456617,0.44977607165706973,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.7525246878413865,1,2811,-8.56220693873301e-06,-1.6686133822774174e-05,0.4887940234791889,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.7525246878413865,3,2811,-9.744752011239572e-06,-3.5077257659943406e-05,0.48310209889718964,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.7525246878413865,5,2811,1.4574328982983345e-06,-1.8756447528800457e-05,0.4891497687655639,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.7525246878413865,10,2811,2.164269881035798e-06,-5.064573309698783e-05,0.4863038064745642,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.7525246878413865,20,2811,-9.406728357507234e-05,-0.00028295046598403317,0.46282461757381715,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.7525246878413865,30,2811,-0.00022634481155760322,-0.00023736055067646866,0.46922803272856634,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.7525246878413865,60,2811,5.799012070564596e-05,-0.00030505889331411407,0.47491995731056563,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7283626277477633,1,2811,1.5047871011978755e-05,0.0,0.48523657061543934,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7283626277477633,3,2811,-4.561668671329964e-05,0.0,0.4927072216293134,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7283626277477633,5,2811,-0.0001011645873364881,-1.7192469698223967e-05,0.49235147634293847,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7283626277477633,10,2811,-0.0002410059338056617,-0.00013469600794702163,0.46282461757381715,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7283626277477633,20,2807,-0.00032470596060522124,-5.131801775604128e-05,0.4873530459565372,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7283626277477633,30,2807,-0.00032551454365462333,0.0,0.4998218738867118,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7283626277477633,60,2803,-0.00046537578365894917,-0.00028825193218873224,0.4741348555119515,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
realized_vol_30,bottom_10pct,0.0017576934699283227,1,2810,4.193424729503153e-06,0.0,0.4740213523131673,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
realized_vol_30,bottom_10pct,0.0017576934699283227,3,2810,3.386570736203615e-06,0.0,0.4925266903914591,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
realized_vol_30,bottom_10pct,0.0017576934699283227,5,2808,-1.6181569635265797e-06,1.658460598741307e-05,0.5039173789173789,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
realized_vol_30,bottom_10pct,0.0017576934699283227,10,2808,-1.5481362932672955e-05,0.0,0.4982193732193732,4,2022-02-06 09:30:00-05:00,2022-05-06 09:30:00-04:00
