feature,condition,threshold,horizon_bars,observations,mean_return,median_return,win_rate_positive,window,validation_start,validation_end
half_life_60,top_10pct,0.4514530241933122,10,1329,-6.083697171493616e-05,-3.560112499556567e-05,0.47404063205417607,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
half_life_60,top_10pct,0.4514530241933122,20,1329,-0.00011433377666929563,-1.8313676653725075e-05,0.48758465011286684,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
half_life_60,top_10pct,0.4514530241933122,30,1329,7.741070555924144e-05,0.00012485285199592688,0.5289691497366441,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
half_life_60,top_10pct,0.4514530241933122,60,1329,0.0005978658946614475,0.00048226739872392343,0.582392776523702,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.6990123511168802,1,2868,1.1880594609725733e-05,1.698560173013508e-05,0.5062761506276151,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.6990123511168802,3,2868,3.227454125137566e-05,3.5347431599719314e-05,0.5219665271966527,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.6990123511168802,5,2868,5.558452035687425e-05,5.103950494589338e-05,0.5282426778242678,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.6990123511168802,10,2868,9.331959326192951e-05,9.986725906863114e-05,0.5536959553695955,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.6990123511168802,20,2868,0.0002119115874883785,0.0002015350319861664,0.5665969316596932,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.6990123511168802,30,2868,0.0001768955230912149,0.00020451600477366938,0.5571827057182706,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,bottom_10pct,-1.6990123511168802,60,2868,0.0003356959376618634,0.0004414355346004095,0.5864714086471409,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7359767475741785,1,2867,1.5895881758222193e-05,0.0,0.48378095570282525,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7359767475741785,3,2867,4.4330106987350705e-05,1.6545607968376785e-05,0.5008719916288804,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7359767475741785,5,2867,6.181513056442565e-05,1.6957200027034602e-05,0.504708754795954,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7359767475741785,10,2865,0.00010958968332219346,5.486968449930352e-05,0.5298429319371728,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7359767475741785,20,2863,0.00015019831689287833,7.561722560400774e-05,0.5347537548026545,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7359767475741785,30,2857,0.00011787508688798654,0.00011694929412753297,0.5309765488274414,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_ou_residual_30,top_10pct,1.7359767475741785,60,2857,0.0003306837576276953,0.000220089051416128,0.5477773888694435,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,bottom_10pct,0.0007466928132426909,1,2867,1.6601904515685017e-05,0.0,0.47540983606557374,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,bottom_10pct,0.0007466928132426909,3,2865,4.21688282565302e-05,1.687991627563612e-05,0.5130890052356021,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,bottom_10pct,0.0007466928132426909,5,2863,6.989176621603178e-05,1.828521274838124e-05,0.5260216556060077,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,bottom_10pct,0.0007466928132426909,10,2858,0.00018721713666086795,5.103863624755789e-05,0.5475857242827152,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,bottom_10pct,0.0007466928132426909,20,2848,0.0003812586612412751,0.0001226037538870628,0.5751404494382022,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,bottom_10pct,0.0007466928132426909,30,2838,0.0004076033469399178,0.00018703032275291243,0.5909090909090909,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,bottom_10pct,0.0007466928132426909,60,2828,0.00046943972725875126,0.000323225449774589,0.5869872701555869,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,top_10pct,0.003233283373079565,1,2868,1.78906707797433e-05,0.0,0.4989539748953975,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,top_10pct,0.003233283373079565,3,2868,4.421664936974877e-05,3.557136506238123e-05,0.5118549511854951,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,top_10pct,0.003233283373079565,5,2868,7.61745454370289e-05,6.8643004383806e-05,0.5170850767085077,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,top_10pct,0.003233283373079565,10,2868,0.00014019360815823497,0.0001015469313667694,0.5223152022315202,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,top_10pct,0.003233283373079565,20,2868,0.00023172360662369656,0.00011602602574989351,0.5167364016736402,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,top_10pct,0.003233283373079565,30,2868,0.0003283791103771997,0.00032956324469879394,0.5376569037656904,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_30,top_10pct,0.003233283373079565,60,2868,0.0005634424282700175,0.0004299027096511532,0.5299860529986054,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,bottom_10pct,0.0011715481451045307,1,2867,1.0588101686134628e-05,0.0,0.4771538193233345,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,bottom_10pct,0.0011715481451045307,3,2865,2.6770990975097953e-05,1.687763713076329e-05,0.5106457242582897,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,bottom_10pct,0.0011715481451045307,5,2863,4.669777673387822e-05,1.701201047943357e-05,0.514146000698568,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,bottom_10pct,0.0011715481451045307,10,2858,0.00011251797837249925,3.372710671001311e-05,0.5237928621413576,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,bottom_10pct,0.0011715481451045307,20,2848,0.00023104033903080523,7.783099046376751e-05,0.5512640449438202,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,bottom_10pct,0.0011715481451045307,30,2838,0.0003146774870645514,0.00014949967646071816,0.5697674418604651,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,bottom_10pct,0.0011715481451045307,60,2808,0.0004349174779405191,0.0002531773864558051,0.5797720797720798,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,top_10pct,0.004870623228125448,1,2868,1.3353042936046244e-05,0.0,0.4930264993026499,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,top_10pct,0.004870623228125448,3,2868,3.9522198463230386e-05,3.399326449948781e-05,0.5111576011157601,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,top_10pct,0.004870623228125448,5,2868,6.169473008508689e-05,3.456261100442948e-05,0.5087168758716876,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,top_10pct,0.004870623228125448,10,2868,8.495886208163616e-05,7.523960454958178e-05,0.5160390516039052,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,top_10pct,0.004870623228125448,20,2868,0.00014869620866608436,5.4632386533248756e-05,0.50697350069735,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,top_10pct,0.004870623228125448,30,2868,0.00021291801783454535,0.00022792650706782158,0.5306834030683403,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
realized_vol_60,top_10pct,0.004870623228125448,60,2868,0.00037411670391171225,0.00016988758467906262,0.5132496513249651,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,bottom_10pct,0.1896880500345014,1,2868,-4.143422080847065e-06,0.0,0.4675732217573222,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,bottom_10pct,0.1896880500345014,3,2868,8.925733275584035e-06,1.6732764239857367e-05,0.504881450488145,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,bottom_10pct,0.1896880500345014,5,2868,1.6332018542508382e-05,1.7257027633887922e-05,0.5111576011157601,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,bottom_10pct,0.1896880500345014,10,2868,3.5607337191051956e-05,3.368154829219705e-05,0.5153417015341701,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,bottom_10pct,0.1896880500345014,20,2868,6.91390925565529e-05,6.135569812182329e-05,0.5230125523012552,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,bottom_10pct,0.1896880500345014,30,2865,0.00019998403839377135,0.00010757507844005865,0.5343804537521815,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,bottom_10pct,0.1896880500345014,60,2853,0.00037238212723287364,0.0003147779986745203,0.5453908166841921,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,top_10pct,0.5602166169793604,1,2868,1.5524414121006803e-05,1.7192026339429844e-05,0.5149930264993027,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,top_10pct,0.5602166169793604,3,2868,3.110297382774531e-05,3.54805321615137e-05,0.5254532775453278,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,top_10pct,0.5602166169793604,5,2868,5.645620711370699e-05,5.492557647324148e-05,0.5369595536959554,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,top_10pct,0.5602166169793604,10,2863,0.00010507816361913185,8.635727732775322e-05,0.5368494586098498,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,top_10pct,0.5602166169793604,20,2862,0.00013538653562152902,7.219149513637557e-05,0.5202655485674353,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,top_10pct,0.5602166169793604,30,2862,0.0001026994499540554,8.348432536064987e-05,0.5195667365478687,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_30,top_10pct,0.5602166169793604,60,2862,0.00020475703523979203,0.0002905767361670586,0.5562543675751223,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,bottom_10pct,0.11533368682414978,1,2868,3.5099369877299875e-06,0.0,0.4787308228730823,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,bottom_10pct,0.11533368682414978,3,2868,2.527259123377817e-05,1.685772107096195e-05,0.5076708507670851,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,bottom_10pct,0.11533368682414978,5,2868,3.439717758922905e-05,1.8261504967198583e-05,0.5188284518828452,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,bottom_10pct,0.11533368682414978,10,2868,0.00012434301164712796,5.1536212621772215e-05,0.5341701534170153,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,bottom_10pct,0.11533368682414978,20,2868,0.00021479735797659126,9.105018297750345e-05,0.5362622036262203,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,bottom_10pct,0.11533368682414978,30,2865,0.0003006393847647257,0.00015139281388787396,0.5427574171029669,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,bottom_10pct,0.11533368682414978,60,2858,0.0005249382160302254,0.00040039549112780293,0.5591322603219034,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,top_10pct,0.39738955082214994,1,2868,9.852522120683692e-06,1.678965148510514e-05,0.5076708507670851,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,top_10pct,0.39738955082214994,3,2868,3.601714843448588e-05,4.968463162613457e-05,0.5258019525801952,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,top_10pct,0.39738955082214994,5,2868,7.977464100716265e-05,6.887291344892521e-05,0.5421896792189679,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,top_10pct,0.39738955082214994,10,2868,0.00011056333309474564,9.818844780939973e-05,0.5387029288702929,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,top_10pct,0.39738955082214994,20,2868,0.00010400013982812853,9.915671865023956e-05,0.5292887029288703,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,top_10pct,0.39738955082214994,30,2868,9.411920755437538e-05,0.0001248898040969726,0.5310320781032078,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_5_60,top_10pct,0.39738955082214994,60,2867,0.00027018192563853905,0.0003452285776581743,0.5667945587722358,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,bottom_10pct,0.49868251901860333,1,2868,2.1138190989880588e-05,0.0,0.4895397489539749,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,bottom_10pct,0.49868251901860333,3,2868,5.993736186574308e-05,1.6878064424741268e-05,0.5080195258019525,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,bottom_10pct,0.49868251901860333,5,2868,7.591586750800392e-05,3.3392339186755216e-05,0.5198744769874477,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,bottom_10pct,0.49868251901860333,10,2864,0.0001496244797360391,6.769335007850152e-05,0.5425977653631285,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,bottom_10pct,0.49868251901860333,20,2854,0.00019897678768485244,0.00012235989609565845,0.5329362298528382,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,bottom_10pct,0.49868251901860333,30,2844,0.0002499956340207092,0.00023864924528904652,0.5467651195499297,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,bottom_10pct,0.49868251901860333,60,2844,0.00048656741947763934,0.00034862400111734804,0.549929676511955,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,top_10pct,0.851286854853139,1,2868,1.100173290942955e-05,1.6695469372218774e-05,0.50278940027894,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,top_10pct,0.851286854853139,3,2868,2.2659025536940873e-05,3.384276866313929e-05,0.5149930264993027,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,top_10pct,0.851286854853139,5,2868,3.567245107470873e-05,3.687102470795178e-05,0.5163877266387726,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,top_10pct,0.851286854853139,10,2868,5.383435319313293e-05,5.380341418326218e-05,0.5149930264993027,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,top_10pct,0.851286854853139,20,2868,8.997933851538846e-05,0.0001006044932269079,0.5209205020920502,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,top_10pct,0.851286854853139,30,2868,0.00018412387173590735,0.0002377316984354394,0.5425383542538355,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
vol_ratio_30_60,top_10pct,0.851286854853139,60,2868,0.00048266690908220603,0.0005318189901560855,0.5760111576011158,1,2021-05-06 09:30:00-04:00,2021-08-06 09:30:00-04:00
normalized_vwap_distance,bottom_10pct,-6.367533375215504,1,2945,2.5497823739503583e-05,0.0,0.48590831918505945,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
normalized_vwap_distance,bottom_10pct,-6.367533375215504,3,2943,7.997150398271056e-05,1.6618749272945266e-05,0.5124023105674482,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
normalized_vwap_distance,bottom_10pct,-6.367533375215504,5,2941,0.00012833890205477216,3.356943838328519e-05,0.532471948316899,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
normalized_vwap_distance,bottom_10pct,-6.367533375215504,10,2936,0.00023457919505430485,8.876358700093956e-05,0.5483651226158038,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
normalized_vwap_distance,bottom_10pct,-6.367533375215504,20,2926,0.0004017558116215951,0.00022715651461979736,0.595352016404648,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
normalized_vwap_distance,bottom_10pct,-6.367533375215504,30,2916,0.0005876139447002857,0.000448943961832704,0.6059670781893004,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
normalized_vwap_distance,bottom_10pct,-6.367533375215504,60,2900,0.0009427726660642663,0.0009014850493714865,0.6437931034482759,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,14.934789229528377,1,2946,8.98237272045587e-06,0.0,0.4908350305498982,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,14.934789229528377,3,2946,2.9628086724797586e-05,1.6060569391296298e-05,0.5098438560760353,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,14.934789229528377,5,2946,4.60911232180782e-05,1.631840484417335e-05,0.5176510522742702,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,14.934789229528377,10,2946,9.259149993307247e-05,3.238814000694479e-05,0.5288526816021725,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,14.934789229528377,20,2946,0.0002233390449165231,9.813303144212693e-05,0.5607603530210454,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,14.934789229528377,30,2946,0.00029442790583969367,0.00020900420976333045,0.5967413441955194,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
normalized_vwap_distance,top_10pct,14.934789229528377,60,2946,0.0004229615916960797,0.0003240230705277014,0.588255261371351,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
half_life_30,bottom_10pct,0.1781643792836046,1,1189,1.0100429411202317e-05,0.0,0.49957947855340623,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
half_life_30,bottom_10pct,0.1781643792836046,3,1189,6.096692189460091e-07,1.597188947455308e-05,0.503784693019344,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
half_life_30,bottom_10pct,0.1781643792836046,5,1189,2.6651832143945986e-06,0.0,0.49957947855340623,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
half_life_30,bottom_10pct,0.1781643792836046,10,1189,1.9535135440060875e-05,3.286014721348707e-05,0.5147182506307821,2,2021-08-06 09:30:00-04:00,2021-11-06 09:30:00-04:00
