side,zscore_threshold,stop_points,target_points,horizon_bars,window,trades,wins,losses,timeouts,win_rate,total_points,mean_result_points,profit_factor,mean_mfe,median_mfe,mean_mae,median_mae,mean_holding_bars
LONG,2.0,25.0,20.0,60,4,2317,1291,919,107,0.5571860164005179,2944.75,1.2709321975708008,1.1261013392713763,41.4322395324707,31.75,47.19950485229492,30.5,16.55114372032801
LONG,2.0,25.0,20.0,60,5,2361,1257,984,120,0.5324015247776366,787.75,0.33365100622177124,1.031577892468808,42.13829040527344,32.75,42.779754638671875,29.25,15.595933926302415
LONG,2.0,25.0,20.0,60,6,2391,1267,1013,111,0.5299038059389377,-3.25,-0.001359263900667429,0.9998741090796406,46.60152816772461,32.0,51.14680099487305,33.75,15.438728565453784
LONG,2.0,25.0,20.0,60,7,2152,968,717,467,0.44981412639405205,2367.0,1.0999070405960083,1.12383107286258,29.02950668334961,20.25,28.708759307861328,18.25,28.431226765799256
LONG,2.0,25.0,20.0,60,8,2203,1211,863,129,0.5497049477984567,2666.25,1.210281491279602,1.1210817315879702,45.09918212890625,32.75,48.70233917236328,30.25,14.91057648660917
LONG,2.0,25.0,20.0,60,9,2289,1156,1117,16,0.5050240279598078,-4805.0,-2.099169969558716,0.828291671878071,70.99595642089844,49.25,71.2647476196289,54.5,7.353429445172565
LONG,2.0,25.0,20.0,60,10,2199,1212,938,49,0.5511596180081856,841.25,0.38256025314331055,1.0355907643817361,52.69395065307617,38.25,54.184288024902344,38.25,11.575261482492042
LONG,2.0,25.0,20.0,60,11,2275,1222,990,63,0.5371428571428571,-351.25,-0.15439561009407043,0.9859822408460541,46.395164489746094,34.25,52.15483474731445,34.5,12.745494505494506
LONG,2.0,25.0,20.0,60,12,2070,1085,841,144,0.5241545893719807,384.25,0.1856280267238617,1.0176902536715622,40.684783935546875,31.125,39.45869445800781,28.75,17.508212560386472
LONG,2.0,25.0,20.0,60,13,2152,1170,832,150,0.5436802973977695,2684.5,1.2474442720413208,1.1256773680083332,37.97699737548828,28.5,38.445980072021484,26.75,17.55390334572491
LONG,2.0,25.0,20.0,60,14,2175,1069,919,187,0.49149425287356324,-1312.0,-0.6032183766365051,0.9442674482817213,38.88505935668945,27.0,40.42770004272461,27.5,17.72367816091954
LONG,2.0,25.0,20.0,60,15,2206,1190,925,91,0.5394378966455122,754.25,0.34190842509269714,1.0322546158204775,42.3102912902832,32.125,47.95943069458008,31.25,14.375793291024479
LONG,2.0,25.0,20.0,60,16,2257,1237,951,69,0.5480726628267611,987.5,0.43752768635749817,1.0410974582002435,53.8455924987793,36.5,60.848472595214844,38.25,10.976074435090828
LONG,2.0,25.0,20.0,60,17,2151,1184,922,45,0.5504416550441655,585.0,0.27196651697158813,1.0251178068075697,53.37459182739258,37.25,56.578453063964844,35.75,10.9721059972106
LONG,2.0,25.0,20.0,60,18,2310,1237,1058,15,0.5354978354978355,-1695.5,-0.7339826822280884,0.9360061899055473,83.63322448730469,53.875,93.32434844970703,59.875,6.203463203463204
LONG,2.0,25.0,20.0,60,19,2203,1193,941,69,0.5415342714480255,202.25,0.09180662781000137,1.0084922792689712,51.94257736206055,38.5,53.031776428222656,34.5,11.668633681343623
LONG,2.0,25.0,20.0,60,20,2058,1116,863,79,0.5422740524781341,763.5,0.3709912598133087,1.0349728027483538,63.774539947509766,40.75,67.82410430908203,42.75,9.773566569484936
LONG,2.0,25.0,20.0,60,21,2263,1253,991,19,0.5536897923110915,187.0,0.08263367414474487,1.0075129819909403,74.76988220214844,50.5,71.90289306640625,48.75,7.649138311975254
LONG,2.0,25.0,20.0,60,22,2190,1240,944,6,0.5662100456621004,1200.0,0.5479452013969421,1.0508108565863572,96.24360656738281,64.125,92.25251007080078,55.75,5.800913242009132
LONG,2.0,25.0,25.0,60,1,2205,530,681,994,0.24036281179138322,-1920.25,-0.8708616495132446,0.9059484743106235,20.97222137451172,13.5,23.74875259399414,14.75,42.32879818594105
LONG,2.0,25.0,25.0,60,2,2156,382,468,1306,0.17717996289424862,1142.75,0.5300324559211731,1.0748485344686425,15.21753215789795,10.75,16.921846389770508,11.25,48.3051948051948
LONG,2.0,25.0,25.0,60,3,2180,854,938,388,0.39174311926605504,-1046.75,-0.48016056418418884,0.9576673036286613,49.45252227783203,26.75,47.15802764892578,28.5,23.774770642201833
LONG,2.0,25.0,25.0,60,4,2317,1094,1023,200,0.4721622788088045,2472.5,1.067112684249878,1.0945262695097824,41.4322395324707,31.75,47.19950485229492,30.5,20.190332326283986
LONG,2.0,25.0,25.0,60,5,2361,1102,1076,183,0.46675137653536636,1529.75,0.6479246020317078,1.0560132549751926,42.13829040527344,32.75,42.779754638671875,29.25,18.70520965692503
LONG,2.0,25.0,25.0,60,6,2391,1086,1124,181,0.45420326223337515,-488.5,-0.20430782437324524,0.9829679668773154,46.60152816772461,32.0,51.14680099487305,33.75,18.690506064408197
LONG,2.0,25.0,25.0,60,7,2152,785,762,605,0.36477695167286245,3003.0,1.3954460620880127,1.147618345376788,29.02950668334961,20.25,28.708759307861328,18.25,32.262081784386616
LONG,2.0,25.0,25.0,60,8,2203,1060,959,184,0.4811620517476169,3117.0,1.4148887395858765,1.1273050297126754,45.09918212890625,32.75,48.70233917236328,30.25,17.748978665456196
LONG,2.0,25.0,25.0,60,9,2289,1010,1258,21,0.4412407164700743,-6198.75,-2.7080602645874023,0.8033734595803397,70.99595642089844,49.25,71.2647476196289,54.5,8.717343818261249
LONG,2.0,25.0,25.0,60,10,2199,1079,1035,85,0.4906775807185084,1416.5,0.6441564559936523,1.0541962389761446,52.69395065307617,38.25,54.184288024902344,38.25,14.070486584811277
LONG,2.0,25.0,25.0,60,11,2275,1079,1096,100,0.4742857142857143,-316.5,-0.13912087678909302,0.9886300361036768,46.395164489746094,34.25,52.15483474731445,34.5,15.647032967032967
LONG,2.0,25.0,25.0,60,12,2070,956,915,199,0.4618357487922705,1162.75,0.5617149472236633,1.0490917343072166,40.684783935546875,31.125,39.45869445800781,28.75,20.69710144927536
LONG,2.0,25.0,25.0,60,13,2152,998,928,226,0.4637546468401487,2313.75,1.075162649154663,1.0967772293792872,37.97699737548828,28.5,38.445980072021484,26.75,21.276951672862452
LONG,2.0,25.0,25.0,60,14,2175,920,1002,253,0.42298850574712643,-1252.5,-0.5758620500564575,0.9513436343682927,38.88505935668945,27.0,40.42770004272461,27.5,21.295632183908047
LONG,2.0,25.0,25.0,60,15,2206,1052,1019,135,0.4768812330009066,1100.0,0.4986400604248047,1.0425466078749903,42.3102912902832,32.125,47.95943069458008,31.25,17.421124206708974
LONG,2.0,25.0,25.0,60,16,2257,1069,1070,118,0.47363757199822776,224.75,0.0995790883898735,1.0082898401047526,53.8455924987793,36.5,60.848472595214844,38.25,13.811696942844485
LONG,2.0,25.0,25.0,60,17,2151,1040,1042,69,0.48349604834960486,-7.5,-0.003486750414595008,0.9997153241035082,53.37459182739258,37.25,56.578453063964844,35.75,13.574151557415156
LONG,2.0,25.0,25.0,60,18,2310,1102,1182,26,0.47705627705627707,-1894.75,-0.8202381134033203,0.9360027696386803,83.63322448730469,53.875,93.32434844970703,59.875,7.615584415584416
LONG,2.0,25.0,25.0,60,19,2203,1047,1044,112,0.4752610077167499,246.25,0.11177939176559448,1.0093082593082594,51.94257736206055,38.5,53.031776428222656,34.5,14.33499773036768
LONG,2.0,25.0,25.0,60,20,2058,981,948,129,0.47667638483965014,1113.25,0.5409377813339233,1.04618336444721,63.774539947509766,40.75,67.82410430908203,42.75,12.29251700680272
LONG,2.0,25.0,25.0,60,21,2263,1095,1131,37,0.4838709677419355,-908.5,-0.4014582335948944,0.9680594863501327,74.76988220214844,50.5,71.90289306640625,48.75,9.29297392841361
LONG,2.0,25.0,25.0,60,22,2190,1113,1064,13,0.5082191780821917,1217.25,0.5558218955993652,1.0456698526446118,96.24360656738281,64.125,92.25251007080078,55.75,7.2027397260273975
LONG,2.0,25.0,35.0,60,1,2205,326,700,1179,0.14784580498866212,-1185.5,-0.537641704082489,0.9437117929847468,20.97222137451172,13.5,23.74875259399414,14.75,45.4140589569161
LONG,2.0,25.0,35.0,60,2,2156,169,478,1509,0.07838589981447125,1225.75,0.5685296654701233,1.0787706445601182,15.21753215789795,10.75,16.921846389770508,11.25,50.9726345083488
LONG,2.0,25.0,35.0,60,3,2180,625,1021,534,0.286697247706422,13.5,0.006192660424858332,1.0005016116596843,49.45252227783203,26.75,47.15802764892578,28.5,27.540825688073394
LONG,2.0,25.0,35.0,60,4,2317,768,1162,387,0.33146309883470004,1615.25,0.6971299052238464,1.054308721673055,41.4322395324707,31.75,47.19950485229492,30.5,25.492447129909365
LONG,2.0,25.0,35.0,60,5,2361,845,1182,334,0.35789919525624736,2901.75,1.2290343046188354,1.096305269533616,42.13829040527344,32.75,42.779754638671875,29.25,24.018636171113936
LONG,2.0,25.0,35.0,60,6,2391,822,1236,333,0.3437892095357591,468.0,0.19573400914669037,1.0147794918760165,46.60152816772461,32.0,51.14680099487305,33.75,23.34253450439147
LONG,2.0,25.0,35.0,60,7,2152,525,820,807,0.24395910780669144,3630.25,1.686919093132019,1.1655418500193804,29.02950668334961,20.25,28.708759307861328,18.25,37.02834572490706
LONG,2.0,25.0,35.0,60,8,2203,824,1067,312,0.3740354062641852,4538.5,2.060145139694214,1.1660340775020808,45.09918212890625,32.75,48.70233917236328,30.25,22.389468906037223
LONG,2.0,25.0,35.0,60,9,2289,836,1411,42,0.3652249890782001,-5832.25,-2.5479466915130615,0.8350514734996324,70.99595642089844,49.25,71.2647476196289,54.5,10.965487112276103
LONG,2.0,25.0,35.0,60,10,2199,881,1156,162,0.40063665302410184,3504.0,1.5934516191482544,1.119807159708688,52.69395065307617,38.25,54.184288024902344,38.25,17.75943610732151
LONG,2.0,25.0,35.0,60,11,2275,822,1236,217,0.36131868131868133,-933.25,-0.41021978855133057,0.9704982811079939,46.395164489746094,34.25,52.15483474731445,34.5,20.54989010989011
LONG,2.0,25.0,35.0,60,12,2070,702,1018,350,0.3391304347826087,1250.25,0.6039854884147644,1.0473015152375007,40.684783935546875,31.125,39.45869445800781,28.75,25.889855072463767
LONG,2.0,25.0,35.0,60,13,2152,726,1041,385,0.33736059479553904,2143.75,0.9961663484573364,1.0793834475097204,37.97699737548828,28.5,38.445980072021484,26.75,27.012081784386616
LONG,2.0,25.0,35.0,60,14,2175,705,1083,387,0.32413793103448274,471.0,0.21655172109603882,1.0169044414535666,38.88505935668945,27.0,40.42770004272461,27.5,26.21793103448276
LONG,2.0,25.0,35.0,60,15,2206,810,1144,252,0.3671804170444243,1297.75,0.5882819294929504,1.0444750978863404,42.3102912902832,32.125,47.95943069458008,31.25,22.569809610154124
LONG,2.0,25.0,35.0,60,16,2257,803,1212,242,0.35578201151971645,-414.5,-0.18365086615085602,0.9865664144155823,53.8455924987793,36.5,60.848472595214844,38.25,18.249446167478954
LONG,2.0,25.0,35.0,60,17,2151,811,1167,173,0.3770339377033938,579.75,0.26952579617500305,1.0195833368519722,53.37459182739258,37.25,56.578453063964844,35.75,18.20223152022315
LONG,2.0,25.0,35.0,60,18,2310,906,1342,62,0.3922077922077922,-1319.25,-0.5711038708686829,0.9607797960579124,83.63322448730469,53.875,93.32434844970703,59.875,10.142857142857142
LONG,2.0,25.0,35.0,60,19,2203,802,1170,231,0.3640490240581026,444.0,0.20154334604740143,1.014896454543167,51.94257736206055,38.5,53.031776428222656,34.5,18.955969133000455
LONG,2.0,25.0,35.0,60,20,2058,774,1076,208,0.3760932944606414,1195.25,0.5807822942733765,1.043499622414907,63.774539947509766,40.75,67.82410430908203,42.75,16.0932944606414
LONG,2.0,25.0,35.0,60,21,2263,888,1301,74,0.3923994697304463,-1007.25,-0.4450950026512146,0.9692616384637686,74.76988220214844,50.5,71.90289306640625,48.75,12.256738842244808
LONG,2.0,25.0,35.0,60,22,2190,916,1229,45,0.4182648401826484,1571.5,0.7175799012184143,1.0508732458199124,96.24360656738281,64.125,92.25251007080078,55.75,9.865296803652969
LONG,2.0,25.0,50.0,60,1,2205,157,710,1338,0.07120181405895691,-550.0,-0.24943310022354126,0.9742638887264135,20.97222137451172,13.5,23.74875259399414,14.75,47.36235827664399
LONG,2.0,25.0,50.0,60,2,2156,70,483,1603,0.032467532467532464,1448.25,0.6717300415039062,1.0923260817595029,15.21753215789795,10.75,16.921846389770508,11.25,52.18877551020408
LONG,2.0,25.0,50.0,60,3,2180,417,1098,665,0.19128440366972477,533.25,0.24461008608341217,1.0184648147025979,49.45252227783203,26.75,47.15802764892578,28.5,30.792660550458717
LONG,2.0,25.0,50.0,60,4,2317,488,1241,588,0.210617177384549,2734.0,1.17997407913208,1.0859484906357328,41.4322395324707,31.75,47.19950485229492,30.5,29.90850237375917
LONG,2.0,25.0,50.0,60,5,2361,564,1256,541,0.2388818297331639,5357.75,2.2692716121673584,1.1670329841626137,42.13829040527344,32.75,42.779754638671875,29.25,29.179161372299873
LONG,2.0,25.0,50.0,60,6,2391,547,1324,520,0.2287745713090757,1984.75,0.8300920128822327,1.058526480301958,46.60152816772461,32.0,51.14680099487305,33.75,27.544123797574237
LONG,2.0,25.0,50.0,60,7,2152,307,857,988,0.14265799256505576,4377.75,2.0342705249786377,1.1910325642284405,29.02950668334961,20.25,28.708759307861328,18.25,40.613382899628256
LONG,2.0,25.0,50.0,60,8,2203,563,1151,489,0.2555605991829324,5871.5,2.665229320526123,1.1985493033951036,45.09918212890625,32.75,48.70233917236328,30.25,27.278256922378574
LONG,2.0,25.0,50.0,60,9,2289,675,1535,79,0.2948885976408912,-3748.75,-1.6377239227294922,0.9026532586326662,70.99595642089844,49.25,71.2647476196289,54.5,13.861511577107908
LONG,2.0,25.0,50.0,60,10,2199,637,1245,317,0.2896771259663483,6266.25,2.84959077835083,1.19874875112993,52.69395065307617,38.25,54.184288024902344,38.25,22.445202364711232
LONG,2.0,25.0,50.0,60,11,2275,525,1336,414,0.23076923076923078,-2402.5,-1.0560439825057983,0.9301421146367171,46.395164489746094,34.25,52.15483474731445,34.5,25.529230769230768
LONG,2.0,25.0,50.0,60,12,2070,425,1088,557,0.20531400966183574,996.25,0.48128020763397217,1.0351500824725899,40.684783935546875,31.125,39.45869445800781,28.75,30.83623188405797
LONG,2.0,25.0,50.0,60,13,2152,472,1101,579,0.21933085501858737,3880.25,1.8030900955200195,1.1355628728393876,37.97699737548828,28.5,38.445980072021484,26.75,31.53438661710037
LONG,2.0,25.0,50.0,60,14,2175,474,1134,567,0.21793103448275863,3040.0,1.3977011442184448,1.1041309858190038,38.88505935668945,27.0,40.42770004272461,27.5,30.65977011494253
LONG,2.0,25.0,50.0,60,15,2206,535,1231,440,0.242520398912058,1603.75,0.7269945740699768,1.0508904843124034,42.3102912902832,32.125,47.95943069458008,31.25,27.65231187669991
LONG,2.0,25.0,50.0,60,16,2257,556,1314,387,0.24634470536109881,227.75,0.10090828686952591,1.006810196606115,53.8455924987793,36.5,60.848472595214844,38.25,22.674789543642003
LONG,2.0,25.0,50.0,60,17,2151,564,1262,325,0.26220362622036264,960.0,0.446304053068161,1.0297889175917523,53.37459182739258,37.25,56.578453063964844,35.75,23.369130636913063
LONG,2.0,25.0,50.0,60,18,2310,697,1486,127,0.30173160173160174,-588.0,-0.2545454502105713,0.9842486991113105,83.63322448730469,53.875,93.32434844970703,59.875,13.103896103896103
LONG,2.0,25.0,50.0,60,19,2203,580,1248,375,0.2632773490694508,2797.5,1.2698593139648438,1.0879793063865586,51.94257736206055,38.5,53.031776428222656,34.5,23.592827961870178
LONG,2.0,25.0,50.0,60,20,2058,541,1185,332,0.2628765792031098,1058.0,0.5140913724899292,1.0348381573314893,63.774539947509766,40.75,67.82410430908203,42.75,20.15014577259475
LONG,2.0,25.0,50.0,60,21,2263,668,1429,166,0.2951833848873177,136.75,0.06042863428592682,1.0037956062561584,74.76988220214844,50.5,71.90289306640625,48.75,15.78391515687141
LONG,2.0,25.0,50.0,60,22,2190,717,1372,101,0.3273972602739726,2748.25,1.2549086809158325,1.0796571113880757,96.24360656738281,64.125,92.25251007080078,55.75,12.870776255707762
LONG,2.0,25.0,75.0,60,1,2205,80,711,1414,0.036281179138321996,605.5,0.2746031880378723,1.02830001285302,20.97222137451172,13.5,23.74875259399414,14.75,48.35736961451247
LONG,2.0,25.0,75.0,60,2,2156,23,483,1650,0.010667903525046383,1827.0,0.8474025726318359,1.1164714319866125,15.21753215789795,10.75,16.921846389770508,11.25,52.711502782931355
LONG,2.0,25.0,75.0,60,3,2180,212,1153,815,0.09724770642201835,152.0,0.06972476840019226,1.0050163774824055,49.45252227783203,26.75,47.15802764892578,28.5,33.77201834862385
LONG,2.0,25.0,75.0,60,4,2317,230,1284,803,0.09926629261976694,3500.25,1.5106818675994873,1.1063243267872602,41.4322395324707,31.75,47.19950485229492,30.5,33.916271040138106
LONG,2.0,25.0,75.0,60,5,2361,251,1292,818,0.10631088521812791,5714.25,2.42026686668396,1.17249264206475,42.13829040527344,32.75,42.779754638671875,29.25,33.676408301567136
LONG,2.0,25.0,75.0,60,6,2391,298,1374,719,0.1246340443329151,3210.0,1.3425345420837402,1.0911782876376728,46.60152816772461,32.0,51.14680099487305,33.75,31.450439146800502
LONG,2.0,25.0,75.0,60,7,2152,158,872,1122,0.07342007434944238,6258.5,2.9082248210906982,1.2686109143973046,29.02950668334961,20.25,28.708759307861328,18.25,42.99349442379182
LONG,2.0,25.0,75.0,60,8,2203,289,1207,707,0.13118474807081254,6375.75,2.8941216468811035,1.2056129770869277,45.09918212890625,32.75,48.70233917236328,30.25,31.60463004993191
LONG,2.0,25.0,75.0,60,9,2289,456,1643,190,0.19921363040629095,-1893.25,-0.8271079063415527,0.9540983010370766,70.99595642089844,49.25,71.2647476196289,54.5,17.93752730449978
LONG,2.0,25.0,75.0,60,10,2199,348,1314,537,0.1582537517053206,7165.5,3.258526563644409,1.2147191465771692,52.69395065307617,38.25,54.184288024902344,38.25,27.41336971350614
LONG,2.0,25.0,75.0,60,11,2275,276,1380,619,0.12131868131868132,-2262.0,-0.9942857027053833,0.9364624589196933,46.395164489746094,34.25,52.15483474731445,34.5,29.6
LONG,2.0,25.0,75.0,60,12,2070,200,1132,738,0.0966183574879227,704.5,0.34033817052841187,1.0238756905141153,40.684783935546875,31.125,39.45869445800781,28.75,34.45265700483092
LONG,2.0,25.0,75.0,60,13,2152,219,1126,807,0.10176579925650557,5085.75,2.363266706466675,1.1737618941865828,37.97699737548828,28.5,38.445980072021484,26.75,35.822490706319705
LONG,2.0,25.0,75.0,60,14,2175,248,1156,771,0.11402298850574713,5588.0,2.569195508956909,1.1872262009465175,38.88505935668945,27.0,40.42770004272461,27.5,34.34528735632184
LONG,2.0,25.0,75.0,60,15,2206,255,1264,687,0.11559383499546691,2969.75,1.3462148904800415,1.0916610724013673,42.3102912902832,32.125,47.95943069458008,31.25,32.22892112420671
LONG,2.0,25.0,75.0,60,16,2257,307,1371,579,0.13602126716880816,2120.25,0.9394107460975647,1.0607190927575245,53.8455924987793,36.5,60.848472595214844,38.25,26.61541869738591
LONG,2.0,25.0,75.0,60,17,2151,318,1303,530,0.14783821478382148,3771.75,1.7534867525100708,1.1132028752794993,53.37459182739258,37.25,56.578453063964844,35.75,28.04509530450953
LONG,2.0,25.0,75.0,60,18,2310,475,1596,239,0.20562770562770563,1487.0,0.6437229514122009,1.0370437262949423,83.63322448730469,53.875,93.32434844970703,59.875,16.63290043290043
LONG,2.0,25.0,75.0,60,19,2203,318,1301,584,0.14434861552428507,4584.0,2.080798864364624,1.1382711580661946,51.94257736206055,38.5,53.031776428222656,34.5,27.844303222877894
LONG,2.0,25.0,75.0,60,20,2058,315,1267,476,0.15306122448979592,1444.25,0.7017735838890076,1.044548118445404,63.774539947509766,40.75,67.82410430908203,42.75,23.943634596695823
LONG,2.0,25.0,75.0,60,21,2263,443,1534,286,0.19575784357048165,1942.25,0.858263373374939,1.050173401445335,74.76988220214844,50.5,71.90289306640625,48.75,19.89659743703049
LONG,2.0,25.0,75.0,60,22,2190,504,1485,201,0.23013698630136986,4874.0,2.2255706787109375,1.1303487376979033,96.24360656738281,64.125,92.25251007080078,55.75,16.5
LONG,2.0,25.0,100.0,60,1,2205,49,711,1445,0.022222222222222223,1751.75,0.7944444417953491,1.0818737366065692,20.97222137451172,13.5,23.74875259399414,14.75,48.72517006802721
LONG,2.0,25.0,100.0,60,2,2156,7,483,1666,0.003246753246753247,2027.75,0.940514862537384,1.1292692644832258,15.21753215789795,10.75,16.921846389770508,11.25,52.83163265306123
LONG,2.0,25.0,100.0,60,3,2180,131,1176,873,0.06009174311926606,196.25,0.09002293646335602,1.0063557092080868,49.45252227783203,26.75,47.15802764892578,28.5,34.88623853211009
LONG,2.0,25.0,100.0,60,4,2317,102,1293,922,0.0440224428139836,4560.75,1.9683858156204224,1.1375978639634339,41.4322395324707,31.75,47.19950485229492,30.5,35.24557617608977
LONG,2.0,25.0,100.0,60,5,2361,120,1310,931,0.05082592121982211,5686.5,2.408513307571411,1.1690637054875466,42.13829040527344,32.75,42.779754638671875,29.25,35.189750105887335
LONG,2.0,25.0,100.0,60,6,2391,176,1393,822,0.07360936846507737,4086.75,1.7092220783233643,1.1145100731317772,46.60152816772461,32.0,51.14680099487305,33.75,33.06775407779172
LONG,2.0,25.0,100.0,60,7,2152,82,881,1189,0.03810408921933085,6500.5,3.0206785202026367,1.2763289336649026,29.02950668334961,20.25,28.708759307861328,18.25,43.989776951672866
LONG,2.0,25.0,100.0,60,8,2203,152,1229,822,0.06899682251475261,6099.25,2.768610954284668,1.1931900067308072,45.09918212890625,32.75,48.70233917236328,30.25,33.44484793463459
LONG,2.0,25.0,100.0,60,9,2289,302,1693,294,0.13193534294451725,-425.5,-0.18588903546333313,0.9899872340175194,70.99595642089844,49.25,71.2647476196289,54.5,20.23154215814766
LONG,2.0,25.0,100.0,60,10,2199,208,1327,664,0.09458844929513416,9042.0,4.111868858337402,1.2683364741145222,52.69395065307617,38.25,54.184288024902344,38.25,29.648021828103683
LONG,2.0,25.0,100.0,60,11,2275,159,1396,720,0.0698901098901099,-1240.5,-0.5452747344970703,0.9655426238160051,46.395164489746094,34.25,52.15483474731445,34.5,31.29274725274725
LONG,2.0,25.0,100.0,60,12,2070,104,1138,828,0.050241545893719805,1606.75,0.7762077450752258,1.0541695463816732,40.684783935546875,31.125,39.45869445800781,28.75,35.865700483091786
LONG,2.0,25.0,100.0,60,13,2152,112,1129,911,0.05204460966542751,5779.0,2.6854088306427,1.1968307490569734,37.97699737548828,28.5,38.445980072021484,26.75,37.36384758364312
LONG,2.0,25.0,100.0,60,14,2175,110,1161,904,0.05057471264367816,5635.25,2.5909194946289062,1.1876524504458006,38.88505935668945,27.0,40.42770004272461,27.5,36.04275862068965
LONG,2.0,25.0,100.0,60,15,2206,139,1270,797,0.06300997280145058,4164.0,1.887579321861267,1.1278624342686063,42.3102912902832,32.125,47.95943069458008,31.25,33.756119673617405
LONG,2.0,25.0,100.0,60,16,2257,173,1398,686,0.076650420912716,2325.75,1.0304608345031738,1.065314002878506,53.8455924987793,36.5,60.848472595214844,38.25,28.78777137793531
LONG,2.0,25.0,100.0,60,17,2151,166,1336,649,0.07717340771734077,3276.75,1.5233612060546875,1.0959214888431899,53.37459182739258,37.25,56.578453063964844,35.75,30.310553231055323
LONG,2.0,25.0,100.0,60,18,2310,319,1651,340,0.1380952380952381,1988.0,0.8606060743331909,1.047879674620521,83.63322448730469,53.875,93.32434844970703,59.875,19.26017316017316
LONG,2.0,25.0,100.0,60,19,2203,182,1338,683,0.082614616432138,3986.5,1.8095778226852417,1.1169842050048053,51.94257736206055,38.5,53.031776428222656,34.5,29.9187471629596
LONG,2.0,25.0,100.0,60,20,2058,200,1301,557,0.09718172983479106,1387.5,0.6741982698440552,1.0417042380522994,63.774539947509766,40.75,67.82410430908203,42.75,26.0
LONG,2.0,25.0,100.0,60,21,2263,315,1562,386,0.1391957578435705,5446.75,2.4068713188171387,1.1381836402037204,74.76988220214844,50.5,71.90289306640625,48.75,22.03314184710561
LONG,2.0,25.0,100.0,60,22,2190,369,1541,280,0.1684931506849315,6910.75,3.1555936336517334,1.1780639259994075,96.24360656738281,64.125,92.25251007080078,55.75,18.81917808219178
LONG,2.0,35.0,5.0,60,1,2205,1757,231,217,0.7968253968253968,-1782.5,-0.8083900213241577,0.8315854119425548,20.97222137451172,13.5,23.74875259399414,14.75,17.500226757369614
LONG,2.0,35.0,5.0,60,2,2156,1625,147,384,0.7537105751391465,-306.25,-0.14204545319080353,0.9639843589215888,15.21753215789795,10.75,16.921846389770508,11.25,22.880797773654916
LONG,2.0,35.0,5.0,60,3,2180,1851,253,76,0.8490825688073395,-306.5,-0.14059633016586304,0.9680329578639967,49.45252227783203,26.75,47.15802764892578,28.5,7.702752293577982
LONG,2.0,35.0,5.0,60,4,2317,2064,243,10,0.8908070781182563,1724.5,0.7442814111709595,1.2006282357047293,41.4322395324707,31.75,47.19950485229492,30.5,5.102287440656021
LONG,2.0,35.0,5.0,60,5,2361,2072,267,22,0.8775942397289285,812.25,0.34402796626091003,1.0850300968332898,42.13829040527344,32.75,42.779754638671875,29.25,5.363405336721728
LONG,2.0,35.0,5.0,60,6,2391,2083,303,5,0.8711836051861146,-265.0,-0.11083228886127472,0.975187265917603,46.60152816772461,32.0,51.14680099487305,33.75,5.075282308657465
LONG,2.0,35.0,5.0,60,7,2152,1842,203,107,0.8559479553903345,1026.0,0.47676581144332886,1.1249353100551005,29.02950668334961,20.25,28.708759307861328,18.25,10.732342007434944
LONG,2.0,35.0,5.0,60,8,2203,1936,246,21,0.8788016341352701,730.0,0.33136633038520813,1.0815164289104158,45.09918212890625,32.75,48.70233917236328,30.25,5.099409895596914
LONG,2.0,35.0,5.0,60,9,2289,1969,317,3,0.8602009611183923,-1286.25,-0.5619266033172607,0.8844469399213924,70.99595642089844,49.25,71.2647476196289,54.5,3.1070336391437308
LONG,2.0,35.0,5.0,60,10,2199,1916,275,8,0.8713051386994088,-193.75,-0.08810823410749435,0.9801764931576928,52.69395065307617,38.25,54.184288024902344,38.25,4.015461573442474
LONG,2.0,35.0,5.0,60,11,2275,1974,294,7,0.8676923076923077,-517.25,-0.22736263275146484,0.9502033743291054,46.395164489746094,34.25,52.15483474731445,34.5,4.616703296703297
LONG,2.0,35.0,5.0,60,12,2070,1787,257,26,0.8632850241545894,-413.0,-0.1995169073343277,0.9558336006844188,40.684783935546875,31.125,39.45869445800781,28.75,6.417874396135265
LONG,2.0,35.0,5.0,60,13,2152,1885,227,40,0.8759293680297398,1106.75,0.5142890214920044,1.13292697573865,37.97699737548828,28.5,38.445980072021484,26.75,6.411710037174721
LONG,2.0,35.0,5.0,60,14,2175,1807,329,39,0.8308045977011494,-2815.0,-1.294252872467041,0.7626575608110957,38.88505935668945,27.0,40.42770004272461,27.5,6.330114942528736
LONG,2.0,35.0,5.0,60,15,2206,1924,280,2,0.8721668177697189,-210.25,-0.09530825167894363,0.9786119376414638,42.3102912902832,32.125,47.95943069458008,31.25,4.880779691749773
LONG,2.0,35.0,5.0,60,16,2257,1981,271,5,0.8777137793531237,320.75,0.14211343228816986,1.0334663640869135,53.8455924987793,36.5,60.848472595214844,38.25,3.7487815684537
LONG,2.0,35.0,5.0,60,17,2151,1901,245,5,0.8837749883774988,903.75,0.42015340924263,1.105032250566564,53.37459182739258,37.25,56.578453063964844,35.75,3.5662482566248257
LONG,2.0,35.0,5.0,60,18,2310,1951,356,3,0.8445887445887446,-2725.0,-1.1796536445617676,0.7816506410256411,83.63322448730469,53.875,93.32434844970703,59.875,2.5562770562770565
LONG,2.0,35.0,5.0,60,19,2203,1901,297,5,0.8629142078983205,-972.0,-0.44121652841567993,0.9072253507683498,51.94257736206055,38.5,53.031776428222656,34.5,3.4112573763050387
