side,zscore_threshold,stop_points,target_points,horizon_bars,window,trades,wins,losses,timeouts,win_rate,total_points,mean_result_points,profit_factor,mean_mfe,median_mfe,mean_mae,median_mae,mean_holding_bars
LONG,1.5,5.0,5.0,10,16,5114,2037,2990,87,0.39831834180680487,-4695.25,-0.9181169271469116,0.6869050595982329,22.545072555541992,15.0,23.43243980407715,15.0,1.5723504106374657
LONG,1.5,5.0,5.0,10,17,5131,2108,2994,29,0.4108360943285909,-4420.25,-0.8614792227745056,0.7050216883550217,22.76471519470215,16.0,22.623075485229492,14.5,1.3973884233092964
LONG,1.5,5.0,5.0,10,18,5490,1709,3764,17,0.31129326047358835,-10265.0,-1.8697632551193237,0.4547361990890137,34.03943634033203,21.75,35.419673919677734,23.75,1.192167577413479
LONG,1.5,5.0,5.0,10,19,5091,2083,3002,6,0.4091534079748576,-4586.25,-0.9008544683456421,0.6944536975349767,21.837753295898438,15.25,23.548860549926758,14.5,1.3413867609506973
LONG,1.5,5.0,5.0,10,20,4945,1990,2910,45,0.4024266936299292,-4595.25,-0.9292719960212708,0.6850303300318722,28.60394287109375,18.5,28.523862838745117,16.25,1.455005055611729
LONG,1.5,5.0,5.0,10,21,5433,2016,3400,17,0.37106570955273327,-6928.25,-1.2752162218093872,0.5928570379185215,30.8399600982666,20.0,30.235551834106445,20.0,1.2131419105466592
LONG,1.5,5.0,5.0,10,22,5382,1676,3706,0,0.3114083983649201,-10150.0,-1.885915994644165,0.45223961144090663,38.880062103271484,25.0,38.30537033081055,23.75,1.1105536975102193
LONG,1.5,5.0,10.0,10,1,5266,951,2735,1580,0.1805924800607672,-668.5,-0.12694644927978516,0.9533902736621928,7.957842826843262,5.5,8.342906951904297,5.5,5.737561716672997
LONG,1.5,5.0,10.0,10,2,4922,637,2070,2215,0.12941893539211702,128.75,0.02615806646645069,1.0113829763720354,6.017929553985596,4.25,6.495378017425537,4.0,6.7456318569687115
LONG,1.5,5.0,10.0,10,3,5211,1463,3226,522,0.2807522548455191,69.0,0.013241220265626907,1.0042400872597668,18.674821853637695,11.0,20.664363861083984,12.25,2.997697179044329
