side,hmm_state,zscore,volatility_regime,observations,sl_points,tp_points,horizon,wins,losses,timeouts,win_rate,loss_rate,timeout_rate,expectancy_R,profit_factor,median_win_time,median_loss_time,mean_mfe,median_mfe,mean_mae,median_mae,mfe_mae_ratio,window_count
LONG,0,1.5,<20,48077,7.5,100.0,20,562,47515,11224,0.011689581296669926,0.98831041870333,0.23345882646587765,-0.832449334747731,0.15770458451717004,10.0,3.0,15.500155999750401,7.75,11.099023441562494,9.25,1.396533314967783,22
LONG,0,1.5,<20,48077,7.5,100.0,30,823,47254,9197,0.017118372610603824,0.9828816273893962,0.19129729392432973,-0.7546366592480118,0.232220200053611,14.0,3.0,16.994399608960627,8.0,11.602367036212742,9.5,1.4647355626587693,22
LONG,0,1.5,<20,48077,7.5,100.0,60,1536,46541,6031,0.03194874888200179,0.9680512511179982,0.12544459928864113,-0.5420679326913076,0.4400421134053845,28.0,3.0,19.32826507477588,8.25,12.710204463672858,10.0,1.5206887607526818,22
LONG,0,1.5,<20,48077,7.5,100.0,120,2519,45558,3274,0.05239511616781413,0.9476048838321859,0.06809909104145434,-0.24900333492799742,0.7372287340679282,48.0,2.0,21.289920336127462,8.25,13.553019115169416,10.0,1.5708618246024906,22
LONG,0,1.5,<20,48077,7.5,125.0,10,159,47918,15697,0.0033071947084884665,0.9966928052915115,0.32649707760467583,-0.9415728934833704,0.055302808965315746,5.0,3.0,12.959039665536535,7.5,10.048489922416124,8.75,1.289650461471586,22
LONG,0,1.5,<20,48077,7.5,125.0,20,321,47756,11455,0.0066767893171370924,0.9933232106828629,0.23826361877820995,-0.882043388730578,0.11202780802412263,10.0,3.0,15.603282234748425,7.75,11.102637435780103,9.25,1.4053671773937464,22
LONG,0,1.5,<20,48077,7.5,125.0,30,503,47574,9480,0.010462383260186784,0.9895376167398132,0.1971836845061048,-0.8151645624033668,0.17621670099914521,15.0,3.0,17.17930611311022,8.0,11.615055015911974,9.5,1.4790550789105632,22
LONG,0,1.5,<20,48077,7.5,125.0,60,927,47150,6555,0.01928156914948936,0.9807184308505107,0.13634378184994905,-0.659358945025688,0.327677624602333,28.0,3.0,19.716356053830314,8.25,12.740972814443497,10.0,1.5474765028522266,22
LONG,0,1.5,<20,48077,7.5,125.0,120,1706,46371,3896,0.03548474322441084,0.9645152567755891,0.08103667034132746,-0.37310286970207507,0.6131705879393012,54.0,3.0,22.08170226927637,8.25,13.636530981550429,10.0,1.619304961001581,22
LONG,0,1.5,<20,48077,10.0,20.0,10,11094,36983,10475,0.23075483079227074,0.7692451692077292,0.21787965139255777,-0.30773550762318774,0.599951328988995,3.0,3.0,11.814147097364645,8.75,10.663024939160097,10.25,1.107954559308685,22
LONG,0,1.5,<20,48077,10.0,20.0,20,13787,34290,4928,0.28676914116937413,0.7132308588306259,0.1025022359964224,-0.1396925764918776,0.8041411490230388,4.0,2.0,13.000358799425921,9.75,11.540923934521706,10.75,1.126457367987557,22
LONG,0,1.5,<20,48077,10.0,20.0,30,14685,33392,3173,0.30544751128398195,0.694552488716018,0.06599829440272896,-0.08365746614805414,0.8795519885002395,4.0,2.0,13.451281277949954,10.0,11.875460199263681,11.0,1.1326955799813112,22
LONG,0,1.5,<20,48077,10.0,20.0,60,15474,32603,1403,0.321858685026104,0.6781413149738961,0.029182353308234706,-0.0344239449216881,0.9492378002024353,5.0,2.0,13.998372402604156,10.25,12.555530711150862,11.0,1.1149168222870796,22
LONG,0,1.5,<20,48077,10.0,20.0,120,15911,32166,553,0.3309482704827672,0.6690517295172328,0.011502381596189446,-0.007155188551698388,0.9893054778337375,5.0,2.0,14.182457308068306,10.5,12.70671006926389,11.0,1.1161392076123688,22
LONG,0,1.5,<20,48077,10.0,25.0,10,7878,40199,12885,0.16386213782057948,0.8361378621794205,0.2680075711878861,-0.42648251762797185,0.4899375606358367,4.0,3.0,12.51526717557252,8.75,10.924740520415167,10.5,1.145589421751951,22
LONG,0,1.5,<20,48077,10.0,25.0,20,10808,37269,6456,0.2248060403103355,0.7751939596896645,0.13428458514466377,-0.21317885891382582,0.7249993292012128,5.0,3.0,14.025781558749506,9.75,11.958363666618133,11.0,1.1728846813634366,22
LONG,0,1.5,<20,48077,10.0,25.0,30,11949,36128,4130,0.24853880233791625,0.7514611976620837,0.08590386255381992,-0.1301141918172931,0.8268517493356953,6.0,3.0,14.673986521621565,10.0,12.400778958753666,11.25,1.1833116750511266,22
LONG,0,1.5,<20,48077,10.0,25.0,60,13048,35029,1741,0.27139796576325476,0.7286020342367452,0.0362127420596127,-0.05010711982860827,0.9312284107453824,7.0,2.0,15.454598872641803,10.25,13.30813070699087,11.25,1.161289982260497,22
LONG,0,1.5,<20,48077,10.0,25.0,120,13560,34517,707,0.282047548723922,0.717952451276078,0.014705576471077647,-0.012833579466272949,0.9821247501231277,7.0,2.0,15.73780601951037,10.5,13.551724317241092,11.5,1.161313914826916,22
LONG,0,1.5,<20,48077,10.0,35.0,10,4119,43958,16034,0.08567506291989933,0.9143249370801007,0.3335066663893338,-0.614462216860453,0.32796078074525686,5.0,4.0,13.358965825654678,8.75,11.130634190985294,10.5,1.200198083634274,22
LONG,0,1.5,<20,48077,10.0,35.0,20,6680,41397,9163,0.1389437776899557,0.8610562223100443,0.1905900950558479,-0.3747530003951994,0.5647752252578689,7.0,4.0,15.431048110323024,9.75,12.361555421511326,11.25,1.2483095843642968,22
LONG,0,1.5,<20,48077,10.0,35.0,30,8056,40021,6165,0.16756453189674897,0.8324354681032511,0.12823179482912828,-0.24595960646462967,0.7045301216861148,9.0,3.0,16.366058614306215,10.0,12.909733344426648,11.5,1.2677301829298993,22
LONG,0,1.5,<20,48077,10.0,35.0,60,9694,38383,2658,0.2016348773841962,0.7983651226158038,0.055286311541901535,-0.0926430517711172,0.8839590443686007,12.0,3.0,17.524341161054142,10.25,14.034444744888408,11.75,1.2486665115438085,22
