target_points,horizon_bars,feature,gain_normalized
15.0,20,past_return_3,0.0050441599229261985
15.0,20,abs_zscore_5,0.004952846028442893
15.0,20,zscore_5,0.004738196320388289
15.0,20,log_return,0.004497014518295016
15.0,20,return,0.004443636419074167
15.0,20,normalized_ou_residual_30,0.004175618612429216
15.0,20,long_return,0.0034103154792406018
15.0,20,direction_15,0.0022054821408043304
15.0,20,vwap_side,0.0014257106841320084
15.0,20,zscore_direction_5,0.000979923088813112
15.0,20,direction_60,0.0009227075469901873
15.0,20,zscore_direction_60,0.00048602128490096046
15.0,20,direction_1,0.00045750875558171956
15.0,20,direction_30,0.00034270233785112697
15.0,20,direction_10,0.00015103134016195932
15.0,20,direction_5,0.0
15.0,20,past_return_1,0.0
15.0,20,zscore_direction_15,0.0
15.0,20,zscore_direction_30,0.0
15.0,30,atr_5,0.07398162116961819
15.0,30,atr_15,0.04385374371139776
15.0,30,atr_60,0.032019508470382006
15.0,30,rolling_range_60,0.014438316891235965
15.0,30,rolling_range_30,0.014054850054283937
15.0,30,atr_30,0.01380249143888553
15.0,30,true_range,0.013187286621403126
15.0,30,typical_price,0.013099919694165388
15.0,30,vwap,0.012053935611177059
15.0,30,minutes_until_rth_close,0.011959307161825044
15.0,30,rolling_mean_15,0.011435824579426221
15.0,30,rolling_mean_60,0.011334208195053395
15.0,30,close,0.011216003625165848
15.0,30,rolling_mean_30,0.010932458963777338
15.0,30,minutes_since_rth_open,0.0109017894026779
15.0,30,low,0.010892642085396108
15.0,30,variance_60,0.010839187185324374
15.0,30,high,0.010544849781408197
15.0,30,rth_progress,0.010438693598622368
15.0,30,rolling_mean_5,0.010212230762200696
15.0,30,vwap_distance_pct,0.010003224370025453
15.0,30,log_price,0.00989189896998661
15.0,30,realized_vol_15,0.009855458202461401
15.0,30,realized_vol_30,0.009587462858429976
15.0,30,rolling_std_60,0.00942996818394888
15.0,30,realized_vol_60,0.00942612470438083
15.0,30,vwap_distance,0.009360149835369416
15.0,30,variance_30,0.009113793239174854
15.0,30,rolling_range_5,0.00901475613049808
15.0,30,open,0.008803515961127622
15.0,30,ou_residual_30,0.008655990651320843
15.0,30,vol_ratio_30_60,0.008649303688712064
15.0,30,half_life_60,0.008563285527218665
15.0,30,mean_reversion_speed_120,0.008548004574896325
15.0,30,ou_residual_120,0.008387557319587185
15.0,30,ar1_coefficient_120,0.00838637234465707
15.0,30,vol_ratio_15_60,0.008287090763804458
15.0,30,normalized_range_60,0.008261059388695728
15.0,30,normalized_vwap_distance,0.008091002902282136
15.0,30,displacement_60,0.008025352820931446
15.0,30,mean_distance_30,0.007814239134036359
15.0,30,log_return_60,0.007752413174048776
15.0,30,rolling_range_15,0.007721461821347475
15.0,30,mean_reversion_speed_30,0.00768267877754711
15.0,30,autocorrelation_120,0.0076478465149799986
15.0,30,vol_ratio_15_30,0.007615733847376846
15.0,30,log_zscore_60,0.007609068039095118
15.0,30,variance_ratio_5_60,0.0076012080978779565
15.0,30,mean_distance_60,0.007598599662915582
15.0,30,normalized_ou_residual_120,0.007594629168687831
15.0,30,return_60,0.007578063800576187
15.0,30,displacement_15,0.007454494502217997
15.0,30,return_15,0.007449098352697634
15.0,30,normalized_range_15,0.007439220523727792
15.0,30,ou_residual_60,0.007403936536450472
15.0,30,abs_zscore_60,0.007382630769695554
15.0,30,zscore_60,0.007368797325484809
15.0,30,return_30,0.007321301049419812
15.0,30,normalized_range_30,0.0072797564346165885
15.0,30,variance_5,0.007253118458070925
15.0,30,ar1_coefficient_60,0.007207356326814208
15.0,30,past_return_15,0.007184301126038744
15.0,30,ar1_coefficient_30,0.007171378337911197
15.0,30,past_return_30,0.007170833203764189
15.0,30,mean_reversion_speed_60,0.0071583882062917666
15.0,30,half_life_120,0.00714534121964659
15.0,30,vol_ratio_5_30,0.007110936921976861
15.0,30,past_return_10,0.007080238534226304
15.0,30,rolling_std_30,0.00700378038787416
15.0,30,displacement_30,0.006938971734295289
15.0,30,rolling_std_15,0.006918360235258227
15.0,30,mean_distance_15,0.006897296468239455
15.0,30,mean_distance_5,0.0068956064725560805
15.0,30,log_return_10,0.006855640826480729
15.0,30,log_return_15,0.006844753022527411
15.0,30,log_return_30,0.006842954195148888
15.0,30,autocorrelation_30,0.006786808726333436
15.0,30,log_zscore_15,0.006779608959775595
15.0,30,vol_ratio_5_15,0.006743699179164001
15.0,30,half_life_30,0.006659471452058781
15.0,30,displacement_10,0.006631319743714162
15.0,30,variance_ratio_5_30,0.00662335589350689
15.0,30,vol_ratio_5_60,0.006616614692445312
15.0,30,autocorrelation_60,0.006604360926541544
15.0,30,log_return_5,0.00655016540327952
15.0,30,realized_vol_5,0.006533127411135605
15.0,30,return_10,0.006532617600723391
15.0,30,abs_zscore_15,0.006435332121327519
15.0,30,rolling_std_5,0.0063645414387186365
15.0,30,log_zscore_30,0.006113024517184212
15.0,30,log_zscore_5,0.006058071861930546
15.0,30,normalized_ou_residual_60,0.005996180398921881
15.0,30,zscore_15,0.0059657045640051365
15.0,30,volume,0.005958983807691506
15.0,30,return_5,0.005775873061446916
15.0,30,abs_zscore_30,0.005699319853669121
15.0,30,past_return_5,0.0056491268443919366
15.0,30,displacement_5,0.005630417438667445
15.0,30,return_1,0.005511123043972822
15.0,30,displacement_1,0.005503317097290641
15.0,30,zscore_30,0.005496930907524768
15.0,30,short_return,0.005344512184993142
15.0,30,normalized_range_5,0.0052489776474734144
15.0,30,past_return_3,0.00520126512717633
15.0,30,zscore_5,0.005121051755157255
15.0,30,abs_zscore_5,0.004987164156600123
15.0,30,log_return_1,0.004820348498816159
15.0,30,normalized_ou_residual_30,0.004757835352349849
15.0,30,return,0.004707291944041138
15.0,30,log_return,0.004248183508891435
15.0,30,long_return,0.004101993854246324
15.0,30,direction_15,0.0014688429267456133
15.0,30,vwap_side,0.0010368701824474903
15.0,30,zscore_direction_60,0.0006820401176810265
15.0,30,direction_10,0.00026690117305233364
15.0,30,direction_30,0.00025294315336006027
15.0,30,direction_1,0.0
15.0,30,direction_5,0.0
15.0,30,direction_60,0.0
15.0,30,past_return_1,0.0
15.0,30,zscore_direction_15,0.0
15.0,30,zscore_direction_30,0.0
15.0,30,zscore_direction_5,0.0
15.0,60,atr_15,0.039774992769317966
15.0,60,atr_60,0.02816281436632077
15.0,60,atr_30,0.026998925111478285
15.0,60,atr_5,0.023599240352355298
15.0,60,minutes_until_rth_close,0.014006868403937136
15.0,60,realized_vol_15,0.01385016389013756
15.0,60,typical_price,0.013649305195680686
15.0,60,rth_progress,0.01338660561790069
15.0,60,rolling_range_5,0.013101740540670497
15.0,60,vwap,0.012990148471934455
15.0,60,log_price,0.012609150149815139
15.0,60,rolling_range_30,0.012588815497500556
15.0,60,close,0.012540760006578196
15.0,60,rolling_range_60,0.012404539888458592
15.0,60,rolling_mean_60,0.012307390526291869
15.0,60,rolling_mean_30,0.012162739499693825
15.0,60,minutes_since_rth_open,0.011671997872846467
15.0,60,rolling_mean_15,0.011525045636863936
15.0,60,low,0.011510919956933884
15.0,60,rolling_mean_5,0.011230672354854289
15.0,60,rolling_std_30,0.010920872845287834
15.0,60,realized_vol_30,0.010380391474990617
15.0,60,vwap_distance_pct,0.01017288766091778
15.0,60,high,0.010109445967134974
15.0,60,variance_60,0.009955389824296747
15.0,60,realized_vol_60,0.009937870715345656
15.0,60,variance_30,0.00988287523034073
15.0,60,vwap_distance,0.009817355223709629
15.0,60,normalized_vwap_distance,0.009767905897682621
15.0,60,rolling_std_60,0.009237833542837984
15.0,60,normalized_range_60,0.009108642470978555
15.0,60,ar1_coefficient_120,0.009107382790673347
15.0,60,open,0.009000376354725588
15.0,60,ou_residual_120,0.008968326085734935
15.0,60,mean_reversion_speed_120,0.00893148152335059
15.0,60,ou_residual_60,0.008910345734052715
15.0,60,vol_ratio_30_60,0.008772424045240595
15.0,60,ou_residual_30,0.008664965973280016
15.0,60,vol_ratio_15_60,0.008647983760706015
15.0,60,normalized_ou_residual_120,0.008609300723210686
15.0,60,true_range,0.008592717039088408
15.0,60,half_life_60,0.008571146344322534
15.0,60,mean_distance_60,0.008570189698643628
15.0,60,displacement_60,0.008566775337039005
15.0,60,vol_ratio_15_30,0.008561438570419947
15.0,60,mean_distance_30,0.008534435204984177
15.0,60,mean_distance_15,0.008466521433244148
15.0,60,mean_reversion_speed_60,0.008380508427286432
15.0,60,normalized_range_30,0.00836999315236296
15.0,60,rolling_range_15,0.00823501426549185
15.0,60,return_30,0.008203745331792604
15.0,60,autocorrelation_120,0.008187783948544945
15.0,60,log_return_60,0.008166400338744833
15.0,60,log_zscore_60,0.008149772993333283
15.0,60,return_60,0.008134187221349705
15.0,60,ar1_coefficient_60,0.008109784219413996
15.0,60,rolling_std_15,0.007879503492620728
15.0,60,return_15,0.0077907694725408445
15.0,60,mean_reversion_speed_30,0.007781808486297017
15.0,60,log_return_15,0.007750488950737885
15.0,60,displacement_30,0.007709935640117952
15.0,60,variance_ratio_5_60,0.007636934186198882
15.0,60,displacement_15,0.00761434750720149
15.0,60,normalized_range_15,0.007598184359570344
15.0,60,ar1_coefficient_30,0.00758483460439103
15.0,60,past_return_15,0.0075655837011124405
15.0,60,past_return_30,0.00752664033678316
15.0,60,log_return_30,0.007509641859325625
15.0,60,zscore_60,0.007354718322555224
15.0,60,vol_ratio_5_15,0.007339969898263614
15.0,60,autocorrelation_60,0.007289680807540814
15.0,60,realized_vol_5,0.007272362664696716
15.0,60,vol_ratio_5_60,0.007264008967294579
15.0,60,variance_5,0.007250399439639989
15.0,60,autocorrelation_30,0.007216063638528188
15.0,60,abs_zscore_60,0.007108751573555526
15.0,60,return_10,0.007099780653204236
15.0,60,normalized_ou_residual_60,0.0070867992804518765
15.0,60,half_life_120,0.006997955807795127
15.0,60,displacement_10,0.006861296837173757
15.0,60,log_zscore_15,0.006849600534353938
15.0,60,vol_ratio_5_30,0.006830638518468255
15.0,60,past_return_10,0.006587871549917119
15.0,60,variance_ratio_5_30,0.006554718484126386
15.0,60,half_life_30,0.006417023771930309
15.0,60,volume,0.006387790243717886
15.0,60,rolling_std_5,0.006361270589487893
15.0,60,log_zscore_30,0.006342194442238126
15.0,60,log_zscore_5,0.006338534144950765
15.0,60,mean_distance_5,0.0062095304906723044
15.0,60,log_return_10,0.006101804486076746
15.0,60,abs_zscore_30,0.00591880034300543
15.0,60,normalized_range_5,0.005760866705150832
15.0,60,displacement_5,0.0057455565381262985
15.0,60,return_5,0.005701263169092792
15.0,60,abs_zscore_15,0.005618720670186338
15.0,60,zscore_30,0.005618309446920951
15.0,60,zscore_15,0.005507039238831827
15.0,60,past_return_3,0.005419543345591852
15.0,60,log_return_5,0.005410457373641077
15.0,60,past_return_5,0.0053499746801597735
15.0,60,log_return_1,0.005153121770403925
15.0,60,return_1,0.005079396157747223
15.0,60,short_return,0.004943874337533046
15.0,60,zscore_5,0.004813479004605185
15.0,60,abs_zscore_5,0.0047458198941534475
15.0,60,displacement_1,0.00456098326720253
15.0,60,return,0.0045433764102026115
15.0,60,log_return,0.00435546665851559
15.0,60,normalized_ou_residual_30,0.003317733162215778
15.0,60,long_return,0.0031137916902523664
15.0,60,direction_15,0.002056485241545098
15.0,60,zscore_direction_60,0.0016804234834299201
15.0,60,vwap_side,0.0014574078044721059
15.0,60,direction_60,0.0008896284714518558
15.0,60,direction_30,0.0006154607094469524
15.0,60,zscore_direction_5,0.0003081133445015266
15.0,60,past_return_1,0.00028263280789057416
15.0,60,direction_5,0.0001835418598992484
15.0,60,direction_1,0.0
15.0,60,direction_10,0.0
15.0,60,zscore_direction_15,0.0
15.0,60,zscore_direction_30,0.0
15.0,120,atr_30,0.0408520663511895
15.0,120,atr_15,0.01709627089578481
15.0,120,minutes_until_rth_close,0.015557716689294293
15.0,120,rolling_range_30,0.01518304885498115
15.0,120,atr_60,0.014584274474708806
15.0,120,rolling_mean_15,0.014484045849669547
15.0,120,rth_progress,0.014224171993278321
15.0,120,rolling_mean_30,0.013985701836645603
15.0,120,close,0.013886365729073683
15.0,120,vwap,0.013719790526444004
15.0,120,typical_price,0.013664133758062408
15.0,120,rolling_mean_60,0.013296582115193209
15.0,120,low,0.013185909505756129
15.0,120,atr_5,0.012860398074345929
15.0,120,mean_distance_15,0.012642516266731988
15.0,120,minutes_since_rth_open,0.0126202827585595
15.0,120,log_price,0.01251308996939943
15.0,120,rolling_mean_5,0.012149771542421408
15.0,120,vwap_distance_pct,0.012011177039572172
15.0,120,rolling_range_15,0.011930593932490973
15.0,120,half_life_60,0.011876537508907773
15.0,120,variance_30,0.011629747936413401
15.0,120,high,0.011612053517074812
15.0,120,realized_vol_15,0.011541826606151603
15.0,120,realized_vol_60,0.011471170665962356
15.0,120,ar1_coefficient_120,0.011012648409675984
15.0,120,vwap_distance,0.010837727226316929
15.0,120,ou_residual_30,0.01032482103134195
15.0,120,rolling_range_60,0.010310037061572075
15.0,120,open,0.01019073867549499
15.0,120,variance_60,0.010164199618711359
15.0,120,true_range,0.010138274613945257
15.0,120,normalized_vwap_distance,0.010090053702394167
15.0,120,realized_vol_30,0.009806713000649498
15.0,120,vol_ratio_15_60,0.009772371722473985
15.0,120,mean_reversion_speed_60,0.009736600110218638
15.0,120,displacement_60,0.009602430365270092
15.0,120,mean_reversion_speed_120,0.00959404535768997
15.0,120,half_life_120,0.00957113400190359
15.0,120,rolling_std_60,0.009356034742224784
15.0,120,mean_distance_30,0.009353067881117264
15.0,120,normalized_range_60,0.009271074662960711
15.0,120,ar1_coefficient_60,0.009178872730228164
15.0,120,autocorrelation_120,0.009116440656639281
15.0,120,ou_residual_120,0.009041758653308665
15.0,120,rolling_std_15,0.008899435888798464
15.0,120,return_60,0.008863122135932957
15.0,120,vol_ratio_30_60,0.008765787906235173
15.0,120,vol_ratio_15_30,0.008662848245529901
15.0,120,mean_distance_60,0.008408267095330216
15.0,120,autocorrelation_60,0.008354411216541416
15.0,120,log_zscore_60,0.008291150908917189
15.0,120,rolling_std_30,0.008291107048058794
15.0,120,displacement_30,0.008213959723001435
15.0,120,variance_ratio_5_60,0.008111304359599239
15.0,120,return_15,0.008073762547047366
15.0,120,log_return_15,0.008040414990058966
15.0,120,log_return_60,0.007985062875031005
15.0,120,normalized_range_30,0.007972263088006349
15.0,120,mean_reversion_speed_30,0.00791202223904076
15.0,120,half_life_30,0.007879479411279871
15.0,120,normalized_ou_residual_120,0.007877147224332606
15.0,120,displacement_15,0.007801091098891837
15.0,120,ar1_coefficient_30,0.007698311403925929
15.0,120,ou_residual_60,0.007678711720343147
15.0,120,log_return_10,0.007652570981354941
15.0,120,return_10,0.007652530845786844
15.0,120,zscore_60,0.007642727456099931
15.0,120,past_return_30,0.007603046085153308
15.0,120,return_30,0.007593921230485042
15.0,120,vol_ratio_5_60,0.007551901086810089
15.0,120,past_return_15,0.00751021783798933
15.0,120,normalized_range_15,0.007464937577467589
15.0,120,log_return_30,0.007419167286051171
15.0,120,displacement_10,0.007147772104612419
15.0,120,realized_vol_5,0.007057160737791232
15.0,120,abs_zscore_60,0.006970349277946211
15.0,120,autocorrelation_30,0.006920787417108104
15.0,120,rolling_range_5,0.00690623904977526
15.0,120,variance_5,0.006835120075958825
15.0,120,vol_ratio_5_15,0.00681358582473227
15.0,120,log_zscore_30,0.006761110942101195
15.0,120,past_return_10,0.006684015017180215
15.0,120,variance_ratio_5_30,0.006339412249092545
15.0,120,volume,0.006268125736997241
15.0,120,return_5,0.006120174546681699
15.0,120,log_zscore_15,0.006107722863643652
15.0,120,log_return_5,0.006052012699434445
15.0,120,vol_ratio_5_30,0.005881867304976497
15.0,120,displacement_5,0.005850892913128648
15.0,120,abs_zscore_15,0.005845682983774515
15.0,120,normalized_ou_residual_60,0.0057897989394231925
15.0,120,mean_distance_5,0.005786548546027569
15.0,120,return_1,0.005667177960276604
15.0,120,rolling_std_5,0.0055528840360542136
15.0,120,past_return_5,0.0054159134493342465
15.0,120,displacement_1,0.005380851926193351
15.0,120,zscore_30,0.005332162648084618
15.0,120,abs_zscore_30,0.00526519854819136
15.0,120,zscore_15,0.005222261085041932
15.0,120,normalized_range_5,0.0051821730809197535
15.0,120,log_return_1,0.004991086554669198
15.0,120,past_return_3,0.004918862056608002
15.0,120,log_zscore_5,0.004823544428550771
15.0,120,return,0.004816866235896235
15.0,120,abs_zscore_5,0.004764437231989134
15.0,120,zscore_5,0.004753453413113242
15.0,120,log_return,0.0045751600659319335
15.0,120,normalized_ou_residual_30,0.004284562044111746
15.0,120,short_return,0.004217124993114599
15.0,120,long_return,0.002833709869134639
15.0,120,direction_15,0.0010838646973882402
15.0,120,direction_60,0.0007841548039799644
15.0,120,zscore_direction_60,0.0005636072684345501
15.0,120,zscore_direction_5,0.0003485090232321194
15.0,120,direction_30,0.00016507989771309353
15.0,120,direction_1,0.0
15.0,120,direction_10,0.0
15.0,120,direction_5,0.0
15.0,120,past_return_1,0.0
15.0,120,vwap_side,0.0
15.0,120,zscore_direction_15,0.0
15.0,120,zscore_direction_30,0.0
20.0,5,atr_5,0.12226993590593338
20.0,5,atr_15,0.05082891083189419
20.0,5,atr_30,0.0211908106159951
20.0,5,variance_30,0.015082006653149923
20.0,5,variance_60,0.012228328446369795
20.0,5,realized_vol_60,0.01193000522575208
20.0,5,rth_progress,0.011327332484402828
20.0,5,minutes_until_rth_close,0.011187093443281594
20.0,5,true_range,0.010564809155073903
20.0,5,minutes_since_rth_open,0.010552310983517341
20.0,5,ou_residual_60,0.010430043962384974
20.0,5,atr_60,0.01019351612333031
20.0,5,realized_vol_15,0.009672528387801279
20.0,5,rolling_range_5,0.009586499006088291
20.0,5,rolling_range_15,0.009489057652120079
20.0,5,mean_distance_15,0.009419722083423818
20.0,5,close,0.009252006210209359
20.0,5,rolling_range_30,0.009133106019968787
20.0,5,high,0.008953546051911655
20.0,5,realized_vol_30,0.008800558790209748
20.0,5,rolling_mean_30,0.008666223691155514
20.0,5,vwap_distance_pct,0.008641124281677463
20.0,5,rolling_mean_60,0.008567556561458679
20.0,5,vwap_distance,0.00856268166431359
20.0,5,typical_price,0.008505504068341992
20.0,5,mean_distance_60,0.008291887984211956
20.0,5,rolling_mean_15,0.008136240698929344
20.0,5,rolling_range_60,0.008117919299928915
20.0,5,low,0.007947038836954605
20.0,5,ou_residual_30,0.007875471508928708
20.0,5,mean_distance_5,0.007800366441231398
20.0,5,normalized_vwap_distance,0.0077973767627208005
20.0,5,vwap,0.007740351604297757
20.0,5,variance_ratio_5_30,0.007644135815401872
20.0,5,displacement_10,0.00763527499068351
20.0,5,rolling_std_30,0.007591463359338897
20.0,5,log_zscore_60,0.007567201657885951
20.0,5,rolling_mean_5,0.007513120326967467
20.0,5,return_30,0.007478358357080391
20.0,5,log_return_10,0.007421346137388831
20.0,5,ou_residual_120,0.007386691158726102
20.0,5,rolling_std_5,0.007344226020255259
20.0,5,rolling_std_60,0.007333296284611736
20.0,5,log_return_15,0.007217040052637458
20.0,5,open,0.007168682779939402
20.0,5,return_15,0.007167015978623004
20.0,5,half_life_30,0.007146089481899426
20.0,5,return_60,0.0071331422022056015
20.0,5,vol_ratio_15_60,0.00712569836261017
20.0,5,half_life_60,0.007091541142602052
20.0,5,return_10,0.007086019009529125
20.0,5,log_zscore_30,0.007082379245687099
20.0,5,vol_ratio_5_15,0.007024416079123815
20.0,5,vol_ratio_5_30,0.0070220816525675
20.0,5,zscore_60,0.0069926948774428595
20.0,5,mean_reversion_speed_60,0.00697394081258348
20.0,5,log_zscore_15,0.006929423227640135
20.0,5,normalized_ou_residual_120,0.006928916000539348
20.0,5,abs_zscore_15,0.0068969453263673045
20.0,5,normalized_range_60,0.006889226314212594
20.0,5,log_return_1,0.006888132963684343
20.0,5,log_zscore_5,0.0068780546231816215
20.0,5,displacement_15,0.006872270455850022
20.0,5,variance_ratio_5_60,0.006838544072317225
20.0,5,log_price,0.0068363597660902
20.0,5,mean_distance_30,0.006804647556106959
20.0,5,past_return_30,0.006789797617654715
20.0,5,ar1_coefficient_60,0.006744734211159604
20.0,5,vol_ratio_30_60,0.00670918663741932
20.0,5,variance_5,0.0066689118698594115
20.0,5,normalized_range_15,0.006663877572420807
20.0,5,log_return_30,0.006651762252052625
20.0,5,past_return_15,0.006627250085806563
20.0,5,displacement_30,0.006596619485034829
20.0,5,return_1,0.00658120760428054
20.0,5,vol_ratio_5_60,0.006567486229219607
20.0,5,autocorrelation_120,0.006559764922019981
20.0,5,normalized_range_30,0.006556570574286438
20.0,5,volume,0.006500534247606993
20.0,5,displacement_60,0.006488145694934896
20.0,5,past_return_10,0.006484501108172394
20.0,5,autocorrelation_60,0.006471393829477685
20.0,5,zscore_15,0.006450395410259564
20.0,5,vol_ratio_15_30,0.006426232234973993
20.0,5,realized_vol_5,0.006416413023890484
20.0,5,mean_reversion_speed_120,0.006375522219708988
20.0,5,short_return,0.006357017505381789
20.0,5,ar1_coefficient_120,0.0063540952368861155
20.0,5,mean_reversion_speed_30,0.006338877403842551
20.0,5,zscore_30,0.006327242845491994
20.0,5,displacement_1,0.006327099965087005
20.0,5,abs_zscore_60,0.006311563482519151
20.0,5,normalized_range_5,0.006307628914891254
20.0,5,rolling_std_15,0.006230302997643039
20.0,5,past_return_5,0.006213032152681123
20.0,5,log_return_60,0.006199748066830493
20.0,5,displacement_5,0.0061966401879631336
20.0,5,half_life_120,0.006166499706783465
20.0,5,return_5,0.006113204617230665
20.0,5,autocorrelation_30,0.006108300250378393
20.0,5,zscore_5,0.006107425272819542
20.0,5,abs_zscore_30,0.006091922621375748
20.0,5,normalized_ou_residual_60,0.006057956017598155
20.0,5,ar1_coefficient_30,0.006053684822594126
20.0,5,log_return_5,0.005939104494505695
20.0,5,abs_zscore_5,0.005888558380926649
20.0,5,past_return_3,0.005713327277806543
20.0,5,log_return,0.005513611205276989
20.0,5,return,0.0055120827940603094
20.0,5,normalized_ou_residual_30,0.004452114448040014
20.0,5,long_return,0.003510427202508297
20.0,5,vwap_side,0.0015944252455873148
20.0,5,direction_5,0.0014993941877037287
20.0,5,direction_30,0.0012062685785903817
20.0,5,direction_60,0.0010105864410953863
20.0,5,zscore_direction_5,0.00031728968245997314
20.0,5,direction_1,0.0
20.0,5,direction_10,0.0
20.0,5,direction_15,0.0
20.0,5,past_return_1,0.0
20.0,5,zscore_direction_15,0.0
20.0,5,zscore_direction_30,0.0
20.0,5,zscore_direction_60,0.0
20.0,10,atr_5,0.12274046934076718
20.0,10,atr_15,0.04320552789916595
20.0,10,atr_30,0.015636459247963058
20.0,10,realized_vol_30,0.015043517264227072
20.0,10,minutes_until_rth_close,0.014719630946360883
20.0,10,variance_30,0.014007323842850469
20.0,10,rth_progress,0.012864718901082164
20.0,10,variance_60,0.012241189656335683
20.0,10,atr_60,0.011917433856676022
20.0,10,rolling_range_30,0.011282248710769983
20.0,10,minutes_since_rth_open,0.010818227992526122
20.0,10,rolling_range_60,0.010732628272048064
20.0,10,typical_price,0.01069202728658205
20.0,10,rolling_mean_60,0.010653798645805745
20.0,10,rolling_mean_30,0.01027886871071089
20.0,10,true_range,0.010019980060557524
20.0,10,vwap,0.009612071239167736
20.0,10,close,0.009535360127864849
20.0,10,vwap_distance_pct,0.009135573481520018
20.0,10,low,0.008993628412662517
20.0,10,rolling_mean_5,0.008837926179348003
20.0,10,vwap_distance,0.008695956541314012
20.0,10,rolling_mean_15,0.008603112705584084
20.0,10,ou_residual_60,0.008518715921257223
20.0,10,mean_distance_60,0.008476553684366601
20.0,10,high,0.00846873875707388
20.0,10,mean_distance_5,0.00831971104655947
20.0,10,realized_vol_60,0.008205013260954902
20.0,10,log_zscore_60,0.008192982192018203
20.0,10,realized_vol_15,0.008180305339573394
20.0,10,half_life_120,0.00783156082477598
20.0,10,open,0.00781184219799581
20.0,10,rolling_std_60,0.007765803685677903
20.0,10,ou_residual_30,0.00768445006438664
20.0,10,rolling_range_15,0.007669940391289336
20.0,10,displacement_30,0.007604261971123162
20.0,10,normalized_vwap_distance,0.007601728019792409
20.0,10,return_15,0.007601316796527023
20.0,10,ar1_coefficient_120,0.007569984665938786
20.0,10,log_price,0.007507570686617068
20.0,10,ou_residual_120,0.007459075057080814
20.0,10,past_return_30,0.007349679867426555
20.0,10,normalized_range_60,0.007326695801956313
20.0,10,variance_ratio_5_60,0.007316127862958681
20.0,10,mean_reversion_speed_30,0.007315275591931173
20.0,10,ar1_coefficient_30,0.0072946082357139815
20.0,10,zscore_60,0.007223131866859538
20.0,10,vol_ratio_5_60,0.007205515545571134
20.0,10,mean_distance_30,0.007202896311701764
20.0,10,mean_distance_15,0.007172311157254236
20.0,10,rolling_std_30,0.00714815343685803
20.0,10,vol_ratio_30_60,0.007139347382776794
20.0,10,vol_ratio_5_15,0.00713027102340545
20.0,10,vol_ratio_15_60,0.00712654858251058
20.0,10,return_60,0.00709147427585863
20.0,10,mean_reversion_speed_120,0.0070880330832941195
20.0,10,past_return_15,0.00708515334519602
20.0,10,rolling_range_5,0.007030135486274958
20.0,10,abs_zscore_60,0.0070265959061327436
20.0,10,autocorrelation_120,0.006997750672910895
20.0,10,variance_ratio_5_30,0.0069830346009915785
20.0,10,half_life_30,0.006979130962420078
20.0,10,displacement_60,0.0069588951079086175
20.0,10,normalized_range_30,0.0068933786602602114
20.0,10,ar1_coefficient_60,0.006881927428323598
20.0,10,return_30,0.0068592045988355365
20.0,10,mean_reversion_speed_60,0.006846600877387183
20.0,10,log_return_30,0.006830026539752171
20.0,10,log_zscore_15,0.006778479110272158
20.0,10,normalized_ou_residual_120,0.0067743452576299506
20.0,10,rolling_std_15,0.00675003325921439
20.0,10,vol_ratio_5_30,0.006747529819785129
20.0,10,half_life_60,0.00673757183055083
20.0,10,variance_5,0.006715606920243729
20.0,10,log_return_1,0.00664921710267663
20.0,10,vol_ratio_15_30,0.006602011609911209
20.0,10,abs_zscore_15,0.00660047551528329
20.0,10,log_zscore_30,0.006513908372393676
20.0,10,past_return_10,0.006495529320091009
20.0,10,log_zscore_5,0.0064912012922355815
20.0,10,rolling_std_5,0.0064637599335539905
20.0,10,return_1,0.006437952940662702
20.0,10,realized_vol_5,0.006419473394219365
20.0,10,return_10,0.006408264483546927
20.0,10,normalized_range_15,0.006371908954211644
20.0,10,log_return_60,0.006343150455948143
20.0,10,log_return_15,0.006338938549604444
20.0,10,displacement_15,0.006311629322313127
20.0,10,autocorrelation_30,0.0062258340240944
20.0,10,log_return_10,0.006186886546423747
20.0,10,normalized_ou_residual_60,0.006180242790530126
20.0,10,autocorrelation_60,0.006174616227369933
20.0,10,volume,0.006132083678884166
20.0,10,displacement_5,0.006054723369223731
20.0,10,log_return_5,0.006045752825836341
20.0,10,zscore_15,0.006035918924247935
20.0,10,zscore_5,0.005836370245863994
20.0,10,displacement_10,0.005827627566066526
20.0,10,displacement_1,0.005711747122751106
20.0,10,normalized_range_5,0.005700938869267702
20.0,10,zscore_30,0.005578547294828154
20.0,10,past_return_5,0.0055719731996456785
20.0,10,short_return,0.005516554217874294
20.0,10,abs_zscore_30,0.005486154141614125
20.0,10,abs_zscore_5,0.005393564623470108
20.0,10,return_5,0.0053209595360039245
20.0,10,past_return_3,0.005295771551096723
20.0,10,normalized_ou_residual_30,0.005031185424221414
20.0,10,log_return,0.004848647518970427
20.0,10,return,0.004775361332576722
20.0,10,long_return,0.0026037578520897242
20.0,10,zscore_direction_60,0.0018991228259567703
20.0,10,vwap_side,0.0018183930910059384
20.0,10,zscore_direction_5,0.0014760038438474848
20.0,10,direction_60,0.0014494571341423406
20.0,10,direction_30,0.000427096261687222
20.0,10,direction_5,0.00020457744332296507
20.0,10,direction_1,0.0
20.0,10,direction_10,0.0
20.0,10,direction_15,0.0
20.0,10,past_return_1,0.0
20.0,10,zscore_direction_15,0.0
20.0,10,zscore_direction_30,0.0
