target_points,horizon_bars,window,observations,baseline_probability,mean_model_probability,realized_probability,probability_lift_vs_baseline,top_decile_realized_probability,top_decile_lift_vs_baseline,mean_future_mfe
1.0,20,18,891,0.9821336095287416,0.97742033,0.9809203142536476,-0.0012132952750940618,0.9775280898876404,-0.00460551964110123,38.907407407407405
1.0,20,19,1090,0.9794095757876458,0.98236096,0.9853211009174312,0.005911525129785433,0.9908256880733946,0.011416112285748792,42.98922018348624
1.0,20,20,1058,0.9841980510929681,0.98392606,0.9877126654064272,0.003514614313459119,0.9905660377358491,0.006367986642880963,51.69872400756144
1.0,20,21,1144,0.991060642667311,0.9891876,0.9921328671328671,0.0010722244655561042,0.991304347826087,0.00024370515877603083,57.60926573426573
1.0,20,22,235,0.9855212355212355,0.98658407,0.9787234042553191,-0.006797831265916376,0.9583333333333334,-0.027187902187902124,38.793617021276596
1.0,30,1,1239,0.9690694626474443,0.9708062,0.9749798224374495,0.005910359790005204,1.0,0.030930537352555687,25.29862792574657
1.0,30,2,990,0.9691675231243576,0.969915,0.9777777777777777,0.008610254653420135,1.0,0.03083247687564239,22.175757575757576
1.0,30,3,1468,0.9815828770532603,0.9829331,0.9829700272479565,0.0013871501946961518,0.9727891156462585,-0.008793761407001832,39.95759536784741
1.0,30,4,1739,0.976046511627907,0.984929,0.9781483611270846,0.002101849499177577,0.9827586206896551,0.006712109061748128,42.2673950546291
1.0,30,5,1352,0.9716064757160647,0.9837876,0.977810650887574,0.006204175171509285,0.9926470588235294,0.021040583107464705,46.09134615384615
1.0,30,6,1369,0.9783014465702287,0.98187804,0.9788166544923301,0.0005152079221014683,0.9781021897810219,-0.0001992567892067365,34.91216216216216
1.0,30,7,1207,0.9714047751249306,0.977089,0.9652029826014913,-0.006201792523439331,0.9834710743801653,0.012066299255234725,29.034382767191385
1.0,30,8,1306,0.9702349869451697,0.975127,0.9693721286370597,-0.0008628583081100594,0.9694656488549618,-0.0007693380902079605,28.21190658499234
1.0,30,9,1008,0.9680544645195077,0.9730856,0.9662698412698413,-0.0017846232496664394,0.9603960396039604,-0.007658424915547357,29.24826388888889
1.0,30,10,897,0.9737487733071639,0.9710548,0.9721293199554069,-0.0016194533517570608,0.9666666666666667,-0.007082106640497243,28.439241917502788
1.0,30,11,1085,0.965675057208238,0.96428704,0.9594470046082949,-0.006228052599943079,0.944954128440367,-0.020720928767871016,27.55898617511521
1.0,30,12,1208,0.9774869109947644,0.96497923,0.9718543046357616,-0.005632606359002756,0.9834710743801653,0.005984163385400976,30.433153973509935
1.0,30,13,1287,0.9837670703426952,0.97058797,0.9844599844599845,0.0006929141172893338,1.0,0.01623292965730483,32.55982905982906
1.0,30,14,1246,0.9845208845208845,0.9800893,0.9887640449438202,0.00424316042293571,1.0,0.015479115479115513,50.52808988764045
1.0,30,15,1000,0.9865083648138154,0.9785796,0.991,0.004491635186184562,0.98,-0.006508364813815448,39.48725
1.0,30,16,1131,0.9855838539163864,0.9893241,0.9840848806366048,-0.0014989732797815458,0.9911504424778761,0.005566588561489727,61.5499557913351
1.0,30,17,998,0.9812916453100974,0.9822617,0.9779559118236473,-0.00333573348645011,0.99,0.008708354689902609,44.10170340681363
1.0,30,18,891,0.9860176074572761,0.98212457,0.9820426487093153,-0.003974958747960722,0.9887640449438202,0.0027464374865441288,45.833052749719414
1.0,30,19,1090,0.9833788141900273,0.98550475,0.9880733944954129,0.0046945803053856094,0.9908256880733946,0.007446873883367289,52.45940366972477
1.0,30,20,1058,0.9873584408743745,0.9862603,0.9886578449905482,0.0012994041161736858,1.0,0.012641559125625479,64.25685255198488
1.0,30,21,1144,0.99251026818072,0.9902807,0.9947552447552448,0.0022449765745248262,1.0,0.007489731819280032,70.49213286713287
1.0,30,22,235,0.9884169884169884,0.98883903,0.9829787234042553,-0.0054382650127331456,0.9166666666666666,-0.07175032175032181,44.56382978723404
2.0,5,1,1239,0.836959370904325,0.86478776,0.8531073446327684,0.016147973728443343,0.9354838709677419,0.09852450006341684,10.357546408393866
2.0,5,2,990,0.8455806783144912,0.8538523,0.8636363636363636,0.018055685321872406,0.8888888888888888,0.0433082105743976,9.63560606060606
2.0,5,3,1468,0.9131408661025385,0.92204696,0.9155313351498637,0.0023904690473252055,0.9523809523809523,0.0392400862784138,17.900544959128066
2.0,5,4,1739,0.9088372093023256,0.93481016,0.9102932719953997,0.0014560626930740783,0.9137931034482759,0.004955894145950324,16.90037377803335
2.0,5,5,1352,0.9006226650062267,0.920259,0.9090236686390533,0.008401003632826587,0.9852941176470589,0.0846714526408322,17.08117603550296
2.0,5,6,1369,0.9008399440037331,0.9161106,0.8999269539810081,-0.0009129900227250465,0.9416058394160584,0.040765895412325226,15.697772096420746
2.0,5,7,1207,0.8750694058856191,0.8922684,0.8889809444904723,0.013911538604853169,0.9586776859504132,0.08360828006479415,12.635666942833472
2.0,5,8,1306,0.8631853785900784,0.8890761,0.889739663093415,0.026554284503336634,0.9007633587786259,0.03757798018854752,11.970903522205207
2.0,5,9,1008,0.8586017282010998,0.88337356,0.8720238095238095,0.013422081322709722,0.9603960396039604,0.10179431140286055,11.323660714285714
