side,window,hmm_state,zscore_threshold,observations,mean_mfe_30,median_mfe_30,mean_mae_30,median_mae_30,mfe_ge_20,mfe_ge_50,mfe_ge_100,mae_ge_10,mae_ge_20,mae_ge_35
LONG,19,1,2.5,354,55.516949152542374,46.5,50.85734463276836,31.625,0.8022598870056498,0.4689265536723164,0.12994350282485875,0.8220338983050848,0.6440677966101694,0.4604519774011299
LONG,20,1,2.5,142,53.602112676056336,37.375,53.897887323943664,38.625,0.7253521126760564,0.43661971830985913,0.15492957746478872,0.8169014084507042,0.6830985915492958,0.5422535211267606
LONG,21,1,2.5,182,35.862637362637365,24.75,41.917582417582416,23.5,0.5769230769230769,0.19230769230769232,0.06043956043956044,0.7527472527472527,0.5769230769230769,0.37362637362637363
LONG,22,1,2.5,164,48.59146341463415,32.5,42.52591463414634,26.625,0.7073170731707317,0.29878048780487804,0.10365853658536585,0.7439024390243902,0.5426829268292683,0.3902439024390244
LONG,1,1,3.0,21,14.976190476190476,7.0,26.047619047619047,27.5,0.38095238095238093,0.047619047619047616,0.0,0.7142857142857143,0.6190476190476191,0.23809523809523808
LONG,2,1,3.0,6,26.5,12.5,15.5,12.0,0.3333333333333333,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666
LONG,3,1,3.0,8,34.46875,37.0,13.90625,6.375,0.625,0.375,0.0,0.375,0.375,0.0
LONG,4,1,3.0,192,33.059895833333336,25.25,39.299479166666664,28.75,0.6510416666666666,0.203125,0.046875,0.8020833333333334,0.640625,0.4166666666666667
LONG,5,1,3.0,146,39.50342465753425,30.5,41.330479452054796,28.875,0.6438356164383562,0.2534246575342466,0.07534246575342465,0.8356164383561644,0.6712328767123288,0.4246575342465753
LONG,6,1,3.0,157,41.64171974522293,31.0,43.73726114649681,35.25,0.643312101910828,0.3503184713375796,0.06369426751592357,0.8280254777070064,0.6751592356687898,0.5031847133757962
LONG,7,1,3.0,125,32.738,23.75,25.434,19.75,0.56,0.248,0.032,0.712,0.496,0.272
LONG,8,1,3.0,158,45.392405063291136,30.0,43.16613924050633,28.75,0.7088607594936709,0.3227848101265823,0.12658227848101267,0.7974683544303798,0.6708860759493671,0.44936708860759494
LONG,9,1,3.0,209,61.56818181818182,47.25,70.26674641148325,59.0,0.7177033492822966,0.49282296650717705,0.22009569377990432,0.8851674641148325,0.8038277511961722,0.6985645933014354
LONG,10,1,3.0,55,48.15,37.5,48.84090909090909,36.75,0.8,0.36363636363636365,0.12727272727272726,0.7090909090909091,0.6545454545454545,0.509090909090909
LONG,11,1,3.0,13,25.75,18.75,73.01923076923077,64.75,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.9230769230769231,0.6923076923076923
LONG,12,1,3.0,158,44.75632911392405,35.25,36.89398734177215,31.0,0.6962025316455697,0.33544303797468356,0.0949367088607595,0.7658227848101266,0.6329113924050633,0.4620253164556962
LONG,13,1,3.0,134,34.48134328358209,29.25,31.833955223880597,23.5,0.6492537313432836,0.23880597014925373,0.022388059701492536,0.7388059701492538,0.5522388059701493,0.3582089552238806
LONG,14,1,3.0,32,31.8125,31.125,34.1171875,26.875,0.65625,0.28125,0.0,0.84375,0.625,0.40625
LONG,15,1,3.0,11,72.52272727272727,66.75,51.93181818181818,34.25,0.9090909090909091,0.5454545454545454,0.09090909090909091,0.7272727272727273,0.7272727272727273,0.45454545454545453
LONG,16,1,3.0,183,47.39071038251366,33.5,60.08196721311475,36.5,0.6830601092896175,0.3114754098360656,0.09289617486338798,0.7923497267759563,0.6612021857923497,0.5245901639344263
LONG,17,1,3.0,158,43.46518987341772,34.625,57.50158227848101,38.375,0.7468354430379747,0.35443037974683544,0.05063291139240506,0.8607594936708861,0.7341772151898734,0.5506329113924051
LONG,18,1,3.0,30,40.55833333333333,25.75,51.24166666666667,22.375,0.6333333333333333,0.26666666666666666,0.06666666666666667,0.7666666666666667,0.5,0.4666666666666667
LONG,19,1,3.0,170,55.758823529411764,44.5,51.20441176470588,31.625,0.8411764705882353,0.4411764705882353,0.1411764705882353,0.8529411764705882,0.6764705882352942,0.45294117647058824
LONG,20,1,3.0,24,91.11458333333333,84.875,63.59375,49.5,0.8333333333333334,0.625,0.375,0.7916666666666666,0.7083333333333334,0.5833333333333334
LONG,21,1,3.0,45,30.005555555555556,21.25,60.03333333333333,51.5,0.5333333333333333,0.15555555555555556,0.044444444444444446,0.7777777777777778,0.7111111111111111,0.5555555555555556
LONG,22,1,3.0,33,58.36363636363637,33.0,45.28030303030303,19.25,0.7272727272727273,0.3939393939393939,0.18181818181818182,0.6060606060606061,0.48484848484848486,0.3939393939393939
LONG,1,2,1.5,2721,12.313763322307976,8.25,14.609610437339214,9.0,0.15361999264976112,0.028298419698640206,0.008452774715178243,0.4649026093348034,0.22013965453877252,0.10033076074972437
LONG,2,2,1.5,1406,14.644736842105264,11.5,15.26653627311522,10.5,0.2581792318634424,0.02702702702702703,0.0007112375533428165,0.5199146514935988,0.2724039829302987,0.10170697012802275
LONG,3,2,1.5,467,9.481798715203427,7.75,9.308351177730193,6.0,0.0835117773019272,0.004282655246252677,0.0,0.3297644539614561,0.145610278372591,0.014989293361884369
LONG,4,2,1.5,402,18.27176616915423,13.75,13.685945273631841,9.5,0.29850746268656714,0.03233830845771144,0.017412935323383085,0.48507462686567165,0.19900497512437812,0.0845771144278607
LONG,5,2,1.5,889,15.406917885264342,12.25,16.044713160854894,12.25,0.2857142857142857,0.008998875140607425,0.0,0.5961754780652418,0.26659167604049494,0.11023622047244094
LONG,6,2,1.5,1190,18.43466386554622,15.25,18.69516806722689,13.25,0.3621848739495798,0.03277310924369748,0.0058823529411764705,0.6050420168067226,0.346218487394958,0.15714285714285714
LONG,7,2,1.5,2538,14.28161938534279,10.75,15.45173364854216,9.75,0.22104018912529552,0.021670606776989756,0.007486209613869189,0.4996059889676911,0.23995271867612294,0.10007880220646179
LONG,8,2,1.5,925,19.364864864864863,14.5,22.83081081081081,13.75,0.34054054054054056,0.05945945945945946,0.012972972972972972,0.5967567567567568,0.36324324324324325,0.1643243243243243
LONG,9,2,1.5,77,22.49025974025974,17.75,67.97077922077922,36.75,0.4935064935064935,0.06493506493506493,0.0,0.8571428571428571,0.6233766233766234,0.5194805194805194
LONG,10,2,1.5,200,26.845,17.875,25.72,13.75,0.46,0.085,0.045,0.64,0.35,0.205
LONG,11,2,1.5,2988,36.457161981258366,27.25,42.42369477911647,29.75,0.6221552878179384,0.2399598393574297,0.050870147255689425,0.8015394912985274,0.642235609103079,0.43708165997322623
LONG,12,2,1.5,760,22.801644736842107,14.5,20.003618421052632,14.5,0.3960526315789474,0.10394736842105264,0.03289473684210526,0.625,0.37105263157894736,0.14078947368421052
LONG,13,2,1.5,1237,22.193613581244946,16.0,22.754042037186743,16.0,0.4147130153597413,0.08811641067097817,0.023443815683104285,0.6394502829426031,0.417946645109135,0.20776071139854488
LONG,14,2,1.5,1236,19.304611650485437,13.875,24.749393203883496,15.0,0.3478964401294498,0.061488673139158574,0.013754045307443365,0.6302588996763754,0.4053398058252427,0.21359223300970873
LONG,15,2,1.5,1104,21.933423913043477,15.5,23.91485507246377,15.125,0.4003623188405797,0.06793478260869565,0.019021739130434784,0.6730072463768116,0.391304347826087,0.19927536231884058
LONG,16,2,1.5,1197,22.612781954887218,18.25,26.293650793650794,16.0,0.4619883040935672,0.08020050125313283,0.005847953216374269,0.6541353383458647,0.4118629908103592,0.22305764411027568
LONG,17,2,1.5,1215,28.127572016460906,19.25,26.275720164609055,17.25,0.4773662551440329,0.102880658436214,0.037037037037037035,0.6888888888888889,0.4444444444444444,0.2403292181069959
LONG,18,2,1.5,3062,77.08989222730241,53.375,81.00032658393206,59.5,0.7785760940561725,0.5267798824297845,0.2606139777922926,0.8902677988242979,0.790333115610712,0.6606792945787068
LONG,19,2,1.5,1680,25.069196428571427,17.25,30.45877976190476,20.0,0.425,0.07678571428571429,0.020833333333333332,0.7244047619047619,0.5035714285714286,0.28273809523809523
LONG,20,2,1.5,1567,70.35035098915124,48.75,75.5923739629866,51.25,0.7823867262284621,0.49329929802169753,0.21186981493299298,0.8634333120612636,0.7492022973835354,0.6260370134014039
LONG,21,2,1.5,1928,69.63705912863071,51.25,68.61345954356847,48.625,0.7795643153526971,0.5119294605809128,0.23858921161825727,0.8682572614107884,0.7640041493775933,0.6177385892116183
LONG,22,2,1.5,1989,94.8684012066365,70.75,94.40874811463047,64.5,0.8572146807440925,0.6334841628959276,0.35696329813976874,0.9115133232780291,0.8190045248868778,0.6872800402212167
LONG,1,2,2.0,1484,12.798517520215633,8.5,16.05559299191375,9.5,0.16172506738544473,0.03032345013477089,0.010107816711590296,0.4858490566037736,0.24191374663072776,0.12061994609164421
LONG,2,2,2.0,772,14.287564766839377,10.375,15.8125,10.75,0.25129533678756477,0.027202072538860103,0.0012953367875647669,0.5272020725388601,0.27202072538860106,0.11269430051813471
LONG,3,2,2.0,246,9.367886178861788,7.875,10.199186991869919,6.75,0.08130081300813008,0.0040650406504065045,0.0,0.3617886178861789,0.15853658536585366,0.016260162601626018
LONG,4,2,2.0,212,20.01179245283019,15.5,13.987028301886792,9.5,0.32547169811320753,0.04716981132075472,0.018867924528301886,0.4858490566037736,0.2169811320754717,0.08962264150943396
LONG,5,2,2.0,479,16.370563674321502,13.75,16.993736951983298,12.25,0.325678496868476,0.010438413361169102,0.0,0.592901878914405,0.2964509394572025,0.13778705636743216
LONG,6,2,2.0,606,18.900990099009903,15.25,20.467821782178216,13.875,0.3778877887788779,0.034653465346534656,0.0049504950495049506,0.6023102310231023,0.3811881188118812,0.19801980198019803
LONG,7,2,2.0,1187,14.887742207245156,11.25,16.448188711036227,10.25,0.2367312552653749,0.02443133951137321,0.009267059814658803,0.5096882898062342,0.2712721145745577,0.11457455770850884
LONG,8,2,2.0,454,20.899229074889867,15.25,21.79350220264317,14.0,0.3766519823788546,0.07268722466960352,0.015418502202643172,0.6167400881057269,0.36784140969163,0.17400881057268722
LONG,9,2,2.0,44,27.039772727272727,30.5,50.03409090909091,30.875,0.6363636363636364,0.09090909090909091,0.0,0.7954545454545454,0.5909090909090909,0.45454545454545453
LONG,10,2,2.0,123,27.317073170731707,17.75,24.445121951219512,12.0,0.4634146341463415,0.10569105691056911,0.04878048780487805,0.6097560975609756,0.3333333333333333,0.21138211382113822
LONG,11,2,2.0,1416,36.42372881355932,26.0,43.61140536723164,30.5,0.617231638418079,0.2309322033898305,0.057203389830508475,0.8050847457627118,0.6596045197740112,0.4343220338983051
LONG,12,2,2.0,410,23.652439024390244,14.5,20.014634146341464,14.75,0.4097560975609756,0.1073170731707317,0.041463414634146344,0.6390243902439025,0.36341463414634145,0.12439024390243902
LONG,13,2,2.0,654,23.261467889908257,17.0,22.902905198776757,16.0,0.42660550458715596,0.09785932721712538,0.024464831804281346,0.6422018348623854,0.42201834862385323,0.19724770642201836
LONG,14,2,2.0,623,19.613162118780096,13.75,27.026083467094704,16.5,0.3579454253611557,0.06902086677367576,0.011235955056179775,0.6436597110754414,0.44301765650080255,0.24719101123595505
LONG,15,2,2.0,435,22.517816091954025,15.75,24.75344827586207,14.25,0.41379310344827586,0.07586206896551724,0.020689655172413793,0.671264367816092,0.3954022988505747,0.21379310344827587
LONG,16,2,2.0,591,25.067681895093063,20.25,25.78637901861252,16.75,0.5109983079526227,0.10321489001692047,0.01015228426395939,0.6565143824027073,0.4263959390862944,0.2436548223350254
LONG,17,2,2.0,615,29.295528455284554,20.5,27.06260162601626,17.75,0.5186991869918699,0.12195121951219512,0.03414634146341464,0.6829268292682927,0.45691056910569106,0.24715447154471545
LONG,18,2,2.0,1396,73.72779369627507,53.0,81.45773638968481,59.0,0.7829512893982808,0.5164756446991404,0.24785100286532952,0.9032951289398281,0.7936962750716332,0.667621776504298
LONG,19,2,2.0,835,25.984131736526948,18.25,32.65089820359282,21.25,0.4562874251497006,0.08263473053892216,0.023952095808383235,0.7341317365269461,0.5209580838323353,0.3077844311377245
LONG,20,2,2.0,778,70.1780205655527,46.875,69.23586118251929,49.625,0.7519280205655527,0.480719794344473,0.20308483290488433,0.8560411311053985,0.7377892030848329,0.6195372750642674
LONG,21,2,2.0,964,70.07339211618257,52.25,71.52230290456431,53.25,0.7780082987551867,0.5197095435684648,0.254149377593361,0.8775933609958506,0.7780082987551867,0.6390041493775933
LONG,22,2,2.0,888,96.13203828828829,76.75,89.26041666666667,58.5,0.8693693693693694,0.6531531531531531,0.3783783783783784,0.8907657657657657,0.7882882882882883,0.6531531531531531
LONG,1,2,2.5,599,13.56176961602671,9.25,18.81051752921536,11.25,0.18864774624373956,0.03005008347245409,0.00667779632721202,0.5492487479131887,0.3021702838063439,0.15692821368948248
LONG,2,2,2.5,382,14.62696335078534,11.0,16.86321989528796,11.5,0.2774869109947644,0.02617801047120419,0.002617801047120419,0.5575916230366492,0.3036649214659686,0.1387434554973822
LONG,3,2,2.5,70,8.325,7.375,10.521428571428572,6.875,0.04285714285714286,0.0,0.0,0.32857142857142857,0.21428571428571427,0.014285714285714285
LONG,4,2,2.5,98,25.622448979591837,16.5,14.354591836734693,10.25,0.35714285714285715,0.09183673469387756,0.04081632653061224,0.5204081632653061,0.1836734693877551,0.09183673469387756
LONG,5,2,2.5,183,18.293715846994534,15.5,17.795081967213115,12.5,0.3879781420765027,0.01092896174863388,0.0,0.5846994535519126,0.31693989071038253,0.15846994535519127
LONG,6,2,2.5,235,19.29787234042553,16.0,23.791489361702126,14.5,0.3872340425531915,0.03829787234042553,0.00425531914893617,0.6212765957446809,0.4297872340425532,0.2553191489361702
LONG,7,2,2.5,418,15.508373205741627,11.25,17.014354066985646,10.0,0.2583732057416268,0.03349282296650718,0.007177033492822967,0.5047846889952153,0.29904306220095694,0.13875598086124402
LONG,8,2,2.5,190,21.84078947368421,15.0,23.28815789473684,15.25,0.3736842105263158,0.08421052631578947,0.02631578947368421,0.6736842105263158,0.43157894736842106,0.18421052631578946
LONG,9,2,2.5,24,29.947916666666668,33.0,50.3125,37.125,0.75,0.08333333333333333,0.0,0.75,0.6666666666666666,0.5416666666666666
LONG,10,2,2.5,50,28.21,16.125,32.015,20.75,0.42,0.14,0.06,0.7,0.52,0.34
LONG,11,2,2.5,574,38.59581881533101,27.0,47.63806620209059,32.125,0.632404181184669,0.24041811846689895,0.08013937282229965,0.8118466898954704,0.6794425087108014,0.4564459930313589
LONG,12,2,2.5,176,22.34375,14.125,22.569602272727273,17.625,0.4034090909090909,0.11363636363636363,0.022727272727272728,0.6761363636363636,0.4034090909090909,0.1590909090909091
LONG,13,2,2.5,250,27.702,17.75,21.033,15.0,0.464,0.132,0.052,0.628,0.388,0.176
LONG,14,2,2.5,244,19.920081967213115,13.125,30.959016393442624,17.625,0.3729508196721312,0.08196721311475409,0.00819672131147541,0.680327868852459,0.4713114754098361,0.29098360655737704
LONG,15,2,2.5,124,25.25201612903226,17.125,21.653225806451612,13.875,0.45161290322580644,0.0967741935483871,0.03225806451612903,0.6370967741935484,0.3387096774193548,0.1935483870967742
LONG,16,2,2.5,237,26.286919831223628,21.75,29.09493670886076,17.75,0.5527426160337553,0.11814345991561181,0.012658227848101266,0.6708860759493671,0.4641350210970464,0.3080168776371308
LONG,17,2,2.5,237,32.87236286919831,20.75,31.97257383966245,19.0,0.540084388185654,0.15611814345991562,0.046413502109704644,0.7426160337552743,0.46835443037974683,0.28270042194092826
LONG,18,2,2.5,478,67.61349372384937,45.375,86.1286610878661,58.25,0.7866108786610879,0.46443514644351463,0.2217573221757322,0.9163179916317992,0.8075313807531381,0.6652719665271967
LONG,19,2,2.5,312,25.634615384615383,20.5,35.51682692307692,22.5,0.5160256410256411,0.07051282051282051,0.009615384615384616,0.7564102564102564,0.5608974358974359,0.3141025641025641
LONG,20,2,2.5,352,68.04900568181819,46.625,68.05042613636364,47.125,0.7471590909090909,0.4715909090909091,0.18181818181818182,0.8579545454545454,0.7357954545454546,0.6136363636363636
LONG,21,2,2.5,419,78.79594272076372,60.0,73.5799522673031,47.25,0.7971360381861575,0.5704057279236276,0.29832935560859186,0.8782816229116945,0.7589498806682577,0.6062052505966588
LONG,22,2,2.5,380,102.15592105263158,84.75,89.18947368421053,53.75,0.8657894736842106,0.6657894736842105,0.4105263157894737,0.8921052631578947,0.7921052631578948,0.631578947368421
LONG,1,2,3.0,208,14.283653846153847,10.125,22.421875,13.25,0.22115384615384615,0.02403846153846154,0.004807692307692308,0.6057692307692307,0.40384615384615385,0.19230769230769232
LONG,2,2,3.0,176,16.88778409090909,11.75,17.42471590909091,12.5,0.3352272727272727,0.03977272727272727,0.005681818181818182,0.5625,0.3068181818181818,0.1590909090909091
LONG,3,2,3.0,11,10.045454545454545,11.0,4.818181818181818,2.25,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0
LONG,4,2,3.0,34,36.97794117647059,17.125,17.058823529411764,10.25,0.4117647058823529,0.20588235294117646,0.08823529411764706,0.5294117647058824,0.2647058823529412,0.14705882352941177
LONG,5,2,3.0,49,20.862244897959183,18.75,19.081632653061224,13.0,0.42857142857142855,0.02040816326530612,0.0,0.6122448979591837,0.40816326530612246,0.1836734693877551
LONG,6,2,3.0,79,21.06645569620253,19.25,28.003164556962027,13.25,0.4810126582278481,0.02531645569620253,0.0,0.5949367088607594,0.43037974683544306,0.3037974683544304
LONG,7,2,3.0,106,17.04245283018868,13.25,21.79245283018868,13.875,0.3113207547169811,0.02830188679245283,0.0,0.5660377358490566,0.39622641509433965,0.20754716981132076
LONG,8,2,3.0,63,29.765873015873016,22.0,24.626984126984127,15.0,0.5396825396825397,0.14285714285714285,0.031746031746031744,0.6825396825396826,0.4126984126984127,0.20634920634920634
LONG,9,2,3.0,9,28.694444444444443,30.0,44.666666666666664,37.5,0.7777777777777778,0.1111111111111111,0.0,0.7777777777777778,0.6666666666666666,0.5555555555555556
LONG,10,2,3.0,12,45.770833333333336,18.75,34.895833333333336,26.125,0.5,0.3333333333333333,0.16666666666666666,0.75,0.6666666666666666,0.4166666666666667
LONG,11,2,3.0,226,44.89380530973451,34.125,52.83185840707964,38.625,0.6991150442477876,0.3185840707964602,0.11061946902654868,0.827433628318584,0.7123893805309734,0.5309734513274337
LONG,12,2,3.0,76,21.07236842105263,16.625,26.89144736842105,18.625,0.4342105263157895,0.10526315789473684,0.0,0.7368421052631579,0.47368421052631576,0.23684210526315788
LONG,13,2,3.0,62,37.75806451612903,27.5,23.495967741935484,15.25,0.5806451612903226,0.24193548387096775,0.12903225806451613,0.6451612903225806,0.43548387096774194,0.22580645161290322
LONG,14,2,3.0,84,21.723214285714285,17.125,33.410714285714285,15.25,0.44047619047619047,0.08333333333333333,0.011904761904761904,0.6547619047619048,0.4166666666666667,0.2261904761904762
LONG,15,2,3.0,22,22.375,21.0,23.647727272727273,15.25,0.5454545454545454,0.09090909090909091,0.0,0.6818181818181818,0.3181818181818182,0.22727272727272727
LONG,16,2,3.0,74,31.10810810810811,26.875,33.145270270270274,19.5,0.6621621621621622,0.16216216216216217,0.013513513513513514,0.6891891891891891,0.5,0.35135135135135137
LONG,17,2,3.0,55,40.195454545454545,21.25,38.82272727272727,22.5,0.6,0.2,0.09090909090909091,0.8363636363636363,0.5818181818181818,0.34545454545454546
LONG,18,2,3.0,174,74.46408045977012,57.5,88.89367816091954,63.5,0.8448275862068966,0.5287356321839081,0.2413793103448276,0.9425287356321839,0.867816091954023,0.7241379310344828
LONG,19,2,3.0,102,24.688725490196077,21.5,39.65931372549019,25.0,0.5392156862745098,0.0784313725490196,0.0,0.803921568627451,0.6176470588235294,0.35294117647058826
LONG,20,2,3.0,157,66.50796178343948,43.5,75.23726114649682,50.5,0.7579617834394905,0.4394904458598726,0.18471337579617833,0.8789808917197452,0.7643312101910829,0.6560509554140127
LONG,21,2,3.0,151,89.48178807947019,73.5,72.79635761589404,47.75,0.8675496688741722,0.6622516556291391,0.39072847682119205,0.8807947019867549,0.7748344370860927,0.6026490066225165
LONG,22,2,3.0,163,100.58128834355828,87.0,100.6319018404908,65.75,0.852760736196319,0.6441717791411042,0.4049079754601227,0.9447852760736196,0.8466257668711656,0.6687116564417178
SHORT,1,0,1.5,890,16.725,10.5,15.398314606741573,11.625,0.24606741573033708,0.05393258426966292,0.011235955056179775,0.5438202247191011,0.2640449438202247,0.07865168539325842
SHORT,2,0,1.5,2581,6.632506780317707,4.25,7.047849670670283,5.0,0.05501743510267338,0.0030995738086013174,0.0015497869043006587,0.21503293297171638,0.059279349089500194,0.010461061604029445
SHORT,3,0,1.5,3863,39.04458969712658,24.0,37.76598498576236,25.0,0.5697644317887652,0.25498317369919754,0.08206057468288895,0.7721977737509708,0.5816722754336008,0.368366554491328
SHORT,4,0,1.5,3319,19.735010545344984,13.5,18.931379933714975,14.75,0.35552877372702624,0.0692979813196746,0.010244049412473637,0.6550165712564026,0.3721000301295571,0.12714673094305515
SHORT,5,0,1.5,2945,21.451358234295416,14.5,20.60483870967742,16.25,0.3772495755517827,0.08794567062818336,0.010865874363327675,0.700848896434635,0.40543293718166384,0.17521222410865875
SHORT,6,0,1.5,2676,22.324458146487295,15.5,20.348467862481314,15.5,0.3976083707025411,0.10986547085201794,0.010089686098654708,0.6674140508221226,0.38938714499252614,0.13415545590433484
SHORT,7,0,1.5,2303,17.72948328267477,12.0,18.807533651758575,14.0,0.31958315240990015,0.05557967867998263,0.004776378636561007,0.6248371689101172,0.3382544507164568,0.14329135909683022
SHORT,8,0,1.5,2675,23.04785046728972,15.5,25.195607476635512,18.0,0.4164485981308411,0.11588785046728972,0.017570093457943924,0.6942056074766355,0.46654205607476634,0.23813084112149532
SHORT,9,0,1.5,1481,32.11276164753545,22.25,32.226536124240376,25.5,0.5361242403781229,0.1850101282916948,0.03578663065496286,0.8082376772451046,0.5867656988521269,0.3612424037812289
SHORT,10,0,1.5,2990,44.102591973244145,30.75,44.93996655518394,33.5,0.6411371237458194,0.3063545150501672,0.0959866220735786,0.8297658862876254,0.6946488294314381,0.48561872909698994
SHORT,11,0,1.5,2433,28.440505548705303,20.5,26.970612412659268,19.25,0.5063707357172216,0.13152486642005753,0.027538018906699546,0.7196876284422523,0.48910809699958896,0.2651048088779285
SHORT,12,0,1.5,3218,21.0,15.0,22.778744561839652,17.5,0.39030453697949036,0.07395898073337477,0.009322560596643879,0.7094468614045991,0.4477936606587943,0.19888129272840274
SHORT,13,0,1.5,3514,23.604937393284008,17.0,21.91654809334092,17.25,0.4345475241889585,0.1041548093340922,0.016505406943653957,0.705463858850313,0.4428002276607854,0.17586795674445077
SHORT,14,0,1.5,1120,35.9515625,26.0,32.134375,25.25,0.5955357142857143,0.26071428571428573,0.05267857142857143,0.7669642857142858,0.5866071428571429,0.36428571428571427
SHORT,15,0,1.5,3603,29.85421870663336,19.0,30.873646960865944,22.5,0.48320843741326674,0.17957257840688315,0.03774632250902026,0.7538162642242575,0.540105467665834,0.3305578684429642
SHORT,16,0,1.5,2890,28.366262975778547,18.5,27.874740484429065,20.75,0.4764705882352941,0.1754325259515571,0.04256055363321799,0.7387543252595156,0.5238754325259516,0.2754325259515571
SHORT,17,0,1.5,3098,31.63250484183344,22.25,28.87677533892834,21.75,0.5464816010329244,0.1852808263395739,0.04357650096836669,0.7462879276952873,0.5377663008392511,0.30342156229825695
SHORT,18,0,1.5,2434,38.8266228430567,26.5,36.895336894001645,26.5,0.6179129005751849,0.2551355792933443,0.05751848808545604,0.7929334428923582,0.596138044371405,0.3952341824157765
SHORT,19,0,1.5,2813,30.950675435478136,20.5,29.43921080696765,22.25,0.5136864557412015,0.16352648418059013,0.03981514397440455,0.7632420902950586,0.542481336651262,0.2929257020974049
SHORT,20,0,1.5,1710,23.060233918128656,14.25,24.473538011695908,14.75,0.3678362573099415,0.07543859649122807,0.023391812865497075,0.660233918128655,0.3690058479532164,0.19941520467836257
SHORT,21,0,1.5,2555,42.617123287671234,29.0,39.84021526418787,25.5,0.6512720156555774,0.2802348336594912,0.075146771037182,0.8,0.6027397260273972,0.3772994129158513
SHORT,22,0,1.5,2650,44.371877365632095,32.25,44.027062831188495,31.75,0.6728301886792453,0.29924528301886794,0.07622641509433963,0.830566037735849,0.6607547169811321,0.44754716981132076
SHORT,1,0,2.0,184,18.625,10.875,17.45108695652174,14.125,0.2717391304347826,0.08152173913043478,0.010869565217391304,0.6141304347826086,0.3532608695652174,0.09239130434782608
SHORT,2,0,2.0,1117,6.630931065353626,4.25,7.5476723366159355,5.25,0.05461056401074306,0.004476275738585497,0.0026857654431512983,0.24440465532676814,0.07251566696508505,0.01432408236347359
SHORT,3,0,2.0,1460,41.92345890410959,25.5,37.15393835616438,24.25,0.589041095890411,0.2876712328767123,0.0958904109589041,0.7602739726027398,0.5616438356164384,0.3664383561643836
SHORT,4,0,2.0,951,20.73449001051525,14.75,18.181125131440588,14.0,0.3785488958990536,0.07991587802313355,0.010515247108307046,0.6382754994742377,0.3753943217665615,0.13144058885383805
SHORT,5,0,2.0,797,21.001882057716436,14.5,20.816499372647428,16.75,0.37766624843161856,0.07653701380175659,0.011292346298619825,0.6925972396486826,0.4027603513174404,0.1932245922208281
SHORT,6,0,2.0,708,24.6465395480226,17.5,20.550494350282484,16.5,0.442090395480226,0.1384180790960452,0.009887005649717515,0.6793785310734464,0.423728813559322,0.1426553672316384
SHORT,7,0,2.0,561,17.792335115864528,10.75,20.01247771836007,16.0,0.2994652406417112,0.062388591800356503,0.0053475935828877,0.6862745098039216,0.39215686274509803,0.1568627450980392
SHORT,8,0,2.0,783,23.68295019157088,16.25,24.95625798212005,18.0,0.4329501915708812,0.12260536398467432,0.0140485312899106,0.6909323116219668,0.4610472541507024,0.2413793103448276
SHORT,9,0,2.0,556,33.939748201438846,24.25,32.38624100719424,24.625,0.5683453237410072,0.19964028776978418,0.03776978417266187,0.8093525179856115,0.5935251798561151,0.35071942446043164
SHORT,10,0,2.0,1337,45.74364248317128,31.5,45.6301421091997,34.5,0.6529543754674645,0.3163799551234106,0.1099476439790576,0.8474195961106956,0.706058339566193,0.49663425579655945
SHORT,11,0,2.0,765,28.931699346405228,21.0,28.19313725490196,19.5,0.5111111111111111,0.1477124183006536,0.030065359477124184,0.7176470588235294,0.4915032679738562,0.28366013071895424
SHORT,12,0,2.0,976,20.75409836065574,15.5,22.3422131147541,17.875,0.4047131147540984,0.0706967213114754,0.005122950819672131,0.7038934426229508,0.45389344262295084,0.20491803278688525
SHORT,13,0,2.0,1017,25.302114060963618,18.5,20.885447394296953,16.75,0.4768928220255654,0.127826941986234,0.01376597836774828,0.7089478859390363,0.42379547689282204,0.16125860373647985
SHORT,14,0,2.0,662,35.93957703927492,26.0,32.408987915407856,25.25,0.5981873111782477,0.2688821752265861,0.052870090634441085,0.7794561933534743,0.5845921450151057,0.3595166163141994
SHORT,15,0,2.0,1513,33.84120951751487,19.75,32.40482485128883,23.25,0.4970257766027759,0.2075346992729676,0.05485789821546596,0.7719762062128223,0.5565102445472571,0.356906807666887
SHORT,16,0,2.0,867,27.80363321799308,18.0,29.504901960784313,22.75,0.46366782006920415,0.18339100346020762,0.03575547866205306,0.754325259515571,0.5559400230680508,0.2895040369088812
SHORT,17,0,2.0,932,31.70574034334764,23.625,30.381169527896997,24.375,0.5686695278969958,0.19742489270386265,0.03755364806866953,0.7575107296137339,0.5718884120171673,0.3444206008583691
SHORT,18,0,2.0,766,37.83518276762402,27.375,36.51338120104439,25.625,0.6279373368146214,0.2754569190600522,0.05613577023498695,0.7989556135770235,0.6018276762402088,0.3668407310704961
SHORT,19,0,2.0,726,32.58987603305785,22.75,30.28374655647383,22.0,0.5440771349862259,0.19008264462809918,0.03994490358126722,0.7727272727272727,0.5385674931129476,0.26859504132231404
