side,window,hmm_state,zscore_threshold,observations,mean_mfe_30,median_mfe_30,mean_mae_30,median_mae_30,mfe_ge_20,mfe_ge_50,mfe_ge_100,mae_ge_10,mae_ge_20,mae_ge_35
LONG,3,1,2.5,51,16.019607843137255,9.5,17.269607843137255,14.25,0.23529411764705882,0.0784313725490196,0.0,0.5882352941176471,0.3333333333333333,0.0784313725490196
LONG,4,1,2.5,551,30.98366606170599,24.0,38.53493647912886,28.0,0.588021778584392,0.18148820326678766,0.032667876588021776,0.8185117967332124,0.6225045372050817,0.41560798548094374
LONG,5,1,2.5,435,34.1580459770115,26.5,39.34885057471264,29.25,0.6022988505747127,0.2206896551724138,0.04367816091954023,0.8160919540229885,0.6298850574712643,0.4206896551724138
LONG,6,1,2.5,422,43.23163507109005,31.875,44.074052132701425,29.375,0.6540284360189573,0.3459715639810427,0.07582938388625593,0.7867298578199052,0.6255924170616114,0.45023696682464454
LONG,7,1,2.5,272,32.262867647058826,24.25,27.078125,21.25,0.5661764705882353,0.23529411764705882,0.04044117647058824,0.7058823529411765,0.5110294117647058,0.28308823529411764
LONG,8,1,2.5,418,41.3438995215311,29.625,41.31459330143541,29.5,0.6339712918660287,0.29904306220095694,0.0861244019138756,0.7990430622009569,0.6578947368421053,0.4354066985645933
LONG,9,1,2.5,618,54.85234627831715,38.125,61.0165857605178,44.625,0.6779935275080906,0.41262135922330095,0.16019417475728157,0.8770226537216829,0.7718446601941747,0.6019417475728155
LONG,10,1,2.5,173,35.98554913294798,31.5,37.952312138728324,20.75,0.6820809248554913,0.21965317919075145,0.05202312138728324,0.6994219653179191,0.5144508670520231,0.3583815028901734
LONG,11,1,2.5,29,32.3448275862069,22.5,44.10344827586207,30.75,0.5172413793103449,0.13793103448275862,0.13793103448275862,0.6206896551724138,0.5172413793103449,0.41379310344827586
LONG,12,1,2.5,367,40.5633514986376,31.0,37.036784741144416,30.5,0.6321525885558583,0.26430517711171664,0.08174386920980926,0.7874659400544959,0.6430517711171662,0.43869209809264303
LONG,13,1,2.5,348,31.936781609195403,26.0,35.901580459770116,27.875,0.5919540229885057,0.20977011494252873,0.02586206896551724,0.7873563218390804,0.6149425287356322,0.4109195402298851
LONG,14,1,2.5,177,32.51271186440678,27.0,25.906779661016948,18.0,0.6214689265536724,0.22598870056497175,0.011299435028248588,0.7231638418079096,0.4858757062146893,0.288135593220339
LONG,15,1,2.5,42,44.214285714285715,22.25,74.75595238095238,60.25,0.5714285714285714,0.3333333333333333,0.07142857142857142,0.8809523809523809,0.8333333333333334,0.7380952380952381
LONG,16,1,2.5,478,47.11820083682009,32.875,58.10878661087866,35.625,0.700836820083682,0.3158995815899582,0.09205020920502092,0.8263598326359832,0.6736401673640168,0.5125523012552301
LONG,17,1,2.5,411,43.49695863746959,37.5,53.78832116788321,35.0,0.7420924574209246,0.34306569343065696,0.06569343065693431,0.8369829683698297,0.708029197080292,0.5012165450121655
LONG,18,1,2.5,108,29.63888888888889,21.25,43.914351851851855,25.75,0.5277777777777778,0.16666666666666666,0.018518518518518517,0.7592592592592593,0.5833333333333334,0.39814814814814814
