side,zscore_threshold,stop_points,target_points,horizon_bars,windows,total_trades,total_points,mean_window_points,median_window_points,mean_win_rate,median_win_rate,mean_profit_factor,median_profit_factor,mean_mfe,mean_mae,mean_holding_bars,positive_window_ratio
LONG,2.5,20.0,5.0,120,22,16756,-11600.75,-527.3068181818181,-407.25,0.7702545234951267,0.7777525854133954,0.8614373155907832,0.8815796536176912,75.97292466597123,79.37626769325949,4.373538065958294,0.18181818181818182
LONG,2.5,20.0,10.0,10,22,16756,-6357.5,-288.97727272727275,-237.75,0.545491528818816,0.5744594356130135,0.9420778235525695,0.9485500762549229,23.79554668339816,24.22327936779369,4.156225569569667,0.36363636363636365
LONG,2.5,20.0,10.0,20,22,16756,-6558.0,-298.09090909090907,-342.75,0.5963029276110335,0.6230606556266394,0.942959799393634,0.9312484830962677,32.04212106357921,33.324756145477295,5.49243479059191,0.3181818181818182
LONG,2.5,20.0,10.0,30,22,16756,-6511.75,-295.9886363636364,-282.0,0.6182017078017273,0.6370231919186582,0.9446913916622754,0.9436602046685671,38.354660901156336,40.62351499904286,6.256896967497292,0.3181818181818182
LONG,2.5,20.0,10.0,60,22,16756,-6064.0,-275.6363636363636,-247.5,0.6389881316709592,0.6473056355409297,0.950105280654901,0.9506965126779663,52.633961937644266,55.21793772957542,7.450091538200309,0.36363636363636365
LONG,2.5,20.0,10.0,120,22,16756,-6553.0,-297.8636363636364,-254.125,0.6482892278041974,0.6498612187251738,0.9465663245685966,0.9495785784344252,75.97292466597123,79.37626769325949,8.269883075893954,0.36363636363636365
LONG,2.5,20.0,15.0,10,22,16756,-2893.0,-131.5,-51.125,0.41840595071214426,0.4332269953100429,0.9770485572193613,0.989763194571555,23.79554668339816,24.22327936779369,5.13132236506378,0.45454545454545453
LONG,2.5,20.0,15.0,20,22,16756,-2666.5,-121.20454545454545,-57.125,0.48169859463342796,0.5090837575883514,0.9790756963311421,0.9867850941249932,32.04212106357921,33.324756145477295,7.149573122518898,0.45454545454545453
LONG,2.5,20.0,15.0,30,22,16756,-2984.75,-135.67045454545453,-65.0,0.5098616649892199,0.5355470879890377,0.9779474615661091,0.9892097833726323,38.354660901156336,40.62351499904286,8.381564403706333,0.4090909090909091
LONG,2.5,20.0,15.0,60,22,16756,-2086.5,-94.8409090909091,26.0,0.5430775715339997,0.5594036570289869,0.9861979993180665,1.0043284957035599,52.633961937644266,55.21793772957542,10.413026089593894,0.5
LONG,2.5,20.0,15.0,120,22,16756,-2382.75,-108.30681818181819,68.625,0.558770442401763,0.5668976142590918,0.9845732579540438,1.0102519286403084,75.97292466597123,79.37626769325949,11.84697432522651,0.5
LONG,2.5,20.0,20.0,10,22,16756,-92.75,-4.215909090909091,188.375,0.3246998374776644,0.33465757289125636,1.0028969769633216,1.031965448587787,23.79554668339816,24.22327936779369,5.7845830660313275,0.5909090909090909
LONG,2.5,20.0,20.0,20,22,16756,-368.5,-16.75,120.75,0.3929502865037939,0.4173459426063033,0.9982731733401082,1.0154438184639027,32.04212106357921,33.324756145477295,8.382766425462158,0.5454545454545454
LONG,2.5,20.0,20.0,30,22,16756,-638.0,-29.0,97.75,0.42584343803056074,0.44843461305080007,0.9968937802707466,1.0164223006291262,38.354660901156336,40.62351499904286,10.045643699286773,0.5454545454545454
LONG,2.5,20.0,20.0,60,22,16756,36.25,1.6477272727272727,189.5,0.46454947418302056,0.4858888013701105,1.002587241356544,1.023252961051048,52.633961937644266,55.21793772957542,12.94263883088302,0.5909090909090909
LONG,2.5,20.0,20.0,120,22,16756,463.0,21.045454545454547,238.25,0.4890027407447272,0.50293399750934,1.0051584368529547,1.0284240072270032,75.97292466597123,79.37626769325949,15.079480878710854,0.6363636363636364
LONG,2.5,20.0,25.0,10,22,16756,961.75,43.71590909090909,266.625,0.25051084946020385,0.2511159788254427,1.0105893444162903,1.0400435613524888,23.79554668339816,24.22327936779369,6.254990805041377,0.5909090909090909
LONG,2.5,20.0,25.0,20,22,16756,353.5,16.068181818181817,215.125,0.3209828885732325,0.3407409680036544,1.002567305647704,1.0265809855415835,32.04212106357921,33.324756145477295,9.361911223875728,0.6363636363636364
LONG,2.5,20.0,25.0,30,22,16756,525.0,23.863636363636363,150.625,0.35575886959524866,0.3802827611664821,1.004557261526469,1.0209736562900655,38.354660901156336,40.62351499904286,11.428405934345209,0.6818181818181818
LONG,2.5,20.0,25.0,60,22,16756,1513.5,68.79545454545455,199.375,0.4009830376109806,0.42104541509793103,1.012504312335689,1.024168010329964,52.633961937644266,55.21793772957542,15.154195770103549,0.6363636363636364
LONG,2.5,20.0,25.0,120,22,16756,2778.0,126.27272727272727,187.125,0.4319558246541933,0.4476185610815404,1.0191213456349713,1.0214628470630442,75.97292466597123,79.37626769325949,18.103205529871875,0.6363636363636364
LONG,2.5,20.0,35.0,10,22,16756,4327.25,196.6931818181818,209.875,0.15655384904494374,0.15360513643659712,1.0356815238384103,1.0379287805315998,23.79554668339816,24.22327936779369,6.813187181573866,0.6818181818181818
LONG,2.5,20.0,35.0,20,22,16756,4234.5,192.47727272727272,298.5,0.21845095701500494,0.22272169905830494,1.0262001760977209,1.0356598354407975,32.04212106357921,33.324756145477295,10.671882141566714,0.6363636363636364
LONG,2.5,20.0,35.0,30,22,16756,5489.0,249.5,363.375,0.2550244978030857,0.26718647655489647,1.0316867142907307,1.0414658865522315,38.354660901156336,40.62351499904286,13.405244888242748,0.6818181818181818
LONG,2.5,20.0,35.0,60,22,16756,7161.0,325.5,335.875,0.3075215470312769,0.33106517853508344,1.0409431754029976,1.0347980256016083,52.633961937644266,55.21793772957542,18.681761767214365,0.7727272727272727
LONG,2.5,20.0,35.0,120,22,16756,9975.25,453.42045454545456,563.25,0.3476989061360687,0.36661009271942413,1.0529697464007661,1.0578190050490792,75.97292466597123,79.37626769325949,23.387054027347073,0.7272727272727273
LONG,2.5,20.0,50.0,10,22,16756,3843.5,174.70454545454547,214.375,0.07805400245967438,0.07685886827512121,1.031629812827715,1.0350225285906562,23.79554668339816,24.22327936779369,7.213449587431725,0.7272727272727273
LONG,2.5,20.0,50.0,20,22,16756,5702.75,259.21590909090907,419.25,0.12605433570200972,0.11930125912034921,1.0338329704354383,1.0519417265484836,32.04212106357921,33.324756145477295,11.770157285823556,0.6818181818181818
LONG,2.5,20.0,50.0,30,22,16756,9340.0,424.54545454545456,573.25,0.16039662152717574,0.1616460017969452,1.0512540863980877,1.0636550194685928,38.354660901156336,40.62351499904286,15.195379719577279,0.7272727272727273
LONG,2.5,20.0,50.0,60,22,16756,12397.75,563.5340909090909,599.25,0.20949861915658927,0.21229350787761792,1.0653696792814669,1.0687347386232893,52.633961937644266,55.21793772957542,22.340654082245536,0.7727272727272727
LONG,2.5,20.0,50.0,120,22,16756,16548.0,752.1818181818181,778.125,0.25884789339560305,0.2748693842451746,1.0795634722999947,1.075388255890198,75.97292466597123,79.37626769325949,29.560679774520704,0.7727272727272727
LONG,2.5,20.0,75.0,10,22,16756,7402.25,336.46590909090907,294.125,0.033400183885054224,0.026841487279843444,1.0539025266648878,1.0608780494381622,23.79554668339816,24.22327936779369,7.4244081825595165,0.7272727272727273
LONG,2.5,20.0,75.0,20,22,16756,11732.0,533.2727272727273,607.125,0.05911731245092424,0.052637863620342645,1.0650050592093059,1.074235290943373,32.04212106357921,33.324756145477295,12.468060745411895,0.6818181818181818
LONG,2.5,20.0,75.0,30,22,16756,15408.5,700.3863636363636,956.375,0.07943869036175001,0.07369745601639113,1.0806840067751524,1.1005332957652425,38.354660901156336,40.62351499904286,16.510059013616914,0.7272727272727273
LONG,2.5,20.0,75.0,60,22,16756,20940.75,951.8522727272727,1236.375,0.11675224394865542,0.1111372145951105,1.1020050785347462,1.1135007163465027,52.633961937644266,55.21793772957542,25.6386035051871,0.6818181818181818
LONG,2.5,20.0,75.0,120,22,16756,29925.25,1360.2386363636363,1481.625,0.16819130738668983,0.17366667152440773,1.1320391910709058,1.1350323073479014,75.97292466597123,79.37626769325949,36.39308342027834,0.8636363636363636
LONG,2.5,20.0,100.0,10,22,16756,9787.5,444.8863636363636,320.5,0.017553724626419333,0.012063933376453288,1.0676367225022476,1.0540157823209577,23.79554668339816,24.22327936779369,7.495791374747253,0.7727272727272727
LONG,2.5,20.0,100.0,20,22,16756,14224.5,646.5681818181819,582.375,0.03243367321686512,0.023912965935437847,1.0769774036820514,1.071844074331688,32.04212106357921,33.324756145477295,12.729259772043127,0.6818181818181818
LONG,2.5,20.0,100.0,30,22,16756,18421.0,837.3181818181819,953.75,0.044099090995006224,0.035252767813320415,1.0954985260594614,1.1071027766832344,38.354660901156336,40.62351499904286,17.03753631647381,0.7272727272727273
LONG,2.5,20.0,100.0,60,22,16756,25549.25,1161.3295454545455,1189.125,0.07011606372512469,0.06665492148602067,1.1215231727297912,1.1120576153105906,52.633961937644266,55.21793772957542,27.199439040666732,0.7272727272727273
LONG,2.5,20.0,100.0,120,22,16756,38650.5,1756.840909090909,1634.875,0.11185148241896035,0.11203234501347709,1.165164052325258,1.1449957290011719,75.97292466597123,79.37626769325949,40.28752953451625,0.9090909090909091
LONG,2.5,25.0,5.0,10,22,16756,-9687.5,-440.34090909090907,-335.5,0.7470417939648946,0.7764724389419392,0.884262713775453,0.8895487901728933,23.79554668339816,24.22327936779369,2.9259923142995095,0.18181818181818182
LONG,2.5,25.0,5.0,20,22,16756,-10150.75,-461.39772727272725,-392.0,0.7797320719052293,0.7924923621719205,0.8802790902421687,0.87749648865586,32.04212106357921,33.324756145477295,3.65442873396795,0.22727272727272727
LONG,2.5,25.0,5.0,30,22,16756,-10341.25,-470.0568181818182,-405.25,0.7922500659114465,0.7995805378441088,0.8789407123624826,0.8833758309357749,38.354660901156336,40.62351499904286,4.061841433964501,0.22727272727272727
LONG,2.5,25.0,5.0,60,22,16756,-10013.75,-455.17045454545456,-410.5,0.8048971050676758,0.8123528536544806,0.8840227193162995,0.8857353892373663,52.633961937644266,55.21793772957542,4.665782903021351,0.2727272727272727
LONG,2.5,25.0,5.0,120,22,16756,-10246.25,-465.7386363636364,-420.0,0.8102882267319821,0.8148930904163163,0.8829513192912409,0.8805164198985603,75.97292466597123,79.37626769325949,5.049327217801342,0.2727272727272727
LONG,2.5,25.0,10.0,10,22,16756,-5843.5,-265.6136363636364,-89.0,0.5728502387863383,0.5924571030398049,0.9492700114963065,0.9739559315443842,23.79554668339816,24.22327936779369,4.485226741745286,0.36363636363636365
LONG,2.5,25.0,10.0,20,22,16756,-6140.5,-279.1136363636364,-222.0,0.6321819182406903,0.6666652143755905,0.9480332234472812,0.9557999828487911,32.04212106357921,33.324756145477295,6.087921351563238,0.3181818181818182
LONG,2.5,25.0,10.0,30,22,16756,-6120.75,-278.21590909090907,-145.875,0.6581145151317451,0.6835705257453154,0.9499770001766091,0.9730723041999154,38.354660901156336,40.62351499904286,7.033802561349487,0.3181818181818182
LONG,2.5,25.0,10.0,60,22,16756,-5683.0,-258.3181818181818,-123.625,0.684373299030831,0.701470286559098,0.9558891859172248,0.977257341248386,52.633961937644266,55.21793772957542,8.551301019517949,0.36363636363636365
LONG,2.5,25.0,10.0,120,22,16756,-6152.0,-279.6363636363636,-124.125,0.6967728581700267,0.7075963252433841,0.9532813607994185,0.9768848908878893,75.97292466597123,79.37626769325949,9.640082514195505,0.36363636363636365
LONG,2.5,25.0,15.0,10,22,16756,-1897.5,-86.25,-28.375,0.443580770570693,0.4547991109474818,0.9871010672934832,0.9950505192692692,23.79554668339816,24.22327936779369,5.536738325912906,0.4090909090909091
LONG,2.5,25.0,15.0,20,22,16756,-1734.0,-78.81818181818181,-136.125,0.5164001448627926,0.5362213620152925,0.9861270564398171,0.9794336547934774,32.04212106357921,33.324756145477295,7.917726754612704,0.45454545454545453
LONG,2.5,25.0,15.0,30,22,16756,-1857.0,-84.4090909090909,-79.625,0.550492873724695,0.5761728779824409,0.9868190513823749,0.9873440229366264,38.354660901156336,40.62351499904286,9.421793667526465,0.45454545454545453
LONG,2.5,25.0,15.0,60,22,16756,-1401.5,-63.70454545454545,75.25,0.5905792677212106,0.6121061237309586,0.9924864326232268,1.0105780383947174,52.633961937644266,55.21793772957542,11.969139151190769,0.5454545454545454
LONG,2.5,25.0,15.0,120,22,16756,-1922.0,-87.36363636363636,144.375,0.6105328027612013,0.6191629798772655,0.9901764677337596,1.0203024083321945,75.97292466597123,79.37626769325949,13.819918211224092,0.5454545454545454
LONG,2.5,25.0,20.0,10,22,16756,1603.25,72.875,226.25,0.3467931106376351,0.3524506896293115,1.0155701312703664,1.0342376208046034,23.79554668339816,24.22327936779369,6.236279998416086,0.6818181818181818
LONG,2.5,25.0,20.0,20,22,16756,1738.25,79.01136363636364,347.375,0.42617292258966405,0.4415839151211385,1.009977234198763,1.0430547779388433,32.04212106357921,33.324756145477295,9.277521770049644,0.5909090909090909
LONG,2.5,25.0,20.0,30,22,16756,1353.5,61.52272727272727,265.25,0.4644770716692699,0.4892758030987271,1.0074707704720582,1.0337722999748011,38.354660901156336,40.62351499904286,11.281800309935882,0.5909090909090909
LONG,2.5,25.0,20.0,60,22,16756,1891.25,85.9659090909091,347.625,0.5123088709801739,0.5373647796944903,1.0127787591740838,1.038735979677704,52.633961937644266,55.21793772957542,14.872061194833433,0.5909090909090909
LONG,2.5,25.0,20.0,120,22,16756,1916.25,87.10227272727273,316.625,0.5425343752879358,0.5571287222012815,1.0130716975989644,1.0349616820522631,75.97292466597123,79.37626769325949,17.608692852249334,0.5909090909090909
LONG,2.5,25.0,25.0,10,22,16756,2288.75,104.0340909090909,228.875,0.268249773237137,0.2679286769220557,1.0200076524456476,1.0354079382113857,23.79554668339816,24.22327936779369,6.741884455510775,0.6818181818181818
LONG,2.5,25.0,25.0,20,22,16756,2243.5,101.97727272727273,326.5,0.34950718073045184,0.3603798926864522,1.012354003849389,1.043738177000055,32.04212106357921,33.324756145477295,10.359930748822624,0.6818181818181818
LONG,2.5,25.0,25.0,30,22,16756,1714.0,77.9090909090909,249.125,0.38970888844888313,0.41451901862301893,1.0094000875022267,1.0283002464627966,38.354660901156336,40.62351499904286,12.834006225911226,0.6363636363636364
LONG,2.5,25.0,25.0,60,22,16756,2542.75,115.57954545454545,258.875,0.444474810051142,0.46637232216545743,1.0169028886671838,1.0292950366064697,52.633961937644266,55.21793772957542,17.426280112667612,0.6818181818181818
LONG,2.5,25.0,25.0,120,22,16756,3425.75,155.7159090909091,166.625,0.4827539371636158,0.4977616899830988,1.0214499613618901,1.018316798713974,75.97292466597123,79.37626769325949,21.178899622843776,0.5909090909090909
LONG,2.5,25.0,35.0,10,22,16756,5069.0,230.4090909090909,200.375,0.16833106594243372,0.16077902621722845,1.0406756198286162,1.0400480952184696,23.79554668339816,24.22327936779369,7.34126094251557,0.6818181818181818
LONG,2.5,25.0,35.0,20,22,16756,5081.75,230.98863636363637,600.5,0.2386649957908715,0.236949452718985,1.0283705575219744,1.068172553828781,32.04212106357921,33.324756145477295,11.801487192417358,0.5909090909090909
LONG,2.5,25.0,35.0,30,22,16756,6009.5,273.15909090909093,539.375,0.2807952654052701,0.28962039322495536,1.030151896826664,1.0559745392755908,38.354660901156336,40.62351499904286,15.031467881930611,0.6818181818181818
LONG,2.5,25.0,35.0,60,22,16756,7385.5,335.70454545454544,674.875,0.34265097084881085,0.3668398410068656,1.037860296251379,1.0673346480492665,52.633961937644266,55.21793772957542,21.421504547719152,0.6818181818181818
LONG,2.5,25.0,35.0,120,22,16756,9833.0,446.95454545454544,732.375,0.3915111786761587,0.4166603766629746,1.0470311728717123,1.073276698848268,75.97292466597123,79.37626769325949,27.33867425134215,0.6818181818181818
LONG,2.5,25.0,50.0,10,22,16756,4702.5,213.75,282.625,0.0851942497582112,0.07939929738989054,1.0374439448589026,1.036849253778703,23.79554668339816,24.22327936779369,7.768607160290997,0.6363636363636364
LONG,2.5,25.0,50.0,20,22,16756,6419.0,291.77272727272725,629.25,0.13931741057043884,0.12820797881276372,1.0346975987822054,1.0721164492639486,32.04212106357921,33.324756145477295,12.998101323917382,0.6363636363636364
LONG,2.5,25.0,50.0,30,22,16756,10697.75,486.2613636363636,1000.625,0.17890669316283045,0.17335576032372874,1.0516874868294595,1.1021949453128546,38.354660901156336,40.62351499904286,17.0019741106981,0.6818181818181818
LONG,2.5,25.0,50.0,60,22,16756,14292.0,649.6363636363636,896.625,0.23700147087889895,0.23754260549573192,1.065767331601843,1.080957979164955,52.633961937644266,55.21793772957542,25.5106426384353,0.7272727272727273
LONG,2.5,25.0,50.0,120,22,16756,19303.25,877.4204545454545,1263.5,0.29635429435552324,0.31471440411765117,1.0808567622309775,1.1055456795284644,75.97292466597123,79.37626769325949,34.410436260555294,0.7272727272727273
LONG,2.5,25.0,75.0,10,22,16756,8583.25,390.14772727272725,349.75,0.03693472194128698,0.027918152407490494,1.060259244477786,1.0482281758038727,23.79554668339816,24.22327936779369,7.997320357794649,0.6363636363636364
LONG,2.5,25.0,75.0,20,22,16756,12846.75,583.9431818181819,906.875,0.06556493662491893,0.05593151417870519,1.0652744832962802,1.1078480067189824,32.04212106357921,33.324756145477295,13.761903654277285,0.6363636363636364
LONG,2.5,25.0,75.0,30,22,16756,17723.5,805.6136363636364,1304.625,0.0896109086291971,0.08052149099340111,1.08238202561973,1.1337646046698813,38.354660901156336,40.62351499904286,18.46290211009404,0.6818181818181818
LONG,2.5,25.0,75.0,60,22,16756,24398.25,1109.0113636363637,1389.25,0.13362146736668018,0.1275268728889254,1.1041733001151177,1.1434068945363314,52.633961937644266,55.21793772957542,29.24260548550151,0.6818181818181818
LONG,2.5,25.0,75.0,120,22,16756,35204.75,1600.215909090909,2007.875,0.1951028100297359,0.20055796197048675,1.1345262790505526,1.149919896332848,75.97292466597123,79.37626769325949,42.26772035884307,0.8181818181818182
LONG,2.5,25.0,100.0,10,22,16756,10969.5,498.6136363636364,466.625,0.01937972544463053,0.013309263388906586,1.0730968443253737,1.060816237115226,23.79554668339816,24.22327936779369,8.075202831415227,0.7272727272727273
LONG,2.5,25.0,100.0,20,22,16756,15295.5,695.25,870.375,0.03590531987925399,0.02510861423220974,1.0759801029971892,1.1013274010191894,32.04212106357921,33.324756145477295,14.0515929278686,0.6818181818181818
LONG,2.5,25.0,100.0,30,22,16756,20879.75,949.0795454545455,1534.125,0.04959962175766319,0.039175140572964534,1.096464765182658,1.1513296437305631,38.354660901156336,40.62351499904286,19.053001627729707,0.6818181818181818
LONG,2.5,25.0,100.0,60,22,16756,29701.25,1350.0568181818182,1641.125,0.08055341267091845,0.07436477987421383,1.1234833373660231,1.15503655848804,52.633961937644266,55.21793772957542,31.043556622592487,0.7272727272727273
LONG,2.5,25.0,100.0,120,22,16756,46346.75,2106.6704545454545,2058.125,0.13029107773972587,0.13303485254691688,1.1705797775313371,1.1659190948246656,75.97292466597123,79.37626769325949,46.824777444769715,0.9090909090909091
LONG,2.5,35.0,5.0,10,22,16756,-5569.25,-253.14772727272728,-214.375,0.7794546324519271,0.806178954879607,0.9370425804243897,0.9231426603741453,23.79554668339816,24.22327936779369,3.1893259415884603,0.2727272727272727
LONG,2.5,35.0,5.0,20,22,16756,-6700.0,-304.54545454545456,-362.25,0.819129425902105,0.8431608693256508,0.9228828836003626,0.8946465449778482,32.04212106357921,33.324756145477295,4.1473648561264245,0.2727272727272727
LONG,2.5,35.0,5.0,30,22,16756,-7263.0,-330.1363636363636,-418.75,0.8351504743655984,0.8497579711669998,0.9180806401394971,0.882678579090518,38.354660901156336,40.62351499904286,4.714635327897275,0.2727272727272727
LONG,2.5,35.0,5.0,60,22,16756,-6835.25,-310.6931818181818,-373.625,0.8523671160076053,0.8587095459985232,0.9242789665771579,0.9002630379054676,52.633961937644266,55.21793772957542,5.622837150972767,0.2727272727272727
LONG,2.5,35.0,5.0,120,22,16756,-6826.25,-310.28409090909093,-382.5,0.8615074683202355,0.8613526341889626,0.9256851699218143,0.897952047952048,75.97292466597123,79.37626769325949,6.235551292386111,0.2727272727272727
LONG,2.5,35.0,10.0,10,22,16756,-4253.0,-193.3181818181818,-78.5,0.60357807109231,0.625203684386356,0.9660746869873571,0.984693255542008,23.79554668339816,24.22327936779369,4.902692427661381,0.4090909090909091
LONG,2.5,35.0,10.0,20,22,16756,-5109.25,-232.23863636363637,-142.875,0.6735241770358581,0.7059801404123314,0.9597402994206564,0.976086961521327,32.04212106357921,33.324756145477295,6.93336907801364,0.36363636363636365
LONG,2.5,35.0,10.0,30,22,16756,-5443.25,-247.42045454545453,-158.5,0.7059665594659853,0.733994590506199,0.9603277058090263,0.971115855594131,38.354660901156336,40.62351499904286,8.204618030436647,0.4090909090909091
LONG,2.5,35.0,10.0,60,22,16756,-5059.25,-229.9659090909091,32.25,0.7410984614747279,0.75855553477288,0.9670224950396147,1.0069795560805241,52.633961937644266,55.21793772957542,10.396264409145026,0.5
LONG,2.5,35.0,10.0,120,22,16756,-5334.5,-242.47727272727272,-20.5,0.7602723977989623,0.772407247859566,0.9668693447701819,0.9958852261589248,75.97292466597123,79.37626769325949,12.072664953681697,0.5
LONG,2.5,35.0,15.0,10,22,16756,-1436.0,-65.27272727272727,-78.75,0.47043547008882397,0.48268863775908133,0.9924008343584876,0.9839478070537606,23.79554668339816,24.22327936779369,6.04151163791687,0.45454545454545453
LONG,2.5,35.0,15.0,20,22,16756,-2037.5,-92.61363636363636,-32.875,0.5561300597253006,0.5780305435231552,0.985967941054957,0.9958092083692777,32.04212106357921,33.324756145477295,8.995519651216874,0.5
LONG,2.5,35.0,15.0,30,22,16756,-3191.25,-145.0568181818182,18.625,0.5966901155970842,0.6257394379418281,0.9803543780301246,1.0019964967394248,38.354660901156336,40.62351499904286,10.955344849984975,0.5
LONG,2.5,35.0,15.0,60,22,16756,-2709.0,-123.13636363636364,55.5,0.6490345679763633,0.6761823882937026,0.9868504875143326,1.0075786344759836,52.633961937644266,55.21793772957542,14.485915517322137,0.5454545454545454
LONG,2.5,35.0,15.0,120,22,16756,-3336.0,-151.63636363636363,112.25,0.6787014165244574,0.6926388069042522,0.9852088250762358,1.0142790021187504,75.97292466597123,79.37626769325949,17.2752130941109,0.5454545454545454
LONG,2.5,35.0,20.0,10,22,16756,2222.5,101.02272727272727,230.75,0.37031733463882954,0.37478717578533377,1.0198535258656731,1.0319608047053257,23.79554668339816,24.22327936779369,6.7994316956918786,0.6363636363636364
LONG,2.5,35.0,20.0,20,22,16756,1510.0,68.63636363636364,150.375,0.4620797526815341,0.477763460214218,1.0085629264012776,1.0164534255843516,32.04212106357921,33.324756145477295,10.520642894531344,0.5454545454545454
LONG,2.5,35.0,20.0,30,22,16756,-62.25,-2.8295454545454546,89.125,0.5082529245821795,0.5375436494526538,0.9997576199470665,1.0110084702061162,38.354660901156336,40.62351499904286,13.097009892526644,0.5909090909090909
LONG,2.5,35.0,20.0,60,22,16756,-257.75,-11.715909090909092,85.625,0.5700947128540536,0.5966099992379685,1.0023257832548975,1.00911934016678,52.633961937644266,55.21793772957542,17.94792409070733,0.5454545454545454
LONG,2.5,35.0,20.0,120,22,16756,-231.0,-10.5,-11.125,0.6121670489778768,0.6306483753713306,1.003569178899278,0.9988364219421564,75.97292466597123,79.37626769325949,21.96611581520568,0.45454545454545453
LONG,2.5,35.0,25.0,10,22,16756,2554.25,116.10227272727273,240.75,0.28846604841119566,0.28432548388669493,1.0217468291258915,1.0327764919515192,23.79554668339816,24.22327936779369,7.342139339546614,0.6363636363636364
LONG,2.5,35.0,25.0,20,22,16756,1575.5,71.61363636363636,248.5,0.3815453991845081,0.3923881696017672,1.0084392503324309,1.0264826029193306,32.04212106357921,33.324756145477295,11.715667809694708,0.6363636363636364
LONG,2.5,35.0,25.0,30,22,16756,-412.25,-18.738636363636363,166.25,0.429648043278023,0.4554422574877223,0.9985838340494076,1.0160394694817296,38.354660901156336,40.62351499904286,14.85543203178753,0.6363636363636364
LONG,2.5,35.0,25.0,60,22,16756,-533.5,-24.25,139.0,0.499075821126015,0.528423671315492,1.0025654109386002,1.0139187934142233,52.633961937644266,55.21793772957542,20.967877844696037,0.5454545454545454
LONG,2.5,35.0,25.0,120,22,16756,301.75,13.715909090909092,109.125,0.5516434008855481,0.5709505341805223,1.0075641192471743,1.009670696096793,75.97292466597123,79.37626769325949,26.349534459824273,0.5454545454545454
LONG,2.5,35.0,35.0,10,22,16756,5549.5,252.25,259.375,0.18321448776468505,0.17497663971248878,1.042888560570146,1.0349521204161216,23.79554668339816,24.22327936779369,7.991145132872926,0.5909090909090909
LONG,2.5,35.0,35.0,20,22,16756,4503.75,204.7159090909091,347.75,0.26396071712290253,0.256046221293151,1.0244689285909083,1.0379928251951993,32.04212106357921,33.324756145477295,13.31428074006363,0.5454545454545454
LONG,2.5,35.0,35.0,30,22,16756,4377.5,198.97727272727272,273.125,0.31430714486486866,0.320861666038447,1.0212009170894627,1.024541704571293,38.354660901156336,40.62351499904286,17.336088476602068,0.5909090909090909
LONG,2.5,35.0,35.0,60,22,16756,5061.0,230.04545454545453,402.25,0.39111161736212685,0.4170859667423452,1.0266031916981484,1.0353604455636465,52.633961937644266,55.21793772957542,25.625547972942112,0.6363636363636364
LONG,2.5,35.0,35.0,120,22,16756,7648.0,347.6363636363636,393.625,0.4563352821345545,0.4794405123019886,1.0351084089377032,1.0305146053479537,75.97292466597123,79.37626769325949,33.81338339492428,0.6363636363636364
LONG,2.5,35.0,50.0,10,22,16756,5361.5,243.70454545454547,190.5,0.09472812726295832,0.08743599708194419,1.039767306461518,1.0253273664518976,23.79554668339816,24.22327936779369,8.456037321053335,0.5909090909090909
LONG,2.5,35.0,50.0,20,22,16756,6000.5,272.75,250.375,0.1566913040855905,0.1450396766574763,1.0297064225859272,1.0280322303859502,32.04212106357921,33.324756145477295,14.639694705682901,0.5909090909090909
LONG,2.5,35.0,50.0,30,22,16756,8188.5,372.20454545454544,616.5,0.2015155984286937,0.1899344119231215,1.03638384386107,1.0566578192256542,38.354660901156336,40.62351499904286,19.567967371178664,0.6363636363636364
LONG,2.5,35.0,50.0,60,22,16756,11526.5,523.9318181818181,743.0,0.2733957944154476,0.275692421715768,1.0495813808396273,1.0588992493031344,52.633961937644266,55.21793772957542,30.370841279872028,0.7727272727272727
LONG,2.5,35.0,50.0,120,22,16756,18006.5,818.4772727272727,1175.375,0.3499947770800113,0.37756579448704897,1.0653200888295347,1.0830691717962488,75.97292466597123,79.37626769325949,42.33136315909366,0.7727272727272727
LONG,2.5,35.0,75.0,10,22,16756,9099.5,413.6136363636364,383.875,0.041247122877492416,0.03070454384849127,1.0595486534185596,1.0536868551452263,23.79554668339816,24.22327936779369,8.707905379882064,0.6818181818181818
LONG,2.5,35.0,75.0,20,22,16756,11893.0,540.5909090909091,423.5,0.07494922301101782,0.06351845906902087,1.0536717400385567,1.0464782009825648,32.04212106357921,33.324756145477295,15.497573534083683,0.6818181818181818
LONG,2.5,35.0,75.0,30,22,16756,14030.75,637.7613636363636,785.375,0.10164172424319773,0.09055252363117532,1.058971304050465,1.0661383697722222,38.354660901156336,40.62351499904286,21.216837999104257,0.6363636363636364
LONG,2.5,35.0,75.0,60,22,16756,20723.0,941.9545454545455,1216.0,0.15528778288284703,0.14585194158975257,1.079780324017349,1.0970804681467863,52.633961937644266,55.21793772957542,34.68821756984827,0.6818181818181818
LONG,2.5,35.0,75.0,120,22,16756,33781.0,1535.5,2014.25,0.23294131924188746,0.23693561412524777,1.1088380276466985,1.1199666151119838,75.97292466597123,79.37626769325949,51.61916929322468,0.7272727272727273
LONG,2.5,35.0,100.0,10,22,16756,11565.5,525.7045454545455,337.875,0.021700367952769473,0.015331288057123148,1.0715937180471242,1.0476267240993207,23.79554668339816,24.22327936779369,8.793852576480635,0.7272727272727273
