side,hmm_state,zscore,volatility_regime,sl_points,tp_points,horizon,aggregate_expectancy_R,aggregate_pf,aggregate_win_rate,observations
LONG,1,3.0,<20,50.0,35.0,10,-0.5569148936170213,0.24676258992805752,0.26063829787234044,2068
LONG,1,3.0,<20,50.0,35.0,20,-0.3793520309477757,0.4025133282559025,0.3650870406189555,2068
LONG,1,3.0,<20,50.0,35.0,30,-0.2897485493230174,0.5023255813953488,0.41779497098646035,2068
LONG,1,3.0,<20,50.0,35.0,60,-0.13520309477756282,0.7248031496062992,0.5087040618955513,2068
LONG,1,3.0,<20,50.0,35.0,120,-0.047243713733075454,0.8925192519251924,0.5604448742746615,2068
LONG,1,3.0,<20,50.0,50.0,10,-0.7408123791102514,0.14888888888888888,0.12959381044487428,2068
LONG,1,3.0,<20,50.0,50.0,20,-0.5609284332688589,0.2812887236679058,0.21953578336557059,2068
LONG,1,3.0,<20,50.0,50.0,30,-0.4352030947775629,0.3935309973045822,0.28239845261121854,2068
LONG,1,3.0,<20,50.0,50.0,60,-0.2611218568665377,0.5858895705521472,0.3694390715667311,2068
LONG,1,3.0,<20,50.0,50.0,120,-0.11702127659574463,0.7904761904761904,0.44148936170212766,2068
LONG,1,3.0,<20,50.0,75.0,10,-0.8609767891682785,0.08832565284178187,0.05560928433268859,2068
LONG,1,3.0,<20,50.0,75.0,20,-0.7485493230174081,0.16774193548387098,0.10058027079303675,2068
LONG,1,3.0,<20,50.0,75.0,30,-0.6445841392649903,0.24859075535512964,0.14216634429400388,2068
LONG,1,3.0,<20,50.0,75.0,60,-0.45962282398452614,0.4136335595311536,0.21615087040618955,2068
LONG,1,3.0,<20,50.0,75.0,120,-0.23718568665377182,0.6586638830897703,0.3051257253384913,2068
LONG,1,3.0,<20,50.0,100.0,10,-0.9187620889748549,0.055666003976143144,0.027079303675048357,2068
LONG,1,3.0,<20,50.0,100.0,20,-0.8505802707930368,0.10483460559796437,0.049806576402321084,2068
LONG,1,3.0,<20,50.0,100.0,30,-0.7707930367504836,0.16544502617801046,0.07640232108317214,2068
LONG,1,3.0,<20,50.0,100.0,60,-0.5923597678916828,0.3144935646334639,0.13588007736943908,2068
LONG,1,3.0,<20,50.0,100.0,120,-0.37475822050290136,0.5265729993891265,0.20841392649903287,2068
LONG,1,3.0,<20,50.0,125.0,10,-0.9559961315280464,0.031831537708129284,0.012572533849129593,2068
LONG,1,3.0,<20,50.0,125.0,20,-0.9136847195357833,0.06321269211700545,0.024661508704061894,2068
LONG,1,3.0,<20,50.0,125.0,30,-0.8646034816247582,0.1006036217303823,0.03868471953578337,2068
LONG,1,3.0,<20,50.0,125.0,60,-0.737669245647969,0.2025614218504966,0.07495164410058026,2068
LONG,1,3.0,<20,50.0,125.0,120,-0.5548839458413927,0.36426592797783935,0.12717601547388782,2068
LONG,1,3.5,<20,5.0,20.0,10,-0.11125319693094626,0.864696734059098,0.17774936061381075,782
LONG,1,3.5,<20,5.0,20.0,20,-0.08567774936061379,0.8951486697965572,0.18286445012787725,782
LONG,1,3.5,<20,5.0,20.0,30,-0.07928388746803072,0.9028213166144201,0.18414322250639387,782
LONG,1,3.5,<20,5.0,20.0,60,-0.04731457800511507,0.9415481832543444,0.19053708439897699,782
LONG,1,3.5,<20,5.0,20.0,120,-0.04731457800511507,0.9415481832543444,0.19053708439897699,782
LONG,1,3.5,<20,5.0,25.0,10,-0.07161125319693096,0.9152798789712556,0.1547314578005115,782
LONG,1,3.5,<20,5.0,25.0,20,-0.03324808184143224,0.9603658536585366,0.16112531969309463,782
LONG,1,3.5,<20,5.0,25.0,30,-0.010230179028132946,0.9877488514548239,0.1649616368286445,782
LONG,1,3.5,<20,5.0,25.0,60,0.012787723785166238,1.0153846153846153,0.16879795396419436,782
LONG,1,3.5,<20,5.0,25.0,120,0.012787723785166238,1.0153846153846153,0.16879795396419436,782
LONG,1,3.5,<20,5.0,35.0,10,-0.2531969309462916,0.7207334273624824,0.09335038363171355,782
LONG,1,3.5,<20,5.0,35.0,20,-0.12020460358056262,0.8649425287356322,0.10997442455242967,782
LONG,1,3.5,<20,5.0,35.0,30,-0.10997442455242967,0.8762589928057554,0.11125319693094629,782
LONG,1,3.5,<20,5.0,35.0,60,-0.05882352941176472,0.9333333333333333,0.11764705882352941,782
LONG,1,3.5,<20,5.0,35.0,120,-0.038363171355498715,0.9563953488372093,0.12020460358056266,782
LONG,1,3.5,<20,5.0,50.0,10,-0.36700767263427103,0.6105834464043419,0.05754475703324808,782
LONG,1,3.5,<20,5.0,50.0,20,-0.11381074168797956,0.8762169680111266,0.08056265984654731,782
LONG,1,3.5,<20,5.0,50.0,30,-0.05754475703324813,0.9370629370629371,0.08567774936061381,782
LONG,1,3.5,<20,5.0,50.0,60,-0.02941176470588225,0.967741935483871,0.08823529411764706,782
LONG,1,3.5,<20,5.0,50.0,120,0.06905370843989767,1.0764872521246458,0.09718670076726342,782
LONG,1,3.5,<20,5.0,75.0,10,-0.5498721227621484,0.4342105263157895,0.028132992327365727,782
LONG,1,3.5,<20,5.0,75.0,20,-0.32480818414322254,0.6608811748998665,0.04219948849104859,782
LONG,1,3.5,<20,5.0,75.0,30,-0.20204603580562663,0.7873485868102288,0.049872122762148335,782
LONG,1,3.5,<20,5.0,75.0,60,0.002557544757033181,1.0027285129604366,0.06265984654731457,782
LONG,1,3.5,<20,5.0,75.0,120,0.12531969309462931,1.1348005502063274,0.07033248081841433,782
LONG,1,3.5,<20,5.0,100.0,10,-0.6777493606138107,0.3116883116883117,0.015345268542199489,782
LONG,1,3.5,<20,5.0,100.0,20,-0.5434782608695652,0.4444444444444444,0.021739130434782608,782
LONG,1,3.5,<20,5.0,100.0,30,-0.489769820971867,0.4980340760157274,0.024296675191815855,782
LONG,1,3.5,<20,5.0,100.0,60,-0.19437340153452687,0.7978723404255319,0.03836317135549872,782
LONG,1,3.5,<20,5.0,100.0,120,-0.06010230179028131,0.9370816599732262,0.04475703324808184,782
LONG,1,3.5,<20,5.0,125.0,10,-0.8005115089514067,0.19329896907216496,0.0076726342710997444,782
LONG,1,3.5,<20,5.0,125.0,20,-0.7340153452685423,0.25839793281653745,0.010230179028132993,782
LONG,1,3.5,<20,5.0,125.0,30,-0.6675191815856778,0.3238341968911917,0.01278772378516624,782
LONG,1,3.5,<20,5.0,125.0,60,-0.46803069053708435,0.5221932114882507,0.020460358056265986,782
LONG,1,3.5,<20,5.0,125.0,120,-0.36828644501278773,0.6225425950196593,0.024296675191815855,782
LONG,1,3.5,<20,7.5,20.0,10,-0.07630008525149201,0.8980056980056978,0.25191815856777494,782
LONG,1,3.5,<20,7.5,20.0,20,-0.04347826086956519,0.9411764705882353,0.2608695652173913,782
LONG,1,3.5,<20,7.5,20.0,30,-0.02941176470588247,0.96,0.2647058823529412,782
LONG,1,3.5,<20,7.5,20.0,60,0.0034100596760443525,1.004694835680751,0.27365728900255754,782
LONG,1,3.5,<20,7.5,20.0,120,0.008098891730605295,1.0111699000587888,0.2749360613810742,782
LONG,1,3.5,<20,7.5,25.0,10,-0.05797101449275366,0.925925925925926,0.21739130434782608,782
LONG,1,3.5,<20,7.5,25.0,20,-0.019181585677749302,0.9752066115702479,0.22634271099744246,782
LONG,1,3.5,<20,7.5,25.0,30,0.014066496163682829,1.018363939899833,0.2340153452685422,782
LONG,1,3.5,<20,7.5,25.0,60,0.036231884057971064,1.0476190476190477,0.2391304347826087,782
LONG,1,3.5,<20,7.5,25.0,120,0.052855924978687074,1.0698198198198199,0.24296675191815856,782
LONG,1,3.5,<20,7.5,35.0,10,-0.21014492753623182,0.7558197127290738,0.13938618925831203,782
LONG,1,3.5,<20,7.5,35.0,20,-0.08695652173913038,0.8963414634146342,0.16112531969309463,782
LONG,1,3.5,<20,7.5,35.0,30,-0.06521739130434778,0.9218989280245024,0.1649616368286445,782
LONG,1,3.5,<20,7.5,35.0,60,1.1102230246251565e-16,1.0,0.17647058823529413,782
LONG,1,3.5,<20,7.5,35.0,120,0.036231884057971064,1.04434011476265,0.18286445012787725,782
LONG,1,3.5,<20,7.5,50.0,10,-0.37254901960784315,0.5942432683379759,0.08184143222506395,782
LONG,1,3.5,<20,7.5,50.0,20,-0.12745098039215685,0.8561808561808563,0.11381074168797954,782
LONG,1,3.5,<20,7.5,50.0,30,-0.019607843137254832,0.9775171065493647,0.1278772378516624,782
LONG,1,3.5,<20,7.5,50.0,60,0.009803921568627416,1.011291114383898,0.13171355498721227,782
LONG,1,3.5,<20,7.5,50.0,120,0.11764705882352944,1.1377245508982037,0.14578005115089515,782
LONG,1,3.5,<20,7.5,75.0,10,-0.5639386189258312,0.41278295605858856,0.03964194373401535,782
LONG,1,3.5,<20,7.5,75.0,20,-0.2966751918158568,0.6830601092896175,0.0639386189258312,782
LONG,1,3.5,<20,7.5,75.0,30,-0.1841432225063938,0.8011049723756906,0.0741687979539642,782
LONG,1,3.5,<20,7.5,75.0,60,-0.0012787723785167016,0.9985935302390999,0.0907928388746803,782
LONG,1,3.5,<20,7.5,75.0,120,0.1675191815856777,1.1874105865522175,0.10613810741687979,782
LONG,1,3.5,<20,7.5,100.0,10,-0.670076726342711,0.31413612565445026,0.023017902813299233,782
LONG,1,3.5,<20,7.5,100.0,20,-0.5601023017902813,0.42216358839050133,0.030690537084398978,782
LONG,1,3.5,<20,7.5,100.0,30,-0.41346973572037504,0.5688888888888889,0.04092071611253197,782
LONG,1,3.5,<20,7.5,100.0,60,-0.13853367433930097,0.852607709750567,0.06010230179028133,782
LONG,1,3.5,<20,7.5,100.0,120,0.008098891730605406,1.0087116001834022,0.07033248081841433,782
LONG,1,3.5,<20,7.5,125.0,10,-0.8418584825234442,0.15053763440860216,0.008951406649616368,782
LONG,1,3.5,<20,7.5,125.0,20,-0.774083546462063,0.21588946459412783,0.01278772378516624,782
LONG,1,3.5,<20,7.5,125.0,30,-0.6837169650468884,0.3038194444444445,0.017902813299232736,782
LONG,1,3.5,<20,7.5,125.0,60,-0.5029838022165387,0.4824561403508772,0.028132992327365727,782
LONG,1,3.5,<20,7.5,125.0,120,-0.2770673486786017,0.7111111111111111,0.04092071611253197,782
LONG,1,3.5,<20,10.0,20.0,10,-0.10613810741687979,0.848816029143898,0.2979539641943734,782
LONG,1,3.5,<20,10.0,20.0,20,-0.06393861892583119,0.9070631970260223,0.31202046035805625,782
LONG,1,3.5,<20,10.0,20.0,30,-0.052429667519181544,0.9233644859813084,0.31585677749360613,782
LONG,1,3.5,<20,10.0,20.0,60,-0.021739130434782594,0.967741935483871,0.32608695652173914,782
LONG,1,3.5,<20,10.0,20.0,120,-0.01790281329923271,0.973384030418251,0.3273657289002558,782
LONG,1,3.5,<20,10.0,25.0,10,-0.1272378516624041,0.8304940374787053,0.24936061381074168,782
LONG,1,3.5,<20,10.0,25.0,20,-0.0645780051150896,0.9118673647469459,0.2672634271099744,782
LONG,1,3.5,<20,10.0,25.0,30,-0.03772378516624031,0.9479717813051146,0.2749360613810742,782
LONG,1,3.5,<20,10.0,25.0,60,-0.01534526854219953,0.9786476868327402,0.2813299232736573,782
LONG,1,3.5,<20,10.0,25.0,120,-0.0019181585677748858,0.9973166368515206,0.2851662404092072,782
LONG,1,3.5,<20,10.0,35.0,10,-0.2749360613810742,0.6722560975609756,0.16112531969309463,782
LONG,1,3.5,<20,10.0,35.0,20,-0.1656010230179028,0.7967032967032966,0.18542199488491048,782
LONG,1,3.5,<20,10.0,35.0,30,-0.13682864450127885,0.8306962025316456,0.1918158567774936,782
LONG,1,3.5,<20,10.0,35.0,60,-0.06777493606138096,0.9145161290322581,0.2071611253196931,782
LONG,1,3.5,<20,10.0,35.0,120,-0.027493606138107363,0.9649265905383361,0.21611253196930946,782
LONG,1,3.5,<20,10.0,50.0,10,-0.44757033248081834,0.5070422535211268,0.09207161125319693,782
LONG,1,3.5,<20,10.0,50.0,20,-0.23273657289002558,0.7331378299120235,0.1278772378516624,782
LONG,1,3.5,<20,10.0,50.0,30,-0.14066496163682862,0.835820895522388,0.1432225063938619,782
LONG,1,3.5,<20,10.0,50.0,60,-0.09462915601023014,0.8885542168674698,0.15089514066496162,782
LONG,1,3.5,<20,10.0,50.0,120,0.005115089514066584,1.0061443932411673,0.16751918158567775,782
LONG,1,3.5,<20,10.0,75.0,10,-0.6304347826086957,0.3409090909090909,0.043478260869565216,782
LONG,1,3.5,<20,10.0,75.0,20,-0.40217391304347816,0.5674002751031637,0.07033248081841433,782
LONG,1,3.5,<20,10.0,75.0,30,-0.2934782608695652,0.6799163179916318,0.08312020460358056,782
LONG,1,3.5,<20,10.0,75.0,60,-0.10869565217391297,0.8785714285714286,0.10485933503836317,782
LONG,1,3.5,<20,10.0,75.0,120,0.0434782608695653,1.0495626822157433,0.12276214833759591,782
LONG,1,3.5,<20,10.0,100.0,10,-0.7186700767263428,0.26246719160104987,0.02557544757033248,782
LONG,1,3.5,<20,10.0,100.0,20,-0.6342710997442454,0.3439153439153439,0.03324808184143223,782
LONG,1,3.5,<20,10.0,100.0,30,-0.4936061381074168,0.48257372654155495,0.04603580562659847,782
LONG,1,3.5,<20,10.0,100.0,60,-0.2685421994884909,0.7123287671232876,0.06649616368286446,782
LONG,1,3.5,<20,10.0,100.0,120,-0.09974424552429662,0.8913649025069638,0.08184143222506395,782
LONG,1,3.5,<20,10.0,125.0,10,-0.8446291560102301,0.14553686934023286,0.011508951406649617,782
LONG,1,3.5,<20,10.0,125.0,20,-0.7928388746803069,0.19480519480519481,0.015345268542199489,782
LONG,1,3.5,<20,10.0,125.0,30,-0.7065217391304348,0.2777777777777778,0.021739130434782608,782
LONG,1,3.5,<20,10.0,125.0,60,-0.551150895140665,0.4298941798941799,0.03324808184143223,782
LONG,1,3.5,<20,10.0,125.0,120,-0.3785166240409207,0.6032171581769437,0.04603580562659847,782
LONG,1,3.5,<20,12.5,20.0,10,-0.13222506393861888,0.8015355086372361,0.3337595907928389,782
LONG,1,3.5,<20,12.5,20.0,20,-0.08567774936061379,0.8678500986193294,0.3516624040920716,782
LONG,1,3.5,<20,12.5,20.0,30,-0.07237851662404093,0.8874751491053678,0.3567774936061381,782
LONG,1,3.5,<20,12.5,20.0,60,-0.03913043478260869,0.9379310344827587,0.3695652173913043,782
LONG,1,3.5,<20,12.5,20.0,120,-0.032480818414322155,0.9482688391038697,0.3721227621483376,782
LONG,1,3.5,<20,12.5,25.0,10,-0.17519181585677746,0.7583774250440917,0.2749360613810742,782
LONG,1,3.5,<20,12.5,25.0,20,-0.11381074168797956,0.838475499092559,0.29539641943734013,782
LONG,1,3.5,<20,12.5,25.0,30,-0.08695652173913038,0.875,0.30434782608695654,782
LONG,1,3.5,<20,12.5,25.0,60,-0.052429667519181544,0.9233644859813084,0.31585677749360613,782
LONG,1,3.5,<20,12.5,25.0,120,-0.037084398976982125,0.9453860640301318,0.3209718670076726,782
LONG,1,3.5,<20,12.5,35.0,10,-0.3245524296675192,0.6052877138413686,0.17774936061381075,782
LONG,1,3.5,<20,12.5,35.0,20,-0.20792838874680308,0.7373182552504038,0.20843989769820973,782
LONG,1,3.5,<20,12.5,35.0,30,-0.1836317135549872,0.7661237785016286,0.21483375959079284,782
LONG,1,3.5,<20,12.5,35.0,60,-0.11074168797953965,0.8554257095158597,0.2340153452685422,782
LONG,1,3.5,<20,12.5,35.0,120,-0.07186700767263421,0.904906937394247,0.2442455242966752,782
LONG,1,3.5,<20,12.5,50.0,10,-0.49488491048593347,0.44950213371266,0.1010230179028133,782
LONG,1,3.5,<20,12.5,50.0,20,-0.28388746803069054,0.6686567164179105,0.1432225063938619,782
LONG,1,3.5,<20,12.5,50.0,30,-0.19437340153452687,0.7682926829268293,0.16112531969309463,782
LONG,1,3.5,<20,12.5,50.0,60,-0.13043478260869568,0.8421052631578947,0.17391304347826086,782
LONG,1,3.5,<20,12.5,50.0,120,-0.04731457800511507,0.9415481832543444,0.19053708439897699,782
LONG,1,3.5,<20,12.5,75.0,10,-0.659846547314578,0.3064516129032258,0.04859335038363171,782
LONG,1,3.5,<20,12.5,75.0,20,-0.4629156010230179,0.4986149584487535,0.07672634271099744,782
LONG,1,3.5,<20,12.5,75.0,30,-0.3554987212276215,0.6084507042253521,0.09207161125319693,782
LONG,1,3.5,<20,12.5,75.0,60,-0.1675191815856777,0.8098693759071117,0.11892583120204604,782
LONG,1,3.5,<20,12.5,75.0,120,-0.03324808184143224,0.9614243323442137,0.13810741687979539,782
LONG,1,3.5,<20,12.5,100.0,10,-0.7352941176470589,0.24242424242424243,0.029411764705882353,782
LONG,1,3.5,<20,12.5,100.0,20,-0.6662404092071611,0.30810092961487384,0.0370843989769821,782
LONG,1,3.5,<20,12.5,100.0,30,-0.5396419437340154,0.431266846361186,0.05115089514066496,782
LONG,1,3.5,<20,12.5,100.0,60,-0.32097186700767266,0.65283540802213,0.07544757033248081,782
LONG,1,3.5,<20,12.5,100.0,120,-0.15984654731457804,0.8236953455571228,0.09335038363171355,782
LONG,1,3.5,<20,12.5,125.0,10,-0.8593350383631714,0.12953367875647667,0.01278772378516624,782
LONG,1,3.5,<20,12.5,125.0,20,-0.80306905370844,0.18229166666666666,0.017902813299232736,782
LONG,1,3.5,<20,12.5,125.0,30,-0.7186700767263428,0.26246719160104987,0.02557544757033248,782
LONG,1,3.5,<20,12.5,125.0,60,-0.5639386189258312,0.41278295605858856,0.03964194373401535,782
LONG,1,3.5,<20,12.5,125.0,120,-0.42327365728900257,0.553306342780027,0.052429667519181586,782
LONG,1,3.5,<20,15.0,20.0,10,-0.12574595055413473,0.7989093387866393,0.37468030690537085,782
LONG,1,3.5,<20,15.0,20.0,20,-0.08098891730605284,0.8663853727144866,0.3938618925831202,782
LONG,1,3.5,<20,15.0,20.0,30,-0.06010230179028142,0.8993576017130621,0.40281329923273657,782
LONG,1,3.5,<20,15.0,20.0,60,-0.03026427962489353,0.9482129832239241,0.4156010230179028,782
LONG,1,3.5,<20,15.0,20.0,120,-0.024296675191815886,0.9582417582417583,0.41815856777493604,782
LONG,1,3.5,<20,15.0,25.0,10,-0.18158567774936063,0.7380073800738007,0.3069053708439898,782
LONG,1,3.5,<20,15.0,25.0,20,-0.11338448422847403,0.8301404853128992,0.33248081841432225,782
LONG,1,3.5,<20,15.0,25.0,30,-0.07928388746803072,0.87890625,0.3452685421994885,782
LONG,1,3.5,<20,15.0,25.0,60,-0.04518329070758731,0.9296148738379815,0.35805626598465473,782
LONG,1,3.5,<20,15.0,25.0,120,-0.03154305200341001,0.9504685408299867,0.3631713554987212,782
LONG,1,3.5,<20,15.0,35.0,10,-0.3222506393861892,0.5955056179775281,0.20332480818414322,782
LONG,1,3.5,<20,15.0,35.0,20,-0.19863597612958217,0.7384960718294052,0.24040920716112532,782
LONG,1,3.5,<20,15.0,35.0,30,-0.16453537936913898,0.7804323094425484,0.2506393861892583,782
LONG,1,3.5,<20,15.0,35.0,60,-0.09207161125319685,0.8734622144112479,0.27237851662404094,782
LONG,1,3.5,<20,15.0,35.0,120,-0.05797101449275355,0.9191919191919193,0.2826086956521739,782
LONG,1,3.5,<20,15.0,50.0,10,-0.5234441602728047,0.41187739463601536,0.10997442455242967,782
LONG,1,3.5,<20,15.0,50.0,20,-0.30179028132992325,0.6402439024390244,0.16112531969309463,782
LONG,1,3.5,<20,15.0,50.0,30,-0.20204603580562663,0.7523510971786834,0.18414322250639387,782
LONG,1,3.5,<20,15.0,50.0,60,-0.13554987212276215,0.8306709265175719,0.19948849104859334,782
LONG,1,3.5,<20,15.0,50.0,120,-0.05797101449275366,0.925925925925926,0.21739130434782608,782
LONG,1,3.5,<20,15.0,75.0,10,-0.6777493606138107,0.28378378378378377,0.05370843989769821,782
LONG,1,3.5,<20,15.0,75.0,20,-0.5012787723785166,0.45327754532775455,0.08312020460358056,782
LONG,1,3.5,<20,15.0,75.0,30,-0.3785166240409208,0.5777460770328102,0.10358056265984655,782
LONG,1,3.5,<20,15.0,75.0,60,-0.20204603580562652,0.7669616519174042,0.1329923273657289,782
LONG,1,3.5,<20,15.0,75.0,120,-0.07161125319693096,0.9152798789712556,0.1547314578005115,782
LONG,1,3.5,<20,15.0,100.0,10,-0.7549019607843137,0.2201673271686482,0.0319693094629156,782
LONG,1,3.5,<20,15.0,100.0,20,-0.6862745098039216,0.28444444444444444,0.04092071611253197,782
LONG,1,3.5,<20,15.0,100.0,30,-0.5588235294117647,0.40705563093622793,0.05754475703324808,782
LONG,1,3.5,<20,15.0,100.0,60,-0.3431372549019608,0.6247086247086248,0.08567774936061381,782
LONG,1,3.5,<20,15.0,100.0,120,-0.196078431372549,0.7809523809523811,0.10485933503836317,782
LONG,1,3.5,<20,15.0,125.0,10,-0.8567774936061381,0.12987012987012986,0.015345268542199489,782
LONG,1,3.5,<20,15.0,125.0,20,-0.7971014492753623,0.1851851851851852,0.021739130434782608,782
LONG,1,3.5,<20,15.0,125.0,30,-0.7254901960784313,0.25252525252525254,0.029411764705882353,782
LONG,1,3.5,<20,15.0,125.0,60,-0.5583972719522592,0.4138702460850112,0.04731457800511509,782
LONG,1,3.5,<20,15.0,125.0,120,-0.4032395566922421,0.569216757741348,0.0639386189258312,782
LONG,1,3.5,<20,20.0,20.0,10,-0.14833759590792844,0.7416481069042317,0.4258312020460358,782
LONG,1,3.5,<20,20.0,20.0,20,-0.09462915601023014,0.8271028037383178,0.45268542199488493,782
LONG,1,3.5,<20,20.0,20.0,30,-0.06905370843989767,0.8708133971291866,0.46547314578005117,782
LONG,1,3.5,<20,20.0,20.0,60,-0.03580562659846542,0.9308641975308642,0.4820971867007673,782
LONG,1,3.5,<20,20.0,20.0,120,-0.028132992327365713,0.945273631840796,0.4859335038363171,782
LONG,1,3.5,<20,20.0,25.0,10,-0.21163682864450128,0.6742125984251969,0.35038363171355497,782
LONG,1,3.5,<20,20.0,25.0,20,-0.12531969309462915,0.7949790794979079,0.3887468030690537,782
LONG,1,3.5,<20,20.0,25.0,30,-0.08791560102301788,0.8521505376344086,0.4053708439897698,782
LONG,1,3.5,<20,20.0,25.0,60,-0.04475703324808189,0.9222222222222223,0.42455242966751916,782
LONG,1,3.5,<20,20.0,25.0,120,-0.027493606138107474,0.9515765765765766,0.4322250639386189,782
LONG,1,3.5,<20,20.0,35.0,10,-0.3599744245524297,0.5308333333333334,0.23273657289002558,782
LONG,1,3.5,<20,20.0,35.0,20,-0.22634271099744246,0.6850533807829181,0.2813299232736573,782
LONG,1,3.5,<20,20.0,35.0,30,-0.18414322250639392,0.7381818181818182,0.2966751918158568,782
LONG,1,3.5,<20,20.0,35.0,60,-0.11029411764705888,0.8369565217391305,0.3235294117647059,782
LONG,1,3.5,<20,20.0,35.0,120,-0.06809462915601028,0.8970019342359767,0.3388746803069054,782
LONG,1,3.5,<20,20.0,50.0,10,-0.5569053708439897,0.3623718887262079,0.1265984654731458,782
LONG,1,3.5,<20,20.0,50.0,20,-0.342071611253197,0.5787401574803149,0.18797953964194372,782
LONG,1,3.5,<20,20.0,50.0,30,-0.2257033248081841,0.7101806239737274,0.22122762148337596,782
LONG,1,3.5,<20,20.0,50.0,60,-0.1451406649616368,0.8079526226734348,0.2442455242966752,782
LONG,1,3.5,<20,20.0,50.0,120,-0.051150895140664954,0.9298245614035088,0.2710997442455243,782
LONG,1,3.5,<20,20.0,75.0,10,-0.6962915601023018,0.25614754098360654,0.0639386189258312,782
LONG,1,3.5,<20,20.0,75.0,20,-0.5505115089514067,0.3919491525423729,0.09462915601023018,782
LONG,1,3.5,<20,20.0,75.0,30,-0.4351023017902813,0.5061683599419449,0.11892583120204604,782
LONG,1,3.5,<20,20.0,75.0,60,-0.2650255754475703,0.6864599092284418,0.1547314578005115,782
LONG,1,3.5,<20,20.0,75.0,120,-0.0828005115089514,0.8973851030110935,0.19309462915601022,782
LONG,1,3.5,<20,20.0,100.0,10,-0.7851662404092072,0.1856763925729443,0.03580562659846547,782
LONG,1,3.5,<20,20.0,100.0,20,-0.7007672634271099,0.26244952893674295,0.049872122762148335,782
LONG,1,3.5,<20,20.0,100.0,30,-0.5933503836317136,0.3635116598079561,0.06777493606138107,782
LONG,1,3.5,<20,20.0,100.0,60,-0.38618925831202044,0.5698005698005698,0.10230179028132992,782
LONG,1,3.5,<20,20.0,100.0,120,-0.22506393861892593,0.7415565345080763,0.12915601023017903,782
LONG,1,3.5,<20,20.0,125.0,10,-0.8609335038363171,0.12222946544980444,0.01918158567774936,782
LONG,1,3.5,<20,20.0,125.0,20,-0.7774936061381075,0.19788918205804748,0.030690537084398978,782
LONG,1,3.5,<20,20.0,125.0,30,-0.7125959079283888,0.25798934753661784,0.03964194373401535,782
LONG,1,3.5,<20,20.0,125.0,60,-0.5735294117647058,0.390625,0.058823529411764705,782
LONG,1,3.5,<20,20.0,125.0,120,-0.42519181585677746,0.5381944444444444,0.0792838874680307,782
LONG,1,3.5,<20,25.0,20.0,10,-0.16905370843989764,0.6859857482185273,0.4616368286445013,782
LONG,1,3.5,<20,25.0,20.0,20,-0.09999999999999998,0.8,0.5,782
LONG,1,3.5,<20,25.0,20.0,30,-0.07698209718670074,0.841994750656168,0.5127877237851662,782
LONG,1,3.5,<20,25.0,20.0,60,-0.030946291560102313,0.9329639889196676,0.5383631713554987,782
LONG,1,3.5,<20,25.0,20.0,120,-0.021739130434782594,0.9523809523809523,0.5434782608695652,782
LONG,1,3.5,<20,25.0,25.0,10,-0.2301790281329923,0.6257796257796258,0.38491048593350385,782
LONG,1,3.5,<20,25.0,25.0,20,-0.12787723785166238,0.7732426303854876,0.4360613810741688,782
LONG,1,3.5,<20,25.0,25.0,30,-0.09207161125319696,0.8313817330210773,0.4539641943734015,782
LONG,1,3.5,<20,25.0,25.0,60,-0.04092071611253201,0.9213759213759214,0.479539641943734,782
LONG,1,3.5,<20,25.0,25.0,120,-0.01534526854219953,0.9697732997481109,0.49232736572890023,782
LONG,1,3.5,<20,25.0,35.0,10,-0.3923273657289002,0.4746575342465753,0.2531969309462916,782
LONG,1,3.5,<20,25.0,35.0,20,-0.23580562659846555,0.6540337711069417,0.31841432225063937,782
LONG,1,3.5,<20,25.0,35.0,30,-0.189769820971867,0.7135135135135134,0.3375959079283887,782
LONG,1,3.5,<20,25.0,35.0,60,-0.11304347826086969,0.8206896551724138,0.3695652173913043,782
LONG,1,3.5,<20,25.0,35.0,120,-0.0608695652173914,0.8999999999999999,0.391304347826087,782
LONG,1,3.5,<20,25.0,50.0,10,-0.5971867007672633,0.310192023633678,0.13427109974424553,782
LONG,1,3.5,<20,25.0,50.0,20,-0.3785166240409207,0.5225806451612903,0.2071611253196931,782
LONG,1,3.5,<20,25.0,50.0,30,-0.24424552429667523,0.6735042735042736,0.25191815856777494,782
LONG,1,3.5,<20,25.0,50.0,60,-0.15601023017902815,0.7829181494661922,0.2813299232736573,782
LONG,1,3.5,<20,25.0,50.0,120,-0.05626598465473154,0.917910447761194,0.3145780051150895,782
LONG,1,3.5,<20,25.0,75.0,10,-0.7186700767263426,0.22696011004126548,0.07033248081841433,782
LONG,1,3.5,<20,25.0,75.0,20,-0.5907928388746804,0.3418803418803419,0.10230179028132992,782
LONG,1,3.5,<20,25.0,75.0,30,-0.4629156010230179,0.465288035450517,0.13427109974424553,782
LONG,1,3.5,<20,25.0,75.0,60,-0.28388746803069054,0.6542056074766355,0.17902813299232737,782
LONG,1,3.5,<20,25.0,75.0,120,-0.09974424552429673,0.8712871287128713,0.22506393861892582,782
LONG,1,3.5,<20,25.0,100.0,10,-0.8209718670076727,0.14854111405835543,0.03580562659846547,782
LONG,1,3.5,<20,25.0,100.0,20,-0.7442455242966752,0.215633423180593,0.05115089514066496,782
LONG,1,3.5,<20,25.0,100.0,30,-0.6483375959079283,0.30261348005502064,0.07033248081841433,782
