side,hmm_state,vol_bucket,zscore,observations,tp,sl,rr,horizon,win_rate,expectancy_r,wr_ge_50,wr_ge_55,wr_ge_60,positive_expectancy
LONG,2,80-100,2.5,944,30.0,15.0,2.0,20,0.1747881355932203,-0.47563559322033916,False,False,False,False
LONG,2,80-100,2.5,944,5.0,5.0,1.0,30,0.4247881355932203,-0.1504237288135593,False,False,False,False
LONG,2,80-100,2.5,944,10.0,5.0,2.0,30,0.3146186440677966,-0.056144067796610186,False,False,False,False
LONG,2,80-100,2.5,944,15.0,10.0,1.5,30,0.3527542372881356,-0.11811440677966101,False,False,False,False
LONG,2,80-100,2.5,944,20.0,10.0,2.0,30,0.2764830508474576,-0.17055084745762716,False,False,False,False
LONG,2,80-100,2.5,944,30.0,15.0,2.0,30,0.2171610169491525,-0.34851694915254255,False,False,False,False
LONG,2,80-100,2.5,944,5.0,5.0,1.0,60,0.4258474576271186,-0.14830508474576276,False,False,False,False
LONG,2,80-100,2.5,944,10.0,5.0,2.0,60,0.3177966101694915,-0.04661016949152541,False,False,False,False
LONG,2,80-100,2.5,944,15.0,10.0,1.5,60,0.3781779661016949,-0.05455508474576276,False,False,False,False
LONG,2,80-100,2.5,944,20.0,10.0,2.0,60,0.3156779661016949,-0.052966101694915335,False,False,False,False
LONG,2,80-100,2.5,944,30.0,15.0,2.0,60,0.2828389830508475,-0.1514830508474575,False,False,False,False
LONG,2,80-100,2.5,944,5.0,5.0,1.0,120,0.4279661016949153,-0.1440677966101695,False,False,False,False
LONG,2,80-100,2.5,944,10.0,5.0,2.0,120,0.3188559322033898,-0.04343220338983056,False,False,False,False
LONG,2,80-100,2.5,944,15.0,10.0,1.5,120,0.3877118644067797,-0.03072033898305082,False,False,False,False
LONG,2,80-100,2.5,944,20.0,10.0,2.0,120,0.3305084745762712,-0.008474576271186418,False,False,False,False
LONG,2,80-100,2.5,944,30.0,15.0,2.0,120,0.3209745762711864,-0.037076271186440746,False,False,False,False
LONG,2,80-100,3.0,305,5.0,5.0,1.0,10,0.360655737704918,-0.278688524590164,False,False,False,False
LONG,2,80-100,3.0,305,10.0,5.0,2.0,10,0.2918032786885245,-0.12459016393442646,False,False,False,False
LONG,2,80-100,3.0,305,15.0,10.0,1.5,10,0.3016393442622951,-0.24590163934426224,False,False,False,False
LONG,2,80-100,3.0,305,20.0,10.0,2.0,10,0.2098360655737705,-0.37049180327868847,False,False,False,False
LONG,2,80-100,3.0,305,30.0,15.0,2.0,10,0.1737704918032787,-0.47868852459016387,False,False,False,False
LONG,2,80-100,3.0,305,5.0,5.0,1.0,20,0.3639344262295082,-0.27213114754098355,False,False,False,False
LONG,2,80-100,3.0,305,10.0,5.0,2.0,20,0.2950819672131147,-0.11475409836065598,False,False,False,False
LONG,2,80-100,3.0,305,15.0,10.0,1.5,20,0.3475409836065574,-0.1311475409836066,False,False,False,False
LONG,2,80-100,3.0,305,20.0,10.0,2.0,20,0.2622950819672131,-0.21311475409836078,False,False,False,False
LONG,2,80-100,3.0,305,30.0,15.0,2.0,20,0.2065573770491803,-0.38032786885245906,False,False,False,False
LONG,2,80-100,3.0,305,5.0,5.0,1.0,30,0.3639344262295082,-0.27213114754098355,False,False,False,False
LONG,2,80-100,3.0,305,10.0,5.0,2.0,30,0.3016393442622951,-0.09508196721311468,False,False,False,False
LONG,2,80-100,3.0,305,15.0,10.0,1.5,30,0.3639344262295082,-0.09016393442622939,False,False,False,False
LONG,2,80-100,3.0,305,20.0,10.0,2.0,30,0.2786885245901639,-0.16393442622950827,False,False,False,False
LONG,2,80-100,3.0,305,30.0,15.0,2.0,30,0.2393442622950819,-0.2819672131147543,False,False,False,False
LONG,2,80-100,3.0,305,5.0,5.0,1.0,60,0.3672131147540983,-0.2655737704918035,False,False,False,False
LONG,2,80-100,3.0,305,10.0,5.0,2.0,60,0.3049180327868852,-0.08524590163934442,False,False,False,False
LONG,2,80-100,3.0,305,15.0,10.0,1.5,60,0.3770491803278688,-0.05737704918032793,False,False,False,False
LONG,2,80-100,3.0,305,20.0,10.0,2.0,60,0.3016393442622951,-0.09508196721311468,False,False,False,False
LONG,2,80-100,3.0,305,30.0,15.0,2.0,60,0.2885245901639344,-0.13442622950819683,False,False,False,False
LONG,2,80-100,3.0,305,5.0,5.0,1.0,120,0.3672131147540983,-0.2655737704918035,False,False,False,False
LONG,2,80-100,3.0,305,10.0,5.0,2.0,120,0.3081967213114754,-0.07540983606557383,False,False,False,False
LONG,2,80-100,3.0,305,15.0,10.0,1.5,120,0.3836065573770492,-0.040983606557377095,False,False,False,False
LONG,2,80-100,3.0,305,20.0,10.0,2.0,120,0.3114754098360656,-0.06557377049180324,False,False,False,False
LONG,2,80-100,3.0,305,30.0,15.0,2.0,120,0.3049180327868852,-0.08524590163934442,False,False,False,False
LONG,2,80-100,3.5,111,5.0,5.0,1.0,10,0.3153153153153153,-0.36936936936936937,False,False,False,False
LONG,2,80-100,3.5,111,10.0,5.0,2.0,10,0.2882882882882883,-0.1351351351351352,False,False,False,False
LONG,2,80-100,3.5,111,15.0,10.0,1.5,10,0.3333333333333333,-0.16666666666666674,False,False,False,False
LONG,2,80-100,3.5,111,20.0,10.0,2.0,10,0.2792792792792792,-0.1621621621621624,False,False,False,False
LONG,2,80-100,3.5,111,30.0,15.0,2.0,10,0.2882882882882883,-0.1351351351351352,False,False,False,False
LONG,2,80-100,3.5,111,5.0,5.0,1.0,20,0.3153153153153153,-0.36936936936936937,False,False,False,False
LONG,2,80-100,3.5,111,10.0,5.0,2.0,20,0.2882882882882883,-0.1351351351351352,False,False,False,False
LONG,2,80-100,3.5,111,15.0,10.0,1.5,20,0.3603603603603603,-0.09909909909909931,False,False,False,False
LONG,2,80-100,3.5,111,20.0,10.0,2.0,20,0.2882882882882883,-0.1351351351351352,False,False,False,False
LONG,2,80-100,3.5,111,30.0,15.0,2.0,20,0.2882882882882883,-0.1351351351351352,False,False,False,False
LONG,2,80-100,3.5,111,5.0,5.0,1.0,30,0.3153153153153153,-0.36936936936936937,False,False,False,False
LONG,2,80-100,3.5,111,10.0,5.0,2.0,30,0.2882882882882883,-0.1351351351351352,False,False,False,False
LONG,2,80-100,3.5,111,15.0,10.0,1.5,30,0.3603603603603603,-0.09909909909909931,False,False,False,False
LONG,2,80-100,3.5,111,20.0,10.0,2.0,30,0.2972972972972973,-0.108108108108108,False,False,False,False
LONG,2,80-100,3.5,111,30.0,15.0,2.0,30,0.2882882882882883,-0.1351351351351352,False,False,False,False
LONG,2,80-100,3.5,111,5.0,5.0,1.0,60,0.3153153153153153,-0.36936936936936937,False,False,False,False
LONG,2,80-100,3.5,111,10.0,5.0,2.0,60,0.2882882882882883,-0.1351351351351352,False,False,False,False
LONG,2,80-100,3.5,111,15.0,10.0,1.5,60,0.3603603603603603,-0.09909909909909931,False,False,False,False
LONG,2,80-100,3.5,111,20.0,10.0,2.0,60,0.2972972972972973,-0.108108108108108,False,False,False,False
LONG,2,80-100,3.5,111,30.0,15.0,2.0,60,0.3153153153153153,-0.05405405405405406,False,False,False,False
LONG,2,80-100,3.5,111,5.0,5.0,1.0,120,0.3153153153153153,-0.36936936936936937,False,False,False,False
LONG,2,80-100,3.5,111,10.0,5.0,2.0,120,0.2882882882882883,-0.1351351351351352,False,False,False,False
LONG,2,80-100,3.5,111,15.0,10.0,1.5,120,0.3603603603603603,-0.09909909909909931,False,False,False,False
LONG,2,80-100,3.5,111,20.0,10.0,2.0,120,0.2972972972972973,-0.108108108108108,False,False,False,False
LONG,2,80-100,3.5,111,30.0,15.0,2.0,120,0.3153153153153153,-0.05405405405405406,False,False,False,False
SHORT,0,0-20,1.5,13687,5.0,5.0,1.0,10,0.4271206254109739,-0.14575874917805226,False,False,False,False
SHORT,0,0-20,1.5,13687,10.0,5.0,2.0,10,0.269964199605465,-0.19010740118360492,False,False,False,False
SHORT,0,0-20,1.5,13687,15.0,10.0,1.5,10,0.2687221451011909,-0.3281946372470227,False,False,False,False
SHORT,0,0-20,1.5,13687,20.0,10.0,2.0,10,0.1885000365310148,-0.43449989040695564,False,False,False,False
SHORT,0,0-20,1.5,13687,30.0,15.0,2.0,10,0.1130269598889457,-0.6609191203331628,False,False,False,False
SHORT,0,0-20,1.5,13687,5.0,5.0,1.0,20,0.4461898151530649,-0.10762036969387023,False,False,False,False
SHORT,0,0-20,1.5,13687,10.0,5.0,2.0,20,0.2946591656316212,-0.1160225031051364,False,False,False,False
SHORT,0,0-20,1.5,13687,15.0,10.0,1.5,20,0.334258785709067,-0.1643530357273325,False,False,False,False
SHORT,0,0-20,1.5,13687,20.0,10.0,2.0,20,0.2568130342660919,-0.22956089720172423,False,False,False,False
SHORT,0,0-20,1.5,13687,30.0,15.0,2.0,20,0.1833856944545919,-0.4498429166362242,False,False,False,False
SHORT,0,0-20,1.5,13687,5.0,5.0,1.0,30,0.4536421421787097,-0.09271571564258063,False,False,False,False
SHORT,0,0-20,1.5,13687,10.0,5.0,2.0,30,0.3024037407759187,-0.09278877767224392,False,False,False,False
SHORT,0,0-20,1.5,13687,15.0,10.0,1.5,30,0.35888068970556,-0.10279827573610001,False,False,False,False
SHORT,0,0-20,1.5,13687,20.0,10.0,2.0,30,0.2865492803390078,-0.1403521589829767,False,False,False,False
SHORT,0,0-20,1.5,13687,30.0,15.0,2.0,30,0.2282457806677869,-0.31526265799663933,False,False,False,False
SHORT,0,0-20,1.5,13687,5.0,5.0,1.0,60,0.4625557097976182,-0.07488858040476365,False,False,False,False
SHORT,0,0-20,1.5,13687,10.0,5.0,2.0,60,0.314020603492365,-0.05793818952290508,False,False,False,False
SHORT,0,0-20,1.5,13687,15.0,10.0,1.5,60,0.3844524000876744,-0.03886899978081404,False,False,False,False
SHORT,0,0-20,1.5,13687,20.0,10.0,2.0,60,0.3170161467085555,-0.04895155987433353,False,False,False,False
SHORT,0,0-20,1.5,13687,30.0,15.0,2.0,60,0.2843574194491123,-0.1469277416526631,False,False,False,False
SHORT,0,0-20,1.5,13687,5.0,5.0,1.0,120,0.4653320669248191,-0.0693358661503618,False,False,False,False
SHORT,0,0-20,1.5,13687,10.0,5.0,2.0,120,0.3186965733908088,-0.04391027982757356,False,False,False,False
SHORT,0,0-20,1.5,13687,15.0,10.0,1.5,120,0.3983341857236794,-0.004164535690801441,False,False,False,False
SHORT,0,0-20,1.5,13687,20.0,10.0,2.0,120,0.3315554906115291,-0.00533352816541266,False,False,False,False
SHORT,0,0-20,1.5,13687,30.0,15.0,2.0,120,0.312851611017754,-0.06144516694673807,False,False,False,False
SHORT,0,0-20,2.0,4503,5.0,5.0,1.0,10,0.4150566289140573,-0.16988674217188532,False,False,False,False
SHORT,0,0-20,2.0,4503,10.0,5.0,2.0,10,0.2633799689096158,-0.20986009327115263,False,False,False,False
SHORT,0,0-20,2.0,4503,15.0,10.0,1.5,10,0.2642682656007106,-0.3393293359982235,False,False,False,False
SHORT,0,0-20,2.0,4503,20.0,10.0,2.0,10,0.1854319342660448,-0.44370419720186566,False,False,False,False
SHORT,0,0-20,2.0,4503,30.0,15.0,2.0,10,0.1181434599156118,-0.6455696202531646,False,False,False,False
SHORT,0,0-20,2.0,4503,5.0,5.0,1.0,20,0.4365978236731068,-0.12680435265378648,False,False,False,False
SHORT,0,0-20,2.0,4503,10.0,5.0,2.0,20,0.2864756828780813,-0.1405729513657562,False,False,False,False
SHORT,0,0-20,2.0,4503,15.0,10.0,1.5,20,0.3255607372862536,-0.18609815678436592,False,False,False,False
SHORT,0,0-20,2.0,4503,20.0,10.0,2.0,20,0.2553852986897624,-0.23384410393071275,False,False,False,False
SHORT,0,0-20,2.0,4503,30.0,15.0,2.0,20,0.1878747501665556,-0.43637574950033314,False,False,False,False
SHORT,0,0-20,2.0,4503,5.0,5.0,1.0,30,0.4425938263379969,-0.11481234732400619,False,False,False,False
SHORT,0,0-20,2.0,4503,10.0,5.0,2.0,30,0.2953586497890295,-0.11392405063291156,False,False,False,False
SHORT,0,0-20,2.0,4503,15.0,10.0,1.5,30,0.3506551188096824,-0.12336220297579392,False,False,False,False
SHORT,0,0-20,2.0,4503,20.0,10.0,2.0,30,0.2815900510770597,-0.1552298467688209,False,False,False,False
SHORT,0,0-20,2.0,4503,30.0,15.0,2.0,30,0.2274039529202753,-0.31778814123917415,False,False,False,False
SHORT,0,0-20,2.0,4503,5.0,5.0,1.0,60,0.4552520541860981,-0.08949589162780386,False,False,False,False
SHORT,0,0-20,2.0,4503,10.0,5.0,2.0,60,0.3097934710193205,-0.07061958694203863,False,False,False,False
SHORT,0,0-20,2.0,4503,15.0,10.0,1.5,60,0.3784143904063957,-0.05396402398401079,False,False,False,False
SHORT,0,0-20,2.0,4503,20.0,10.0,2.0,60,0.3166777703753053,-0.049966688874084064,False,False,False,False
SHORT,0,0-20,2.0,4503,30.0,15.0,2.0,60,0.2747057517210748,-0.17588274483677557,False,False,False,False
SHORT,0,0-20,2.0,4503,5.0,5.0,1.0,120,0.4581390184321563,-0.08372196313568736,False,False,False,False
SHORT,0,0-20,2.0,4503,10.0,5.0,2.0,120,0.3144570286475683,-0.05662891405729509,False,False,False,False
SHORT,0,0-20,2.0,4503,15.0,10.0,1.5,120,0.39484787919165,-0.01288030202087509,False,False,False,False
SHORT,0,0-20,2.0,4503,20.0,10.0,2.0,120,0.3308905174328225,-0.0073284477015325145,False,False,False,False
SHORT,0,0-20,2.0,4503,30.0,15.0,2.0,120,0.303353320008883,-0.0899400399733511,False,False,False,False
SHORT,0,0-20,2.5,1034,5.0,5.0,1.0,10,0.390715667311412,-0.21856866537717595,False,False,False,False
SHORT,0,0-20,2.5,1034,10.0,5.0,2.0,10,0.2427466150870406,-0.27176015473887827,False,False,False,False
SHORT,0,0-20,2.5,1034,15.0,10.0,1.5,10,0.2504835589941973,-0.3737911025145068,False,False,False,False
SHORT,0,0-20,2.5,1034,20.0,10.0,2.0,10,0.1808510638297872,-0.4574468085106384,False,False,False,False
SHORT,0,0-20,2.5,1034,30.0,15.0,2.0,10,0.132495164410058,-0.602514506769826,False,False,False,False
SHORT,0,0-20,2.5,1034,5.0,5.0,1.0,20,0.4110251450676982,-0.1779497098646035,False,False,False,False
SHORT,0,0-20,2.5,1034,10.0,5.0,2.0,20,0.2620889748549323,-0.21373307543520303,False,False,False,False
SHORT,0,0-20,2.5,1034,15.0,10.0,1.5,20,0.3017408123791102,-0.24564796905222447,False,False,False,False
SHORT,0,0-20,2.5,1034,20.0,10.0,2.0,20,0.2311411992263056,-0.3065764023210832,False,False,False,False
SHORT,0,0-20,2.5,1034,30.0,15.0,2.0,20,0.1798839458413926,-0.4603481624758222,False,False,False,False
SHORT,0,0-20,2.5,1034,5.0,5.0,1.0,30,0.4197292069632495,-0.16054158607350105,False,False,False,False
SHORT,0,0-20,2.5,1034,10.0,5.0,2.0,30,0.2727272727272727,-0.18181818181818188,False,False,False,False
SHORT,0,0-20,2.5,1034,15.0,10.0,1.5,30,0.3181818181818182,-0.20454545454545459,False,False,False,False
SHORT,0,0-20,2.5,1034,20.0,10.0,2.0,30,0.2543520309477756,-0.23694390715667324,False,False,False,False
SHORT,0,0-20,2.5,1034,30.0,15.0,2.0,30,0.2098646034816247,-0.3704061895551259,False,False,False,False
SHORT,0,0-20,2.5,1034,5.0,5.0,1.0,60,0.4342359767891682,-0.13152804642166366,False,False,False,False
SHORT,0,0-20,2.5,1034,10.0,5.0,2.0,60,0.2872340425531915,-0.13829787234042545,False,False,False,False
SHORT,0,0-20,2.5,1034,15.0,10.0,1.5,60,0.3471953578336557,-0.13201160541586077,False,False,False,False
SHORT,0,0-20,2.5,1034,20.0,10.0,2.0,60,0.2843326885880077,-0.14700193423597685,False,False,False,False
SHORT,0,0-20,2.5,1034,30.0,15.0,2.0,60,0.2524177949709865,-0.24274661508704054,False,False,False,False
SHORT,0,0-20,2.5,1034,5.0,5.0,1.0,120,0.4381044487427466,-0.12379110251450681,False,False,False,False
SHORT,0,0-20,2.5,1034,10.0,5.0,2.0,120,0.2920696324951644,-0.12379110251450687,False,False,False,False
SHORT,0,0-20,2.5,1034,15.0,10.0,1.5,120,0.3655705996131528,-0.08607350096711797,False,False,False,False
SHORT,0,0-20,2.5,1034,20.0,10.0,2.0,120,0.2978723404255319,-0.1063829787234043,False,False,False,False
SHORT,0,0-20,2.5,1034,30.0,15.0,2.0,120,0.288201160541586,-0.13539651837524203,False,False,False,False
SHORT,0,0-20,3.0,222,5.0,5.0,1.0,10,0.3603603603603603,-0.2792792792792795,False,False,False,False
SHORT,0,0-20,3.0,222,10.0,5.0,2.0,10,0.2432432432432432,-0.2702702702702704,False,False,False,False
SHORT,0,0-20,3.0,222,15.0,10.0,1.5,10,0.2297297297297297,-0.42567567567567577,False,False,False,False
SHORT,0,0-20,3.0,222,20.0,10.0,2.0,10,0.1666666666666666,-0.5000000000000002,False,False,False,False
SHORT,0,0-20,3.0,222,30.0,15.0,2.0,10,0.1666666666666666,-0.5000000000000002,False,False,False,False
SHORT,0,0-20,3.0,222,5.0,5.0,1.0,20,0.3783783783783784,-0.2432432432432432,False,False,False,False
SHORT,0,0-20,3.0,222,10.0,5.0,2.0,20,0.2612612612612612,-0.21621621621621634,False,False,False,False
SHORT,0,0-20,3.0,222,15.0,10.0,1.5,20,0.2702702702702703,-0.3243243243243243,False,False,False,False
SHORT,0,0-20,3.0,222,20.0,10.0,2.0,20,0.2027027027027027,-0.391891891891892,False,False,False,False
SHORT,0,0-20,3.0,222,30.0,15.0,2.0,20,0.1846846846846846,-0.4459459459459462,False,False,False,False
SHORT,0,0-20,3.0,222,5.0,5.0,1.0,30,0.3783783783783784,-0.2432432432432432,False,False,False,False
SHORT,0,0-20,3.0,222,10.0,5.0,2.0,30,0.2612612612612612,-0.21621621621621634,False,False,False,False
SHORT,0,0-20,3.0,222,15.0,10.0,1.5,30,0.2927927927927928,-0.268018018018018,False,False,False,False
SHORT,0,0-20,3.0,222,20.0,10.0,2.0,30,0.2297297297297297,-0.3108108108108109,False,False,False,False
SHORT,0,0-20,3.0,222,30.0,15.0,2.0,30,0.2027027027027027,-0.391891891891892,False,False,False,False
SHORT,0,0-20,3.0,222,5.0,5.0,1.0,60,0.3918918918918919,-0.21621621621621623,False,False,False,False
SHORT,0,0-20,3.0,222,10.0,5.0,2.0,60,0.2792792792792792,-0.1621621621621624,False,False,False,False
SHORT,0,0-20,3.0,222,15.0,10.0,1.5,60,0.3153153153153153,-0.21171171171171171,False,False,False,False
SHORT,0,0-20,3.0,222,20.0,10.0,2.0,60,0.2522522522522522,-0.24324324324324353,False,False,False,False
SHORT,0,0-20,3.0,222,30.0,15.0,2.0,60,0.2432432432432432,-0.2702702702702704,False,False,False,False
SHORT,0,0-20,3.0,222,5.0,5.0,1.0,120,0.4009009009009009,-0.19819819819819817,False,False,False,False
SHORT,0,0-20,3.0,222,10.0,5.0,2.0,120,0.2792792792792792,-0.1621621621621624,False,False,False,False
SHORT,0,0-20,3.0,222,15.0,10.0,1.5,120,0.3288288288288288,-0.177927927927928,False,False,False,False
SHORT,0,0-20,3.0,222,20.0,10.0,2.0,120,0.2702702702702703,-0.18918918918918914,False,False,False,False
SHORT,0,0-20,3.0,222,30.0,15.0,2.0,120,0.2837837837837837,-0.1486486486486488,False,False,False,False
SHORT,0,20-40,1.5,10677,5.0,5.0,1.0,10,0.4477849583216259,-0.1044300833567482,False,False,False,False
SHORT,0,20-40,1.5,10677,10.0,5.0,2.0,10,0.281071462021167,-0.15678561393649904,False,False,False,False
SHORT,0,20-40,1.5,10677,15.0,10.0,1.5,10,0.2637444975180294,-0.34063875620492645,False,False,False,False
SHORT,0,20-40,1.5,10677,20.0,10.0,2.0,10,0.18928537978833,-0.43214386063501,False,False,False,False
SHORT,0,20-40,1.5,10677,30.0,15.0,2.0,10,0.1113608691580031,-0.6659173925259907,False,False,False,False
SHORT,0,20-40,1.5,10677,5.0,5.0,1.0,20,0.4611782335862133,-0.07764353282757336,False,False,False,False
SHORT,0,20-40,1.5,10677,10.0,5.0,2.0,20,0.3035496862414535,-0.08935094127563947,False,False,False,False
SHORT,0,20-40,1.5,10677,15.0,10.0,1.5,20,0.3249039992507259,-0.1877400018731853,False,False,False,False
SHORT,0,20-40,1.5,10677,20.0,10.0,2.0,20,0.252130748337548,-0.24360775498735598,False,False,False,False
SHORT,0,20-40,1.5,10677,30.0,15.0,2.0,20,0.1828228903249976,-0.45153132902500726,False,False,False,False
SHORT,0,20-40,1.5,10677,5.0,5.0,1.0,30,0.4651119228247635,-0.06977615435047296,False,False,False,False
SHORT,0,20-40,1.5,10677,10.0,5.0,2.0,30,0.3113234054509693,-0.06602978364709211,False,False,False,False
SHORT,0,20-40,1.5,10677,15.0,10.0,1.5,30,0.3515968905123162,-0.12100777371920957,False,False,False,False
SHORT,0,20-40,1.5,10677,20.0,10.0,2.0,30,0.2836002622459492,-0.14919921326215235,False,False,False,False
SHORT,0,20-40,1.5,10677,30.0,15.0,2.0,30,0.225156879273204,-0.3245293621803881,False,False,False,False
SHORT,0,20-40,1.5,10677,5.0,5.0,1.0,60,0.4684836564578065,-0.06303268708438697,False,False,False,False
SHORT,0,20-40,1.5,10677,10.0,5.0,2.0,60,0.3168493022384565,-0.04945209328463063,False,False,False,False
SHORT,0,20-40,1.5,10677,15.0,10.0,1.5,60,0.3710780181698979,-0.07230495457525532,False,False,False,False
SHORT,0,20-40,1.5,10677,20.0,10.0,2.0,60,0.3059848271986513,-0.08204551840404617,False,False,False,False
SHORT,0,20-40,1.5,10677,30.0,15.0,2.0,60,0.2739533576847429,-0.1781399269457714,False,False,False,False
SHORT,0,20-40,1.5,10677,5.0,5.0,1.0,120,0.4688582935281446,-0.0622834129437107,False,False,False,False
SHORT,0,20-40,1.5,10677,10.0,5.0,2.0,120,0.3176922356467172,-0.046923293059848326,False,False,False,False
SHORT,0,20-40,1.5,10677,15.0,10.0,1.5,120,0.3751053666760326,-0.062236583309918436,False,False,False,False
SHORT,0,20-40,1.5,10677,20.0,10.0,2.0,120,0.3123536573943992,-0.06293902781680238,False,False,False,False
SHORT,0,20-40,1.5,10677,30.0,15.0,2.0,120,0.2940901002154163,-0.117729699353751,False,False,False,False
SHORT,0,20-40,2.0,3371,5.0,5.0,1.0,10,0.4345891426876297,-0.13082171462474057,False,False,False,False
SHORT,0,20-40,2.0,3371,10.0,5.0,2.0,10,0.2776624147137348,-0.1670127558587956,False,False,False,False
SHORT,0,20-40,2.0,3371,15.0,10.0,1.5,10,0.2785523583506378,-0.30361910412340554,False,False,False,False
SHORT,0,20-40,2.0,3371,20.0,10.0,2.0,10,0.2020172055769801,-0.3939483832690597,False,False,False,False
SHORT,0,20-40,2.0,3371,30.0,15.0,2.0,10,0.1317116582616434,-0.6048650252150698,False,False,False,False
SHORT,0,20-40,2.0,3371,5.0,5.0,1.0,20,0.4473450014832394,-0.10530999703352117,False,False,False,False
SHORT,0,20-40,2.0,3371,10.0,5.0,2.0,20,0.299614357757342,-0.10115692672797394,False,False,False,False
SHORT,0,20-40,2.0,3371,15.0,10.0,1.5,20,0.3381785820231385,-0.1545535449421538,False,False,False,False
SHORT,0,20-40,2.0,3371,20.0,10.0,2.0,20,0.2622367250074162,-0.2132898249777514,False,False,False,False
SHORT,0,20-40,2.0,3371,30.0,15.0,2.0,20,0.1966775437555621,-0.4099673687333137,False,False,False,False
SHORT,0,20-40,2.0,3371,5.0,5.0,1.0,30,0.4517947196677543,-0.09641056066449138,False,False,False,False
SHORT,0,20-40,2.0,3371,10.0,5.0,2.0,30,0.307623850489469,-0.07712844853159295,False,False,False,False
SHORT,0,20-40,2.0,3371,15.0,10.0,1.5,30,0.3639869474933254,-0.09003263126668648,False,False,False,False
SHORT,0,20-40,2.0,3371,20.0,10.0,2.0,30,0.294274695935924,-0.11717591219222812,False,False,False,False
SHORT,0,20-40,2.0,3371,30.0,15.0,2.0,30,0.2408780777217443,-0.2773657668347671,False,False,False,False
SHORT,0,20-40,2.0,3371,5.0,5.0,1.0,60,0.4562444378522693,-0.08751112429546137,False,False,False,False
SHORT,0,20-40,2.0,3371,10.0,5.0,2.0,60,0.3144467517057253,-0.056659744882824215,False,False,False,False
SHORT,0,20-40,2.0,3371,15.0,10.0,1.5,60,0.3817858202313853,-0.045535449421536756,False,False,False,False
SHORT,0,20-40,2.0,3371,20.0,10.0,2.0,60,0.3138534559477899,-0.05843963215663028,False,False,False,False
SHORT,0,20-40,2.0,3371,30.0,15.0,2.0,60,0.2865618510827648,-0.14031444675170568,False,False,False,False
SHORT,0,20-40,2.0,3371,5.0,5.0,1.0,120,0.456541085731237,-0.08691782853752605,False,False,False,False
SHORT,0,20-40,2.0,3371,10.0,5.0,2.0,120,0.3159299911005636,-0.05221002669830932,False,False,False,False
SHORT,0,20-40,2.0,3371,15.0,10.0,1.5,120,0.3871254820528033,-0.03218629486799174,False,False,False,False
SHORT,0,20-40,2.0,3371,20.0,10.0,2.0,120,0.3203797092850786,-0.03886087214476419,False,False,False,False
SHORT,0,20-40,2.0,3371,30.0,15.0,2.0,120,0.3079204983684366,-0.0762385048946902,False,False,False,False
SHORT,0,20-40,2.5,784,5.0,5.0,1.0,10,0.4400510204081632,-0.11989795918367369,False,False,False,False
SHORT,0,20-40,2.5,784,10.0,5.0,2.0,10,0.2818877551020408,-0.15433673469387765,False,False,False,False
SHORT,0,20-40,2.5,784,15.0,10.0,1.5,10,0.3086734693877551,-0.2283163265306123,False,False,False,False
SHORT,0,20-40,2.5,784,20.0,10.0,2.0,10,0.2410714285714285,-0.2767857142857145,False,False,False,False
SHORT,0,20-40,2.5,784,30.0,15.0,2.0,10,0.1607142857142857,-0.5178571428571429,False,False,False,False
SHORT,0,20-40,2.5,784,5.0,5.0,1.0,20,0.4528061224489796,-0.09438775510204073,False,False,False,False
SHORT,0,20-40,2.5,784,10.0,5.0,2.0,20,0.3010204081632653,-0.09693877551020413,False,False,False,False
SHORT,0,20-40,2.5,784,15.0,10.0,1.5,20,0.3533163265306122,-0.11670918367346961,False,False,False,False
SHORT,0,20-40,2.5,784,20.0,10.0,2.0,20,0.2946428571428571,-0.11607142857142871,False,False,False,False
SHORT,0,20-40,2.5,784,30.0,15.0,2.0,20,0.2270408163265306,-0.3188775510204082,False,False,False,False
SHORT,0,20-40,2.5,784,5.0,5.0,1.0,30,0.4566326530612244,-0.08673469387755123,False,False,False,False
SHORT,0,20-40,2.5,784,10.0,5.0,2.0,30,0.3086734693877551,-0.07397959183673475,False,False,False,False
SHORT,0,20-40,2.5,784,15.0,10.0,1.5,30,0.375,-0.0625,False,False,False,False
SHORT,0,20-40,2.5,784,20.0,10.0,2.0,30,0.3227040816326531,-0.03188775510204078,False,False,False,False
SHORT,0,20-40,2.5,784,30.0,15.0,2.0,30,0.2716836734693877,-0.18494897959183687,False,False,False,False
SHORT,0,20-40,2.5,784,5.0,5.0,1.0,60,0.4630102040816326,-0.07397959183673475,False,False,False,False
SHORT,0,20-40,2.5,784,10.0,5.0,2.0,60,0.3176020408163265,-0.04719387755102056,False,False,False,False
SHORT,0,20-40,2.5,784,15.0,10.0,1.5,60,0.3928571428571428,-0.017857142857143016,False,False,False,False
SHORT,0,20-40,2.5,784,20.0,10.0,2.0,60,0.3418367346938775,0.025510204081632515,False,False,False,True
SHORT,0,20-40,2.5,784,30.0,15.0,2.0,60,0.3137755102040816,-0.058673469387755195,False,False,False,False
SHORT,0,20-40,2.5,784,5.0,5.0,1.0,120,0.4630102040816326,-0.07397959183673475,False,False,False,False
SHORT,0,20-40,2.5,784,10.0,5.0,2.0,120,0.3214285714285714,-0.03571428571428581,False,False,False,False
SHORT,0,20-40,2.5,784,15.0,10.0,1.5,120,0.3979591836734694,-0.005102040816326592,False,False,False,False
