side,hmm_state,zscore_threshold,stop_points,target_points,horizon_bars,observations,win_rate,stop_rate,timeout_rate,total_points,mean_points,profit_factor,mean_holding_bars
LONG,0,2.0,35.0,10.0,60,15909,0.7510214344081966,0.24897856559180337,0.0,-19155.0,-1.2040354516311522,0.86183142785011,10.32711044063109
LONG,0,2.0,35.0,15.0,60,15909,0.6567980388459362,0.34320196115406376,0.0,-34365.0,-2.1600980577031867,0.8201726844583987,14.578791878810737
LONG,0,2.0,35.0,20.0,60,15909,0.5757118612106354,0.4242881387893645,0.0,-53070.0,-3.335847633415048,0.7753650793650794,18.39587654786599
LONG,0,2.0,35.0,25.0,60,15909,0.5033000188572506,0.4966999811427494,0.0,-76395.0,-4.801998868564963,0.7237769823191236,21.747312841787668
LONG,0,2.0,35.0,35.0,60,15909,0.39091080520460114,0.6090891947953988,0.0,-121485.0,-7.636243635677918,0.6417956656346749,26.73863850650575
LONG,0,2.0,35.0,50.0,60,15909,0.2708529763027217,0.7291470236972782,0.0,-190550.0,-11.977497014268653,0.5306650246305419,31.75963291218807
LONG,0,2.0,35.0,75.0,60,15909,0.14727512728644163,0.8527248727135583,0.0,-299085.0,-18.79973599849142,0.3700954065836861,36.311458922622414
LONG,0,2.0,35.0,100.0,60,15909,0.08353762021497266,0.9164623797850273,0.0,-377400.0,-23.722421270978693,0.260435038212816,38.38487648500848
LONG,0,2.0,50.0,5.0,60,15909,0.8903136589351939,0.10968634106480608,0.0,-16430.0,-1.0327487585643347,0.8116905444126075,6.570934691055378
LONG,0,2.0,50.0,10.0,60,15909,0.7883587906216607,0.2116412093783393,0.0,-42930.0,-2.698472562700358,0.744995544995545,12.509397196555408
LONG,0,2.0,50.0,15.0,60,15909,0.7005468602677729,0.29945313973222704,0.0,-71025.0,-4.464454082594758,0.7018261964735516,17.51995725689861
LONG,0,2.0,50.0,20.0,60,15909,0.6227921302407442,0.37720786975925574,0.0,-101890.0,-6.404550883147904,0.6604232627895351,21.933056760324344
LONG,0,2.0,50.0,25.0,60,15909,0.5494374253567164,0.4505625746432837,0.0,-139875.0,-8.792193098246276,0.6097237723214286,25.834496197121126
LONG,0,2.0,50.0,35.0,60,15909,0.4301967439813942,0.5698032560186058,0.0,-213710.0,-13.433276761581494,0.5284942084942085,31.538751650009427
LONG,0,2.0,50.0,50.0,60,15909,0.2986359922056697,0.7013640077943303,0.0,-320350.0,-20.136400779433025,0.42579315289478403,37.198252561443205
LONG,0,2.0,50.0,75.0,60,15909,0.16380665032371614,0.8361933496762839,0.0,-469700.0,-29.524168709535484,0.2938434939487334,42.294173109560624
LONG,0,2.0,50.0,100.0,60,15909,0.09390910805204601,0.906090891947954,0.0,-571350.0,-35.913633792193096,0.2072840790842872,44.599346281978754
LONG,0,2.0,5.0,5.0,120,15909,0.436042491671381,0.563957508328619,0.0,-10175.0,-0.6395750832861902,0.7731832367365136,1.8762335784775912
LONG,0,2.0,5.0,10.0,120,15909,0.32421899553711736,0.6757810044628827,0.0,-2175.0,-0.13671506694323968,0.9595386475676682,3.0156515180086743
LONG,0,2.0,5.0,15.0,120,15909,0.25199572568986106,0.7480042743101389,0.0,635.0,0.0399145137972217,1.0106722689075631,4.0027657300898865
LONG,0,2.0,5.0,20.0,120,15909,0.2064240367087812,0.7935759632912188,0.0,2555.0,0.16060091771952983,1.0404752475247525,5.063486077063297
LONG,0,2.0,5.0,25.0,120,15909,0.1725438431076749,0.8274561568923251,0.0,2805.0,0.17631529323024703,1.042616226071103,6.043308818907537
LONG,0,2.0,5.0,35.0,120,15909,0.13068074674712427,0.8693192532528757,0.0,3615.0,0.22722986988497076,1.0522776572668113,7.773524420139544
LONG,0,2.0,5.0,50.0,120,15909,0.09579483311333208,0.904205166886668,0.0,4275.0,0.2687158212332642,1.059436913451512,9.937519642969388
LONG,0,2.0,5.0,75.0,120,15909,0.05896033691621095,0.9410396630837891,0.0,-4505.0,-0.28317304670312404,0.9398169794936878,12.564523225847005
LONG,0,2.0,5.0,100.0,120,15909,0.03777735872776416,0.9622226412722359,0.0,-16440.0,-1.0333773335847634,0.7852103475307028,13.995285687346785
LONG,0,2.0,10.0,5.0,120,15909,0.6348607706329751,0.365139229367025,0.0,-7590.0,-0.4770884405053743,0.8693406782578758,2.7418442391099376
LONG,0,2.0,10.0,10.0,120,15909,0.4965742661386636,0.5034257338613364,0.0,-1090.0,-0.06851467722672701,0.9863903109002372,4.878747878559306
LONG,0,2.0,10.0,15.0,120,15909,0.40348230561317494,0.5965176943868251,0.0,1385.0,0.08705764032937331,1.0145943097997892,6.795524545854548
LONG,0,2.0,10.0,20.0,120,15909,0.3393047960274059,0.6606952039725942,0.0,2850.0,0.17914388082217614,1.0271144515269717,8.81947325413288
LONG,0,2.0,10.0,25.0,120,15909,0.28870450688289645,0.7112954931171035,0.0,1665.0,0.10465774090137658,1.0147136797454932,10.679929599597711
LONG,0,2.0,10.0,35.0,120,15909,0.22471556980325602,0.775284430196744,0.0,1785.0,0.11220064114652084,1.014472190692395,13.822050411716639
LONG,0,2.0,10.0,50.0,120,15909,0.16613237789930227,0.8338676221006978,0.0,-510.0,-0.03205732604186309,0.9961555857078245,17.709221195549688
LONG,0,2.0,10.0,75.0,120,15909,0.10585203344019109,0.8941479665598089,0.0,-15950.0,-1.0025771575837576,0.8878734622144112,22.13935508202904
LONG,0,2.0,10.0,100.0,120,15909,0.06838896222264128,0.9316110377773588,0.0,-39410.0,-2.47721415550946,0.7340935159570879,24.664592369099253
LONG,0,2.0,15.0,5.0,120,15909,0.7380727889873656,0.26192721101263433,0.0,-3795.0,-0.23854422025268715,0.9392848572114231,3.4687283927336727
LONG,0,2.0,15.0,10.0,120,15909,0.5971462694072538,0.40285373059274626,0.0,-1135.0,-0.0713432648186561,0.9881936859624486,6.483185618203533
LONG,0,2.0,15.0,15.0,120,15909,0.5016028663020932,0.49839713369790684,0.0,765.0,0.04808598906279465,1.0064320847521755,9.116034948771135
LONG,0,2.0,15.0,20.0,120,15909,0.4287510214344082,0.5712489785655918,0.0,100.0,0.006285750204286881,1.0007335680751173,11.853479162738072
LONG,0,2.0,15.0,25.0,120,15909,0.3709221195549689,0.6290778804450311,0.0,-2595.0,-0.16311521780124458,0.9827138289368506,14.402539443082532
LONG,0,2.0,15.0,35.0,120,15909,0.29543025960148345,0.7045697403985166,0.0,-3635.0,-0.22848701992582815,0.9783804680762482,18.71758124332139
LONG,0,2.0,15.0,50.0,120,15909,0.220881262178641,0.779118737821359,0.0,-10225.0,-0.6427179583883337,0.945004706198736,23.981268464391224
LONG,0,2.0,15.0,75.0,120,15909,0.13985794204538313,0.8601420579546168,0.0,-38385.0,-2.4127852159155196,0.8129932768196434,29.932553900308
LONG,0,2.0,15.0,100.0,120,15909,0.09082909045194544,0.9091709095480546,0.0,-72460.0,-4.554654598026274,0.6660213864306784,33.22352127726444
LONG,0,2.0,20.0,5.0,120,15909,0.7937016782953046,0.20629832170469545,0.0,-2505.0,-0.15745804261738638,0.9618372943327239,4.055817461814067
LONG,0,2.0,20.0,10.0,120,15909,0.663649506568609,0.33635049343139106,0.0,-1440.0,-0.0905148029417311,0.986544571108204,7.832421899553712
LONG,0,2.0,20.0,15.0,120,15909,0.5709346910553774,0.4290653089446225,0.0,-275.0,-0.017285813061788925,0.9979856431292118,11.215852662015212
LONG,0,2.0,20.0,20.0,120,15909,0.4971399836570495,0.5028600163429505,0.0,-1820.0,-0.11440065371802124,0.988625,14.587466214092652
LONG,0,2.0,20.0,25.0,120,15909,0.43711106920610976,0.5628889307938902,0.0,-5250.0,-0.3300018857250613,0.9706867671691792,17.71192406813753
LONG,0,2.0,20.0,35.0,120,15909,0.35206486894210826,0.6479351310578918,0.0,-10125.0,-0.6364322081840468,0.9508876600698487,23.0599660569489
LONG,0,2.0,20.0,50.0,120,15909,0.2668300961719781,0.7331699038280218,0.0,-21030.0,-1.3218932679615312,0.9098508230452675,29.451756867182098
LONG,0,2.0,20.0,75.0,120,15909,0.16914953799736,0.83085046200264,0.0,-62535.0,-3.9307938902508015,0.763447571493418,36.8624677855302
LONG,0,2.0,20.0,100.0,120,15909,0.11031491608523478,0.8896850839147652,0.0,-107580.0,-6.762210069771827,0.6199660873251378,40.86234207052612
LONG,0,2.0,25.0,5.0,120,15909,0.8294047394556541,0.17059526054434596,0.0,-1875.0,-0.11785781633037903,0.9723655121591747,4.659438053931737
LONG,0,2.0,25.0,10.0,120,15909,0.7102897730844177,0.28971022691558235,0.0,-2225.0,-0.13985794204538313,0.9806899544369712,9.118486391350809
LONG,0,2.0,25.0,15.0,120,15909,0.6205921176692438,0.3794078823307562,0.0,-2805.0,-0.17631529323024703,0.9814115308151093,13.14482368470677
LONG,0,2.0,25.0,20.0,120,15909,0.5488717078383305,0.4511282921616695,0.0,-4785.0,-0.3007731472751273,0.9733314755468859,17.09592054811742
LONG,0,2.0,25.0,25.0,120,15909,0.48745992834244767,0.5125400716575523,0.0,-9975.0,-0.6270035828776165,0.9510669610007358,20.771827267584385
LONG,0,2.0,25.0,35.0,120,15909,0.3988308504620026,0.6011691495379974,0.0,-17025.0,-1.0701489722798416,0.9287954830614805,27.057766044377395
LONG,0,2.0,25.0,50.0,120,15909,0.3056131749324282,0.6943868250675718,0.0,-33075.0,-2.079011880067886,0.8802389789083009,34.448865422088126
LONG,0,2.0,25.0,75.0,120,15909,0.19724684141052234,0.8027531585894776,0.0,-83925.0,-5.275315858947765,0.7371388301620859,42.95216544094538
LONG,0,2.0,25.0,100.0,120,15909,0.1300521717266956,0.8699478282733044,0.0,-139100.0,-8.743478534163053,0.5979768786127168,47.67288955936891
LONG,0,2.0,35.0,5.0,120,15909,0.8722735558488905,0.12772644415110943,0.0,-1735.0,-0.10905776604437739,0.9756046119235096,5.708278333019046
LONG,0,2.0,35.0,10.0,120,15909,0.7689358224904143,0.23106417750958577,0.0,-6330.0,-0.3978879879313596,0.9508005596144878,11.42441385379345
LONG,0,2.0,35.0,15.0,120,15909,0.6865924948142561,0.3134075051857439,0.0,-10665.0,-0.6703752592871959,0.9388860237235689,16.52209441196807
LONG,0,2.0,35.0,20.0,120,15909,0.6174492425671004,0.3825507574328996,0.0,-16550.0,-1.0402916588094788,0.9223041171775973,21.44364824941857
LONG,0,2.0,35.0,25.0,120,15909,0.5558488905650889,0.44415110943491104,0.0,-26235.0,-1.6490665660946633,0.893918563745906,26.060657489471367
LONG,0,2.0,35.0,35.0,120,15909,0.4624426425293859,0.5375573574706142,0.0,-41825.0,-2.6290150229429883,0.860266604303087,33.7642215098372
LONG,0,2.0,35.0,50.0,120,15909,0.35803633163618076,0.6419636683638192,0.0,-72655.0,-4.566911810924634,0.7967436460533494,42.73863850650575
LONG,0,2.0,35.0,75.0,120,15909,0.23269847256270035,0.7673015274372996,0.0,-149595.0,-9.40316801810296,0.6498613207878383,52.768307247469984
LONG,0,2.0,35.0,100.0,120,15909,0.15481802753158588,0.8451819724684141,0.0,-224310.0,-14.099566283235903,0.5233632944476317,58.38380790747376
LONG,0,2.0,50.0,5.0,120,15909,0.9024451568294676,0.09755484317053241,0.0,-5815.0,-0.3655163743792822,0.9250644329896908,7.187378213589792
LONG,0,2.0,50.0,10.0,120,15909,0.8141932239612798,0.18580677603872023,0.0,-18270.0,-1.1484065623232134,0.8763870094722598,14.301087434785341
LONG,0,2.0,50.0,15.0,120,15909,0.7414042365956377,0.2585957634043623,0.0,-28775.0,-1.8087246212835502,0.8601118133203695,20.5526431579609
LONG,0,2.0,50.0,20.0,120,15909,0.6786095920548117,0.32139040794518825,0.0,-39730.0,-2.497328556163178,0.8445922159202034,26.450185429631027
LONG,0,2.0,50.0,25.0,120,15909,0.6189578226161292,0.38104217738387075,0.0,-56925.0,-3.5781633037903076,0.8121906961398878,31.977874159280912
LONG,0,2.0,50.0,35.0,120,15909,0.5233515620089257,0.47664843799107426,0.0,-87740.0,-5.5151172292413095,0.7685876302255045,41.19705826890439
LONG,0,2.0,50.0,50.0,120,15909,0.41071091834810486,0.5892890816518952,0.0,-142050.0,-8.928908165189515,0.69696,51.82249041423094
LONG,0,2.0,50.0,75.0,120,15909,0.26840153372304987,0.7315984662769501,0.0,-261700.0,-16.44980828461877,0.5503050090213936,63.627192155383746
LONG,0,2.0,50.0,100.0,120,15909,0.1769438682506757,0.8230561317493242,0.0,-373200.0,-23.45841976239864,0.42996792424011,70.12628072160412
LONG,0,2.5,5.0,5.0,10,5455,0.40366636113657195,0.596333638863428,0.0,-5255.0,-0.9633363886342805,0.676913618198586,1.53987167736022
LONG,0,2.5,5.0,10.0,10,5455,0.2894592117323556,0.7105407882676443,0.0,-3590.0,-0.6581118240146654,0.8147574819401445,2.1774518790100825
LONG,0,2.5,5.0,15.0,10,5455,0.20971585701191567,0.7902841429880844,0.0,-4395.0,-0.8056828597616865,0.7961029923451636,2.6713107241063243
LONG,0,2.5,5.0,20.0,10,5455,0.15673693858845097,0.843263061411549,0.0,-5900.0,-1.0815765352887259,0.7434782608695653,3.0493125572868927
LONG,0,2.5,5.0,25.0,10,5455,0.11640696608615948,0.8835930339138405,0.0,-8225.0,-1.5077910174152154,0.6587136929460581,3.308157653528873
LONG,0,2.5,5.0,35.0,10,5455,0.06837763519706691,0.931622364802933,0.0,-12355.0,-2.2648945921173236,0.5137741046831956,3.612648945921173
LONG,0,2.5,5.0,50.0,10,5455,0.031164069660861594,0.9688359303391384,0.0,-17925.0,-3.285976168652612,0.3216650898770104,3.8207149404216314
LONG,0,2.5,5.0,75.0,10,5455,0.011732355637030248,0.9882676443629698,0.0,-22155.0,-4.06141154903758,0.17807456872565386,3.9283226397800184
LONG,0,2.5,5.0,100.0,10,5455,0.0056828597616865265,0.9943171402383135,0.0,-24020.0,-4.403299725022915,0.11430678466076696,3.965352887259395
LONG,0,2.5,10.0,5.0,10,5455,0.5937671860678276,0.4062328139321723,0.0,-5965.0,-1.0934922089825847,0.7308212996389891,1.9706691109074244
LONG,0,2.5,10.0,10.0,10,5455,0.4366636113657195,0.5633363886342805,0.0,-6910.0,-1.2667277726856094,0.7751383013342011,3.0439963336388636
LONG,0,2.5,10.0,15.0,10,5455,0.32117323556370303,0.678826764436297,0.0,-10750.0,-1.9706691109074244,0.7096948420199838,3.8608615948670946
LONG,0,2.5,10.0,20.0,10,5455,0.24326306141154905,0.7567369385884509,0.0,-14740.0,-2.702108157653529,0.6429263565891473,4.431897341888176
LONG,0,2.5,10.0,25.0,10,5455,0.18276810265811183,0.8172318973418882,0.0,-19655.0,-3.603116406966086,0.5591072229699416,4.83134738771769
LONG,0,2.5,10.0,35.0,10,5455,0.11054078826764437,0.8894592117323556,0.0,-27415.0,-5.025664527956003,0.4349752679307502,5.297708524289643
LONG,0,2.5,10.0,50.0,10,5455,0.052062328139321726,0.9479376718606782,0.0,-37510.0,-6.876260311640697,0.2746083929607426,5.641246562786434
LONG,0,2.5,10.0,75.0,10,5455,0.019431714023831346,0.9805682859761686,0.0,-45540.0,-8.348304307974335,0.14862591138530568,5.813932172318974
LONG,0,2.5,10.0,100.0,10,5455,0.00916590284142988,0.9908340971585701,0.0,-49050.0,-8.991750687442712,0.09250693802035152,5.874243813015582
LONG,0,2.5,15.0,5.0,10,5455,0.6934922089825848,0.3065077910174152,0.0,-6165.0,-1.1301558203483044,0.7541866028708134,2.3252062328139322
LONG,0,2.5,15.0,10.0,10,5455,0.5186067827681027,0.4813932172318973,0.0,-11100.0,-2.0348304307974336,0.7182025894897182,3.731622364802933
LONG,0,2.5,15.0,15.0,10,5455,0.39101741521539873,0.6089825847846013,0.0,-17835.0,-3.2694775435380383,0.6420830824804334,4.7391384051329055
LONG,0,2.5,15.0,20.0,10,5455,0.29789184234647115,0.7021081576535289,0.0,-24950.0,-4.57378551787351,0.5657093124456049,5.440329972502291
LONG,0,2.5,15.0,25.0,10,5455,0.22456461961503207,0.775435380384968,0.0,-32825.0,-6.017415215398716,0.48266351457840817,5.934372135655362
LONG,0,2.5,15.0,35.0,10,5455,0.1376718606782768,0.8623281393217231,0.0,-44275.0,-8.11640696608616,0.3725198412698413,6.5032080659945
LONG,0,2.5,15.0,50.0,10,5455,0.06526122823098075,0.9347387717690192,0.0,-58685.0,-10.75802016498625,0.23272537098777538,6.930889092575619
LONG,0,2.5,15.0,75.0,10,5455,0.02456461961503208,0.9754353803849679,0.0,-69765.0,-12.789184234647113,0.1259161811689532,7.148670944087993
LONG,0,2.5,15.0,100.0,10,5455,0.011732355637030248,0.9882676443629698,0.0,-74465.0,-13.650779101741522,0.07914425276695727,7.222731439046746
LONG,0,2.5,20.0,5.0,10,5455,0.7417048579285059,0.25829514207149407,0.0,-7950.0,-1.457378551787351,0.7178850248403122,2.6284142988084325
LONG,0,2.5,20.0,10.0,10,5455,0.5616865261228231,0.4383134738771769,0.0,-17180.0,-3.149404216315307,0.6407360936846508,4.235930339138405
LONG,0,2.5,20.0,15.0,10,5455,0.4278643446379468,0.5721356553620531,0.0,-27410.0,-5.024747937671861,0.5608779237423902,5.365902841429881
LONG,0,2.5,20.0,20.0,10,5455,0.32758936755270396,0.672410632447296,0.0,-37620.0,-6.8964252978918426,0.4871864776444929,6.150504124656279
LONG,0,2.5,20.0,25.0,10,5455,0.24967919340054995,0.75032080659945,0.0,-47810.0,-8.764436296975251,0.41595406792084044,6.701741521539872
LONG,0,2.5,20.0,35.0,10,5455,0.15270394133822182,0.8472960586617782,0.0,-63285.0,-11.6012832263978,0.31539376893119864,7.335472043996334
LONG,0,2.5,20.0,50.0,10,5455,0.07204399633363887,0.9279560036663611,0.0,-81590.0,-14.95692025664528,0.19409324377716317,7.819431714023831
LONG,0,2.5,20.0,75.0,10,5455,0.027314390467461046,0.9726856095325389,0.0,-94945.0,-17.405132905591202,0.10530531473803241,8.060494958753438
LONG,0,2.5,20.0,100.0,10,5455,0.013198900091659029,0.986801099908341,0.0,-100460.0,-18.416131989000917,0.06687720601894855,8.14115490375802
LONG,0,2.5,25.0,5.0,10,5455,0.7657195233730523,0.23428047662694776,0.0,-11065.0,-2.028414298808433,0.6536776212832551,2.865627864344638
LONG,0,2.5,25.0,10.0,10,5455,0.584967919340055,0.415032080659945,0.0,-24690.0,-4.526122823098075,0.5637809187279152,4.626581118240146
LONG,0,2.5,25.0,15.0,10,5455,0.45041246562786436,0.5495875343721357,0.0,-38095.0,-6.983501374885426,0.49172781854569714,5.8379468377635195
LONG,0,2.5,25.0,20.0,10,5455,0.3466544454628781,0.653345554537122,0.0,-51280.0,-9.400549954170486,0.4244668911335578,6.67717690192484
LONG,0,2.5,25.0,25.0,10,5455,0.26507791017415216,0.7349220898258478,0.0,-64075.0,-11.746104491292392,0.3606884509852831,7.27314390467461
LONG,0,2.5,25.0,35.0,10,5455,0.1626031164069661,0.8373968835930339,0.0,-83155.0,-15.243813015582035,0.2718476357267951,7.951237396883593
LONG,0,2.5,25.0,50.0,10,5455,0.0771769019248396,0.9228230980751604,0.0,-104800.0,-19.21173235563703,0.16726261422328167,8.463244729605867
LONG,0,2.5,25.0,75.0,10,5455,0.03006416131989001,0.96993583868011,0.0,-119975.0,-21.993583868010997,0.09298809298809299,8.719156736938588
LONG,0,2.5,25.0,100.0,10,5455,0.014298808432630613,0.9857011915673694,0.0,-126625.0,-23.212648945921174,0.05802492095964292,8.805499541704858
LONG,0,2.5,35.0,5.0,10,5455,0.7926672777268561,0.2073327222731439,0.0,-17965.0,-3.2933088909257564,0.54616647720096,3.186801099908341
LONG,0,2.5,35.0,10.0,10,5455,0.6100824931255728,0.3899175068744271,0.0,-41165.0,-7.546287809349221,0.44704143998925383,5.13455545371219
LONG,0,2.5,35.0,15.0,10,5455,0.47351054078826765,0.5264894592117324,0.0,-61775.0,-11.324472960586618,0.3854456824512535,6.4452795600366635
LONG,0,2.5,35.0,20.0,10,5455,0.36791934005499544,0.6320806599450046,0.0,-80540.0,-14.764436296975251,0.33261518064302287,7.344454628780935
LONG,0,2.5,35.0,25.0,10,5455,0.28212648945921176,0.7178735105407883,0.0,-98585.0,-18.072410632447298,0.28071647453669923,7.985151237396884
LONG,0,2.5,35.0,35.0,10,5455,0.17396883593033913,0.8260311640696608,0.0,-124495.0,-22.82218148487626,0.2106080781180648,8.71384051329056
LONG,0,2.5,35.0,50.0,10,5455,0.0845096241979835,0.9154903758020165,0.0,-151740.0,-27.816681943171403,0.13187253275359,9.267461044912924
LONG,0,2.5,35.0,75.0,10,5455,0.03226397800183318,0.9677360219981668,0.0,-171565.0,-31.45096241979835,0.07144210212973236,9.546471127406049
LONG,0,2.5,35.0,100.0,10,5455,0.0153987167736022,0.9846012832263978,0.0,-179585.0,-32.9211732355637,0.04468441630981195,9.639963336388634
LONG,0,2.5,50.0,5.0,10,5455,0.8062328139321723,0.19376718606782767,0.0,-30860.0,-5.657195233730523,0.41608325449385053,3.4406966086159487
LONG,0,2.5,50.0,10.0,10,5455,0.6252978918423465,0.37470210815765354,0.0,-68090.0,-12.482126489459212,0.3337573385518591,5.532538955087076
LONG,0,2.5,50.0,15.0,10,5455,0.48707607699358385,0.5129239230064161,0.0,-100045.0,-18.34005499541705,0.2848820586132952,6.930889092575619
LONG,0,2.5,50.0,20.0,10,5455,0.38056828597616865,0.6194317140238313,0.0,-127430.0,-23.360219981668195,0.24575318141461971,7.874060494958753
LONG,0,2.5,50.0,25.0,10,5455,0.292942254812099,0.707057745187901,0.0,-152900.0,-28.029330889092577,0.20715582058594761,8.548854262144822
LONG,0,2.5,50.0,35.0,10,5455,0.1836846929422548,0.8163153070577452,0.0,-187580.0,-34.38680109990834,0.1575117898046261,9.314573785517874
LONG,0,2.5,50.0,50.0,10,5455,0.09165902841429881,0.9083409715857012,0.0,-222750.0,-40.83409715857012,0.10090817356205853,9.899725022914756
LONG,0,2.5,50.0,75.0,10,5455,0.035197066911090744,0.9648029330889093,0.0,-248750.0,-45.600366636113655,0.054721641649249475,10.199083409715858
LONG,0,2.5,50.0,100.0,10,5455,0.016681943171402383,0.9833180568285976,0.0,-259100.0,-47.49770852428964,0.03392990305741984,10.298625114573786
LONG,0,2.5,5.0,5.0,20,5455,0.40879926672777267,0.5912007332722273,0.0,-4975.0,-0.9120073327222732,0.6914728682170542,1.642346471127406
LONG,0,2.5,5.0,10.0,20,5455,0.3015582034830431,0.6984417965169569,0.0,-2600.0,-0.4766269477543538,0.863517060367454,2.422364802933089
LONG,0,2.5,5.0,15.0,20,5455,0.22804766269477544,0.7719523373052246,0.0,-2395.0,-0.4390467461044913,0.8862502968416053,3.093675527039413
LONG,0,2.5,5.0,20.0,20,5455,0.1781851512373969,0.8218148487626031,0.0,-2975.0,-0.5453712190650779,0.867276377425831,3.6962419798350137
LONG,0,2.5,5.0,25.0,20,5455,0.14097158570119156,0.8590284142988084,0.0,-4205.0,-0.770852428964253,0.8205292360221937,4.130522456461962
LONG,0,2.5,5.0,35.0,20,5455,0.09532538955087076,0.9046746104491292,0.0,-6475.0,-1.1869844179651696,0.7375886524822695,4.736388634280477
LONG,0,2.5,5.0,50.0,20,5455,0.05022914757103575,0.9497708524289643,0.0,-12205.0,-2.237396883593034,0.5288554333140321,5.261228230980752
LONG,0,2.5,5.0,75.0,20,5455,0.021448212648945923,0.9785517873510541,0.0,-17915.0,-3.2841429880843265,0.3287748220307231,5.580751604032997
LONG,0,2.5,5.0,100.0,20,5455,0.010449129239230064,0.98955087076077,0.0,-21290.0,-3.9028414298808434,0.21118932938125232,5.699725022914757
LONG,0,2.5,10.0,5.0,20,5455,0.6020164986251145,0.3979835013748854,0.0,-5290.0,-0.9697525206232814,0.756333486872409,2.1582034830430796
LONG,0,2.5,10.0,10.0,20,5455,0.4597616865261228,0.5402383134738772,0.0,-4390.0,-0.8047662694775435,0.8510349507974211,3.5305224564619615
LONG,0,2.5,10.0,15.0,20,5455,0.35838680109990834,0.6416131989000916,0.0,-5675.0,-1.0403299725022914,0.8378571428571429,4.705774518790101
LONG,0,2.5,10.0,20.0,20,5455,0.2852428964252979,0.7147571035747021,0.0,-7870.0,-1.4427131072410633,0.7981533726596564,5.665261228230981
LONG,0,2.5,10.0,25.0,20,5455,0.2287809349220898,0.7712190650779102,0.0,-10870.0,-1.9926672777268561,0.7416211076776801,6.411182401466545
LONG,0,2.5,10.0,35.0,20,5455,0.15618698441796516,0.8438130155820348,0.0,-16210.0,-2.971585701191567,0.647838366282859,7.387534372135655
LONG,0,2.5,10.0,50.0,20,5455,0.08579285059578369,0.9142071494042163,0.0,-26470.0,-4.8524289642529785,0.4692199719270102,8.229514207149403
LONG,0,2.5,10.0,75.0,20,5455,0.035563703024747935,0.964436296975252,0.0,-38060.0,-6.977085242896425,0.276563390990306,8.777451879010082
LONG,0,2.5,10.0,100.0,20,5455,0.016681943171402383,0.9833180568285976,0.0,-44540.0,-8.164986251145738,0.16964951528709918,8.973235563703025
LONG,0,2.5,15.0,5.0,20,5455,0.7081576535288726,0.2918423464711274,0.0,-4565.0,-0.8368469294225481,0.8088358458961474,2.6010999083409714
LONG,0,2.5,15.0,10.0,20,5455,0.5560036663611365,0.4439963336388634,0.0,-6000.0,-1.0999083409715857,0.8348472336911643,4.479010082493126
LONG,0,2.5,15.0,15.0,20,5455,0.4443629697525206,0.5556370302474793,0.0,-9105.0,-1.6691109074243813,0.7997360607060376,6.019065077910174
LONG,0,2.5,15.0,20.0,20,5455,0.3563703024747938,0.6436296975252063,0.0,-13785.0,-2.527039413382218,0.7382512104813443,7.242529789184235
LONG,0,2.5,15.0,25.0,20,5455,0.28762603116406965,0.7123739688359303,0.0,-19065.0,-3.4949587534372135,0.672928461142563,8.172868927589368
LONG,0,2.5,15.0,35.0,20,5455,0.19780018331805682,0.8021998166819432,0.0,-27875.0,-5.109990834097158,0.5753351614868982,9.393033913840513
LONG,0,2.5,15.0,50.0,20,5455,0.10815765352887259,0.8918423464711274,0.0,-43475.0,-7.969752520623281,0.4042480301473107,10.485609532538955
LONG,0,2.5,15.0,75.0,20,5455,0.046012832263978,0.953987167736022,0.0,-59235.0,-10.85884509624198,0.24116064565718678,11.15307057745188
LONG,0,2.5,15.0,100.0,20,5455,0.022731439046746106,0.9772685609532539,0.0,-67565.0,-12.385884509624198,0.15506784218095418,11.400549954170486
LONG,0,2.5,20.0,5.0,20,5455,0.7638863428047663,0.23611365719523372,0.0,-4925.0,-0.9028414298808433,0.8088121118012422,3.0410632447296058
LONG,0,2.5,20.0,10.0,20,5455,0.6109990834097159,0.38900091659028413,0.0,-9110.0,-1.6700274977085243,0.7853440150801131,5.27057745187901
LONG,0,2.5,20.0,15.0,20,5455,0.49569202566452797,0.504307974335472,0.0,-14460.0,-2.6507791017415214,0.737186477644493,7.049129239230064
LONG,0,2.5,20.0,20.0,20,5455,0.4010999083409716,0.5989000916590285,0.0,-21580.0,-3.9560036663611364,0.6697275788184879,8.457928505957836
LONG,0,2.5,20.0,25.0,20,5455,0.32685609532538956,0.6731439046746105,0.0,-28865.0,-5.29147571035747,0.6069580610021786,9.525389550870761
LONG,0,2.5,20.0,35.0,20,5455,0.22603116406966087,0.7739688359303392,0.0,-41285.0,-7.568285976168653,0.5110729512079583,10.916040329972502
LONG,0,2.5,20.0,50.0,20,5455,0.1233730522456462,0.8766269477543538,0.0,-61990.0,-11.363886342804767,0.3518402342116269,12.178001833180568
LONG,0,2.5,20.0,75.0,20,5455,0.052612282309807516,0.9473877176901925,0.0,-81835.0,-15.001833180568285,0.20825270897832818,12.935288725939506
LONG,0,2.5,20.0,100.0,20,5455,0.026947754353803848,0.9730522456461962,0.0,-91460.0,-16.76626947754354,0.1384702336096458,13.207699358386801
LONG,0,2.5,25.0,5.0,20,5455,0.7941338221814849,0.20586617781851513,0.0,-6415.0,-1.1759853345554536,0.7715048975957257,3.4065994500458294
