side,hmm_state,vol_bucket,zscore,observations,tp,sl,rr,horizon,win_rate,expectancy_r,breakeven_wr,wr_edge_vs_breakeven,wr_ge_50,positive_expectancy,sufficient_sample,candidate,research_score,candidate_type
SHORT,0,40-60,3.0,179,20.0,10.0,2.0,60,0.3407821229050279,0.022346368715083664,0.3333333333333333,0.007448789571694592,False,True,True,False,0.17932960893854744,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,2.0,3191,15.0,10.0,1.5,60,0.4086493262300219,0.021623315575054813,0.4,0.008649326230021903,False,True,True,False,0.21319022250078343,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,2.5,877,15.0,10.0,1.5,120,0.4082098061573546,0.02052451539338651,0.4,0.00820980615735456,False,True,True,False,0.21251995438996574,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,60-80,2.0,3715,30.0,15.0,2.0,120,0.3399730820995962,0.019919246298788607,0.3333333333333333,0.006639748766262887,False,True,True,False,0.17795423956931353,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,20-40,3.5,153,30.0,15.0,2.0,120,0.3398692810457516,0.01960784313725472,0.3333333333333333,0.006535947712418277,False,True,True,False,0.1777777777777777,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,40-60,3.0,179,15.0,10.0,1.5,120,0.4078212290502793,0.019553072625698165,0.4,0.007821229050279266,False,True,True,False,0.21192737430167588,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.0,2573,15.0,10.0,1.5,120,0.4076952973183055,0.019238243295763735,0.4,0.007695297318305483,False,True,True,False,0.2117353284104159,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,60-80,2.0,3715,20.0,10.0,2.0,120,0.3397039030955585,0.019111709286675382,0.3333333333333333,0.0063705697622251645,False,True,True,False,0.1774966352624494,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,2.0,3057,15.0,10.0,1.5,30,0.4075891396794243,0.018972849198560682,0.4,0.007589139679424262,False,True,True,False,0.21157343801112202,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,2.5,792,20.0,10.0,2.0,60,0.3396464646464646,0.0189393939393937,0.3333333333333333,0.0063131313131312705,False,True,True,False,0.17739898989898978,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,1.5,8519,15.0,10.0,1.5,120,0.4075595727198028,0.01889893179950708,0.4,0.007559572719802787,False,True,True,False,0.2115283483976993,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,2.0,3057,10.0,5.0,2.0,120,0.3395485770363101,0.018645731108930197,0.3333333333333333,0.006215243702976769,False,True,True,False,0.17723258096172714,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,0-20,1.5,7797,20.0,10.0,2.0,120,0.3394895472617673,0.01846864178530183,0.3333333333333333,0.006156213928433962,False,True,True,False,0.1771322303450044,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.0,2573,15.0,10.0,1.5,60,0.407306645938593,0.01826661484648251,0.4,0.007306645938592982,False,True,True,False,0.21114263505635433,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,1.5,8519,20.0,10.0,2.0,120,0.3393590797041906,0.018077239112571752,0.3333333333333333,0.006025746370857288,False,True,True,False,0.17691043549712399,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,1.5,9442,30.0,15.0,2.0,60,0.3392289769116712,0.017686930735013595,0.3333333333333333,0.0058956435783378836,False,True,True,False,0.17668926074984104,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,3.0,199,15.0,10.0,1.5,120,0.4070351758793969,0.01758793969849226,0.4,0.007035175879396893,False,True,True,False,0.21072864321608029,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.5,118,15.0,10.0,1.5,30,0.4067796610169492,0.016949152542372947,0.4,0.006779661016949157,False,True,True,False,0.2103389830508475,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,3.0,236,10.0,5.0,2.0,10,0.3389830508474576,0.016949152542372836,0.3333333333333333,0.005649717514124297,False,True,True,False,0.17627118644067796,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.5,118,20.0,10.0,2.0,20,0.3389830508474576,0.016949152542372836,0.3333333333333333,0.005649717514124297,False,True,True,False,0.17627118644067796,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,3.0,359,15.0,10.0,1.5,10,0.4066852367688022,0.01671309192200543,0.4,0.006685236768802172,False,True,True,False,0.21019498607242332,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,2.0,2189,15.0,10.0,1.5,60,0.4065783462768387,0.016445865692096717,0.4,0.006578346276838676,False,True,True,False,0.21003197807217902,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,2.0,3477,30.0,15.0,2.0,60,0.3387978142076502,0.016393442622950616,0.3333333333333333,0.0054644808743168904,False,True,True,False,0.17595628415300535,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,0-20,2.0,3836,20.0,10.0,2.0,120,0.3386339937434828,0.015901981230448392,0.3333333333333333,0.0053006604101494825,False,True,True,False,0.17567778936392076,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,2.0,3057,10.0,5.0,2.0,60,0.338567222767419,0.015701668302257055,0.3333333333333333,0.005233889434085703,False,True,True,False,0.17556427870461233,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.5,946,15.0,10.0,1.5,30,0.4059196617336152,0.014799154334038,0.4,0.005919661733615189,False,True,True,False,0.2090274841437632,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,2.0,3191,30.0,15.0,2.0,120,0.3381385145722344,0.014415543716703283,0.3333333333333333,0.004805181238901113,False,True,True,False,0.1748354747727985,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,40-60,3.5,145,20.0,10.0,2.0,60,0.3379310344827586,0.013793103448275779,0.3333333333333333,0.0045977011494252595,False,True,True,False,0.1744827586206896,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,40-60,3.5,145,20.0,10.0,2.0,120,0.3379310344827586,0.013793103448275779,0.3333333333333333,0.0045977011494252595,False,True,True,False,0.1744827586206896,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,1.5,9442,20.0,10.0,2.0,120,0.3377462402033467,0.013238720610040056,0.3333333333333333,0.004412906870013389,False,True,True,False,0.1741686083456894,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,60-80,2.0,3715,15.0,10.0,1.5,120,0.4048452220726783,0.012113055181695809,0.4,0.00484522207267829,False,True,True,False,0.20738896366083442,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,40-60,2.0,2570,20.0,10.0,2.0,120,0.3373540856031128,0.012062256809338368,0.3333333333333333,0.004020752269779493,False,True,True,False,0.17350194552529177,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,2.5,877,15.0,10.0,1.5,60,0.4047890535917902,0.011972633979475455,0.4,0.00478905359179016,False,True,True,False,0.20730330672748,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,2.0,2189,20.0,10.0,2.0,60,0.3371402466879853,0.011420740063955992,0.3333333333333333,0.0038069133546519973,False,True,True,False,0.17313841936957505,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,1.5,5554,30.0,15.0,2.0,60,0.337054375225063,0.011163125675188956,0.3333333333333333,0.0037210418917296706,False,True,True,False,0.1729924378826071,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,40-60,1.5,5617,20.0,10.0,2.0,120,0.3370126401993947,0.011037920598184092,0.3333333333333333,0.0036793068660613826,False,True,True,False,0.172921488338971,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.0,2573,20.0,10.0,2.0,30,0.336960746210649,0.010882238631946928,0.3333333333333333,0.003627412877315661,False,True,True,False,0.17283326855810324,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,60-80,2.0,2483,15.0,10.0,1.5,120,0.4043495771244462,0.010873942811115422,0.4,0.004349577124446169,False,True,True,False,0.20663310511478042,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,2.5,730,15.0,10.0,1.5,120,0.4041095890410959,0.010273972602739767,0.4,0.0041095890410958735,False,True,True,False,0.20626712328767124,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,40-60,1.5,4669,20.0,10.0,2.0,120,0.3366887984579139,0.010066395373741654,0.3333333333333333,0.00335546512458057,False,True,True,False,0.17237095737845362,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,3.0,199,30.0,15.0,2.0,60,0.3366834170854271,0.01005025125628134,0.3333333333333333,0.00335008375209378,False,True,True,False,0.17236180904522608,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,60-80,3.5,101,30.0,15.0,2.0,120,0.3366336633663366,0.009900990099009799,0.3333333333333333,0.0033003300330032848,False,True,True,False,0.17227722772277224,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,80-100,4.0,104,15.0,10.0,1.5,10,0.4038461538461538,0.00961538461538447,0.4,0.003846153846153777,False,True,True,False,0.20586538461538453,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,60-80,1.5,9666,15.0,10.0,1.5,120,0.4037864680322781,0.009466170080695169,0.4,0.0037864680322780564,False,True,True,False,0.20577436374922406,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,80-100,3.5,213,15.0,10.0,1.5,60,0.4037558685446009,0.00938967136150215,0.4,0.00375586854460086,False,True,True,False,0.2057276995305163,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,80-100,3.5,213,15.0,10.0,1.5,120,0.4037558685446009,0.00938967136150215,0.4,0.00375586854460086,False,True,True,False,0.2057276995305163,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,60-80,1.5,9666,20.0,10.0,2.0,120,0.3362300848334368,0.008690254500310357,0.3333333333333333,0.0028967515001034894,False,True,True,False,0.17159114421684254,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,2.5,922,15.0,10.0,1.5,120,0.403470715835141,0.008676789587852451,0.4,0.0034707158351409695,False,True,True,False,0.20529284164859002,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,2.5,792,30.0,15.0,2.0,120,0.3358585858585858,0.007575757575757458,0.3333333333333333,0.002525252525252486,False,True,True,False,0.17095959595959587,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,40-60,1.5,5279,20.0,10.0,2.0,120,0.3356696344004546,0.007008903201363825,0.3333333333333333,0.0023363010671212936,False,True,True,False,0.17063837848077282,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,1.5,4737,15.0,10.0,1.5,120,0.4027865737808739,0.006966434452184811,0.4,0.00278657378087388,False,True,True,False,0.2042495250158327,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,2.5,792,15.0,10.0,1.5,60,0.4027777777777778,0.006944444444444531,0.4,0.002777777777777768,False,True,True,False,0.20423611111111115,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,40-60,2.0,2119,20.0,10.0,2.0,120,0.3355356300141576,0.006606890042472835,0.3333333333333333,0.0022022966808242783,False,True,True,False,0.17041057102406793,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,0,40-60,3.0,179,15.0,10.0,1.5,60,0.4022346368715084,0.005586592178770999,0.4,0.0022346368715083775,False,True,True,False,0.2034078212290503,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,2.0,3057,10.0,5.0,2.0,30,0.3349689237814851,0.004906771344455163,0.3333333333333333,0.001635590448151758,False,True,True,False,0.16944717042852458,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,20-40,2.5,1030,30.0,15.0,2.0,120,0.3349514563106796,0.004854368932038722,0.3333333333333333,0.001618122977346259,False,True,True,False,0.1694174757281553,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,20-40,1.5,8519,15.0,10.0,1.5,60,0.4019251085808193,0.004812771452048281,0.4,0.0019251085808192903,False,True,True,False,0.20293579058574945,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,40-60,1.5,8453,15.0,10.0,1.5,120,0.4018691588785046,0.004672897196261516,0.4,0.0018691588785045843,False,True,True,False,0.2028504672897195,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,3.0,218,20.0,10.0,2.0,30,0.3348623853211009,0.004587155963302725,0.3333333333333333,0.0015290519877675934,False,True,True,False,0.16926605504587153,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,2,20-40,1.5,5263,20.0,10.0,2.0,120,0.33460003800114,0.003800114003420063,0.3333333333333333,0.0012667046678067062,False,True,True,False,0.16882006460193802,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,2.0,3477,20.0,10.0,2.0,120,0.3344837503595053,0.003451251078515849,0.3333333333333333,0.0011504170261719682,False,True,True,False,0.168622375611159,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,0-20,3.5,172,15.0,10.0,1.5,60,0.4011627906976744,0.0029069767441860517,0.4,0.0011627906976743874,False,True,True,False,0.2017732558139535,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,0-20,3.5,172,15.0,10.0,1.5,120,0.4011627906976744,0.0029069767441860517,0.4,0.0011627906976743874,False,True,True,False,0.2017732558139535,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,60-80,1.5,9666,30.0,15.0,2.0,120,0.3342644320297951,0.0027932960893853886,0.3333333333333333,0.0009310986964617962,False,True,True,False,0.16824953445065172,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,0,80-100,1.5,9442,20.0,10.0,2.0,60,0.3340393984325355,0.0021181952976064844,0.3333333333333333,0.00070606509920218,False,True,True,False,0.16786697733531036,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.5,946,20.0,10.0,2.0,20,0.3340380549682875,0.002114164904862492,0.3333333333333333,0.0007047216349541641,False,True,True,False,0.16786469344608873,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,1.5,5554,15.0,10.0,1.5,120,0.4004321209938782,0.0010803024846954834,0.4,0.00043212099387818226,False,True,True,False,0.20065898451566427,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,2.0,2573,15.0,10.0,1.5,30,0.4003109211037699,0.0007773027594247806,0.4,0.0003109211037699011,False,True,True,False,0.20047415468324914,POSITIVE_EXPECTANCY_BELOW_50_WR
LONG,1,20-40,1.5,5554,15.0,10.0,1.5,60,0.4002520705797623,0.0006301764494057727,0.4,0.00025207057976228686,False,True,True,False,0.2003844076341375,POSITIVE_EXPECTANCY_BELOW_50_WR
SHORT,2,80-100,2.0,2189,30.0,15.0,2.0,120,0.3334856098675194,0.0004568296025582175,0.3333333333333333,0.000152276534186091,False,True,True,False,0.16692553677478297,POSITIVE_EXPECTANCY_BELOW_50_WR
