window,feature,gain,gain_normalized
3,zscore_5,6.319815635681152,0.012275271043405476
3,normalized_range_5,6.012517929077148,0.011678392454371371
3,zscore_direction_5,0.0,0.0
3,zscore_direction_30,0.0,0.0
3,zscore_direction_15,0.0,0.0
3,zscore_direction_60,0.0,0.0
3,normalized_ou_residual_30,0.0,0.0
4,atr_15,13.283191680908203,0.025513687257168127
4,past_return_10,12.236047744750977,0.023502385791214365
4,realized_vol_60,11.900607109069824,0.02285808827012872
4,normalized_range_30,11.802221298217773,0.022669113747369254
4,realized_vol_15,11.69424057006836,0.0224617097894963
4,mean_distance_60,11.662670135498047,0.022401070884815168
4,atr_60,11.621874809265137,0.022322713271670385
4,variance_ratio_5_60,11.600394248962402,0.022281454490585384
4,realized_vol_5,11.58095932006836,0.022244124855541374
4,atr_30,11.120909690856934,0.021360484639813195
4,log_zscore_30,11.041047096252441,0.021207088580249167
4,realized_vol_30,10.98509693145752,0.021099622314546145
4,vwap_distance,10.97362232208252,0.02107758246132226
4,zscore_30,10.959104537963867,0.021049697430934364
4,rolling_range_15,10.901110649108887,0.02093830568272978
4,ou_residual_30,10.858250617980957,0.020855982288149683
4,past_return_30,10.621764183044434,0.020401751024574286
4,ar1_coefficient_30,10.606033325195312,0.020371535983107536
4,rolling_range_5,10.548373222351074,0.020260785354303583
4,normalized_range_60,10.391927719116211,0.019960292691229124
4,past_return_15,10.380304336547852,0.019937967081929533
4,vol_ratio_5_30,10.182442665100098,0.019557924323625124
4,rolling_range_60,10.170246124267578,0.019534497820726165
4,log_zscore_60,10.095330238342285,0.019390603150679447
4,mean_distance_15,10.088618278503418,0.01937771115541767
4,past_return_5,10.027289390563965,0.019259913708515954
4,atr_5,10.010526657104492,0.019227716692216405
4,normalized_vwap_distance,9.936300277709961,0.019085146391674412
4,autocorrelation_30,9.851385116577148,0.018922045616154588
4,zscore_60,9.621519088745117,0.018480530497948226
4,mean_distance_5,9.619873046875,0.01847736886341827
4,mean_distance_30,9.59364128112793,0.018426984205607753
4,rolling_range_30,9.58976936340332,0.018419547220560467
4,vwap_distance_pct,9.496447563171387,0.01824029939499339
4,zscore_15,9.38675308227539,0.01802960374694064
4,vol_ratio_5_60,9.31135368347168,0.017884780369647867
4,variance_ratio_5_30,9.1485013961792,0.017571981877620782
4,normalized_range_15,9.121782302856445,0.01752066118548535
4,abs_zscore_15,8.82126235961914,0.016943437576093432
4,ou_residual_60,8.757454872131348,0.01682087935969962
4,autocorrelation_60,8.740179061889648,0.01678769685129282
4,mean_reversion_speed_60,8.51869010925293,0.01636227199827251
4,normalized_range_5,8.517459869384766,0.016359909015338764
4,abs_zscore_5,8.118261337280273,0.015593148529884547
4,ar1_coefficient_60,8.107172966003418,0.015571850543395677
4,past_return_1,7.9082536697387695,0.015189776352476134
4,past_return_3,7.652538776397705,0.014698612032000262
4,half_life_30,7.597843170166016,0.014593555459358745
4,zscore_5,7.2902512550354,0.014002748361637231
4,mean_reversion_speed_30,7.206768989562988,0.013842399820115817
4,log_zscore_5,7.169680595397949,0.01377116229585744
4,normalized_ou_residual_60,7.101982116699219,0.01364113045902202
4,abs_zscore_30,7.100696563720703,0.013638661233444743
4,zscore_direction_5,0.0,0.0
4,zscore_direction_15,0.0,0.0
4,zscore_direction_30,0.0,0.0
4,zscore_direction_60,0.0,0.0
4,half_life_60,0.0,0.0
4,normalized_ou_residual_30,0.0,0.0
5,atr_60,14.347317695617676,0.027326421490037407
5,ou_residual_30,13.399957656860352,0.02552204521071321
5,rolling_range_5,12.880951881408691,0.024533527992607156
5,mean_distance_60,12.777457237243652,0.02433640834080777
5,rolling_range_60,11.573221206665039,0.022042776733616678
5,vwap_distance_pct,11.491495132446289,0.021887118289424717
5,realized_vol_60,11.446697235107422,0.02180179458986496
5,realized_vol_15,11.240667343139648,0.021409382587363756
5,realized_vol_30,11.151211738586426,0.021239002199438414
5,vwap_distance,11.129375457763672,0.021197412027240604
5,autocorrelation_30,10.896282196044922,0.020753454149444413
5,normalized_range_60,10.870757102966309,0.02070483813167465
5,atr_15,10.830683708190918,0.020628512890998933
5,realized_vol_5,10.744420051574707,0.020464212002848498
5,mean_reversion_speed_30,10.743227005004883,0.02046193968309397
5,mean_distance_30,10.584725379943848,0.0201600517410296
5,autocorrelation_60,10.511836051940918,0.020021224084084216
5,mean_distance_5,10.504653930664062,0.020007544755490003
5,atr_5,10.397379875183105,0.01980322669986392
5,rolling_range_15,10.375481605529785,0.019761518461491816
5,mean_distance_15,10.346261978149414,0.019705865699734003
5,past_return_30,10.26639461517334,0.019553747424368245
5,rolling_range_30,10.063855171203613,0.019167983455681253
5,normalized_range_30,9.836737632751465,0.018735407157087203
5,zscore_30,9.83194637298584,0.018726281550015458
5,ar1_coefficient_60,9.77364730834961,0.01861524303769401
5,log_zscore_30,9.687007904052734,0.018450226486887072
5,normalized_ou_residual_30,9.677347183227539,0.018431826327723697
5,atr_30,9.675792694091797,0.01842886559135289
5,past_return_10,9.583430290222168,0.0182529488080544
5,log_zscore_60,9.510346412658691,0.018113750604961995
5,abs_zscore_15,9.450530052185059,0.017999822195974315
5,variance_ratio_5_30,9.312719345092773,0.0177373429264873
5,mean_reversion_speed_60,9.222648620605469,0.017565790958832404
5,normalized_range_15,9.217458724975586,0.017555906095439798
5,abs_zscore_30,9.137045860290527,0.017402748837740234
5,normalized_vwap_distance,9.127504348754883,0.01738457572891204
5,variance_ratio_5_60,9.12685489654541,0.017383338758685956
5,past_return_3,9.120859146118164,0.0173719190350275
5,ar1_coefficient_30,8.901092529296875,0.01695334356830229
5,zscore_60,8.8128080368042,0.016785193722869803
5,vol_ratio_5_60,8.805909156799316,0.016772053865871987
5,half_life_30,8.671467781066895,0.016515991947058634
5,normalized_range_5,8.330704689025879,0.015866962206523547
5,vol_ratio_5_30,8.29311466217041,0.0157953668784304
5,ou_residual_60,8.229532241821289,0.01567426549525356
5,abs_zscore_5,7.983771800994873,0.015206181248840635
5,past_return_15,7.904273986816406,0.015054766829513948
5,past_return_1,7.82970666885376,0.014912743212050503
5,past_return_5,7.302178859710693,0.013907994619582758
5,zscore_15,7.066004753112793,0.01345816885292405
5,zscore_5,6.872430801391602,0.013089480885845637
5,half_life_60,5.2659101486206055,0.010029643401137297
5,normalized_ou_residual_60,4.899539470672607,0.009331840524000495
5,zscore_direction_5,0.0,0.0
5,zscore_direction_30,0.0,0.0
5,zscore_direction_15,0.0,0.0
5,log_zscore_5,0.0,0.0
5,zscore_direction_60,0.0,0.0
6,atr_30,13.598710060119629,0.02680202343413615
6,realized_vol_15,12.303174018859863,0.024248620413989196
6,atr_60,12.164538383483887,0.023975380119010764
6,atr_5,11.742042541503906,0.023142672942557226
6,realized_vol_30,11.601866722106934,0.02286639706199449
6,vwap_distance_pct,11.573615074157715,0.02281071521224254
6,normalized_range_60,11.27103328704834,0.02221434951924703
6,rolling_range_30,11.257613182067871,0.022187899512843116
6,past_return_10,11.20002555847168,0.022074398685903083
6,realized_vol_60,11.160229682922363,0.021995964041415534
6,rolling_range_60,10.899614334106445,0.02148231100701895
6,normalized_vwap_distance,10.793540000915527,0.021273246562569847
6,autocorrelation_30,10.719532012939453,0.02112738244610007
6,mean_distance_60,10.693328857421875,0.02107573801915622
6,log_zscore_30,10.63802433013916,0.02096673700143527
6,atr_15,10.61144733428955,0.020914355763625138
6,past_return_30,10.592390060424805,0.02087679532602072
6,ar1_coefficient_60,10.560622215270996,0.020814183318962686
6,ou_residual_30,10.554983139038086,0.020803069128523068
6,past_return_15,10.220312118530273,0.020143457996678864
6,vol_ratio_5_60,10.189847946166992,0.020083415429555034
6,rolling_range_15,10.148368835449219,0.020001663256549656
6,normalized_range_15,10.056978225708008,0.019821539314417283
6,mean_distance_30,9.951305389404297,0.01961326618980161
6,vol_ratio_5_30,9.778746604919434,0.019273165947566673
6,zscore_60,9.768013954162598,0.019252012709073948
6,autocorrelation_60,9.740861892700195,0.01919849806067104
6,normalized_ou_residual_60,9.687695503234863,0.019093711149996535
6,ar1_coefficient_30,9.654088973999023,0.019027475236432903
6,mean_reversion_speed_60,9.579195022583008,0.018879864953394818
6,variance_ratio_5_30,9.511368751525879,0.018746184530892506
6,rolling_range_5,9.46345043182373,0.018651741166639316
6,realized_vol_5,9.451522827148438,0.018628232764841865
6,vwap_distance,9.152068138122559,0.01803803034437325
6,normalized_range_5,9.148226737976074,0.018030459236798278
6,mean_reversion_speed_30,9.030354499816895,0.017798142018811455
6,past_return_5,8.942671775817871,0.01762532603751609
6,abs_zscore_15,8.919784545898438,0.01758021704777139
6,zscore_30,8.892702102661133,0.01752683961159613
6,zscore_15,8.889050483703613,0.017519642548312973
6,variance_ratio_5_60,8.868805885314941,0.017479741984360284
6,abs_zscore_30,8.726061820983887,0.017198404288330967
6,abs_zscore_5,8.526890754699707,0.016805853262362294
6,mean_distance_15,8.214075088500977,0.01618931737190229
6,normalized_range_30,8.132420539855957,0.016028382465825736
6,ou_residual_60,7.809203147888184,0.015391345564859233
6,log_zscore_5,7.530013084411621,0.014841083180353995
6,past_return_1,7.377896308898926,0.014541272583320013
6,log_zscore_60,7.169280052185059,0.014130105805260355
6,past_return_3,7.165966510772705,0.014123575067110102
6,zscore_5,6.935042381286621,0.013668441168186524
6,mean_distance_5,6.807645797729492,0.013417352189685499
6,zscore_direction_30,0.0,0.0
6,zscore_direction_5,0.0,0.0
6,zscore_direction_15,0.0,0.0
6,zscore_direction_60,0.0,0.0
6,half_life_30,0.0,0.0
6,half_life_60,0.0,0.0
6,normalized_ou_residual_30,0.0,0.0
7,atr_60,15.68813419342041,0.02956094765191488
7,realized_vol_15,12.619780540466309,0.02377928868633955
7,realized_vol_60,12.551631927490234,0.0236508771393768
7,vwap_distance,12.274876594543457,0.023129390657379525
7,rolling_range_30,12.059479713439941,0.02272352110984868
7,normalized_range_30,12.045655250549316,0.02269747185384493
7,ou_residual_60,12.015155792236328,0.022640002120383564
7,vwap_distance_pct,11.998652458190918,0.02260890510223063
7,rolling_range_60,11.839580535888672,0.02230916794355447
7,mean_distance_60,11.761537551879883,0.022162112561669056
7,atr_15,11.592255592346191,0.021843136762348843
7,normalized_range_15,11.518217086791992,0.021703626967243213
7,past_return_10,11.281609535217285,0.02125779042862659
7,normalized_range_60,11.162426948547363,0.02103321622737792
7,mean_reversion_speed_60,11.026761054992676,0.020777582744895193
7,abs_zscore_30,10.841633796691895,0.020428749854756664
7,mean_distance_30,10.803437232971191,0.02035677656547257
7,realized_vol_30,10.790000915527344,0.02033145868689663
7,rolling_range_15,10.357879638671875,0.01951721817321206
7,atr_30,10.350761413574219,0.019503805394044563
7,zscore_30,10.288150787353516,0.01938582900365009
7,ar1_coefficient_30,10.153006553649902,0.019131178478054373
7,log_zscore_30,10.041260719299316,0.018920617252682997
7,ar1_coefficient_60,10.000417709350586,0.018843657299118383
7,past_return_30,9.990367889404297,0.018824720553825367
7,rolling_range_5,9.936592102050781,0.018723391535645215
7,realized_vol_5,9.88854694366455,0.01863286066725304
7,log_zscore_5,9.876568794250488,0.01861029039577076
7,atr_5,9.82120132446289,0.01850596219103775
7,normalized_vwap_distance,9.227522850036621,0.01738730154674367
7,past_return_15,9.226630210876465,0.017385619558359322
7,past_return_5,9.191336631774902,0.017319116325316634
7,mean_reversion_speed_30,9.005327224731445,0.016968621213751263
7,autocorrelation_30,8.962188720703125,0.016887335890484592
7,zscore_5,8.942156791687012,0.0168495899866243
7,variance_ratio_5_30,8.865129470825195,0.016704448405624926
7,variance_ratio_5_60,8.860589027404785,0.016695892907016077
7,normalized_range_5,8.84165096282959,0.01666020815772507
7,zscore_60,8.731898307800293,0.016453402654280278
7,autocorrelation_60,8.65546989440918,0.016309389586855016
7,ou_residual_30,8.587291717529297,0.016180922333012014
7,mean_distance_5,8.534653663635254,0.01608173713122345
7,abs_zscore_5,8.167001724243164,0.015388975353404605
7,vol_ratio_5_30,7.993323802947998,0.01506171630039032
7,log_zscore_60,7.939414024353027,0.0149601348042529
7,vol_ratio_5_60,7.825857162475586,0.014746161083217123
7,half_life_30,7.677818775177002,0.01446721427134942
7,mean_distance_15,7.635382175445557,0.014387251537239671
7,half_life_60,7.532066822052002,0.01419257575772047
7,abs_zscore_15,7.482423305511475,0.014099033123802476
7,normalized_ou_residual_60,7.449937343597412,0.01403782024738748
7,past_return_3,7.375607013702393,0.013897760571463892
7,zscore_15,7.319004058837891,0.013791104358235233
7,past_return_1,6.099449157714844,0.011493112886065493
7,zscore_direction_5,0.0,0.0
7,zscore_direction_30,0.0,0.0
7,zscore_direction_15,0.0,0.0
7,zscore_direction_60,0.0,0.0
7,normalized_ou_residual_30,0.0,0.0
8,normalized_range_30,13.602204322814941,0.0252054444712224
8,realized_vol_60,13.426676750183105,0.024880184654494063
8,rolling_range_30,12.676119804382324,0.023489371741314942
8,half_life_30,12.56060791015625,0.023275323446892725
8,mean_reversion_speed_60,12.27543830871582,0.02274689243796197
8,ou_residual_60,11.877983093261719,0.022010391564634926
8,atr_30,11.690725326538086,0.0216633952154446
8,normalized_vwap_distance,11.62813663482666,0.021547415793578932
8,rolling_range_15,11.59038257598877,0.021477455968611035
8,realized_vol_30,11.553488731384277,0.021409090156023682
8,atr_60,11.479167938232422,0.0212713706673005
8,mean_distance_15,11.343704223632812,0.021020350828517536
8,past_return_15,10.933402061462402,0.020260044034150212
8,ar1_coefficient_30,10.814603805541992,0.020039905976243118
8,atr_15,10.785995483398438,0.019986893577804525
8,log_zscore_5,10.707060813903809,0.019840624386312965
8,rolling_range_60,10.578229904174805,0.019601895407958706
8,log_zscore_60,10.568737983703613,0.01958430648864211
8,ar1_coefficient_60,10.389881134033203,0.019252877384529642
8,vwap_distance_pct,10.245626449584961,0.018985567516784513
8,normalized_range_60,10.227160453796387,0.018951349266535616
8,past_return_30,10.206562995910645,0.018913181329290575
8,autocorrelation_30,10.203927993774414,0.018908298561876553
8,mean_distance_60,10.024959564208984,0.01857666269562603
8,normalized_range_15,10.010510444641113,0.01854988788234704
8,past_return_10,10.001921653747559,0.01853397249931024
8,realized_vol_15,9.991809844970703,0.018515234901448904
8,mean_distance_30,9.898764610290527,0.018342818251883556
8,vwap_distance,9.850080490112305,0.018252604573375266
8,abs_zscore_15,9.658576011657715,0.017897738892554596
8,zscore_30,9.59065055847168,0.0177718702320176
8,log_zscore_30,9.558345794677734,0.017712008175056842
8,variance_ratio_5_30,9.493395805358887,0.017591653171534598
8,zscore_15,9.493151664733887,0.017591200768907744
8,abs_zscore_30,9.485445976257324,0.017576921810997757
8,variance_ratio_5_60,9.236671447753906,0.01711593237022528
8,zscore_5,9.208989143371582,0.01706463592081275
8,normalized_range_5,9.181994438171387,0.017014613620986004
8,vol_ratio_5_60,9.12946605682373,0.016917276368302567
8,autocorrelation_60,8.977688789367676,0.01663602684461759
8,zscore_60,8.977322578430176,0.016635348240677313
8,past_return_5,8.835007667541504,0.016371632853178338
8,mean_distance_5,8.745831489562988,0.016206385724929925
8,atr_5,8.735231399536133,0.016186743321814887
8,realized_vol_5,8.715958595275879,0.016151030022260066
8,normalized_ou_residual_60,8.397159576416016,0.01556028231867833
8,mean_reversion_speed_30,8.28211498260498,0.015347099951159071
8,rolling_range_5,8.01103401184082,0.014844775754753596
8,vol_ratio_5_30,7.678804874420166,0.014229141488700648
8,abs_zscore_5,7.558553218841553,0.01400631022140558
8,past_return_3,7.494073390960693,0.013886826446379575
8,past_return_1,7.400911331176758,0.01371419331508849
8,normalized_ou_residual_30,6.087799549102783,0.011280943135773141
8,half_life_60,5.514526844024658,0.010218645217598374
8,ou_residual_30,5.0608439445495605,0.009377952131472444
8,zscore_direction_30,0.0,0.0
8,zscore_direction_15,0.0,0.0
8,zscore_direction_5,0.0,0.0
8,zscore_direction_60,0.0,0.0
9,half_life_60,14.091636657714844,0.025464444233972018
9,abs_zscore_30,13.444782257080078,0.024295539002268825
9,atr_30,13.100858688354492,0.023674048202492446
9,mean_distance_15,12.35878849029541,0.022333082235574564
9,normalized_vwap_distance,12.062499046325684,0.021797669195461084
9,realized_vol_60,11.955426216125488,0.021604182081094297
9,normalized_ou_residual_60,11.919510841369629,0.021539280815199676
9,vwap_distance_pct,11.685587882995605,0.021116567806537197
9,normalized_range_30,11.50264835357666,0.020785984953868526
9,rolling_range_15,11.48580551147461,0.020755548914119057
9,mean_reversion_speed_60,11.251279830932617,0.020331746749852615
9,normalized_range_60,11.247685432434082,0.020325251453220727
9,past_return_5,11.220664024353027,0.020276422125874518
9,log_zscore_5,11.209151268005371,0.020255617875160767
9,variance_ratio_5_60,11.192296028137207,0.020225159431894128
9,mean_distance_5,11.177205085754395,0.02019788918145556
9,past_return_10,11.099793434143066,0.020058001620244764
9,realized_vol_15,10.890464782714844,0.019679732019605562
9,mean_distance_60,10.884259223937988,0.019668518197588136
9,mean_distance_30,10.874380111694336,0.019650666041098427
9,vwap_distance,10.845703125,0.019598844982536254
9,atr_15,10.723943710327148,0.019378818317060148
9,autocorrelation_60,10.654114723205566,0.01925263309162015
9,atr_60,10.65390396118164,0.019252252231828255
9,realized_vol_30,10.592962265014648,0.01914212688150435
9,rolling_range_60,10.486530303955078,0.01894979785664052
9,past_return_15,10.395059585571289,0.018784504706958707
9,rolling_range_5,10.388725280761719,0.018773058233032207
9,variance_ratio_5_30,9.961297988891602,0.01800067112837709
9,zscore_5,9.89976978302002,0.017889485919356286
9,autocorrelation_30,9.89183235168457,0.017875142498324927
9,past_return_30,9.78282356262207,0.01767815698858464
9,mean_reversion_speed_30,9.743810653686523,0.017607658290092414
9,ou_residual_30,9.710556983947754,0.017547566886999485
9,normalized_range_5,9.617621421813965,0.01737962667559664
9,ou_residual_60,9.501545906066895,0.017169871161069335
9,ar1_coefficient_60,9.457987785339355,0.017091158988513013
9,zscore_15,9.315718650817871,0.016834070012247477
9,realized_vol_5,9.289443969726562,0.016786590065973904
9,zscore_30,9.150690078735352,0.01653585334849986
9,vol_ratio_5_30,9.109837532043457,0.016462030312729067
9,ar1_coefficient_30,8.977845191955566,0.016223512128850162
9,rolling_range_30,8.767412185668945,0.015843246891835337
9,normalized_range_15,8.743633270263672,0.015800276945902872
9,vol_ratio_5_60,8.62995719909668,0.01559485737362174
9,abs_zscore_15,8.392560958862305,0.015165867933456657
9,past_return_1,8.278940200805664,0.014960548315329053
9,zscore_60,8.205930709838867,0.014828615726061159
9,abs_zscore_5,7.977427959442139,0.014415697362770753
9,atr_5,7.613616943359375,0.013758268736432145
9,log_zscore_60,7.135405540466309,0.012894111655405422
9,log_zscore_30,7.03269624710083,0.012708509717408816
9,normalized_ou_residual_30,6.925754070281982,0.012515258701646057
9,past_return_3,6.52679443359375,0.011794314380782428
9,half_life_30,6.348233222961426,0.01147164341636979
