entry_timestamp,exit_timestamp,window,hmm_state,volatility,volatility_percentile,volatility_bucket,setup_strength,setup_strength_bucket,pnl_R,pnl_points,exit_reason,holding_bars,past_return_30,past_return_30_strength,directional_pressure_30,directional_pressure_30_strength,close_location_30,close_location_30_strength,normalized_momentum_30,normalized_momentum_30_strength
2024-12-27 12:10:00-05:00,2024-12-27 12:18:00-05:00,1,2,0.0025905574921434027,0.8331710312760451,80-100%,0.9272473348904509,80-100%,1.3,26.0,target,8,-0.004234351197994554,0.9416489782328215,-0.37728077510004754,0.9523406498876155,0.09523809523809523,0.856314343591309,-1.6345328026250796,0.9586853678500575
2024-12-27 12:20:00-05:00,2024-12-27 12:24:00-05:00,1,2,0.002582543652984773,0.8314515067772075,80-100%,0.873996003302681,80-100%,-1.0,-20.0,stop,4,-0.0030499366904672945,0.8891802277992814,-0.2812024085145832,0.8879207481199878,0.12448132780082988,0.8297444293365153,-1.1809816600553227,0.8891386079549396
2024-12-27 15:20:00-05:00,2024-12-27 15:35:00-05:00,1,2,0.001967013079938889,0.6508137035574856,60-80%,0.8728045900721609,80-100%,-0.2,-4.0,timeout,15,-0.0021926190638743,0.829511244294613,-0.263458382868445,0.8717706801343064,0.03,0.915461886394539,-1.1146947044919602,0.874474549465185
2024-12-30 09:49:00-05:00,2024-12-30 09:51:00-05:00,1,2,0.003107237538080662,0.9114444883098654,80-100%,0.9204160059606363,80-100%,-1.0,-20.0,stop,2,-0.003771725543593708,0.925084280184792,-0.3398904349850139,0.9310014707106585,0.011592434411226357,0.929641757082998,-1.2138516921765496,0.8959365158640973
2024-12-30 15:37:00-05:00,2024-12-30 15:41:00-05:00,1,2,0.002145981958059868,0.7172917489143308,60-80%,0.8765125000835535,80-100%,-1.0,-20.0,stop,4,-0.0023215850773761304,0.8402352908533455,-0.2538240940286278,0.8625718012043178,0.0,0.9360102117268363,-1.0818287957439405,0.8672326965497149
2024-12-30 15:47:00-05:00,2024-12-30 15:51:00-05:00,1,2,0.0021790098457851793,0.7284247927358863,60-80%,0.881196756809538,80-100%,-1.0,-20.0,stop,4,-0.002810745135919725,0.8748768746271556,-0.31242370817540743,0.9126869606238033,0.1282051282051282,0.8264145184116325,-1.2899185110872722,0.9108086735755608
2024-12-30 16:07:00-05:00,2024-12-30 16:14:00-05:00,1,2,0.003089887578115247,0.909751283063561,80-100%,0.9298010888542939,80-100%,-1.0,-20.0,stop,7,-0.004244103548042171,0.9419403171432139,-0.31808806341401075,0.9167244776202237,0.0,0.9360102117268363,-1.373546266893945,0.9245293489269016
2024-12-31 11:02:00-05:00,2024-12-31 11:04:00-05:00,1,2,0.0028468151121975355,0.8783304820809755,80-100%,0.8708863717685476,80-100%,1.3,26.0,target,2,-0.0027228280431988295,0.8687726307903608,-0.23204856893156708,0.8414546160890196,0.0,0.9360102117268363,-0.9564470946962914,0.8373080284679735
2024-12-31 11:05:00-05:00,2024-12-31 11:11:00-05:00,1,2,0.002599325178785619,0.8349168750274159,80-100%,0.8695023142122915,80-100%,-1.0,-20.0,stop,6,-0.0026044604856659617,0.8608093672396332,-0.22422277530137968,0.8333102089519105,0.0,0.9360102117268363,-1.0019756307991992,0.8478794689307863
2024-12-31 11:12:00-05:00,2024-12-31 11:18:00-05:00,1,2,0.0025637553208195133,0.8274071149712682,80-100%,0.8770772023478102,80-100%,-1.0,-20.0,stop,6,-0.0027505700913870047,0.8706871436300828,-0.24536557596672393,0.8547742597885506,0.02727272727272727,0.9176957016399812,-1.0728676286112107,0.8651517043326258
2024-12-31 11:19:00-05:00,2024-12-31 11:21:00-05:00,1,2,0.002711068101091943,0.8563495196736413,80-100%,0.8627968682669199,80-100%,1.3,26.0,target,2,-0.0028062474217674044,0.8746132822796576,-0.22602299302237389,0.8351832838471571,0.06363636363636363,0.8854233149263258,-1.0351076834392783,0.8559675920145392
2024-12-31 11:22:00-05:00,2024-12-31 11:37:00-05:00,1,2,0.002512169257671382,0.8167258849848664,80-100%,0.9476117045029303,80-100%,0.0,0.0,timeout,15,-0.004232893722015777,0.9416073583884796,-0.3713210935575299,0.9492882315398063,0.0,0.9360102117268363,-1.6849556251394442,0.9635410163565988
2024-12-31 12:40:00-05:00,2024-12-31 12:52:00-05:00,1,2,0.002379586189859005,0.7850769838136596,60-80%,0.9732714336442047,80-100%,-1.0,-20.0,stop,12,-0.005385503738426323,0.9686880037735326,-0.5446172938729956,0.994394649943114,0.0,0.9360102117268363,-2.263210200738904,0.9939928691333361
2024-12-31 13:36:00-05:00,2024-12-31 13:44:00-05:00,1,2,0.003069273615053547,0.907395709961837,80-100%,0.8955588794224001,80-100%,-1.0,-20.0,stop,8,-0.004046101713265416,0.9353643817372123,-0.29393525244268764,0.8983405943891001,0.12101910828025478,0.8328523461997391,-1.3182603510553512,0.9156781953635493
2025-01-02 09:41:00-05:00,2025-01-02 09:43:00-05:00,1,2,0.004049243148218761,0.9666578935824889,80-100%,0.959868138286478,80-100%,-1.0,-20.0,stop,2,-0.008222341132289325,0.9929801195876861,-0.6111978976924163,0.9980575519604851,0.08913649025069638,0.8621000638232927,-2.0305871569866794,0.9863348177744482
2025-01-02 09:44:00-05:00,2025-01-02 09:45:00-05:00,1,2,0.004088511878354221,0.9678510330306619,80-100%,0.9548803321644164,80-100%,-1.0,-20.0,stop,1,-0.007963412830962156,0.9921061028565087,-0.5697398742415527,0.9962677248383606,0.10306406685236769,0.8490024141854206,-1.9477533801779554,0.9821450867773754
2025-01-02 10:25:00-05:00,2025-01-02 10:26:00-05:00,1,2,0.003747391377534783,0.9555687151818222,80-100%,0.9328776422827039,80-100%,-1.0,-20.0,stop,1,-0.0048904800753638115,0.9591154395749226,-0.33359524931365064,0.9273108194355801,0.008915304606240713,0.9317368260399035,-1.3050358456503168,0.9133474840804096
2025-01-02 10:29:00-05:00,2025-01-02 10:30:00-05:00,1,2,0.004078786998166809,0.9675878405053296,80-100%,0.9258815267510776,80-100%,-1.0,-20.0,stop,1,-0.0050810032984256095,0.9632635507276536,-0.3066855978772888,0.9084551988234315,0.01188707280832095,0.9294475122790465,-1.2457143019994037,0.902359845174179
2025-01-02 10:31:00-05:00,2025-01-02 10:32:00-05:00,1,2,0.0043540943137643775,0.9750888274772996,80-100%,0.9452909926115444,80-100%,1.3,26.0,target,1,-0.006216401814634262,0.9803693067521261,-0.3423306102820615,0.9325831783999778,0.0,0.9360102117268363,-1.4277140931427843,0.9322012735672368
2025-01-02 10:36:00-05:00,2025-01-02 10:37:00-05:00,1,2,0.004483704866298624,0.9778084835723999,80-100%,0.9468786519874961,80-100%,-1.0,-20.0,stop,1,-0.007529817550504272,0.9901222236095504,-0.3944440014586754,0.9603463107361878,0.07607361963190185,0.8740044953797486,-1.6793740388894658,0.9630415782244974
2025-01-02 10:38:00-05:00,2025-01-02 10:42:00-05:00,1,2,0.0046603037609586374,0.9811290959336755,80-100%,0.9186480233282033,80-100%,1.3,26.0,target,4,-0.006776334695864099,0.9853636880731399,-0.3294504734270798,0.924341648860893,0.12515337423312883,0.8288980769764409,-1.4540542941926575,0.9359886794023391
2025-01-02 10:43:00-05:00,2025-01-02 10:46:00-05:00,1,2,0.0048486857845064,0.9839189367021977,80-100%,0.9649951292778653,80-100%,-1.0,-20.0,stop,3,-0.008655824181882908,0.9945894202355683,-0.40528341791504885,0.9642867053306324,0.011976047904191617,0.9293781391347782,-1.7851897537971884,0.9717262524104826
2025-01-02 10:47:00-05:00,2025-01-02 10:49:00-05:00,1,2,0.004888854729588563,0.9843751370794402,80-100%,0.9681376559110577,80-100%,-1.0,-20.0,stop,2,-0.008905439188677065,0.995213717900695,-0.41406661976462217,0.967061631101368,0.0,0.9360102117268363,-1.8215798343892557,0.9742650629153313
2025-01-02 12:26:00-05:00,2025-01-02 12:28:00-05:00,1,2,0.0033378150715142906,0.9314427336930298,80-100%,0.8815060642025753,80-100%,1.3,26.0,target,2,-0.003403011904245435,0.9086583149512354,-0.22039192252301826,0.8289119516052945,0.0,0.9360102117268363,-1.019532787567397,0.852443778526935
2025-01-02 12:33:00-05:00,2025-01-02 12:37:00-05:00,1,2,0.004022073996508072,0.9658156775014256,80-100%,0.9732189783424272,80-100%,1.3,26.0,target,4,-0.00824891396741138,0.9930356127134751,-0.4433882704258871,0.9766628742681134,0.0,0.9360102117268363,-2.0509105438072526,0.9871672146612839
2025-01-02 12:38:00-05:00,2025-01-02 12:41:00-05:00,1,2,0.00402843114284511,0.9660613238584024,80-100%,0.9823099394983451,80-100%,1.3,26.0,target,3,-0.010386706188809519,0.9980577405973835,-0.5829231060945264,0.9969892055387518,0.0,0.9360102117268363,-2.5783501865874836,0.9981826001304088
2025-01-02 12:42:00-05:00,2025-01-02 12:43:00-05:00,1,2,0.0040046090693731185,0.9652936789928499,80-100%,0.980575577206475,80-100%,1.3,26.0,target,1,-0.010967541531401084,0.9985294321665904,-0.6217980038970681,0.9983905430529734,0.016421780466724288,0.9262840969004079,-2.73872963413079,0.999098236705928
2025-01-02 12:44:00-05:00,2025-01-02 12:48:00-05:00,1,2,0.003933424413096484,0.9629688116857481,80-100%,0.9703638069163109,80-100%,1.3,26.0,target,4,-0.012799812924913669,0.9994173221792151,-0.7336963721642924,0.9998057551960485,0.06706792777300086,0.8822321502899797,-3.254114374817071,1.0
2025-01-02 12:49:00-05:00,2025-01-02 12:51:00-05:00,1,2,0.0038093619170655947,0.9582401193139448,80-100%,0.9837389548577338,80-100%,1.3,26.0,target,2,-0.012313598987713227,0.9991814763946116,-0.7260616544966573,0.9997641313094875,0.0,0.9360102117268363,-3.232457103261684,1.0
2025-01-02 13:05:00-05:00,2025-01-02 13:06:00-05:00,1,2,0.003630133691833438,0.9498749835504672,80-100%,0.9093188886468524,80-100%,-1.0,-20.0,stop,1,-0.004585676399789139,0.951845840096558,-0.2854854065569016,0.8918750173432861,0.06103286384976526,0.8880178705219636,-1.2632252112657298,0.9055368266256018
2025-01-06 13:59:00-05:00,2025-01-06 14:01:00-05:00,1,2,0.002208501148138682,0.737469842523139,60-80%,0.8737995863833412,80-100%,1.3,26.0,target,2,-0.002460025840862042,0.850584758813002,-0.2735858516818081,0.8810389322085634,0.05970149253731343,0.8892388378610873,-1.1138893194306665,0.8743358166507124
2025-01-07 10:10:00-05:00,2025-01-07 10:13:00-05:00,1,2,0.004996319247184286,0.9856647804535684,80-100%,0.9188470656689474,80-100%,-1.0,-20.0,stop,3,-0.005920982393240114,0.976748380294391,-0.2645196178107531,0.8727557787829175,0.0,0.9360102117268363,-1.185068867762389,0.8898738918716445
2025-01-07 10:14:00-05:00,2025-01-07 10:18:00-05:00,1,2,0.005231062033905215,0.9881168574812476,80-100%,0.9266605814058615,80-100%,1.3,26.0,target,4,-0.00749664391767102,0.9899418709507359,-0.3199471505574228,0.9178344479285179,0.08496732026143791,0.8658045897272248,-1.4331017046025067,0.933061417016967
2025-01-07 10:19:00-05:00,2025-01-07 10:20:00-05:00,1,2,0.005298308223042234,0.9888888888888889,80-100%,0.9698751655037108,80-100%,-1.0,-20.0,stop,1,-0.010411914799652951,0.9980993604417253,-0.443342395562229,0.9766628742681134,0.022549019607843137,0.9215112245747427,-1.9651395051672809,0.9832272027302618
2025-01-07 10:33:00-05:00,2025-01-07 10:39:00-05:00,1,2,0.004878027312781286,0.9842610869851296,80-100%,0.915430564296229,80-100%,1.3,26.0,target,6,-0.005726469083731867,0.9740014705678334,-0.25548932168714744,0.8642783805533202,0.0,0.9360102117268363,-1.1739313284957456,0.8874321943369265
2025-01-07 10:40:00-05:00,2025-01-07 10:41:00-05:00,1,2,0.004537419818710852,0.9788787998420845,80-100%,0.9352218168988885,80-100%,-1.0,-20.0,stop,1,-0.0060905060658126954,0.9789542320445055,-0.30374330403872807,0.9061520104337208,0.0,0.9360102117268363,-1.342284009228641,0.9197708133904913
2025-01-07 10:42:00-05:00,2025-01-07 10:48:00-05:00,1,2,0.004576143362891315,0.9795894196604816,80-100%,0.8981776913652164,80-100%,1.3,26.0,target,6,-0.005319191135569912,0.9675226481319626,-0.26303232234468205,0.8712434442378667,0.08104738154613467,0.8694258678580348,-1.1623742338808902,0.8845188052330017
2025-01-07 10:49:00-05:00,2025-01-07 10:50:00-05:00,1,2,0.004203070895629607,0.9712462166074484,80-100%,0.916158847233554,80-100%,-1.0,-20.0,stop,1,-0.005213316339329839,0.9656081352922407,-0.27440274816966703,0.8816771651358326,0.02927400468384075,0.9159613730332714,-1.2403588872961187,0.9013887154728708
2025-01-07 11:55:00-05:00,2025-01-07 12:10:00-05:00,1,2,0.00390272882461734,0.9617756722375751,80-100%,0.900533904335916,80-100%,0.0625,1.25,timeout,15,-0.004250838995092191,0.9422316560536064,-0.24559546986709752,0.8550517523656243,0.0,0.9360102117268363,-1.089196607327434,0.8688419971975971
2025-01-07 12:11:00-05:00,2025-01-07 12:13:00-05:00,1,2,0.002773504705811169,0.8666403474141334,80-100%,0.949213370216713,80-100%,-1.0,-20.0,stop,2,-0.005132679586130756,0.9642763002733037,-0.4296662230226016,0.9722646169214973,0.06493506493506493,0.8842717207314704,-1.8506114575455885,0.9760408429405807
2025-01-07 12:46:00-05:00,2025-01-07 12:57:00-05:00,1,2,0.002351256167662355,0.7777909374040444,60-80%,0.8563088050291083,80-100%,-1.0,-20.0,stop,11,-0.00217026598216686,0.8275551116105493,-0.22353753236314294,0.8325471043649583,0.0,0.9360102117268363,-0.9230240464715348,0.8291227924140897
2025-01-07 15:14:00-05:00,2025-01-07 15:23:00-05:00,1,2,0.0020154863087898916,0.67026801772163,60-80%,0.914363598629222,80-100%,1.3,26.0,target,9,-0.002824227456644135,0.8758480043284638,-0.318410120005096,0.9168770985376141,0.0,0.9360102117268363,-1.4012635284730939,0.9287190799239744
2025-01-07 15:32:00-05:00,2025-01-07 15:35:00-05:00,1,2,0.002052139627011741,0.6841601965170856,60-80%,0.9320733005148324,80-100%,1.3,26.0,target,3,-0.0032769988699842306,0.9018187871977359,-0.3587901042964823,0.9419763021339179,0.011363636363636364,0.9297805033715348,-1.5968693488737362,0.954717609356141
2025-01-08 10:15:00-05:00,2025-01-08 10:17:00-05:00,1,2,0.005137904853996093,0.9871912971004957,80-100%,0.8961114970872285,80-100%,-1.0,-20.0,stop,2,-0.00504227339848199,0.962431153840818,-0.23322572606768,0.8427449565724117,0.0,0.9360102117268363,-0.9813870715336965,0.8432596662088484
2025-01-08 10:21:00-05:00,2025-01-08 10:22:00-05:00,1,2,0.005117054599449636,0.9868666929859192,80-100%,0.8882582978252379,80-100%,-1.0,-20.0,stop,1,-0.005129947125898894,0.9642485537104091,-0.24295116725205237,0.8522074534506202,0.060556464811783964,0.8885728556761107,-1.00251952098589,0.8480043284638116
2025-01-08 11:08:00-05:00,2025-01-08 11:09:00-05:00,1,2,0.002932283235253308,0.890590867219371,80-100%,0.8578057033012678,80-100%,-1.0,-20.0,stop,1,-0.0028659916554236256,0.8785671674921269,-0.2170290902423566,0.8254987929072897,0.06439393939393939,0.8847295834836418,-0.9773925045736737,0.8424272693220127
2025-01-08 13:57:00-05:00,2025-01-08 13:58:00-05:00,1,2,0.002611267349981649,0.8373250866342062,80-100%,0.9127077266590223,80-100%,-1.0,-20.0,stop,1,-0.0037630557697274623,0.9248068145558469,-0.3270336162200938,0.9226073202541832,0.0812807881773399,0.8691899991675223,-1.4410840658479138,0.9342267726585369
2025-01-08 14:03:00-05:00,2025-01-08 14:05:00-05:00,1,2,0.002648543026604667,0.8446593850067992,80-100%,0.9057713230789214,80-100%,-1.0,-20.0,stop,2,-0.0034273354859232436,0.9098930370000416,-0.2897587589186402,0.89498293420651,0.0410958904109589,0.9065821239281849,-1.2940456135677583,0.9116271971809492
2025-01-10 09:39:00-05:00,2025-01-10 09:42:00-05:00,1,2,0.0039217260644342005,0.9625345440189499,80-100%,0.9131678988657931,80-100%,-1.0,-20.0,stop,3,-0.0037761783045961927,0.9252507595621593,-0.3783068806913018,0.9527430141243721,0.0,0.9360102117268363,-0.9628868112033708,0.8386676100498051
2025-01-10 09:43:00-05:00,2025-01-10 09:44:00-05:00,1,2,0.0038953242538903826,0.9615256393385094,80-100%,0.8893041135905618,80-100%,-1.0,-20.0,stop,1,-0.0035372181317347047,0.9147625587880301,-0.33451498560438686,0.9277964314454589,0.0597165991902834,0.8892388378610873,-0.9080676989090123,0.825418626267671
2025-01-10 09:52:00-05:00,2025-01-10 09:53:00-05:00,1,2,0.005297591062473973,0.9888845023468,80-100%,0.9237590952421066,80-100%,-1.0,-20.0,stop,1,-0.005880299833274052,0.9762073223179478,-0.36690777268101965,0.9468046729749979,0.04975124378109453,0.8985348391930515,-1.1099950456591026,0.8734895464824295
2025-01-10 09:54:00-05:00,2025-01-10 09:58:00-05:00,1,2,0.005322231233361869,0.9891520814142212,80-100%,0.9198889115418706,80-100%,-1.0,-20.0,stop,4,-0.005326924861382715,0.9676197611020935,-0.3713391285441315,0.9492882315398063,0.030730897009966777,0.915073396786636,-1.000881891036869,0.8475742567389465
2025-01-10 10:06:00-05:00,2025-01-10 10:07:00-05:00,1,2,0.005708619581769323,0.9926174496644296,80-100%,0.9551966017988991,80-100%,1.3,26.0,target,1,-0.009038812051107369,0.9955466766554293,-0.4407061037085441,0.9759830174542831,0.05236270753512133,0.8961622776590726,-1.583362128380937,0.9530944354268115
2025-01-10 10:08:00-05:00,2025-01-10 10:12:00-05:00,1,2,0.0056634199939684,0.9922007281659867,80-100%,0.9623769061516536,80-100%,1.3,26.0,target,4,-0.008658457820528999,0.9945894202355683,-0.4301380349070378,0.9724311124677415,0.0,0.9360102117268363,-1.528839081288399,0.9464768801764681
2025-01-10 10:13:00-05:00,2025-01-10 10:14:00-05:00,1,2,0.005683318164879461,0.9923805763916305,80-100%,0.9505521762352374,80-100%,1.3,26.0,target,1,-0.008817966733899263,0.9949362522717499,-0.43283577150927943,0.9733745872297916,0.06454918032786885,0.8845769625662514,-1.5515525399212424,0.9493209028731566
2025-01-10 10:15:00-05:00,2025-01-10 10:17:00-05:00,1,2,0.005707144456990456,0.9926042900381629,80-100%,0.956861189082537,80-100%,-1.0,-20.0,stop,2,-0.009829153581791273,0.9972947101177841,-0.4713304266894051,0.9836973110969282,0.0696969696969697,0.8799428365291229,-1.7222542123937183,0.9665098985863126
2025-01-10 11:07:00-05:00,2025-01-10 11:20:00-05:00,1,2,0.00403476863906573,0.9662587182524016,80-100%,0.8827026135057505,80-100%,1.3,26.0,target,13,-0.0038683002062605168,0.9288161928941052,-0.2195674778092979,0.8280378499875128,0.0,0.9360102117268363,-0.9587415171235791,0.8379461994145475
2025-01-10 14:20:00-05:00,2025-01-10 14:22:00-05:00,1,2,0.0027902453007196465,0.8693029784620784,80-100%,0.8697403755661401,80-100%,1.3,26.0,target,2,-0.0030653626936574573,0.8901374842191423,-0.2761867724524641,0.8832866220828592,0.11910112359550562,0.8344340538890584,-1.0985997155400113,0.8711033420735006
2025-01-10 14:23:00-05:00,2025-01-10 14:25:00-05:00,1,2,0.002701305418711147,0.8545071719963153,80-100%,0.8903823411691357,80-100%,-1.0,-20.0,stop,2,-0.003011519910441739,0.8872240951152176,-0.2687738918479017,0.8766406748619474,0.020618556701030927,0.923092932264062,-1.1148387329999145,0.8745716624353158
2025-01-10 15:25:00-05:00,2025-01-10 15:33:00-05:00,1,2,0.002310045746520084,0.7667105320875554,60-80%,0.8901664827150852,80-100%,1.3,26.0,target,8,-0.0029708908906361173,0.8847546510176052,-0.3090103845694932,0.9103837722340927,0.0960960960960961,0.8554679912312346,-1.2860744836380613,0.9100595163774088
2025-01-13 09:42:00-05:00,2025-01-13 09:44:00-05:00,1,2,0.0018330924907840086,0.5944027722946001,40-60%,0.9390423607030562,80-100%,-1.0,-20.0,stop,2,-0.0029091601275348673,0.881175344404212,-0.47945243321358844,0.9853622665593695,0.0,0.9360102117268363,-1.587023100122257,0.9536216201218074
2025-01-13 10:26:00-05:00,2025-01-13 10:32:00-05:00,1,2,0.0033770808571571445,0.9345089266131509,80-100%,0.9072767910483823,80-100%,-1.0,-20.0,stop,6,-0.003953280431430202,0.9320902873156588,-0.2663281170437583,0.8744901073896273,0.0,0.9360102117268363,-1.1706206036055966,0.8865165577614074
2025-01-13 11:10:00-05:00,2025-01-13 11:25:00-05:00,1,2,0.0026395343331148836,0.8428565162082731,80-100%,0.8917143897519899,80-100%,0.325,6.5,timeout,15,-0.0029480202837952906,0.8833950694357736,-0.26425252420583906,0.872519910092405,0.0,0.9360102117268363,-1.1168713537119885,0.8749323677529446
2025-01-14 09:59:00-05:00,2025-01-14 10:03:00-05:00,1,2,0.004162840927099053,0.9701013291222529,80-100%,0.8905965268181187,80-100%,-1.0,-20.0,stop,4,-0.00428324723010626,0.9430917995033365,-0.22016600028452138,0.8287038321724893,0.0,0.9360102117268363,-1.0289240701520426,0.8545802638698131
2025-01-14 10:39:00-05:00,2025-01-14 10:42:00-05:00,1,2,0.003442819282647754,0.938970039917533,80-100%,0.906413071485777,80-100%,-1.0,-20.0,stop,3,-0.004012910523248453,0.9342406459399841,-0.2618858117478623,0.8700502261564503,0.0,0.9360102117268363,-1.165588488328165,0.8853512021198374
2025-01-14 10:50:00-05:00,2025-01-14 10:52:00-05:00,1,2,0.003765635729042689,0.9563407465894636,80-100%,0.9031652094791565,80-100%,1.3,26.0,target,2,-0.004855872483122476,0.9582691694066398,-0.279770360053416,0.886658156894303,0.0944558521560575,0.8570358242917002,-1.289522628455873,0.9106976873239827
2025-01-14 10:53:00-05:00,2025-01-14 10:54:00-05:00,1,2,0.00350503616729967,0.9426591218142738,80-100%,0.8790223554019514,80-100%,-1.0,-20.0,stop,1,-0.003560225133282691,0.9157891816151275,-0.2188434928811104,0.8273163692871216,0.022556390977443608,0.9214834753170352,-1.015745619545358,0.8515003953885212
2025-01-14 10:56:00-05:00,2025-01-14 11:01:00-05:00,1,2,0.0037019060231115604,0.9534456288108084,80-100%,0.9152296772598562,80-100%,1.3,26.0,target,5,-0.004539759137051685,0.9507359775807772,-0.2680227086725288,0.8759053195327025,0.002717391304347826,0.9357327191497627,-1.2263301955017984,0.8985446927761823
2025-01-14 11:02:00-05:00,2025-01-14 11:03:00-05:00,1,2,0.0036600093441640294,0.9515462560863271,80-100%,0.9109635792130186,80-100%,1.3,26.0,target,1,-0.004340284591314139,0.9447843398399023,-0.26469122047790083,0.87299164747343,0.0,0.9360102117268363,-1.185867079338151,0.8900681178119061
2025-01-14 11:04:00-05:00,2025-01-14 11:09:00-05:00,1,2,0.0037674379156761254,0.956424090889152,80-100%,0.9385412945671511,80-100%,-1.0,-20.0,stop,5,-0.0053619431413858215,0.9682163122043257,-0.3208411830420322,0.918306185309543,0.0,0.9360102117268363,-1.42323331170901,0.9316324690278992
2025-01-14 11:13:00-05:00,2025-01-14 11:17:00-05:00,1,2,0.0033349680395685748,0.9312672720094749,80-100%,0.9306711818417405,80-100%,-1.0,-20.0,stop,4,-0.004770057259818865,0.9561326840637616,-0.3241453380800886,0.920720370730083,0.03313840155945419,0.9132558204068041,-1.4303157341309751,0.9325758521663129
2025-01-14 11:20:00-05:00,2025-01-14 11:22:00-05:00,1,2,0.0031225874273338563,0.9129841645830592,80-100%,0.8508645035317807,80-100%,-1.0,-20.0,stop,2,-0.0031013809399032003,0.8922046031547842,-0.22747519800018604,0.8364736243305492,0.12531328320802004,0.8288287038321724,-0.9932086809659761,0.845951082809617
2025-01-14 11:51:00-05:00,2025-01-14 11:58:00-05:00,1,2,0.0027626346606110875,0.8649603017940957,80-100%,0.8406958089585925,80-100%,1.3,26.0,target,7,-0.0025122614951282483,0.8545108974625768,-0.22117522552838814,0.8299802980270278,0.09903381642512077,0.8526514415739379,-0.909371597680796,0.8256405987708273
2025-01-14 11:59:00-05:00,2025-01-14 12:08:00-05:00,1,2,0.002605466640993064,0.8361977453173663,80-100%,0.9360543242730504,80-100%,-1.0,-20.0,stop,9,-0.0042109673428035585,0.9408998210346693,-0.39934120440266874,0.9622610095179954,0.06476683937823834,0.8844520909065683,-1.6162046662008167,0.9566043756329685
