architecture,trades,WR,mean_R,total_R,PF,max_DD_R,worst_streak,trading_days,profitable_days,losing_days,mean_daily_R,median_daily_R,worst_day_R,best_day_R,trades_per_day,months,profitable_months,losing_months,mean_monthly_R,median_monthly_R,worst_month_R,best_month_R
A_SELECTIVE,126,0.5079365079365079,0.14082936507936525,17.74450000000002,1.31383420880423,-9.397499999999997,8,53,28,25,0.33480188679245315,0.13900000000000023,-2.1109999999999998,6.111500000000001,2.3773584905660377,8,5,3,2.2180625000000016,1.9505000000000008,-6.230999999999998,9.813000000000004
B_SELECTIVE,103,0.5145631067961165,0.17860194174757282,18.396,1.4050867052023126,-8.261999999999997,6,47,25,22,0.391404255319149,0.18900000000000006,-2.1109999999999998,6.4115,2.1914893617021276,7,4,3,2.628,0.7655000000000001,-4.058999999999999,10.813
AB_SELECTIVE,103,0.5145631067961165,0.17860194174757282,18.396,1.4050867052023126,-8.261999999999997,6,47,25,22,0.391404255319149,0.18900000000000006,-2.1109999999999998,6.4115,2.1914893617021276,7,4,3,2.628,0.7655000000000001,-4.058999999999999,10.813
