scope,window,regime,trades,wins,losses,win_rate,mean_R,median_R,total_R,profit_factor,max_drawdown_R,longest_losing_streak,trading_days,profitable_days,losing_days,mean_daily_R,median_daily_R,best_day_R,worst_day_R,trades_per_day,mean_monthly_R,median_monthly_R,best_month_R,worst_month_R
S2_VALID_REGIMES,COMBINED,COMBINED,103,53,50,0.5145631067961165,0.17860194174757277,0.657,18.395999999999994,1.4050867052023122,-8.262000000000002,6,47,25,22,0.39140425531914885,0.18899999999999983,6.411499999999999,-2.111,2.1914893617021276,2.627999999999999,0.7655,10.812999999999997,-4.059000000000001
