block_mean_R,block_total_R,block_max_drawdown_R
0.048406249999999935,4.646999999999994,-8.088000000000001
0.1920247524752475,19.394499999999997,-6.8054999999999914
0.31427272727272726,34.57,-2.977500000000001
0.20699999999999996,23.390999999999995,-10.502000000000002
0.3010217391304348,27.694000000000003,-5.277499999999993
0.13032474226804114,12.641499999999992,-4.835499999999998
0.3109314516129032,38.555499999999995,-8.515999999999991
0.10069565217391299,11.579999999999995,-8.276999999999997
0.21840350877192974,24.89799999999999,-4.570499999999996
0.1627142857142857,17.084999999999997,-4.670000000000002
0.28357657657657653,31.476999999999993,-4.552499999999995
0.2509732142857143,28.108999999999998,-3.1664999999999957
0.2471470588235294,21.007499999999997,-4.015999999999991
0.27518181818181814,33.297,-7.376500000000005
-0.1290759493670887,-10.197000000000006,-10.519500000000003
-0.039102150537634474,-3.636500000000006,-13.930000000000003
0.05134523809523804,4.312999999999995,-8.662500000000001
0.24614473684210522,28.060499999999994,-5.277499999999993
0.012946601941747462,1.3334999999999886,-7.266000000000002
0.07042105263157888,6.689999999999994,-6.333000000000002
0.1309690721649484,12.703999999999995,-5.799500000000002
0.3475405405405405,38.577,-5.541999999999991
0.06858536585365847,5.623999999999995,-13.767
0.05808173076923072,6.040499999999994,-7.640000000000002
0.0909460784313725,9.276499999999995,-10.047500000000003
0.2716039603960395,27.431999999999988,-9.50149999999999
0.09330319148936164,8.770499999999995,-5.6175
0.1869019607843137,19.063999999999997,-8.340500000000002
0.1682385321100917,18.337999999999997,-4.828500000000003
0.3182394957983193,37.87049999999999,-3.561999999999994
-0.010613636363636414,-0.9340000000000044,-6.551000000000001
-0.06357926829268301,-5.213500000000007,-16.872500000000002
0.2495531914893617,23.458,-3.1664999999999957
0.14612499999999995,14.612499999999994,-8.255000000000003
0.09056741573033703,8.060499999999996,-5.181000000000003
-0.10971348314606749,-9.764500000000007,-13.800500000000003
0.2718684210526314,25.827499999999986,-5.649500000000001
0.24483783783783783,27.177,-6.120500000000002
0.018842105263157802,1.7899999999999914,-10.248500000000002
0.20062980769230768,20.865499999999997,-4.221999999999994
0.2403333333333333,24.513999999999996,-4.365
0.22661538461538458,29.459999999999994,-8.188000000000002
0.2429848484848484,24.05549999999999,-6.253500000000001
0.19707352941176465,20.101499999999994,-5.873000000000001
0.016114583333333276,1.5469999999999946,-7.591000000000003
0.15878571428571425,16.672499999999996,-5.088500000000002
0.24505803571428567,27.446499999999993,-6.143999999999991
0.11643181818181812,12.807499999999994,-9.124500000000003
0.14121052631578945,13.414999999999997,-5.088500000000002
0.07662365591397845,7.125999999999996,-9.570000000000002
0.12023529411764698,12.263999999999992,-10.178000000000004
0.29428991596638654,35.0205,-5.846499999999999
0.20173684210526316,19.165,-6.333000000000002
0.27683944954128437,30.175499999999996,-4.032999999999994
0.03310619469026541,3.7409999999999917,-10.085000000000003
0.10997029702970293,11.106999999999996,-7.088000000000003
0.10838888888888881,10.730499999999992,-9.287000000000003
0.16785858585858576,16.61799999999999,-5.732999999999995
0.2188990384615384,22.765499999999996,-4.302500000000002
0.19449999999999995,16.532499999999995,-6.613000000000003
0.101047619047619,10.609999999999994,-8.335500000000001
0.28064341085271316,36.202999999999996,-5.444999999999993
0.16557843137254902,16.889,-5.870500000000002
0.14772580645161285,13.738499999999995,-6.004999999999997
0.20889075630252105,24.858000000000004,-9.709500000000002
0.03540909090909084,3.1159999999999943,-6.601000000000002
0.1626818181818181,16.105499999999992,-4.587
0.08936842105263154,8.489999999999997,-7.164000000000004
0.2754210526315789,31.397999999999993,-3.166499999999999
0.1589230769230769,16.527999999999995,-8.3705
