setup_quality_bucket,00-20%,20-40%,40-60%,60-80%,80-100%
00-20%,,-1.0,1.3,0.675,0.15000000000000002
20-40%,0.09062500000000001,-0.0794642857142857,0.3261904761904762,-0.2665441176470588,0.054500000000000035
40-60%,-0.02125,0.19571428571428573,-0.11890243902439027,-0.07767857142857143,0.11549479166666664
60-80%,0.4857142857142857,0.12265625000000002,0.17850000000000002,0.15625000000000003,-0.028541666666666656
80-100%,-0.18333333333333335,-0.198125,-0.04547872340425532,0.30060679611650487,0.15552763819095478
