mc_max_drawdown_R,mc_worst_streak,mc_final_R
-5.458499999999999,7.0,18.395999999999994
-8.366000000000003,5.0,18.395999999999994
-9.555000000000003,10.0,18.39599999999999
-8.324000000000003,4.0,18.395999999999994
-7.155000000000001,5.0,18.395999999999997
-6.601000000000001,7.0,18.395999999999997
-8.981000000000005,7.0,18.39599999999999
-7.71149999999999,7.0,18.395999999999997
-7.857500000000002,6.0,18.395999999999994
-7.581000000000001,5.0,18.395999999999997
-5.192000000000002,4.0,18.39599999999999
-4.388499999999999,4.0,18.395999999999997
-6.185500000000001,6.0,18.39599999999999
-4.902500000000002,5.0,18.395999999999994
-5.774499999999994,5.0,18.395999999999994
-7.365999999999989,6.0,18.395999999999997
-5.0885,6.0,18.395999999999997
-7.010500000000002,6.0,18.395999999999997
-5.382999999999992,6.0,18.396
-5.272499999999992,5.0,18.395999999999994
-6.695,8.0,18.39599999999999
-6.131499999999992,8.0,18.39599999999999
-4.868999999999996,5.0,18.395999999999997
-5.277500000000002,5.0,18.395999999999994
-6.302000000000001,6.0,18.395999999999994
-6.1990000000000025,6.0,18.395999999999997
-8.558500000000004,7.0,18.395999999999997
-8.907000000000004,7.0,18.395999999999997
-10.423000000000004,11.0,18.395999999999997
-6.657499999999999,6.0,18.395999999999994
-6.3794999999999895,4.0,18.395999999999994
-8.520499999999991,6.0,18.395999999999994
-5.277500000000001,5.0,18.39599999999999
-8.540500000000002,5.0,18.395999999999994
-6.333000000000002,6.0,18.395999999999994
-8.287000000000003,5.0,18.395999999999997
-7.6819999999999915,6.0,18.395999999999997
-15.594000000000005,11.0,18.395999999999994
-7.717999999999993,4.0,18.395999999999994
-4.601999999999993,5.0,18.396
-11.29199999999999,6.0,18.395999999999994
-10.504500000000002,9.0,18.395999999999997
-5.3644999999999925,6.0,18.395999999999997
-5.426000000000002,4.0,18.395999999999997
-10.982500000000002,9.0,18.395999999999994
-7.961999999999998,7.0,18.395999999999994
-11.398000000000003,11.0,18.395999999999994
-7.203000000000001,5.0,18.395999999999994
-9.47699999999999,5.0,18.395999999999994
-7.711000000000001,6.0,18.39599999999999
-9.036999999999995,9.0,18.395999999999994
-5.641000000000002,4.0,18.395999999999997
-10.979500000000003,6.0,18.39599999999999
-5.580000000000002,5.0,18.39599999999999
-10.181999999999984,7.0,18.395999999999994
-5.955,5.0,18.395999999999997
-4.558,4.0,18.395999999999997
-8.384000000000002,4.0,18.395999999999997
-8.69199999999999,7.0,18.396000000000004
-4.9605000000000015,4.0,18.395999999999994
-5.088500000000002,4.0,18.395999999999997
-11.167000000000005,8.0,18.395999999999994
-5.762000000000002,6.0,18.395999999999997
-7.552500000000003,7.0,18.39599999999999
-7.8565000000000005,8.0,18.395999999999994
-11.425499999999985,9.0,18.395999999999997
-6.257999999999999,4.0,18.395999999999994
-8.932500000000003,5.0,18.395999999999994
-10.408999999999999,13.0,18.395999999999994
-8.504500000000002,6.0,18.395999999999994
-4.5214999999999925,4.0,18.396
-6.801000000000002,7.0,18.395999999999994
-6.6190000000000015,8.0,18.39599999999999
-11.213000000000001,13.0,18.395999999999994
-6.8245000000000005,6.0,18.395999999999997
-6.199000000000003,5.0,18.39599999999999
-8.421499999999993,7.0,18.395999999999994
-8.533499999999997,7.0,18.395999999999994
-7.541000000000001,9.0,18.395999999999994
-5.184000000000001,4.0,18.395999999999994
-9.934000000000005,11.0,18.39599999999999
-7.918000000000004,7.0,18.396
-7.119,8.0,18.39599999999999
-6.333000000000002,6.0,18.395999999999997
-4.731000000000003,5.0,18.39599999999999
-4.710499999999996,4.0,18.396
-9.583500000000003,6.0,18.395999999999994
-8.451999999999998,7.0,18.395999999999997
-5.908500000000002,4.0,18.39599999999999
-9.043500000000003,5.0,18.395999999999994
-5.669000000000002,5.0,18.395999999999994
-5.444000000000001,5.0,18.395999999999994
-5.349500000000001,7.0,18.395999999999994
-7.368500000000004,7.0,18.395999999999994
-7.199500000000001,5.0,18.395999999999994
-13.295999999999994,10.0,18.395999999999994
-8.172500000000003,6.0,18.395999999999994
-6.333000000000002,6.0,18.395999999999994
-9.483500000000001,7.0,18.396
-7.342500000000001,6.0,18.395999999999997
-12.780000000000005,9.0,18.395999999999994
-6.011500000000001,5.0,18.395999999999994
-6.798000000000002,5.0,18.395999999999994
-7.849500000000003,5.0,18.395999999999994
-7.039499999999986,5.0,18.396
-8.623499999999988,7.0,18.395999999999997
-6.798000000000002,5.0,18.395999999999994
-6.925000000000003,6.0,18.39599999999999
-6.144000000000001,7.0,18.395999999999994
-6.504500000000002,5.0,18.395999999999994
-5.903500000000001,6.0,18.396
-7.30749999999999,4.0,18.395999999999994
-4.677500000000001,5.0,18.395999999999994
-10.737000000000002,5.0,18.395999999999997
-7.794500000000003,6.0,18.395999999999997
-6.599500000000002,5.0,18.395999999999997
-7.031499999999999,8.0,18.395999999999994
-7.167499999999993,7.0,18.395999999999997
-6.4994999999999905,6.0,18.396000000000004
-6.513500000000002,7.0,18.39599999999999
-7.664500000000002,7.0,18.395999999999997
-7.279999999999994,5.0,18.395999999999994
-6.829499999999998,5.0,18.39599999999999
-6.4564999999999895,4.0,18.395999999999997
-5.570000000000002,5.0,18.39599999999999
-5.8704999999999945,6.0,18.396000000000004
-4.552500000000001,5.0,18.396
-5.4685000000000015,5.0,18.395999999999997
-6.666000000000003,4.0,18.395999999999994
-5.611500000000001,5.0,18.39599999999999
-9.404500000000002,7.0,18.395999999999994
-10.789500000000004,7.0,18.395999999999997
-6.8195000000000014,7.0,18.395999999999994
-5.233500000000001,5.0,18.395999999999997
-6.669999999999991,5.0,18.395999999999997
-8.829499999999998,8.0,18.39599999999999
-14.517000000000005,8.0,18.395999999999997
-5.7620000000000005,6.0,18.395999999999997
-6.516499999999995,5.0,18.396
-4.794499999999994,5.0,18.395999999999994
-8.557500000000003,8.0,18.395999999999994
-8.703499999999993,7.0,18.395999999999997
-5.955000000000002,5.0,18.39599999999999
-7.521500000000003,6.0,18.395999999999994
-6.011999999999999,5.0,18.396000000000004
-5.4925000000000015,5.0,18.395999999999997
-6.474500000000001,6.0,18.395999999999997
-4.222,4.0,18.395999999999997
-7.124000000000002,6.0,18.395999999999994
-10.150999999999996,5.0,18.395999999999997
-6.537500000000001,5.0,18.395999999999997
-7.199500000000002,6.0,18.396
-8.168500000000002,7.0,18.39599999999999
-6.45249999999999,5.0,18.396
-11.481500000000004,4.0,18.39599999999999
-4.009500000000001,5.0,18.395999999999997
