trades,win_rate,mean_R,total_R,profit_factor,max_drawdown_R,longest_losing_streak,average_holding_bars,profitable_days,losing_days,daily_sharpe,window,tail_percent,rr,horizon,probability_threshold,model,auc
84,0.47619047619047616,0.07142857142857142,6.0,1.1363636363636365,-5.5,4,3.25,19,13,1.1768285012235706,1,17.500000000000004,1.25,10,0.52,xgboost,0.5548377172742655
75,0.48,0.08,6.0,1.1538461538461537,-4.75,3,3.2666666666666666,18,14,1.3155058173780745,1,17.500000000000004,1.25,10,0.54,xgboost,0.5548377172742655
62,0.43548387096774194,-0.020161290322580645,-1.25,0.9642857142857143,-6.5,6,3.0483870967741935,14,15,-0.2721331725384458,1,17.500000000000004,1.25,10,0.56,xgboost,0.5548377172742655
41,0.3902439024390244,-0.12195121951219512,-5.0,0.8,-6.5,6,3.1707317073170733,10,13,-1.2237631118178691,1,17.500000000000004,1.25,10,0.58,xgboost,0.5548377172742655
33,0.36363636363636365,-0.18181818181818182,-6.0,0.7142857142857143,-7.25,6,3.393939393939394,8,14,-1.4684716100964552,1,17.500000000000004,1.25,10,0.6,xgboost,0.5548377172742655
426,0.49061032863849763,0.09756455399061033,41.5625,1.1967688483844243,-11.1,9,3.460093896713615,26,22,2.9103228135152106,1,17.500000000000004,1.25,12,0.0,baseline,0.5605174552542973
101,0.4752475247524752,0.06930693069306931,7.0,1.1320754716981132,-9.0,4,3.257425742574257,22,13,1.2935774803202005,1,17.500000000000004,1.25,12,0.5,xgboost,0.5605174552542973
83,0.4578313253012048,0.030120481927710843,2.5,1.0555555555555556,-8.0,4,3.1204819277108435,20,14,0.5758885232084089,1,17.500000000000004,1.25,12,0.52,xgboost,0.5605174552542973
66,0.42424242424242425,-0.045454545454545456,-3.0,0.9210526315789473,-11.0,5,3.121212121212121,16,14,-0.6080566895326948,1,17.500000000000004,1.25,12,0.54,xgboost,0.5605174552542973
51,0.39215686274509803,-0.11764705882352941,-6.0,0.8064516129032258,-10.5,8,3.176470588235294,13,14,-1.273370387258798,1,17.500000000000004,1.25,12,0.56,xgboost,0.5605174552542973
37,0.35135135135135137,-0.20945945945945946,-7.75,0.6770833333333334,-8.5,6,3.0,10,13,-2.106746086995861,1,17.500000000000004,1.25,12,0.58,xgboost,0.5605174552542973
29,0.3448275862068966,-0.22413793103448276,-6.5,0.6578947368421053,-7.0,4,2.8275862068965516,8,10,-2.1512756428477497,1,17.500000000000004,1.25,12,0.6,xgboost,0.5605174552542973
426,0.4835680751173709,0.08949530516431925,38.125,1.1770887766358937,-12.5625,9,3.5469483568075115,27,21,2.6723751198760692,1,17.500000000000004,1.25,15,0.0,baseline,0.5379906294200849
115,0.4782608695652174,0.07608695652173914,8.75,1.1458333333333333,-12.0,7,3.5739130434782607,18,16,1.3103717006517652,1,17.500000000000004,1.25,15,0.5,xgboost,0.5379906294200849
91,0.5054945054945055,0.13736263736263737,12.5,1.2777777777777777,-10.0,6,3.5384615384615383,18,14,2.027323581102369,1,17.500000000000004,1.25,15,0.52,xgboost,0.5379906294200849
72,0.4861111111111111,0.09375,6.75,1.1824324324324325,-9.75,6,3.7083333333333335,19,10,1.1467704285481728,1,17.500000000000004,1.25,15,0.54,xgboost,0.5379906294200849
55,0.43636363636363634,-0.01818181818181818,-1.0,0.967741935483871,-9.0,5,3.727272727272727,13,10,-0.2276919666307562,1,17.500000000000004,1.25,15,0.56,xgboost,0.5379906294200849
37,0.40540540540540543,-0.08783783783783784,-3.25,0.8522727272727273,-6.5,5,3.7027027027027026,10,10,-0.860483298054117,1,17.500000000000004,1.25,15,0.58,xgboost,0.5379906294200849
31,0.3548387096774194,-0.20161290322580644,-6.25,0.6875,-9.5,6,3.806451612903226,7,10,-1.6768667492728753,1,17.500000000000004,1.25,15,0.6,xgboost,0.5379906294200849
421,0.4821852731591449,0.10231591448931114,43.07499999999999,1.2066938579654516,-11.8875,9,3.467933491686461,30,20,3.149169075382395,1,17.500000000000004,1.3,10,0.0,baseline,0.586660596403369
86,0.5,0.15000000000000002,12.900000000000002,1.2999999999999998,-6.4999999999999964,4,3.0813953488372094,16,15,2.671927252047647,1,17.500000000000004,1.3,10,0.5,xgboost,0.586660596403369
69,0.4782608695652174,0.1,6.9,1.1916666666666667,-8.099999999999998,8,3.1884057971014492,14,12,1.3325390611170174,1,17.500000000000004,1.3,10,0.52,xgboost,0.586660596403369
53,0.4528301886792453,0.041509433962264156,2.2,1.0758620689655174,-7.1000000000000005,6,3.169811320754717,13,13,0.4645985259788792,1,17.500000000000004,1.3,10,0.54,xgboost,0.586660596403369
43,0.4418604651162791,0.01627906976744187,0.7000000000000004,1.0291666666666668,-5.4,5,3.186046511627907,11,11,0.17980819870303943,1,17.500000000000004,1.3,10,0.56,xgboost,0.586660596403369
34,0.38235294117647056,-0.12058823529411763,-4.1,0.8047619047619049,-6.199999999999999,4,3.2058823529411766,9,11,-1.0827389089565231,1,17.500000000000004,1.3,10,0.58,xgboost,0.586660596403369
20,0.3,-0.30999999999999994,-6.199999999999999,0.5571428571428572,-9.7,8,3.25,5,10,-1.868293780880928,1,17.500000000000004,1.3,10,0.6,xgboost,0.586660596403369
419,0.48448687350835323,0.10313245823389022,43.212500000000006,1.2049807293210795,-12.087500000000002,9,3.5727923627684963,28,22,3.139033166444533,1,17.500000000000004,1.3,12,0.0,baseline,0.5826674014880133
87,0.5287356321839081,0.21609195402298856,18.800000000000004,1.4585365853658532,-5.699999999999999,4,3.5057471264367814,21,14,3.4207557386743996,1,17.500000000000004,1.3,12,0.5,xgboost,0.5826674014880133
70,0.5142857142857142,0.18285714285714288,12.800000000000002,1.376470588235294,-6.799999999999997,4,3.5285714285714285,20,12,2.728431737553338,1,17.500000000000004,1.3,12,0.52,xgboost,0.5826674014880133
59,0.5084745762711864,0.1694915254237288,10.0,1.3448275862068961,-8.399999999999999,8,3.5254237288135593,19,9,2.092642249242052,1,17.500000000000004,1.3,12,0.54,xgboost,0.5826674014880133
48,0.4583333333333333,0.054166666666666696,2.6000000000000014,1.1,-10.0,10,3.375,14,10,0.5246335313317477,1,17.500000000000004,1.3,12,0.56,xgboost,0.5826674014880133
38,0.39473684210526316,-0.09210526315789476,-3.500000000000001,0.8478260869565218,-10.3,9,3.5,12,11,-0.7911259866861384,1,17.500000000000004,1.3,12,0.58,xgboost,0.5826674014880133
25,0.4,-0.07999999999999999,-1.9999999999999998,0.8666666666666668,-7.2,5,3.72,9,8,-0.6801178626565481,1,17.500000000000004,1.3,12,0.6,xgboost,0.5826674014880133
418,0.4784688995215311,0.1007177033492823,42.1,1.1972474377745244,-12.1125,9,3.6842105263157894,30,20,3.043658492591892,1,17.500000000000004,1.3,15,0.0,baseline,0.5536161894906289
103,0.49514563106796117,0.13883495145631067,14.299999999999999,1.275,-5.1,5,3.7766990291262137,20,14,2.3876741740060448,1,17.500000000000004,1.3,15,0.5,xgboost,0.5536161894906289
84,0.5,0.15000000000000002,12.600000000000001,1.2999999999999998,-6.599999999999994,6,3.9285714285714284,20,12,2.1106564109831742,1,17.500000000000004,1.3,15,0.52,xgboost,0.5536161894906289
63,0.4603174603174603,0.05873015873015873,3.7,1.1088235294117643,-6.8000000000000025,5,4.190476190476191,16,11,0.7400231632063042,1,17.500000000000004,1.3,15,0.54,xgboost,0.5536161894906289
47,0.44680851063829785,0.027659574468085115,1.3000000000000005,1.0500000000000003,-6.9,5,4.404255319148936,15,9,0.27008076125115255,1,17.500000000000004,1.3,15,0.56,xgboost,0.5536161894906289
33,0.3939393939393939,-0.09393939393939393,-3.0999999999999996,0.8450000000000001,-7.300000000000001,4,4.303030303030303,13,8,-1.0027509826206262,1,17.500000000000004,1.3,15,0.58,xgboost,0.5536161894906289
26,0.38461538461538464,-0.11538461538461539,-3.0,0.8125000000000001,-8.200000000000001,4,4.230769230769231,10,8,-1.0364062577167714,1,17.500000000000004,1.3,15,0.6,xgboost,0.5536161894906289
416,0.47596153846153844,0.10700120192307692,44.5125,1.2125843233239806,-12.812500000000002,9,3.5721153846153846,30,20,3.2247380455571424,1,17.500000000000004,1.35,10,0.0,baseline,0.5926834969611967
94,0.5319148936170213,0.25000000000000006,23.500000000000004,1.5340909090909087,-5.3,5,3.5319148936170213,23,13,3.29216744053536,1,17.500000000000004,1.35,10,0.5,xgboost,0.5926834969611967
82,0.524390243902439,0.23231707317073175,19.050000000000004,1.4884615384615385,-5.950000000000001,5,3.5609756097560976,20,13,2.776835312386961,1,17.500000000000004,1.35,10,0.52,xgboost,0.5926834969611967
64,0.53125,0.24843750000000003,15.900000000000002,1.5300000000000002,-4.600000000000001,4,3.640625,18,12,2.812073921614885,1,17.500000000000004,1.35,10,0.54,xgboost,0.5926834969611967
46,0.5652173913043478,0.32826086956521744,15.100000000000003,1.7550000000000003,-2.6500000000000004,2,3.8260869565217392,16,9,3.302057228723213,1,17.500000000000004,1.35,10,0.56,xgboost,0.5926834969611967
34,0.5,0.17500000000000007,5.950000000000003,1.35,-5.600000000000001,3,3.7058823529411766,11,9,1.4378573316537866,1,17.500000000000004,1.35,10,0.58,xgboost,0.5926834969611967
25,0.4,-0.05999999999999996,-1.4999999999999991,0.9,-8.3,6,3.56,7,8,-0.5225709518118294,1,17.500000000000004,1.35,10,0.6,xgboost,0.5926834969611967
414,0.4806763285024155,0.10905797101449277,45.150000000000006,1.2140317610808244,-13.387500000000001,9,3.6594202898550723,29,21,3.2345520217929504,1,17.500000000000004,1.35,12,0.0,baseline,0.6034026465028355
92,0.5434782608695652,0.27717391304347827,25.5,1.6071428571428568,-6.499999999999986,5,3.989130434782609,20,14,3.54313814548672,1,17.500000000000004,1.35,12,0.5,xgboost,0.6034026465028355
74,0.5405405405405406,0.2702702702702703,20.0,1.588235294117647,-7.249999999999993,5,4.04054054054054,20,10,3.436212826736244,1,17.500000000000004,1.35,12,0.52,xgboost,0.6034026465028355
60,0.55,0.2925000000000001,17.550000000000004,1.6500000000000001,-6.249999999999993,4,3.816666666666667,18,9,3.527418944223495,1,17.500000000000004,1.35,12,0.54,xgboost,0.6034026465028355
42,0.4523809523809524,0.06309523809523815,2.650000000000002,1.1152173913043482,-8.3,8,3.619047619047619,15,7,0.6265027050559303,1,17.500000000000004,1.35,12,0.56,xgboost,0.6034026465028355
36,0.5,0.17500000000000007,6.3000000000000025,1.3500000000000003,-5.0,5,3.5833333333333335,15,5,1.8109755209778375,1,17.500000000000004,1.35,12,0.58,xgboost,0.6034026465028355
27,0.4444444444444444,0.0444444444444445,1.2000000000000015,1.0799999999999998,-4.249999999999999,4,3.5925925925925926,10,8,0.40365319258338667,1,17.500000000000004,1.35,12,0.6,xgboost,0.6034026465028355
412,0.470873786407767,0.10961771844660197,45.16250000000001,1.2130055417993162,-13.3625,9,3.7766990291262137,31,19,3.242773466604078,1,17.500000000000004,1.35,15,0.0,baseline,0.5808242579543028
97,0.5463917525773195,0.284020618556701,27.549999999999997,1.6261363636363628,-5.8999999999999915,4,4.34020618556701,24,10,4.092499194785136,1,17.500000000000004,1.35,15,0.5,xgboost,0.5808242579543028
71,0.5352112676056338,0.2577464788732395,18.300000000000004,1.554545454545455,-3.0,3,4.140845070422535,22,9,4.003475345779357,1,17.500000000000004,1.35,15,0.52,xgboost,0.5808242579543028
57,0.5263157894736842,0.23684210526315794,13.500000000000002,1.5000000000000004,-3.0,3,3.824561403508772,17,10,3.4102931107421526,1,17.500000000000004,1.35,15,0.54,xgboost,0.5808242579543028
49,0.5510204081632653,0.2948979591836735,14.450000000000003,1.6568181818181822,-3.0,3,3.877551020408163,16,8,3.654808126315882,1,17.500000000000004,1.35,15,0.56,xgboost,0.5808242579543028
39,0.5641025641025641,0.32564102564102565,12.700000000000001,1.7470588235294124,-3.3,2,4.102564102564102,15,7,2.931634617699044,1,17.500000000000004,1.35,15,0.58,xgboost,0.5808242579543028
29,0.5172413793103449,0.21551724137931041,6.250000000000002,1.4464285714285716,-5.65,5,4.0,13,9,1.7567025665396894,1,17.500000000000004,1.35,15,0.6,xgboost,0.5808242579543028
534,0.4756554307116105,0.047027153558052426,25.112499999999997,1.0946168699665613,-19.900000000000016,9,3.4232209737827715,25,27,1.536202658678316,1,19.999999999999996,1.2,10,0.0,baseline,0.5586979646833559
135,0.4444444444444444,-0.022222222222222195,-2.9999999999999964,0.9600000000000002,-10.4,6,3.4296296296296296,13,20,-0.5701506339285812,1,19.999999999999996,1.2,10,0.5,xgboost,0.5586979646833559
114,0.43859649122807015,-0.03508771929824559,-3.9999999999999973,0.9375000000000001,-7.199999999999999,5,3.473684210526316,13,20,-0.7893528265203036,1,19.999999999999996,1.2,10,0.52,xgboost,0.5586979646833559
82,0.45121951219512196,-0.007317073170731673,-0.5999999999999972,0.9866666666666669,-5.0,5,3.6219512195121952,15,14,-0.15042130741186535,1,19.999999999999996,1.2,10,0.54,xgboost,0.5586979646833559
66,0.45454545454545453,-3.3643121958338078e-18,-2.220446049250313e-16,1.0000000000000002,-5.0,5,3.8333333333333335,14,13,-3.264777553778937e-16,1,19.999999999999996,1.2,10,0.56,xgboost,0.5586979646833559
55,0.45454545454545453,-2.4223047810003414e-17,-1.3322676295501878e-15,0.9999999999999999,-5.0,5,3.8363636363636364,12,13,-4.3450099607086224e-16,1,19.999999999999996,1.2,10,0.58,xgboost,0.5586979646833559
43,0.4186046511627907,-0.07906976744186048,-3.4000000000000004,0.8639999999999999,-5.6,4,3.7209302325581395,10,14,-1.109937567209505,1,19.999999999999996,1.2,10,0.6,xgboost,0.5586979646833559
528,0.4791666666666667,0.04834280303030302,25.524999999999995,1.0955098222637978,-17.962500000000016,9,3.528409090909091,26,26,1.5776653461268448,1,19.999999999999996,1.2,12,0.0,baseline,0.5497676304092891
137,0.4744525547445255,0.043795620437956206,6.0,1.0833333333333333,-9.999999999999996,7,3.8248175182481754,22,16,0.9234833022998233,1,19.999999999999996,1.2,12,0.5,xgboost,0.5497676304092891
109,0.48623853211009177,0.06972477064220185,7.600000000000001,1.135714285714286,-8.399999999999997,6,3.7247706422018347,20,16,1.2152935209121147,1,19.999999999999996,1.2,12,0.52,xgboost,0.5497676304092891
86,0.5232558139534884,0.1511627906976744,12.999999999999998,1.3170731707317076,-5.0,5,3.8372093023255816,19,13,2.303215536441192,1,19.999999999999996,1.2,12,0.54,xgboost,0.5497676304092891
67,0.5074626865671642,0.1164179104477612,7.800000000000001,1.2363636363636366,-5.6,5,3.8507462686567164,17,11,1.974093571590742,1,19.999999999999996,1.2,12,0.56,xgboost,0.5497676304092891
53,0.5094339622641509,0.12075471698113206,6.3999999999999995,1.2461538461538462,-4.8,4,3.849056603773585,14,11,1.4993504281894263,1,19.999999999999996,1.2,12,0.58,xgboost,0.5497676304092891
43,0.46511627906976744,0.023255813953488337,0.9999999999999984,1.043478260869565,-4.8,4,3.7674418604651163,12,10,0.24962871841425,1,19.999999999999996,1.2,12,0.6,xgboost,0.5497676304092891
526,0.47718631178707227,0.05059410646387834,26.612500000000004,1.0990002325040686,-18.51250000000001,9,3.61787072243346,28,24,1.643703186902462,1,19.999999999999996,1.2,15,0.0,baseline,0.5306122448979591
152,0.4934210526315789,0.08552631578947369,13.0,1.1688311688311688,-9.399999999999999,6,3.960526315789474,22,17,1.9760193352693445,1,19.999999999999996,1.2,15,0.5,xgboost,0.5306122448979591
122,0.5163934426229508,0.13606557377049178,16.599999999999998,1.2813559322033903,-6.4,5,3.9918032786885247,21,16,2.9536601914807057,1,19.999999999999996,1.2,15,0.52,xgboost,0.5306122448979591
95,0.5052631578947369,0.11157894736842106,10.6,1.225531914893617,-5.6000000000000005,4,3.8947368421052633,20,13,2.2104764859198536,1,19.999999999999996,1.2,15,0.54,xgboost,0.5306122448979591
84,0.5119047619047619,0.12619047619047616,10.599999999999998,1.2585365853658539,-4.6,4,3.869047619047619,18,11,2.4508895852921344,1,19.999999999999996,1.2,15,0.56,xgboost,0.5306122448979591
59,0.5084745762711864,0.11864406779661017,7.0,1.2413793103448278,-4.8,4,4.016949152542373,16,12,1.5824566603764454,1,19.999999999999996,1.2,15,0.58,xgboost,0.5306122448979591
47,0.48936170212765956,0.07659574468085105,3.5999999999999996,1.1499999999999997,-4.8,4,3.9148936170212765,13,12,0.8798138919520897,1,19.999999999999996,1.2,15,0.6,xgboost,0.5306122448979591
521,0.46065259117082535,0.032845489443378124,17.112500000000004,1.0642330971707408,-20.02499999999999,9,3.5393474088291748,25,27,1.103717394769289,1,19.999999999999996,1.25,10,0.0,baseline,0.5731266383440297
122,0.4262295081967213,-0.040983606557377046,-5.0,0.9285714285714286,-12.5,7,3.3442622950819674,12,21,-0.8295255634998795,1,19.999999999999996,1.25,10,0.5,xgboost,0.5731266383440297
95,0.42105263157894735,-0.05263157894736842,-5.0,0.9090909090909091,-9.5,8,3.4842105263157896,15,17,-1.0000000000000002,1,19.999999999999996,1.25,10,0.52,xgboost,0.5731266383440297
73,0.410958904109589,-0.07534246575342465,-5.5,0.872093023255814,-8.0,7,3.5205479452054793,11,20,-1.2406822558794466,1,19.999999999999996,1.25,10,0.54,xgboost,0.5731266383440297
56,0.4107142857142857,-0.07589285714285714,-4.25,0.8712121212121212,-5.5,4,3.732142857142857,12,13,-1.051467200252747,1,19.999999999999996,1.25,10,0.56,xgboost,0.5731266383440297
45,0.37777777777777777,-0.15,-6.75,0.7589285714285714,-6.25,4,3.7333333333333334,13,10,-2.003437094318866,1,19.999999999999996,1.25,10,0.58,xgboost,0.5731266383440297
36,0.4444444444444444,0.0,0.0,1.0,-4.0,4,3.6666666666666665,12,8,0.0,1,19.999999999999996,1.25,10,0.6,xgboost,0.5731266383440297
516,0.46511627906976744,0.03919573643410853,20.225,1.0753960857409135,-18.599999999999998,9,3.6511627906976742,25,27,1.2977710404611673,1,19.999999999999996,1.25,12,0.0,baseline,0.5513426914861154
117,0.49572649572649574,0.11538461538461539,13.5,1.228813559322034,-6.5,6,3.6923076923076925,21,14,2.272394310361905,1,19.999999999999996,1.25,12,0.5,xgboost,0.5513426914861154
95,0.4631578947368421,0.042105263157894736,4.0,1.0784313725490196,-8.75,5,3.642105263157895,19,15,0.7467468460382739,1,19.999999999999996,1.25,12,0.52,xgboost,0.5513426914861154
79,0.4430379746835443,-0.0031645569620253164,-0.25,0.9943181818181818,-8.75,5,3.6455696202531644,17,15,-0.05090393587881943,1,19.999999999999996,1.25,12,0.54,xgboost,0.5513426914861154
62,0.43548387096774194,-0.020161290322580645,-1.25,0.9642857142857143,-8.0,3,3.725806451612903,14,14,-0.29144760631173916,1,19.999999999999996,1.25,12,0.56,xgboost,0.5513426914861154
53,0.4528301886792453,0.018867924528301886,1.0,1.0344827586206897,-4.25,3,3.509433962264151,13,13,0.27013074300399026,1,19.999999999999996,1.25,12,0.58,xgboost,0.5513426914861154
39,0.4358974358974359,-0.019230769230769232,-0.75,0.9659090909090909,-3.0,3,3.3846153846153846,11,11,-0.21472656813699956,1,19.999999999999996,1.25,12,0.6,xgboost,0.5513426914861154
514,0.46303501945525294,0.0420476653696498,21.612499999999997,1.080101922631457,-19.1125,9,3.7315175097276265,27,25,1.3969422384468155,1,19.999999999999996,1.25,15,0.0,baseline,0.534910736121301
124,0.49193548387096775,0.10685483870967742,13.25,1.2103174603174602,-7.0,7,4.217741935483871,21,17,1.9662440945653816,1,19.999999999999996,1.25,15,0.5,xgboost,0.534910736121301
95,0.47368421052631576,0.06578947368421052,6.25,1.125,-5.5,4,4.168421052631579,19,15,1.186124863139607,1,19.999999999999996,1.25,15,0.52,xgboost,0.534910736121301
81,0.4444444444444444,0.0,0.0,1.0,-5.5,4,4.209876543209877,14,16,0.0,1,19.999999999999996,1.25,15,0.54,xgboost,0.534910736121301
57,0.5087719298245614,0.14473684210526316,8.25,1.2946428571428572,-3.75,3,4.228070175438597,13,10,1.9452023731622772,1,19.999999999999996,1.25,15,0.56,xgboost,0.534910736121301
48,0.5208333333333334,0.171875,8.25,1.358695652173913,-3.5,3,4.145833333333333,13,9,2.1792850551749603,1,19.999999999999996,1.25,15,0.58,xgboost,0.534910736121301
34,0.5,0.125,4.25,1.25,-5.25,3,4.0588235294117645,10,7,1.1064877708424643,1,19.999999999999996,1.25,15,0.6,xgboost,0.534910736121301
511,0.45596868884540115,0.04537671232876712,23.187499999999996,1.0881318890155833,-17.899999999999995,9,3.6105675146771037,25,27,1.5510878551732317,1,19.999999999999996,1.3,10,0.0,baseline,0.5786455059710873
85,0.4117647058823529,-0.052941176470588255,-4.500000000000002,0.9099999999999998,-10.600000000000001,6,3.6941176470588237,16,17,-0.755842291699832,1,19.999999999999996,1.3,10,0.5,xgboost,0.5786455059710873
65,0.4,-0.07999999999999999,-5.199999999999999,0.8666666666666666,-10.2,5,3.876923076923077,12,17,-0.864244335440562,1,19.999999999999996,1.3,10,0.52,xgboost,0.5786455059710873
54,0.3888888888888889,-0.10555555555555554,-5.699999999999999,0.8272727272727274,-7.800000000000001,5,3.814814814814815,12,15,-1.0995497545857607,1,19.999999999999996,1.3,10,0.54,xgboost,0.5786455059710873
37,0.40540540540540543,-0.06756756756756757,-2.5,0.8863636363636366,-6.7,5,4.054054054054054,11,12,-0.6400707219615336,1,19.999999999999996,1.3,10,0.56,xgboost,0.5786455059710873
30,0.43333333333333335,-0.0033333333333333288,-0.09999999999999987,0.9941176470588237,-4.0,5,3.7333333333333334,10,10,-0.031588000775613516,1,19.999999999999996,1.3,10,0.58,xgboost,0.5786455059710873
22,0.5,0.15000000000000002,3.3000000000000007,1.3000000000000003,-3.0,4,3.5,8,5,1.230102301625349,1,19.999999999999996,1.3,10,0.6,xgboost,0.5786455059710873
508,0.46062992125984253,0.04960629921259842,25.199999999999996,1.0945768436854946,-16.749999999999996,9,3.7440944881889764,25,27,1.6916830524961435,1,19.999999999999996,1.3,12,0.0,baseline,0.5609012339827149
77,0.5194805194805194,0.19480519480519484,15.000000000000004,1.4054054054054055,-6.1000000000000005,4,4.090909090909091,18,11,2.4055146139063424,1,19.999999999999996,1.3,12,0.5,xgboost,0.5609012339827149
68,0.5147058823529411,0.18382352941176472,12.5,1.3787878787878787,-6.4,3,3.8970588235294117,18,11,2.419023486604856,1,19.999999999999996,1.3,12,0.52,xgboost,0.5609012339827149
50,0.44,0.012000000000000002,0.6000000000000001,1.0214285714285716,-8.100000000000001,5,4.02,13,13,0.12931972025455685,1,19.999999999999996,1.3,12,0.54,xgboost,0.5609012339827149
41,0.43902439024390244,0.009756097560975624,0.4000000000000006,1.0173913043478262,-6.4,4,4.0,10,12,0.09739237074453538,1,19.999999999999996,1.3,12,0.56,xgboost,0.5609012339827149
36,0.4444444444444444,0.022222222222222247,0.8000000000000009,1.04,-4.4,3,3.7222222222222223,10,10,0.2379936354561318,1,19.999999999999996,1.3,12,0.58,xgboost,0.5609012339827149
30,0.5333333333333333,0.22666666666666666,6.8,1.4857142857142858,-2.7,2,3.8,10,8,2.1656846145686237,1,19.999999999999996,1.3,12,0.6,xgboost,0.5609012339827149
506,0.45849802371541504,0.05360671936758892,27.124999999999993,1.1013261113186406,-17.21249999999999,9,3.843873517786561,27,25,1.8377079562081362,1,19.999999999999996,1.3,15,0.0,baseline,0.5539197061803445
106,0.5094339622641509,0.17169811320754716,18.2,1.3499999999999999,-5.4,5,4.452830188679245,24,13,3.1239743462371266,1,19.999999999999996,1.3,15,0.5,xgboost,0.5539197061803445
83,0.4819277108433735,0.10843373493975901,8.999999999999998,1.2093023255813953,-7.3,4,4.602409638554217,20,15,1.6586822157472223,1,19.999999999999996,1.3,15,0.52,xgboost,0.5539197061803445
63,0.4444444444444444,0.022222222222222223,1.4000000000000001,1.0399999999999998,-8.3,4,4.412698412698413,12,17,0.26170585462121776,1,19.999999999999996,1.3,15,0.54,xgboost,0.5539197061803445
51,0.43137254901960786,-0.00784313725490195,-0.39999999999999947,0.9862068965517243,-9.200000000000001,4,4.254901960784314,13,14,-0.07788210098089479,1,19.999999999999996,1.3,15,0.56,xgboost,0.5539197061803445
44,0.4772727272727273,0.09772727272727272,4.3,1.1869565217391307,-5.300000000000001,3,4.295454545454546,13,11,0.8309628090478516,1,19.999999999999996,1.3,15,0.58,xgboost,0.5539197061803445
31,0.45161290322580644,0.038709677419354875,1.200000000000001,1.0705882352941178,-4.800000000000001,3,3.7096774193548385,8,9,0.28119594946403836,1,19.999999999999996,1.3,15,0.6,xgboost,0.5539197061803445
503,0.4532803180914513,0.056212723658051696,28.275000000000002,1.1082970268588115,-19.050000000000004,9,3.7117296222664016,25,27,1.8955385236365334,1,19.999999999999996,1.35,10,0.0,baseline,0.5885818442209421
86,0.4883720930232558,0.1476744186046512,12.700000000000003,1.2886363636363638,-5.65,5,3.883720930232558,19,14,1.9170235259806314,1,19.999999999999996,1.35,10,0.5,xgboost,0.5885818442209421
68,0.5,0.17500000000000004,11.900000000000002,1.35,-4.949999999999999,4,3.8676470588235294,16,12,1.9882105553885434,1,19.999999999999996,1.35,10,0.52,xgboost,0.5885818442209421
51,0.47058823529411764,0.10588235294117651,5.400000000000002,1.2000000000000002,-4.6499999999999995,4,3.9019607843137254,15,9,1.126450597842631,1,19.999999999999996,1.35,10,0.54,xgboost,0.5885818442209421
41,0.4634146341463415,0.0890243902439025,3.6500000000000026,1.1659090909090912,-4.950000000000001,4,4.024390243902439,13,9,0.791960509986906,1,19.999999999999996,1.35,10,0.56,xgboost,0.5885818442209421
34,0.4411764705882353,0.03676470588235297,1.2500000000000009,1.0657894736842106,-6.3,4,4.294117647058823,9,10,0.2926668248581657,1,19.999999999999996,1.35,10,0.58,xgboost,0.5885818442209421
22,0.45454545454545453,0.06818181818181822,1.5000000000000009,1.125,-5.3,3,4.045454545454546,7,4,0.5482344820314314,1,19.999999999999996,1.35,10,0.6,xgboost,0.5885818442209421
500,0.456,0.056450000000000014,28.22500000000001,1.1069888651978206,-17.850000000000005,9,3.848,25,27,1.9346290017014456,1,19.999999999999996,1.35,12,0.0,baseline,0.5736694125191142
83,0.4457831325301205,0.04759036144578316,3.9500000000000024,1.0858695652173915,-9.850000000000001,5,3.7228915662650603,21,13,0.5717219017500774,1,19.999999999999996,1.35,12,0.5,xgboost,0.5736694125191142
62,0.46774193548387094,0.0991935483870968,6.150000000000002,1.1863636363636367,-6.950000000000001,4,3.370967741935484,16,12,1.2068192084020766,1,19.999999999999996,1.35,12,0.52,xgboost,0.5736694125191142
51,0.45098039215686275,0.0598039215686275,3.0500000000000025,1.108928571428572,-5.299999999999999,4,3.392156862745098,13,11,0.6825049801383052,1,19.999999999999996,1.35,12,0.54,xgboost,0.5736694125191142
32,0.4375,0.028125000000000067,0.9000000000000021,1.05,-5.65,4,3.6875,10,7,0.2631348016793434,1,19.999999999999996,1.35,12,0.56,xgboost,0.5736694125191142
26,0.46153846153846156,0.08461538461538466,2.200000000000001,1.157142857142857,-3.6500000000000004,4,3.923076923076923,8,6,0.8344085200531703,1,19.999999999999996,1.35,12,0.58,xgboost,0.5736694125191142
21,0.47619047619047616,0.1190476190476191,2.500000000000001,1.2272727272727273,-2.65,3,3.8095238095238093,6,4,1.0429038810698323,1,19.999999999999996,1.35,12,0.6,xgboost,0.5736694125191142
496,0.45161290322580644,0.06063508064516131,30.07500000000001,1.1137965284018356,-18.26250000000001,9,3.963709677419355,26,26,2.0788976520416274,1,19.999999999999996,1.35,15,0.0,baseline,0.5417528759414052
102,0.47058823529411764,0.1058823529411765,10.800000000000002,1.2,-9.299999999999999,5,4.323529411764706,23,15,1.6336488507643712,1,19.999999999999996,1.35,15,0.5,xgboost,0.5417528759414052
80,0.45,0.057500000000000016,4.600000000000001,1.1045454545454547,-6.849999999999998,4,4.375,18,15,0.9159882874111119,1,19.999999999999996,1.35,15,0.52,xgboost,0.5417528759414052
