entry_timestamp,exit_timestamp,window,volatility,volatility_bucket,hmm_state,pnl_R,pnl_points,exit_reason,holding_bars,past_return_30,directional_pressure_30,close_location_30,normalized_momentum_30
2024-12-27 09:44:00-05:00,2024-12-27 09:46:00-05:00,1,0.003196144956592746,EXTREME,2,1.3,26.0,target,2,-0.007993612474981284,-0.677641255780945,0.0,-2.5010168761253193
2024-12-27 09:57:00-05:00,2024-12-27 10:01:00-05:00,1,0.004038849426731579,EXTREME,2,1.3,26.0,target,4,-0.007060705990661856,-0.37707434802172946,0.07219917012448132,-1.7481973811476557
2024-12-27 10:06:00-05:00,2024-12-27 10:07:00-05:00,1,0.004325775025222909,EXTREME,2,-1.0,-20.0,stop,1,-0.007746829357858493,-0.40039177729292713,0.0,-1.7908535031729476
2024-12-27 10:08:00-05:00,2024-12-27 10:10:00-05:00,1,0.004386945164558135,EXTREME,2,-1.0,-20.0,stop,2,-0.007936066444779977,-0.40369802421309525,0.0,-1.8090188381872148
2024-12-27 10:11:00-05:00,2024-12-27 10:13:00-05:00,1,0.00426203657515556,EXTREME,2,1.3,26.0,target,2,-0.006136483589618718,-0.3059049206196975,0.022082018927444796,-1.4398007810138849
2024-12-27 10:14:00-05:00,2024-12-27 10:17:00-05:00,1,0.004308891966809876,EXTREME,2,1.3,26.0,target,3,-0.0056649210023340685,-0.27967054213548537,0.04261363636363636,-1.3147048118099234
2024-12-27 10:18:00-05:00,2024-12-27 10:19:00-05:00,1,0.004328693617754441,EXTREME,2,-1.0,-20.0,stop,1,-0.009506502578171747,-0.47721057560602925,0.0,-2.1961597233817054
2024-12-27 10:20:00-05:00,2024-12-27 10:22:00-05:00,1,0.0043326928744797395,EXTREME,2,-1.0,-20.0,stop,2,-0.00903829380527513,-0.4526000484158177,0.04878048780487805,-2.086068426061801
2024-12-27 10:33:00-05:00,2024-12-27 10:35:00-05:00,1,0.003881534247491373,EXTREME,2,-1.0,-20.0,stop,2,-0.005136312265921553,-0.296093771716569,0.0,-1.3232685681547547
2024-12-27 12:03:00-05:00,2024-12-27 12:09:00-05:00,1,0.0025820958736452945,HIGH,2,1.3,26.0,target,6,-0.0046094547501662475,-0.4030124205855158,0.11949685534591195,-1.7851601860386435
2024-12-27 12:10:00-05:00,2024-12-27 12:18:00-05:00,1,0.0025905574921434027,HIGH,2,1.3,26.0,target,8,-0.004234351197994554,-0.37728077510004754,0.09523809523809523,-1.6345328026250796
2024-12-27 12:20:00-05:00,2024-12-27 12:24:00-05:00,1,0.002582543652984773,HIGH,2,-1.0,-20.0,stop,4,-0.0030499366904672945,-0.2812024085145832,0.12448132780082988,-1.1809816600553227
2024-12-27 15:20:00-05:00,2024-12-27 15:35:00-05:00,1,0.001967013079938889,NORMAL,2,-0.2,-4.0,timeout,15,-0.0021926190638743,-0.263458382868445,0.03,-1.1146947044919602
2024-12-30 09:49:00-05:00,2024-12-30 09:51:00-05:00,1,0.003107237538080662,EXTREME,2,-1.0,-20.0,stop,2,-0.003771725543593708,-0.3398904349850139,0.011592434411226357,-1.2138516921765496
2024-12-30 15:37:00-05:00,2024-12-30 15:41:00-05:00,1,0.002145981958059868,NORMAL,2,-1.0,-20.0,stop,4,-0.0023215850773761304,-0.2538240940286278,0.0,-1.0818287957439405
2024-12-30 15:47:00-05:00,2024-12-30 15:51:00-05:00,1,0.0021790098457851793,NORMAL,2,-1.0,-20.0,stop,4,-0.002810745135919725,-0.31242370817540743,0.1282051282051282,-1.2899185110872722
2024-12-30 16:07:00-05:00,2024-12-30 16:14:00-05:00,1,0.003089887578115247,EXTREME,2,-1.0,-20.0,stop,7,-0.004244103548042171,-0.31808806341401075,0.0,-1.373546266893945
2024-12-31 11:02:00-05:00,2024-12-31 11:04:00-05:00,1,0.0028468151121975355,HIGH,2,1.3,26.0,target,2,-0.0027228280431988295,-0.23204856893156708,0.0,-0.9564470946962914
2024-12-31 11:05:00-05:00,2024-12-31 11:11:00-05:00,1,0.002599325178785619,HIGH,2,-1.0,-20.0,stop,6,-0.0026044604856659617,-0.22422277530137968,0.0,-1.0019756307991992
2024-12-31 11:12:00-05:00,2024-12-31 11:18:00-05:00,1,0.0025637553208195133,HIGH,2,-1.0,-20.0,stop,6,-0.0027505700913870047,-0.24536557596672393,0.02727272727272727,-1.0728676286112107
2024-12-31 11:19:00-05:00,2024-12-31 11:21:00-05:00,1,0.002711068101091943,HIGH,2,1.3,26.0,target,2,-0.0028062474217674044,-0.22602299302237389,0.06363636363636363,-1.0351076834392783
2024-12-31 11:22:00-05:00,2024-12-31 11:37:00-05:00,1,0.002512169257671382,HIGH,2,0.0,0.0,timeout,15,-0.004232893722015777,-0.3713210935575299,0.0,-1.6849556251394442
2024-12-31 12:40:00-05:00,2024-12-31 12:52:00-05:00,1,0.002379586189859005,HIGH,2,-1.0,-20.0,stop,12,-0.005385503738426323,-0.5446172938729956,0.0,-2.263210200738904
2024-12-31 13:36:00-05:00,2024-12-31 13:44:00-05:00,1,0.003069273615053547,EXTREME,2,-1.0,-20.0,stop,8,-0.004046101713265416,-0.29393525244268764,0.12101910828025478,-1.3182603510553512
2025-01-02 09:41:00-05:00,2025-01-02 09:43:00-05:00,1,0.004049243148218761,EXTREME,2,-1.0,-20.0,stop,2,-0.008222341132289325,-0.6111978976924163,0.08913649025069638,-2.0305871569866794
2025-01-02 09:44:00-05:00,2025-01-02 09:45:00-05:00,1,0.004088511878354221,EXTREME,2,-1.0,-20.0,stop,1,-0.007963412830962156,-0.5697398742415527,0.10306406685236769,-1.9477533801779554
