volatility_bucket,trades,win_rate,mean_R,total_R,profit_factor,max_drawdown_R,longest_losing_streak,average_holding_bars,trades_per_day,mean_daily_R,profitable_days,losing_days,worst_day_R,daily_sharpe
LOW,51,0.5294117647058824,0.2343137254901961,11.950000000000001,1.780408163265306,-3.099999999999998,5,11.07843137254902,1.8214285714285714,0.0495850622406639,16,11,-1.4,1.3299061727174164
NORMAL,390,0.4717948717948718,0.07948717948717947,30.999999999999993,1.169202428873576,-12.200000000000001,8,6.7846153846153845,2.727272727272727,0.08882521489971348,70,73,-4.6375,1.29487960453536
HIGH,197,0.45685279187817257,0.03775380710659898,7.437499999999999,1.0718425501086695,-12.974999999999993,9,4.802030456852792,2.264367816091954,0.022814417177914114,46,41,-6.0,0.41601427825735743
EXTREME,333,0.4804804804804805,0.1013888888888889,33.7625,1.1951589595375725,-10.537500000000001,10,2.855855855855856,5.741379310344827,0.12322080291970806,33,25,-4.1,1.7132681086964505
